MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,MASS,MASSUPPER,MASSLOWER,UMASS,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,R,RUPPER,RLOWER,UR,RHOSTAR,RHOSTARUPPER,RHOSTARLOWER,URHOSTAR,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,FIRSTREF,FIRSTURL,PLANETDISCMETH
0.905,0.015,0.015,0.015,0.164558,0.00664299,0.00664299,0.00664299,0.943,0.01,0.01,0.01,,,,,,,,,,,,,Marcy 2002,http://adsabs.harvard.edu/abs/2004ApJ...614L..81M,RV
0.905,0.015,0.015,0.015,3.54451,0.122458,0.122458,0.122458,0.943,0.01,0.01,0.01,,,,,,,,,,,,,Marcy 2002,http://adsabs.harvard.edu/abs/2002ApJ...581.1375M,RV
0.905,0.015,0.015,0.015,0.801471,0.0268523,0.0268523,0.0268523,0.943,0.01,0.01,0.01,,,,,,,,,,,,,Butler 1997,http://adsabs.harvard.edu/abs/1997ApJ...474L.115B,RV
0.905,0.015,0.015,0.015,0.172877,0.0106153,0.0106153,0.0106153,0.943,0.01,0.01,0.01,,,,,,,,,,,,,Fischer 2008,http://adsabs.harvard.edu/abs/2008ApJ...675..790F,RV
0.905,0.015,0.015,0.015,0.0263671,0.00123472,0.00123472,0.00123472,0.943,0.01,0.01,0.01,0.185565,0.0142742,0.0142742,0.0142742,,,,,4.173,0.602,0.602,0.602,McArthur 2004,http://adsabs.harvard.edu/abs/2004ApJ...614L..81M,RV
0.902,0.04,0.038,0.039,0.376,0.023,0.023,0.023,0.953491,0.038,0.026195199999999995,0.0320976,,,,,1.53,0.22,0.17,0.195,,,,,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,Timing
0.902,0.04,0.038,0.039,0.314805,0.0534071,0.0534071,0.0534071,0.938,0.038,0.039,0.0385,0.808,0.042,0.043000000000000003,0.0425,1.53,0.22,0.17,0.195,0.497406,,,,Nesvorny 2012,http://adsabs.harvard.edu/abs/2012Sci...336.1133N,Transit
0.9,0.04,0.049999999999999996,0.045,0.0267373,0.00395216,0.00395216,0.00395216,0.86,0.07,0.06,0.065,0.267,0.00105,0.043949999999999996,0.0225,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0,0,0,4.46762,3.25519,3.25519,3.25519,1.09856,0.0438702,0.0438702,0.0438702,,,,,,,,,,,,,Eggenberger 2006,http://adsabs.harvard.edu/abs/2006A%26A...447.1159E,RV
0.9,0.1,0.1,0.1,6.55071,0.61187,0.61187,0.61187,27.3,1,1,1,,,,,,,,,,,,,Lee 2015,http://adsabs.harvard.edu/abs/2015A%26A...584A..79L,RV
0.9,0.05,0.06,0.055,0.0172355,0.00213514,0.00213514,0.00213514,0.87,0.09,0.07,0.08,0.203,0.00044,0.04156,0.021,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.03,0.03,0.03,0.0107116,0.00118404,0.00118404,0.00118404,0.83,0.03,0.03,0.03,0.13,0.00023,0.00877,0.0045,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.04,0.04,0.04,0.00111394,0.000330054,0.000330054,0.000330054,0.87,0.08,0.05,0.065,0.068,0.00016,0.012839999999999999,0.0065,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0,0,0,0.646927,0.0482208,0.0482208,0.0482208,1.03957,0.0430848,0.0430848,0.0430848,,,,,,,,,,,,,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,RV
0.9,0.04,0.04,0.04,0.880048,0.224504,0.224504,0.224504,0.85,0.06,0.04000000000000001,0.05,0.914,0.00105,0.10795,0.0545,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.95,0,0,0,3.03499,0.974044,0.974044,0.974044,,,,,,,,,,,,,,,,,Minniti 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1424M,RV
0.89,0,0,0,0.0118373,0.00583935,0.00583935,0.00583935,1,0.19,0.19,0.19,0.134,0.00295,0.04605,0.0245,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.04,0.049999999999999996,0.045,0.0138656,0.0012673,0.0012673,0.0012673,0.86,0.08,0.05,0.065,0.168,0.0005,0.0315,0.016,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.05,0.06999999999999999,0.06,0.00338324,0.00112966,0.00112966,0.00112966,0.86,0.09,0.07,0.08,0.093,0.00039,0.01961,0.01,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,,,,2.54762,0.206087,0.206087,0.206087,0.997399,0.0332884,0.0332884,0.0332884,,,,,,,,,,,,,Naef 2010,http://adsabs.harvard.edu/abs/2010A%26A...523A..15N,RV
0.92,0,0,0,1.21636,0.0676079,0.0676079,0.0676079,0.88536,0.0417723,0.0417723,0.0417723,,,,,,,,,,,,,Mayor 2004,http://adsabs.harvard.edu/abs/2004A%26A...415..391M,RV
0.9,0.07,0.06,0.065,0.0275214,0.00739179,0.00739179,0.00739179,0.87,0.11,0.06999999999999999,0.09,0.271,0.00003,0.08897,0.0445,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.93,0,0,0,0.477325,0.0161611,0.0161611,0.0161611,1.1428,0.0447413,0.0447413,0.0447413,,,,,,,,,,,,,Moutou 2005,http://adsabs.harvard.edu/abs/2005A%26A...439..367M,RV
0.89,0,0,0,0.0467496,0.00787548,0.00787548,0.00787548,1,0.19,0.19,0.19,0.343,0.00044,0.04956,0.025,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0,0,0,0.0118373,0.00305138,0.00305138,0.00305138,1,0.19,0.19,0.19,0.134,0.00032,0.02268,0.0115,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.93,0,0,0,1.20645,0.256052,0.256052,0.256052,,,,,,,,,,,,,,,,,Minniti 2009,http://adsabs.harvard.edu/abs/2009ApJ...693.1424M,RV
0.9,0.05,0.05,0.05,0.00609283,0.0017951,0.0017951,0.0017951,0.87,0.1,0.06,0.08,0.11,0.00064,0.02036,0.0105,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.93,0,0,0,0.0124263,0.0019853,0.0019853,0.0019853,0.94,0.14,0.14,0.14,0.136,0.00034,0.01366,0.007,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.06,0.05,0.055,0.0124263,0.00364037,0.00364037,0.00364037,0.87,0.1,0.07,0.085,0.136,0.00078,0.02622,0.0135,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.06,0.05,0.055,0.0325593,0.00610936,0.00610936,0.00610936,0.86,0.1,0.06,0.08,0.294,0.00079,0.05621,0.0285,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.04,0.04,0.04,0.029598,0.00681281,0.00681281,0.00681281,0.88,0.09,0.06,0.075,0.281,0.0004,0.0726,0.0365,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.05,0.05,0.05,0.0139495,0.00131357,0.00131357,0.00131357,0.86,0.09,0.06,0.075,0.169,0.00126,0.031740000000000004,0.0165,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.04,0.049999999999999996,0.045,0.0271261,0.00434098,0.00434098,0.00434098,0.86,0.1,0.06,0.08,0.269,0.00075,0.04825,0.0245,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0,0,0,0.0225477,0.00314964,0.00314964,0.00314964,0.85,0.41,0.41,0.41,0.243,0.00026,0.043739999999999994,0.022,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.02,0.02,0.02,0.00129651,0.000467268,0.000467268,0.000467268,0.81,0.01,0.01,0.01,0.071,0.00179,0.015210000000000001,0.0085,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.04,0.04,0.04,0.015383,0.00151747,0.00151747,0.00151747,0.86,0.08,0.05,0.065,0.185,0.00155,0.03245,0.017,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.04,0.049999999999999996,0.045,0.0240196,0.00435961,0.00435961,0.00435961,0.86,0.08,0.05,0.065,0.252,0.00409,0.05391,0.029,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.05,0.05,0.05,0.028747,0.00506439,0.00506439,0.00506439,0.86,0.1,0.06,0.08,0.277,0.00125,0.05275,0.027,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,,,,0.0982431,0.00597316,0.00597316,0.00597316,1.01561,0.0414398,0.0414398,0.0414398,,,,,,,,,,,,,Mordasini 2011,http://adsabs.harvard.edu/abs/2011A%26A...526A.111M,RV
0.9,0.04,0.049999999999999996,0.045,0.0125233,0.00489021,0.00489021,0.00489021,0.86,0.1,0.06,0.08,0.151,0.00626,0.06074,0.0335,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.05,0.06,0.055,0.0120099,0.00156889,0.00156889,0.00156889,0.87,0.11,0.06999999999999999,0.09,0.144,0.00051,0.02949,0.015,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.05,0.06,0.055,0.00796813,0.00233993,0.00233993,0.00233993,0.87,0.1,0.07,0.085,0.119,0.00032,0.02268,0.0115,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0.05,0.05,0.05,0.531485,0.141814,0.141814,0.141814,0.86,0.08,0.05,0.065,0.818,0.00065,0.12635,0.0635,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.9,0,0,0,3.3748,0.144104,0.144104,0.144104,0.858011,0.0416453,0.0416453,0.0416453,,,,,,,,,,,,,Naef 2001,http://adsabs.harvard.edu/abs/2001A%26A...375..205N,RV
0.894578,0.0894578,0.0894578,0.0894578,11.6351,0.778836,0.778836,0.778836,0.859205,0.0316919,0.0316919,0.0316919,,,,,,,,,,,,,Latham 1989,http://adsabs.harvard.edu/abs/1989Natur.339...38L,RV
0.895,0.06,0.06,0.06,0.054117,0.005978,0.005978,0.005978,1.056,0.021,0.021,0.021,0.209653,0.0035686,0.01249,0.0080293,,,,,5,5,5,5,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,Transit
0.895,0.06,0.06,0.06,0.0142824,0.00392831,0.00392831,0.00392831,1.056,0.021,0.021,0.021,0.126327,0.00294406,0.0032116999999999996,0.00307788,,,,,8.8,2.1,2.9,2.5,Batalha 2011,http://adsabs.harvard.edu/abs/2011ApJ...729...27B,Transit
0.893,0.024,0.024,0.024,1.7781,0.0800981,0.0800981,0.0800981,0.866,0.013,0.013,0.013,1.209,0.021,0.021,0.021,,,,,1.25,0.08,0.08,0.08,Mandushev 2011,http://adsabs.harvard.edu/abs/2011ApJ...741..114M,Transit
0.893,0.038,0.038,0.038,0.956901,0.0609378,0.0609378,0.0609378,1,0.05,0.05,0.05,,,,,,,,,,,,,Wright 2007,http://adsabs.harvard.edu/abs/2007ApJ...657..533W,RV
0.892,0.08,0.074,0.077,1.47244,0.0879343,0.0879343,0.0879343,0.843,0.031,0.031,0.031,1.153,0.048,0.048,0.048,2.072,0.14,0.126,0.133,1.27031,0.117351,0.117351,0.117351,Gillon 2011,http://adsabs.harvard.edu/abs/2011A%26A...533A..88G,Transit
0.89,0.04,0.049999999999999996,0.045,0.0187628,0.00196378,0.00196378,0.00196378,0.85,0.07,0.04999999999999999,0.06,0.216,0.00084,0.03316,0.017,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0.05,0.05,0.05,0.0138656,0.00228127,0.00228127,0.00228127,0.86,0.09,0.06,0.075,0.168,0.00519,0.05481,0.03,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0.04,0.049999999999999996,0.045,0.00157306,0.000515528,0.000515528,0.000515528,0.85,0.09,0.06,0.075,0.075,0.0003,0.0157,0.008,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0.04,0.04,0.04,0.0165864,0.00296906,0.00296906,0.00296906,0.84,0.07,0.04999999999999999,0.06,0.197,0.005,0.059000000000000004,0.032,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0.04,0.04,0.04,0.0291691,0.00383346,0.00383346,0.00383346,0.84,0.07,0.039999999999999994,0.055,0.279,0.00094,0.03806,0.0195,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0.04,0.04,0.04,0.0112658,0.00247986,0.00247986,0.00247986,0.85,0.07,0.039999999999999994,0.055,0.132,0.00058,0.01842,0.0095,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0.04,0.049999999999999996,0.045,0.0124487,0.00214136,0.00214136,0.00214136,0.85,0.08,0.06000000000000001,0.07,0.15,0.0024,0.0406,0.0215,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0.06,0.06,0.06,0.0340314,0.00610811,0.00610811,0.00610811,0.86,0.08,0.06999999999999999,0.075,0.3,0.00026,0.053739999999999996,0.027,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0.06,0.07,0.065,0.0283318,0.00736282,0.00736282,0.00736282,0.86,0.1,0.07999999999999999,0.09,0.275,0.00063,0.08437,0.0425,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0.05,0.05,0.05,0.0178026,0.0020317,0.0020317,0.0020317,0.86,0.09,0.06,0.075,0.208,0.00086,0.03714,0.019,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0.06,0.05,0.055,0.0254263,0.00431313,0.00431313,0.00431313,0.86,0.1,0.07,0.085,0.26,0.00064,0.05236,0.0265,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,,,,0.295018,0.0258988,0.0258988,0.0258988,1.11756,0.0397373,0.0397373,0.0397373,,,,,,,,,,,,,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,RV
0.89,0.04,0.04,0.04,0.0279233,0.00407289,0.00407289,0.00407289,0.85,0.07,0.039999999999999994,0.055,0.273,0.00004,0.04396,0.022,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0.05,0.05,0.05,2.75536,0.160035,0.160035,0.160035,0.79,0.05,0.05,0.05,0.97,0.07,0.07,0.07,2.371,0.5,0.5,0.5,3.7,0.83,0.83,0.83,Bonomo 2010,http://adsabs.harvard.edu/abs/2010A&A...520A..65B,Transit
0.89,0.05,0.06,0.055,0.0200617,0.00352786,0.00352786,0.00352786,0.86,0.1,0.06,0.08,0.226,0.0023,0.0567,0.0295,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0.04,0.049999999999999996,0.045,0.0453941,0.0112369,0.0112369,0.0112369,0.85,0.07,0.04999999999999999,0.06,0.339,0.00497,0.07203,0.0385,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0.04,0.04,0.04,0.00709482,0.00173401,0.00173401,0.00173401,0.84,0.06,0.04000000000000001,0.05,0.115,0.00087,0.01713,0.009,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0.03,0.03,0.03,0.0509774,0.0081046,0.0081046,0.0081046,0.828702,,,,,,,,,,,,,,,,Tinney 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..103T,RV
0.89,0.04,0.04,0.04,0.0409391,0.0114491,0.0114491,0.0114491,0.85,0.08,0.039999999999999994,0.06,0.325,0.00014,0.08886,0.0445,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.89,0.03,0.03,0.03,3.06257,0.10504,0.10504,0.10504,1.16642,0.0373365,0.0373365,0.0373365,,,,,,,,,,,,,Moutou 2009,http://adsabs.harvard.edu/abs/2009A%26A...496..513M,RV
0.89,0.02,0.030000000000000002,0.025,0.0155754,0.000428384,0.000428384,0.000428384,0.8,0.01,0.01,0.01,0.187,0.00058,0.008419999999999999,0.0045,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.8877,0.0051,0.005299999999999999,0.0052,0.127011,0.02,0.02,0.02,1.0284,0.002,0.0018999999999999998,0.00195,0.728,0.014,0.014,0.014,,,,,0.41,0.07,0.069,0.0695,Welsh 2012,http://adsabs.harvard.edu/abs/2012Natur.481..475W,Transit
0.886,0.044,0.044,0.044,0.267569,0.0202231,0.0202231,0.0202231,0.923,0.096,0.067,0.0815,0.825,0.092,0.063,0.0775,,,,,0.59,0.16,0.16,0.16,Sato 2012,http://adsabs.harvard.edu/abs/2012PASJ...64...97S,Transit
0.884,0.044,0.038000000000000006,0.041,0.0168896,0.00263013,0.00263013,0.00263013,0.866,0.076,0.04000000000000001,0.058,0.199841,0.0142744,0.0401466,0.0272105,1.89,0.3,0.38000000000000006,0.34,,,,,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,Transit
0.882,0.037,0.037,0.037,1.34915,0.152111,0.152111,0.152111,0.898,0.019,0.019,0.019,1.168,0.03,0.03,0.03,,,,,3.39,0.05,0.05,0.05,Mohler-Fischer 2013,http://arxiv.org/abs/1304.2140,Transit
0.882,0.026,0.021,0.0235,0.228975,0.0147625,0.0147625,0.0147625,0.934685,0.0334643,0.0334643,0.0334643,,,,,,,,,,,,,Fischer 2003,http://adsabs.harvard.edu/abs/2003ApJ...590.1081F,RV
0.881,0.086,0.08100000000000002,0.0835,0.496968,0.0340244,0.0340244,0.0340244,0.85,0.035,0.035,0.035,1.063,0.051,0.051,0.051,2.01344,0.15488,0.15488,0.15488,0.546312,0.0649739,0.0556919,0.0603329,Lendl 2012,http://adsabs.harvard.edu/abs/2012A%26A...544A..72L,Transit
0.88,0.04,0.04,0.04,0.216078,0.0340009,0.0340009,0.0340009,0.77,0.02,0.02,0.02,0.57,0.02,0.02,0.02,1.92857,0.0714286,0.0714286,0.0714286,1.6,0.1,0.1,0.1,Borde 2010,http://adsabs.harvard.edu/abs/2010A%26A...520A..66B,Transit
0.88,0.06,0.06,0.06,9.98479,0.49759,0.49759,0.49759,0.88,0.04,0.04,0.04,1.03,0.06,0.06,0.06,1.79,0.17,0.17,0.17,11,2,2,2,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit
0.88,0.04,0.049999999999999996,0.045,0.0183949,0.00227393,0.00227393,0.00227393,0.84,0.07,0.04999999999999999,0.06,0.213,0.00002,0.04098,0.0205,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.04,0.049999999999999996,0.045,0.0256089,0.00588272,0.00588272,0.00588272,0.84,0.07,0.04999999999999999,0.06,0.261,0.00022,0.07478,0.0375,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.04,0.049999999999999996,0.045,0.0241903,0.00453027,0.00453027,0.00453027,0.84,0.07,0.04999999999999999,0.06,0.253,0.00037,0.059629999999999996,0.03,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.03,0.04000000000000001,0.035,0.0172355,0.00141521,0.00141521,0.00141521,0.83,0.06,0.04000000000000001,0.05,0.203,0.00089,0.02611,0.0135,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.05,0.06,0.055,0.0107116,0.00274352,0.00274352,0.00274352,0.84,0.07,0.06,0.065,0.13,0.00066,0.021339999999999998,0.011,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.04,0.049999999999999996,0.045,0.0165864,0.00255238,0.00255238,0.00255238,0.84,0.07,0.04999999999999999,0.06,0.197,0.00428,0.04972,0.027,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.05,0.05,0.05,0.0187628,0.00294259,0.00294259,0.00294259,0.85,0.09,0.06,0.075,0.216,0.00002,0.05298,0.0265,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.06,0.05,0.055,0.021628,0.00305032,0.00305032,0.00305032,0.84,0.09,0.06,0.075,0.237,0.00108,0.04392,0.0225,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.05,0.06,0.055,0.0144664,0.00140845,0.00140845,0.00140845,0.85,0.09,0.07,0.08,0.175,0.00098,0.03302,0.017,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.06,0.06,0.06,0.045968,0.00723657,0.00723657,0.00723657,0.89,0.05,0.05,0.05,0.24177,0.01249,0.01249,0.01249,1.98,0.13,0.13,0.13,4.01,0.91,0.91,0.91,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit
0.88,0.04,0.049999999999999996,0.045,0.165168,0.0431768,0.0431768,0.0431768,0.84,0.07,0.04999999999999999,0.06,0.583,0.00009,0.08990999999999999,0.045,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.04,0.049999999999999996,0.045,0.0030088,0.000987439,0.000987439,0.000987439,0.84,0.08,0.05,0.065,0.09,0.00031,0.01869,0.0095,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.05,0.05,0.05,0.0318486,0.00623968,0.00623968,0.00623968,0.85,0.08,0.06999999999999999,0.075,0.291,0.00009,0.05991,0.03,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.06,0.06,0.06,0.0151,0.000879213,0.000879213,0.000879213,0.89,0.05,0.05,0.05,0.181997,0.0098135,0.0098135,0.0098135,1.98,0.13,0.13,0.13,5.08,3.12,3.12,3.12,Marcy 2014,http://adsabs.harvard.edu/abs/2014ApJS..210...20M,Transit
0.88,0.04,0.060000000000000005,0.05,0.0158698,0.00187817,0.00187817,0.00187817,0.85,0.09,0.06,0.075,0.19,0.0003,0.0407,0.0205,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.04,0.049999999999999996,0.045,0.020474,0.00243763,0.00243763,0.00243763,0.84,0.07,0.04999999999999999,0.06,0.229,0.00078,0.037219999999999996,0.019,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.04,0.04,0.04,0.0107116,0.00251501,0.00251501,0.00251501,0.83,0.06,0.04000000000000001,0.05,0.13,0.00079,0.01921,0.01,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.06,0.06,0.06,0.0129028,0.00135337,0.00135337,0.00135337,0.85,0.09,0.07,0.08,0.156,0.00268,0.04332,0.023,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.02,0.02,0.02,0.908659,0.0350237,0.0350237,0.0350237,0.84,0.062,0.065,0.0635,1.077,0.055,0.058,0.0565,1.464,0.1857,0.1001,0.1429,0.92,0.27,0.19999999999999996,0.235,Collier-Cameron 2007,http://adsabs.harvard.edu/abs/2007MNRAS.375..951C,Transit
0.88,0.04,0.04,0.04,0.623509,0.177941,0.177941,0.177941,0.84,0.07,0.04999999999999999,0.06,0.948,0.00027,0.12873,0.0645,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.04,0.04,0.04,0.0134548,0.00430273,0.00430273,0.00430273,0.93,0.29,0.09000000000000002,0.19,0.163,0.00015,0.07785,0.039,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.05,0.06,0.055,0.0166923,0.00177667,0.00177667,0.00177667,0.85,0.08,0.06000000000000001,0.07,0.198,0.00108,0.03492,0.018,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.04,0.04,0.04,0.0030088,0.000803163,0.000803163,0.000803163,0.84,0.07,0.04999999999999999,0.06,0.09,0.00036,0.01464,0.0075,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.06,0.06,0.06,0.0123966,0.0066073,0.0066073,0.0066073,0.89,0.05,0.05,0.05,0.17133,0.00911328,0.00911328,0.00911328,1.98,0.13,0.13,0.13,3.23,1.84,1.84,1.84,Borucki 2011,http://adsabs.harvard.edu/abs/2011ApJ...736...19B,Transit
0.88,0.04,0.049999999999999996,0.045,0.020474,0.00231918,0.00231918,0.00231918,0.84,0.07,0.04999999999999999,0.06,0.229,0.00084,0.03516,0.018,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.88,0.06,0.05,0.055,0.0304768,0.00523153,0.00523153,0.00523153,0.84,0.09,0.06,0.075,0.285,0.00096,0.051039999999999995,0.026,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.879,0.04,0.036,0.038,0.807457,0.0411169,0.0411169,0.0411169,0.876501,0.0321049,0.0321049,0.0321049,,,,,,,,,,,,,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,RV
0.878,0.038,0.04,0.039,0.752484,0.0476367,0.0476367,0.0476367,0.807,0.017,0.016,0.0165,1.067,0.022,0.020999999999999998,0.0215,2.4,0.014,0.011999999999999999,0.013,0.769,0.069,0.065,0.067,Alonso 2004,http://adsabs.harvard.edu/abs/2004ApJ...613L.153A,Transit
0.872,0.023,0.023,0.023,0.327524,0.0252016,0.0252016,0.0252016,1.10659,0.0516001,0.0516001,0.0516001,,,,,,,,,,,,,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,RV
0.872,0.023,0.023,0.023,0.020855,0.00249798,0.00249798,0.00249798,1.10659,0.0516001,0.0516001,0.0516001,,,,,,,,,,,,,Lo Curto 2010,http://adsabs.harvard.edu/abs/2010A%26A...512A..48L,RV
0.87,0.04,0.04,0.04,0.41931,0.0329627,0.0329627,0.0329627,0.87,0.04,0.04,0.04,1.4,0.3,0.2,0.25,1.85856,0.2112,0.2112,0.2112,0.21216,0.10608,0.10608,0.10608,Hellier 2012,http://adsabs.harvard.edu/abs/2012MNRAS.426..739H,Transit
