MSTAR,MSTARUPPER,MSTARLOWER,UMSTAR,MASS,MASSUPPER,MASSLOWER,UMASS,RSTAR,RSTARUPPER,RSTARLOWER,URSTAR,R,RUPPER,RLOWER,UR,RHOSTAR,RHOSTARUPPER,RHOSTARLOWER,URHOSTAR,DENSITY,DENSITYUPPER,DENSITYLOWER,UDENSITY,FIRSTREF,FIRSTURL,PLANETDISCMETH
0.87,0.04,0.049999999999999996,0.045,0.0121546,0.00031727,0.00031727,0.00031727,0.83,0.06,0.05,0.055,0.146,0.00046,0.023540000000000002,0.012,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.04,0.04,0.04,0.00819664,0.00141275,0.00141275,0.00141275,0.83,0.04,0.030000000000000006,0.035,0.12,0.00059,0.01241,0.0065,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,,,,0.452799,0.0208431,0.0208431,0.0208431,0.937994,0.0316478,0.0316478,0.0316478,,,,,,,,,,,,,Ge 2006,http://adsabs.harvard.edu/abs/2006ApJ...648..683G,RV
0.87,0.06,0.05,0.055,0.0225477,0.00403122,0.00403122,0.00403122,0.83,0.07,0.04999999999999999,0.06,0.243,0.00375,0.05425000000000001,0.029,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.07,0.06,0.065,0.038021,0.00979191,0.00979191,0.00979191,0.83,0.09,0.06,0.075,0.315,0.00392,0.07708000000000001,0.0405,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.03,0.03,0.03,0.457165,0.0222181,0.0222181,0.0222181,0.79,0.02,0.02,0.02,1.27,0.03,0.03,0.03,2.47808,0.11264,0.11264,0.11264,0.29172,0.02652,0.02652,0.02652,Hebrard 2013,http://adsabs.harvard.edu/abs/2013A%26A...549A.134H,Transit
0.87,0.04,0.04,0.04,0.01966,0.00174103,0.00174103,0.00174103,0.82,0.04,0.04,0.04,0.223,0.00137,0.02663,0.014,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.06,0.07,0.065,0.0233514,0.00414682,0.00414682,0.00414682,0.85,0.09,0.08000000000000002,0.085,0.248,0.00016,0.05684,0.0285,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.04,0.049999999999999996,0.045,0.0222358,0.00264169,0.00264169,0.00264169,0.82,0.06,0.05,0.055,0.241,0.00108,0.03592,0.0185,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.07,0.07,0.07,0.819484,0.0676327,0.0676327,0.0676327,1.49875,0.0509971,0.0509971,0.0509971,,,,,,,,,,,,,Cochran 2007,http://adsabs.harvard.edu/abs/2007ApJ...665.1407C,RV
0.87,0.05,0.05,0.05,0.0162741,0.00171931,0.00171931,0.00171931,0.83,0.07,0.04999999999999999,0.06,0.194,0.00193,0.034069999999999996,0.018,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.04,0.049999999999999996,0.045,0.000951027,0.000252348,0.000252348,0.000252348,0.83,0.07,0.06,0.065,0.065,0.00057,0.01043,0.0055,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.03,0.03,0.03,0.020474,0.0020185,0.0020185,0.0020185,0.79,0.02,0.02,0.02,0.229,0.00229,0.02871,0.0155,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.05,0.06,0.055,0.0238504,0.0032365,0.0032365,0.0032365,0.83,0.07,0.06,0.065,0.251,0.00096,0.04104,0.021,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.04,0.04,0.04,0.0118373,0.00256116,0.00256116,0.00256116,0.86,0.06,0.04000000000000001,0.05,0.134,0.00039,0.018609999999999998,0.0095,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.05,0.06,0.055,0.0191406,0.00217966,0.00217966,0.00217966,0.84,0.08,0.06000000000000001,0.07,0.219,0.00055,0.036449999999999996,0.0185,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.04,0.049999999999999996,0.045,0.000601957,0.000163602,0.000163602,0.000163602,0.83,0.07,0.06,0.065,0.057,0.00042,0.00958,0.005,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.03,0.03,0.03,0.0172355,0.000806185,0.000806185,0.000806185,0.8,0.02,0.02,0.02,0.203,0.00059,0.01441,0.0075,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.04,0.04,0.04,0.0138656,0.00160141,0.00160141,0.00160141,0.82,0.05,0.03,0.04,0.168,0.00308,0.03792,0.0205,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.05,0.05,0.05,0.0271261,0.00549817,0.00549817,0.00549817,0.84,0.07,0.06,0.065,0.269,0.00189,0.06211,0.032,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.04,0.049999999999999996,0.045,0.0211858,0.00204516,0.00204516,0.00204516,0.83,0.06,0.04000000000000001,0.05,0.234,0.00008,0.02992,0.015,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.05,0.05,0.05,0.0277215,0.00571617,0.00571617,0.00571617,0.9,0.13,0.07999999999999999,0.105,0.272,0.00002,0.06498,0.0325,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.04,0.049999999999999996,0.045,0.0180364,0.00176226,0.00176226,0.00176226,0.83,0.06,0.05,0.055,0.21,0.00093,0.03107,0.016,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.04,0.049999999999999996,0.045,0.00206633,0.000530016,0.000530016,0.000530016,0.83,0.07,0.04999999999999999,0.06,0.081,0.00063,0.012369999999999999,0.0065,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.07,0.07,0.07,0.807031,0.055682,0.055682,0.055682,1.49875,0.0509971,0.0509971,0.0509971,,,,,,,,,,,,,Cochran 2007,http://adsabs.harvard.edu/abs/2007ApJ...665.1407C,RV
0.87,0.03,0.03,0.03,0.015383,0.00122099,0.00122099,0.00122099,0.79,0.02,0.02,0.02,0.185,0.00198,0.02502,0.0135,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.04,0.049999999999999996,0.045,0.0147338,0.00151873,0.00151873,0.00151873,0.83,0.07,0.04999999999999999,0.06,0.178,0.00071,0.035289999999999995,0.018,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.04,0.049999999999999996,0.045,0.0642153,0.00873633,0.00873633,0.00873633,0.83,0.06,0.05,0.055,0.394,0.00042,0.05358,0.027,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.05,0.05,0.05,1.27,0.19,0.19,0.19,0.8,0.02,0.02,0.02,1.08,0.03,0.03,0.03,1.704,0.041,0.041,0.041,1.02,0.15,0.15,0.15,Borucki 2010,http://adsabs.harvard.edu/abs/2010Sci...327..977B,Transit
0.87,0.05,0.06,0.055,0.0421671,0.010898,0.010898,0.010898,0.84,0.09,0.07,0.08,0.329,0.00331,0.07769000000000001,0.0405,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.06,0.05,0.055,0.00866602,0.00228288,0.00228288,0.00228288,0.84,0.07,0.04999999999999999,0.06,0.122,0.00039,0.02061,0.0105,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.04,0.04,0.04,0.0457295,0.00627609,0.00627609,0.00627609,0.83,0.06,0.04000000000000001,0.05,0.34,0.00078,0.03922,0.02,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.04,0.049999999999999996,0.045,0.0191406,0.00207056,0.00207056,0.00207056,0.84,0.07,0.04999999999999999,0.06,0.219,0.0011,0.033900000000000007,0.0175,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.04,0.04,0.04,0.0503054,0.00751103,0.00751103,0.00751103,0.83,0.05,0.039999999999999994,0.045,0.353,0.00144,0.04256,0.022,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.87,0.04,0.049999999999999996,0.045,1,0,0,0,0.84,0.08,0.06000000000000001,0.07,1.175,0.00029,0.18470999999999999,0.0925,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.865,0.029,0.029,0.029,0.643827,0.0459823,0.0459823,0.0459823,0.975102,0.0320367,0.0320367,0.0320367,,,,,,,,,,,,,Segransan 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..54S,RV
0.86,0.06,0.06,0.06,0.0325593,0.00543314,0.00543314,0.00543314,0.82,0.07,0.06,0.065,0.294,0.00122,0.048780000000000004,0.025,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.05,0.05,0.05,0.0230257,0.00275924,0.00275924,0.00275924,0.81,0.06,0.05,0.055,0.246,0.00135,0.03565,0.0185,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.04,0.04,0.0291691,0.00392382,0.00392382,0.00392382,0.82,0.05,0.039999999999999994,0.045,0.279,0.00204,0.03796,0.02,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.04,0.04,0.0208973,0.0021345,0.0021345,0.0021345,0.82,0.06,0.04000000000000001,0.05,0.232,0.00114,0.030860000000000002,0.016,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.06,0.05,0.055,0.00796813,0.00206402,0.00206402,0.00206402,0.81,0.08,0.05,0.065,0.119,0.00064,0.01936,0.01,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.04,0.04,0.00648186,0.00138006,0.00138006,0.00138006,0.82,0.05,0.039999999999999994,0.045,0.112,0.00058,0.014419999999999999,0.0075,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.05,0.05,0.05,0.0159697,0.00167818,0.00167818,0.00167818,0.82,0.07,0.04999999999999999,0.06,0.191,0.00061,0.03539,0.018,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.04,0.04,0.0101747,0.0023193,0.0023193,0.0023193,0.83,0.06,0.05,0.055,0.128,0.00092,0.01808,0.0095,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.03,0.04000000000000001,0.035,0.0157709,0.000670542,0.000670542,0.000670542,0.81,0.03,0.020000000000000004,0.025,0.189,0.00076,0.01324,0.007,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.05,0.05,0.05,0.0170154,0.00172737,0.00172737,0.00172737,0.82,0.07,0.04999999999999999,0.06,0.201,0.00092,0.033080000000000005,0.017,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.04,0.04,0.00796813,0.0018753,0.0018753,0.0018753,0.81,0.05,0.039999999999999994,0.045,0.119,0.0008,0.0172,0.009,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.05,0.06,0.055,0.0213319,0.00287637,0.00287637,0.00287637,0.83,0.08,0.06000000000000001,0.07,0.235,0.00129,0.04171,0.0215,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.04,0.04,0.0101747,0.00254167,0.00254167,0.00254167,0.82,0.06,0.04000000000000001,0.05,0.128,0.00118,0.01982,0.0105,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.03,0.04000000000000001,0.035,0.0182743,0.00103887,0.00103887,0.00103887,0.81,0.03,0.03,0.03,0.212,0.00001,0.01799,0.009,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.04,0.04,0.0101747,0.002431,0.002431,0.002431,0.83,0.06,0.05,0.055,0.128,0.00069,0.01931,0.01,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.049999999999999996,0.045,0.00189081,0.000913933,0.000913933,0.000913933,0.82,0.06,0.04000000000000001,0.05,0.079,0.00249,0.02451,0.0135,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.049999999999999996,0.045,0.0256089,0.00499504,0.00499504,0.00499504,0.81,0.05,0.039999999999999994,0.045,0.261,0.00043,0.06157,0.031,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.049999999999999996,0.045,0.0176872,0.00156624,0.00156624,0.00156624,0.82,0.06,0.05,0.055,0.207,0.00057,0.02843,0.0145,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,,,,0.227816,0.0285708,0.0285708,0.0285708,0.97784,0.0314308,0.0314308,0.0314308,,,,,,,,,,,,,Dumusque 2011,http://adsabs.harvard.edu/abs/2011A%26A...535A..55D,RV
0.86,0.04,0.049999999999999996,0.045,0.00819664,0.00171478,0.00171478,0.00171478,0.82,0.06,0.04000000000000001,0.05,0.12,0.00039,0.01561,0.008,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.04,0.04,0.0289572,0.00468103,0.00468103,0.00468103,0.82,0.05,0.05,0.05,0.278,0.00004,0.048960000000000004,0.0245,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.05,0.06999999999999999,0.06,0.0181548,0.0022352,0.0022352,0.0022352,0.83,0.08,0.06999999999999999,0.075,0.211,0.00121,0.03979,0.0205,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.049999999999999996,0.045,0.00090084,0.000222356,0.000222356,0.000222356,0.82,0.06,0.05,0.055,0.064,0.00042,0.00958,0.005,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.03,0.03,0.03,0.0144664,0.000558925,0.000558925,0.000558925,0.78,0.02,0.02,0.02,0.175,0.00078,0.01222,0.0065,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.04,0.04,0.00485109,0.00120171,0.00120171,0.00120171,0.81,0.06,0.04000000000000001,0.05,0.103,0.0006,0.0154,0.008,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.03,0.03,0.03,0.0195285,0.00125412,0.00125412,0.00125412,0.79,0.02,0.009999999999999998,0.015,0.222,0.00008,0.01992,0.01,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.049999999999999996,0.045,0.09114,0.0129567,0.0129567,0.0129567,0.83,0.07,0.04999999999999999,0.06,0.467,0.00027,0.06673,0.0335,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.049999999999999996,0.045,0.01966,0.00203015,0.00203015,0.00203015,0.82,0.06,0.05,0.055,0.223,0.00098,0.03202,0.0165,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.04,0.04,0.00378747,0.000954237,0.000954237,0.000954237,0.82,0.06,0.05,0.055,0.096,0.00047,0.01453,0.0075,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.04,0.04,0.0176872,0.00281729,0.00281729,0.00281729,0.82,0.05,0.039999999999999994,0.045,0.207,0.00457,0.05043,0.0275,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.15,0.15,0.15,1.51929,0.188129,0.188129,0.188129,0.725686,0.0278105,0.0278105,0.0278105,,,,,,,,,,,,,Niedzielski 2009,http://adsabs.harvard.edu/abs/2009ApJ...707..768N,RV
0.86,0.04,0.049999999999999996,0.045,0.0220818,0.00235562,0.00235562,0.00235562,0.82,0.06,0.05,0.055,0.24,0.00114,0.03186,0.0165,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.86,0.04,0.049999999999999996,0.045,0.0178026,0.0017827,0.0017827,0.0017827,0.82,0.06,0.05,0.055,0.208,0.00119,0.031810000000000005,0.0165,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.857,0.039,0.039,0.039,0.530158,0.0195219,0.0195219,0.0195219,0.837,0.021,0.021,0.021,1.01,0.029,0.029,0.029,,,,,0.64,0.05,0.05,0.05,Howard 2012,http://adsabs.harvard.edu/abs/2012ApJ...749..134H,Transit
0.853,0.034,0.03799999999999999,0.036,1.10505,0.0485556,0.0485556,0.0485556,0.837785,0.0313771,0.0313771,0.0313771,,,,,,,,,,,,,Vogt 2002,http://adsabs.harvard.edu/abs/2002ApJ...568..352V,RV
0.852,0.055,0.055,0.055,0.55,0.1,0.1,0.1,0.831,0.045,0.04000000000000001,0.0425,1.051,0.057,0.053,0.055,1.47857,0.171429,0.15714299999999998,0.164286,0.59,0.16,0.12999999999999998,0.145,Pont 2004,http://adsabs.harvard.edu/abs/2004A%26A...426L..15P,Transit
0.85,0.04,0.049999999999999996,0.045,0.0173469,0.00314191,0.00314191,0.00314191,0.81,0.05,0.05,0.05,0.204,0.00127,0.06273000000000001,0.032,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.05,0.05,0.05,0.0183949,0.00186105,0.00186105,0.00186105,0.81,0.07,0.04999999999999999,0.06,0.213,0.00028,0.03272,0.0165,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.022,0.016,0.019,0.674371,0.0291035,0.0291035,0.0291035,0.772275,0.0300969,0.0300969,0.0300969,,,,,,,,,,,,,Vogt 2000,http://adsabs.harvard.edu/abs/2000ApJ...536..902V,RV
0.85,0.03,0.04000000000000001,0.035,0.0181548,0.00151561,0.00151561,0.00151561,0.8,0.04,0.030000000000000006,0.035,0.211,0.00161,0.02539,0.0135,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.03,0.04000000000000001,0.035,0.0259788,0.00221246,0.00221246,0.00221246,0.8,0.04,0.030000000000000006,0.035,0.263,0.00083,0.02417,0.0125,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.03,0.04000000000000001,0.035,0.0652266,0.00399644,0.00399644,0.00399644,0.8,0.02,0.02,0.02,0.397,0.00071,0.02329,0.012,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.03,0.03,0.03,0.0115843,0.0000348729,0.0000348729,0.0000348729,0.79,0.02,0.02,0.02,0.138,0.00061,0.00939,0.005,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.03,0.03,0.03,1.08979,0.0850223,0.0850223,0.0850223,0.823,0.025,0.025,0.025,1.164,0.045,0.045,0.045,2.128,0.168,0.168,0.168,0.9177,0.13034,0.11171999999999999,0.12103,Alsubai 2011,http://adsabs.harvard.edu/abs/2011MNRAS.417..709A,Transit
0.85,0.04,0.04,0.04,0.00940137,0.00220091,0.00220091,0.00220091,0.81,0.05,0.039999999999999994,0.045,0.125,0.00107,0.017929999999999998,0.0095,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.03,0.04000000000000001,0.035,0.00437411,0.000724732,0.000724732,0.000724732,0.79,0.02,0.02,0.02,0.1,0.00026,0.00974,0.005,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.04,0.049999999999999996,0.045,0.09114,0.0133278,0.0133278,0.0133278,0.81,0.06,0.06,0.06,0.467,0.00185,0.06715,0.0345,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.06,0.06,0.06,0.0158698,0.00175064,0.00175064,0.00175064,0.81,0.08,0.06999999999999999,0.075,0.19,0.00108,0.03692,0.019,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.04,0.049999999999999996,0.045,0.00485109,0.0012695,0.0012695,0.0012695,0.81,0.06,0.05,0.055,0.103,0.00066,0.01634,0.0085,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.05,0.06,0.055,0.0203354,0.0035363,0.0035363,0.0035363,0.81,0.07,0.07,0.07,0.228,0.00008,0.057920000000000006,0.029,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.03,0.04000000000000001,0.035,0.0388741,0.00330094,0.00330094,0.00330094,0.78,0.03,0.03,0.03,0.318,0.0003,0.0237,0.012,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.05,0.05,0.05,0.0181548,0.00198306,0.00198306,0.00198306,0.8,0.06,0.05,0.055,0.211,0.00128,0.034719999999999994,0.018,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.04,0.049999999999999996,0.045,0.0181548,0.00151561,0.00151561,0.00151561,0.81,0.05,0.05,0.05,0.211,0.00103,0.02597,0.0135,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.03,0.04000000000000001,0.035,0.0192688,0.00117327,0.00117327,0.00117327,0.78,0.02,0.02,0.02,0.22,0.00097,0.01803,0.0095,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.04,0.04,0.04,0.0123746,0.000614389,0.000614389,0.000614389,0.81,0.04,0.030000000000000006,0.035,0.149,0.00074,0.01626,0.0085,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.05,0.05,0.05,0.0121297,0.0029776,0.0029776,0.0029776,0.81,0.06,0.06,0.06,0.135,0.00074,0.021259999999999998,0.011,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.022,0.016,0.019,0.648109,0.055129,0.055129,0.055129,0.772275,0.0300969,0.0300969,0.0300969,,,,,,,,,,,,,Butler 2003,http://adsabs.harvard.edu/abs/2003ApJ...582..455B,RV
0.85,0.022,0.016,0.019,0.68665,0.0752213,0.0752213,0.0752213,0.772275,0.0300969,0.0300969,0.0300969,,,,,,,,,,,,,Vogt 2005,http://adsabs.harvard.edu/abs/2005ApJ...632..638V,RV
0.85,0.05,0.06,0.055,0.0173469,0.00177158,0.00177158,0.00177158,0.81,0.06,0.06,0.06,0.204,0.00119,0.032810000000000006,0.017,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.04,0.049999999999999996,0.045,0.0243624,0.0040959,0.0040959,0.0040959,0.82,0.06,0.06,0.06,0.254,0.00301,0.04999,0.0265,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.04,0.049999999999999996,0.045,0.0129801,0.000898017,0.000898017,0.000898017,0.81,0.05,0.039999999999999994,0.045,0.157,0.00095,0.02305,0.012,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.03,0.03,0.03,0.014034,0.00158533,0.00158533,0.00158533,0.79,0.02,0.02,0.02,0.17,0.00313,0.03687,0.02,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.04,0.049999999999999996,0.045,0.0157709,0.00165166,0.00165166,0.00165166,0.81,0.05,0.05,0.05,0.189,0.00036,0.03564,0.018,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.03,0.04000000000000001,0.035,0.0223911,0.00266483,0.00266483,0.00266483,0.8,0.03,0.020000000000000004,0.025,0.242,0.00009,0.03691,0.0185,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.03,0.03,0.03,0.0309268,0.00389849,0.00389849,0.00389849,0.78,0.02,0.009999999999999998,0.015,0.287,0.00132,0.035679999999999996,0.0185,,,,,,,,,Morton 2016,http://adsabs.harvard.edu/abs/2016ApJ...822...86M,Transit
0.85,0.03,0.03,0.03,0.212872,0.0205409,0.0205409,0.0205409,0.590728,,,,,,,,,,,,,,,,Meschiari 2011,http://adsabs.harvard.edu/abs/2011ApJ...727..117M,RV
0.849,0.012,0.009999999999999998,0.011,0.0316488,0.00172006,0.00172006,0.00172006,0.921634,0.0331574,0.0331574,0.0331574,,,,,,,,,,,,,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L,RV
0.849,0.012,0.009999999999999998,0.011,0.0563373,0.00523052,0.00523052,0.00523052,0.921634,0.0331574,0.0331574,0.0331574,,,,,,,,,,,,,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L,RV
0.849,0.012,0.009999999999999998,0.011,0.0367709,0.00254552,0.00254552,0.00254552,0.921634,0.0331574,0.0331574,0.0331574,,,,,,,,,,,,,Lovis 2006,http://adsabs.harvard.edu/abs/2006Natur.441..305L,RV
0.843,0.024,0.024,0.024,3.4773,4.6425,4.6425,4.6425,0.79,0.03,0.03,0.03,,,,,,,,,,,,,Moutou 2015,http://adsabs.harvard.edu/abs/2015A%26A...576A..48M,RV
0.842,0.042,0.042,0.042,0.292273,0.0175742,0.0175742,0.0175742,0.82,0.048,0.048,0.048,1.132,0.072,0.072,0.072,,,,,0.25,0.04,0.04,0.04,Hartman 2011,http://adsabs.harvard.edu/abs/2011ApJ...726...52H,Transit
0.842,0.037,0.037,0.037,0.69431,0.0292713,0.0292713,0.0292713,0.748,0.015,0.015,0.015,0.942,0.022,0.022,0.022,2.015,0.07,0.07,0.07,1.1014,0.0900707,0.0900707,0.0900707,Anderson 2014,http://adsabs.harvard.edu/abs/2014MNRAS.445.1114A,Transit
