M Y Z alpha diffusion overshoot age log_g L radius Y_surf X_c mass_cc
1.007218102539054305e+00 2.765602661132841589e-01 2.155726562500015486e-02 1.952094253906249577e+00 9.729326582031013748e-01 2.561233789062490329e-01 7.959522736497437911e+00 4.335489863760669138e+00 1.271491513357286385e+00 1.130966838204685576e+00 2.394939414976364200e-01 6.584169832491695851e-02 7.732160927429889037e-03
1.112839152832024503e+00 2.623715415039030718e-01 2.336240771484438677e-02 1.965223939941442177e+00 1.492747232910149213e+00 1.298082529296901433e-01 6.364144336848029049e+00 4.295246032356492272e+00 1.648740063669926093e+00 1.244921613283010764e+00 2.278804272328821823e-01 1.096389210925035884e-01 2.574146827873912205e-02
1.069514226562506387e+00 2.744128334960957427e-01 2.204974121093776149e-02 1.836741802246093069e+00 1.105677967285143115e+00 1.378355385742196515e-01 6.790015747951825276e+00 4.273871413850534928e+00 1.628178153675186479e+00 1.252608905031561859e+00 2.349528898422522660e-01 9.369639158757275821e-02 2.521614096974775232e-02
1.024707841796867358e+00 2.760412739257829262e-01 2.233689306640643246e-02 1.923942764648442827e+00 1.029342458007787009e+00 2.305854072265611510e-01 7.656064326697045175e+00 4.326797328078210825e+00 1.323725517034414212e+00 1.152734976212451690e+00 2.392066221377018020e-01 8.447801450591675698e-02 1.291214506025797903e-02
1.073932763183604200e+00 2.670364003906272043e-01 2.102563476562523820e-02 1.885743421386717245e+00 1.243148360839824162e+00 1.659310327148437736e-01 6.777591322857160705e+00 4.290919171712574531e+00 1.593759988873488354e+00 1.230750726422330299e+00 2.296976126552708608e-01 8.666730473824599268e-02 2.035921044802196933e-02
1.074104380371102341e+00 2.709175727539072653e-01 2.226684863281254423e-02 1.882161387695346244e+00 9.613267866210851720e-01 1.715271772460957300e-01 5.803085378135770078e+00 4.332823058074529499e+00 1.460690286329045184e+00 1.172692677915946335e+00 2.364854225518341346e-01 1.065696798241033000e-01 4.393550877140620960e-03
1.090228091308601766e+00 2.640418535156281998e-01 2.333646777343759138e-02 1.856627256347686883e+00 9.687453212890493326e-01 1.924183476562525419e-01 6.163037262665982396e+00 4.318167776322567875e+00 1.488092257829307430e+00 1.201444647154867207e+00 2.296359347974063214e-01 8.344408611189932379e-02 4.724042208983869617e-03
1.138780614746097708e+00 2.742029794921851948e-01 2.546905761718811639e-02 1.940090798828140839e+00 1.347395769531245291e+00 9.316213916015783636e-02 5.762424197970212880e+00 4.263538888601514643e+00 1.822546057279814891e+00 1.305858817620202394e+00 2.396612880572424054e-01 1.327301878988557116e-01 4.271535698536041425e-02
1.108251632812501386e+00 2.627837885742189683e-01 2.320559472656286149e-02 1.889737862792988610e+00 1.259527902343730910e+00 1.412863989257825692e-01 6.447157056940587161e+00 4.285245606789021444e+00 1.651438698613899803e+00 1.257632057085439570e+00 2.269135254493655773e-01 9.343884593749372802e-02 2.177653132830161334e-02
1.081348399414072903e+00 2.678884218750035018e-01 2.342795019531245665e-02 1.797249944824236056e+00 9.077188320312398195e-01 1.808713774414081599e-01 5.980159074385043461e+00 4.323840347614229529e+00 1.447163563552564369e+00 1.189633034361212927e+00 2.326252989536760352e-01 1.153055744296283824e-01 5.447481823222643377e-03
1.124722081054678746e+00 2.711926328124988905e-01 2.424726953125039622e-02 1.953078534667983091e+00 1.232234597167954915e+00 1.645696416015633712e-01 5.901408328976559758e+00 4.284616555607846600e+00 1.785906729525585046e+00 1.273323052389815802e+00 2.346850494301562229e-01 1.736389232590111464e-01 4.197044807368058988e-02
1.074540105468755335e+00 2.673399907226578498e-01 2.220497851562525105e-02 1.914536422363306789e+00 1.161594898437480650e+00 2.232727709960950768e-01 6.204674609752425241e+00 4.329290115857697963e+00 1.474038121471629381e+00 1.179007951605874460e+00 2.329523772726822817e-01 1.091830004872561821e-01 8.780738134631992792e-03
1.106794544433608030e+00 2.969697773437491861e-01 2.253271484375031497e-02 1.878765203125007277e+00 1.052745900390619216e+00 1.237413701171890673e-01 4.966994889605087060e+00 4.247633504088280887e+00 2.001391281653710053e+00 1.312637597021688585e+00 2.547624268901125255e-01 1.735752670747428006e-01 5.253650951312419104e-02
1.128263806640623201e+00 2.630651796874978743e-01 2.408974951171912252e-02 1.911420458496128072e+00 1.201834941894528663e+00 1.060243002929697892e-01 5.454976811944152182e+00 4.309776004810135674e+00 1.645707046778854377e+00 1.232557104649893098e+00 2.289645003662226785e-01 1.374483728251875148e-01 1.759215096222866911e-02
1.114682238281258453e+00 2.602595312500026181e-01 2.253601220703143129e-02 1.870332655761733465e+00 1.118271354980454602e+00 1.491362089843757122e-01 6.052753657326100267e+00 4.290691946281948610e+00 1.683842852791261002e+00 1.254860121582901389e+00 2.241000523924430998e-01 1.082199482440747845e-01 1.838378044510659282e-02
1.061728734374999039e+00 2.745272382812504741e-01 2.318169189453153645e-02 1.928555158203141495e+00 1.144389123046853696e+00 2.057529838867180605e-01 6.791945905890511170e+00 4.316871929071537828e+00 1.469425167924768294e+00 1.188542217401221901e+00 2.384980653825390373e-01 1.036280971834018516e-01 1.630338797128290385e-02
1.110905139160153876e+00 2.644476074218744532e-01 2.451070849609417873e-02 1.881657917480491049e+00 1.309083497558575448e+00 1.285509951171893428e-01 6.504053585502717283e+00 4.286262975818328158e+00 1.616945490283216325e+00 1.256827234088630618e+00 2.290254554860985392e-01 1.056348258957993808e-01 2.461401135708737517e-02
1.091800902832032572e+00 2.685524604492182665e-01 2.412829882812532467e-02 1.891755327148461951e+00 1.210468132812480668e+00 1.795540820312504504e-01 6.382827549386527188e+00 4.306851533573783364e+00 1.529569176261839747e+00 1.217549826243039091e+00 2.336041868601827221e-01 1.128036114706966048e-01 1.877933301086581741e-02
1.041066868652349209e+00 2.773010649414082152e-01 2.239525341796902089e-02 1.907804303222678577e+00 1.117281664550758391e+00 2.228103662109366390e-01 7.038416238626322041e+00 4.320380353602659262e+00 1.401095858949481077e+00 1.170614697004923155e+00 2.407392901191992562e-01 7.029612940324991843e-02 9.186244125214678563e-03
1.127957932128908602e+00 2.806902045898425069e-01 2.520813964843787031e-02 1.880637450195326688e+00 1.078065638671864557e+00 1.187436875000014991e-01 5.214028372278176171e+00 4.278877119758977443e+00 1.781013763637316005e+00 1.277625955392987178e+00 2.444427981667462169e-01 1.701509033568131546e-01 3.860543119111649324e-02
1.058755532714841241e+00 2.735175244140630735e-01 2.281095654296903461e-02 1.943869252929702585e+00 1.136715865234352751e+00 2.132164282226552687e-01 6.833161540465392925e+00 4.322421493550492322e+00 1.463499129095924500e+00 1.180311920707976192e+00 2.373284766817496116e-01 1.159464247928557595e-01 1.691060246533270667e-02
1.123569586914062723e+00 2.581829575195310755e-01 2.344905126953167676e-02 1.908970367187531325e+00 1.314257961425765897e+00 1.391109033203132561e-01 6.046811586387081938e+00 4.297709692406398219e+00 1.647778249253604610e+00 1.247444638810037310e+00 2.239228860105829388e-01 1.153160119210727141e-01 2.067878400622638266e-02
1.104492070800784820e+00 2.568727075195329501e-01 2.204656396484407782e-02 1.907256687988318378e+00 1.344437860351543446e+00 1.694799057617193128e-01 6.255580467286224078e+00 4.307760123012641884e+00 1.582908076829215194e+00 1.222861336671729582e+00 2.226411545150946414e-01 8.703107314742958289e-02 1.159742127105183734e-02
1.122560227050783510e+00 2.578956269531259005e-01 2.226652246093799997e-02 1.935753323730483366e+00 1.386872514648424204e+00 1.304617768554708623e-01 6.087078856708372676e+00 4.289660252597073509e+00 1.708204456231534163e+00 1.258472874364515270e+00 2.232574030923478725e-01 1.179065301164840818e-01 2.682081482673543196e-02
1.091809684570310912e+00 2.670154238281236547e-01 2.328674365234418772e-02 1.922826302246124719e+00 1.324033040527327509e+00 1.759128007812499894e-01 6.366436668277972721e+00 4.308967372675700069e+00 1.552575240239016718e+00 1.214839225284138235e+00 2.321038368298475596e-01 1.154546857704304291e-01 1.939894313013533142e-02
1.103478028808602351e+00 2.777200073242171996e-01 2.262637988281273119e-02 1.879266743164069275e+00 9.420436010742101463e-01 1.094574028320324938e-01 5.524150523700771309e+00 4.280075741804673761e+00 1.768071915428625074e+00 1.262571766570790066e+00 2.393966102111926841e-01 1.169028654149810026e-01 2.501202362200471291e-02
1.117987706542972193e+00 2.643385766601560327e-01 2.300646826171906523e-02 1.907746389648452112e+00 1.187799610351550905e+00 1.420770517578135161e-01 5.739178592206370055e+00 4.299012561003580757e+00 1.684748473328571583e+00 1.244552485829959920e+00 2.289293580687009888e-01 1.385537202010725388e-01 2.366125339047213394e-02
1.075991756835947166e+00 2.689065166015646158e-01 2.341145312500021031e-02 1.859358017578151445e+00 1.054504474121070956e+00 2.070235205078137519e-01 6.555013801308147592e+00 4.311386225536532280e+00 1.468450832501334125e+00 1.201860984472883143e+00 2.336112572363281403e-01 6.342550666524250647e-02 6.519841331712749460e-03
1.060738507324220814e+00 2.730296069335956255e-01 2.278085156250015189e-02 1.842661809570327991e+00 1.164017071777315948e+00 1.848528583984369866e-01 6.914787565966973304e+00 4.303847391667856570e+00 1.468338726356961610e+00 1.204670062028281530e+00 2.358173820937577991e-01 8.725379849258008136e-02 1.456282113720374326e-02
1.128941476562502544e+00 2.721411059570308377e-01 2.380512207031287158e-02 1.909669117187510201e+00 1.182975627441394506e+00 1.128445078125016598e-01 5.736650668313538759e+00 4.265618546684702750e+00 1.820916914611014903e+00 1.297530009551527197e+00 2.360718478720465474e-01 1.329310574369872988e-01 3.851039675849773913e-02
1.124160722656247113e+00 2.590173461914057618e-01 2.400259033203172229e-02 1.901753657226592731e+00 1.338712511230451208e+00 1.301555625000016259e-01 6.241920006126401965e+00 4.290490995322909562e+00 1.653416851636872797e+00 1.258132552376267865e+00 2.243789301890163623e-01 1.096933614731624568e-01 2.319765591072562097e-02
1.077445484863273073e+00 2.650457285156248011e-01 1.948142578125032845e-02 1.976196294433606671e+00 1.353088521972646507e+00 1.281036367187523839e-01 6.973394858681976949e+00 4.273338640826309209e+00 1.777302428227779618e+00 1.257028370958723995e+00 2.254353763826688062e-01 1.066527116515871149e-01 3.631563786442792291e-02
1.103018034667980096e+00 2.910768520507798773e-01 2.159731152343778368e-02 1.768091329101553200e+00 7.635363579101480669e-01 1.310164218750018150e-01 4.868280546790046515e+00 4.254218964675400727e+00 1.918398685442639806e+00 1.300986363486926312e+00 2.478219243617053036e-01 1.890914420661821416e-01 4.413403346804350980e-02
1.130468744140619153e+00 2.565268408203112971e-01 2.191510937500061942e-02 2.009739517578138290e+00 1.521933418457027232e+00 8.075857177734510617e-02 6.279409791975623989e+00 4.277891262405805861e+00 1.796098177080229563e+00 1.279722882159478825e+00 2.218435216887645611e-01 1.083673611105112761e-01 3.400163333642042957e-02
1.043397120117186327e+00 2.719937333984408512e-01 2.234774316406284989e-02 2.044501176757817618e+00 1.043005478515605544e+00 2.568258725585948476e-01 6.891725347935332202e+00 4.351132386848306943e+00 1.353139845051753332e+00 1.132173909285950408e+00 2.381649718431502194e-01 1.126768021722086704e-01 1.034938166896863174e-02
1.097863935058584595e+00 2.722748247070307936e-01 2.583443261718781567e-02 1.907771278320314456e+00 1.139629059082009954e+00 1.799457807617194371e-01 6.708697870487361214e+00 4.292553815651817928e+00 1.566824880534749997e+00 1.243296146484020426e+00 2.372066564917391374e-01 1.413812093346404619e-01 3.431566982797537579e-02
1.161686297363269116e+00 2.511980053710883287e-01 2.405858886718843445e-02 2.018432434570355927e+00 1.676825115234382046e+00 6.199516601562393703e-02 6.023611845745199034e+00 4.281058801690654114e+00 1.802493818642960655e+00 1.292284890130066088e+00 2.185962379833588098e-01 1.298601725467797841e-01 3.677063162741666530e-02
1.062372954589843488e+00 2.726469399414067629e-01 2.246933056640654236e-02 1.897044381835957694e+00 1.186912391113259302e+00 1.847106069335932577e-01 6.983398035971509543e+00 4.301293105383198423e+00 1.507473981868026502e+00 1.209516407784140934e+00 2.357203972857444263e-01 7.898407873938102786e-02 1.579175228380979776e-02
1.118799705566409841e+00 2.634933637695325848e-01 2.330235058593784978e-02 1.882842217285165320e+00 1.201040182617171048e+00 1.164360327148449975e-01 6.418197150077727287e+00 4.263096984574986870e+00 1.752905274422780435e+00 1.295479699355138292e+00 2.272266406904411840e-01 8.417819061520438739e-02 2.653010136756602314e-02
1.122982696777348410e+00 2.715637846679688217e-01 2.330770410156284000e-02 1.906126680175788568e+00 1.181359189941395327e+00 1.235278076171894002e-01 5.724332504037173308e+00 4.271971217023430079e+00 1.794716058195119812e+00 1.284850017029742331e+00 2.353354850585577807e-01 1.344960070375851025e-01 3.620455439869665892e-02
1.131315630859372812e+00 2.590149545898450256e-01 2.316268701171916161e-02 1.933329871093764751e+00 1.309650053222641164e+00 1.105236289062516281e-01 6.054822528398436710e+00 4.281766819998137130e+00 1.740463500414183962e+00 1.274370186278364514e+00 2.243090479683718108e-01 1.162715547891267492e-01 2.895270788522545657e-02
1.117253465820313041e+00 2.635358662109363315e-01 2.308279345703177776e-02 1.977456722656271815e+00 1.369780480468742567e+00 1.208925747070337259e-01 6.098906541570761952e+00 4.292706758408316503e+00 1.703294986149977319e+00 1.251259767007459223e+00 2.288704941714152785e-01 1.019867721085700313e-01 2.268254393873814570e-02
1.075589791992196398e+00 2.749970917968753148e-01 2.355775732421873381e-02 1.861114391113323441e+00 8.545009531250026269e-01 1.625182661132828499e-01 5.909956435379752904e+00 4.323505350826576610e+00 1.467414395145472561e+00 1.185868028701346111e+00 2.398111788427048363e-01 7.447667844231049827e-02 2.637162015199226613e-03
1.118453110839846998e+00 2.578947065429710306e-01 2.375861279296903952e-02 1.863915785644547629e+00 1.233373197265602572e+00 1.293308090820323442e-01 6.431864814048661394e+00 4.284389481262834920e+00 1.638378960086304792e+00 1.263533078641605911e+00 2.226082194613380194e-01 9.343068209332669460e-02 1.998261737651067099e-02
1.019973785644532116e+00 2.717772353515643391e-01 2.149240283203133345e-02 2.023607753906250473e+00 1.028872729492173121e+00 2.557229702148453021e-01 7.538049952381932428e+00 4.354126942321263627e+00 1.316774792667923855e+00 1.120294577418910809e+00 2.352726501175424756e-01 1.103670234927903726e-01 8.480389151218820087e-03
1.132731666992191188e+00 2.607235161132839263e-01 2.344600634765655819e-02 1.883540245117197420e+00 1.179187859374982050e+00 1.313326352539075648e-01 5.797001499893159604e+00 4.282675352285007619e+00 1.732587612958716772e+00 1.274190631022894982e+00 2.257443056949849369e-01 1.330145897172133329e-01 2.893070739483007137e-02
1.104211239257812505e+00 2.886325854492201581e-01 2.351319335937531244e-02 1.862572097656258974e+00 1.053702742187489383e+00 1.520822602539072810e-01 5.885112904674313583e+00 4.238026751887993271e+00 1.890356152309918825e+00 1.325717598898331406e+00 2.503513468865674052e-01 1.460028876452711399e-01 5.260435240872079338e-02
1.133033791503909704e+00 2.650379882812505250e-01 2.410914013671916836e-02 1.901637184082041854e+00 1.250759085449203445e+00 1.152670820312515776e-01 5.992467959543191114e+00 4.269771951066396731e+00 1.768990529424995906e+00 1.293420901474362728e+00 2.298652804487026358e-01 1.264876875369317366e-01 3.542851947192711404e-02
1.092270995117190724e+00 2.672130190429684027e-01 2.209063134765655578e-02 1.926194142578139923e+00 1.267025297363264080e+00 1.742765590820313237e-01 6.275941870280870916e+00 4.300769877792585127e+00 1.637204439884806462e+00 1.228899200779978163e+00 2.308109924110187672e-01 1.171480694300986725e-01 2.111169754982264446e-02
1.111848669433596726e+00 2.599650727539082329e-01 2.307978857421899913e-02 1.876280421875016424e+00 1.186759047851540849e+00 1.556697509765630760e-01 6.252583543212907102e+00 4.294310938748880702e+00 1.633787604180630515e+00 1.247473783288569393e+00 2.245289894219760773e-01 1.109139153156417507e-01 1.989341386546426144e-02
1.130955873535155920e+00 2.730695419921869149e-01 2.391783642578160576e-02 1.915723961914080453e+00 1.185274076660144393e+00 1.321828994140643032e-01 5.371002644877267862e+00 4.281971132791698054e+00 1.793149660120733291e+00 1.274773178950044494e+00 2.372959500789430798e-01 1.763356994350193108e-01 4.033623161609876939e-02
1.139106445800766032e+00 2.570730195312459498e-01 2.414618701171952417e-02 1.966356600097691532e+00 1.543450843261716665e+00 8.022895654296986756e-02 6.545939701912362629e+00 4.270708007323573696e+00 1.755058360636568393e+00 1.295675712290041082e+00 2.230821458594936801e-01 1.107213157620956512e-01 3.774152887487142866e-02
1.072418982910165575e+00 2.908362358398430270e-01 1.887973974609400904e-02 1.867591582031252084e+00 1.002173307617176157e+00 1.587771333007820806e-01 5.339377810189653850e+00 4.253036608424998199e+00 2.000123412161620706e+00 1.284543281148673888e+00 2.411453525887801430e-01 1.816690320791826407e-01 4.960205460843010450e-02
1.121754150390629645e+00 2.669409755859356581e-01 2.250960351562530243e-02 1.914950619140638910e+00 1.124868164550775873e+00 1.257293295898453123e-01 5.573777773466383145e+00 4.288369737740932663e+00 1.799974937077118087e+00 1.264479469813525547e+00 2.294718754038789499e-01 1.328896153151225001e-01 2.384303807637977446e-02
1.072162856445321166e+00 2.698285175781293121e-01 2.352827490234373972e-02 1.813794417968758843e+00 9.769360756835733239e-01 2.011104682617197714e-01 6.474444753069049874e+00 4.316907783680870025e+00 1.465408867562044470e+00 1.196856188591846948e+00 2.329284418172944127e-01 1.116736712676588278e-01 1.040733407971066414e-02
1.094138681152347692e+00 2.723668413085941209e-01 2.293329296874998396e-02 1.866860308593775386e+00 9.063156674804691004e-01 1.789834545898464913e-01 5.699202448254546916e+00 4.314087337064770544e+00 1.686011318435783668e+00 1.219583277492431117e+00 2.321821350172422749e-01 1.350767663232601001e-01 1.383909825176223712e-02
