Teff L dnu02_median dnu02_slope r_sep02_median r_sep02_slope r_avg01_median r_avg01_slope r_avg10_median r_avg10_slope
5.146765871438704204e-02 5.640920499405768784e-02 5.341326834185909644e-02 7.953442034508609315e-02 9.169072652038065541e-02 7.975340812953693459e-02 5.680943142705016657e-02 1.143621604258954066e-01 2.297793831385704089e-01 1.867803379631765293e-01
5.836604582331010593e-02 5.337217225751859917e-02 5.658562627469260198e-02 7.855228630330342299e-02 5.649688766298679304e-02 7.752388863828191257e-02 7.870261991598068163e-02 1.220862760184422829e-01 1.572603245278956785e-01 2.610538725775878865e-01
5.017863549832869002e-02 6.375721081646415489e-02 5.625400871403470060e-02 6.091936938797243989e-02 7.143850887368698166e-02 7.713818558722068675e-02 7.580752471231763656e-02 6.612963598935633902e-02 2.781117410056752615e-01 2.002651794149431508e-01
4.991827558112801183e-02 5.459633257423707198e-02 6.123222937441221564e-02 5.600465533001504348e-02 1.037919183714734322e-01 8.226776398353286002e-02 9.012138914502453024e-02 7.523102909304224539e-02 1.787256745263520186e-01 2.481107320207824596e-01
6.242396081463322949e-02 4.453714190181101706e-02 5.691254591399872581e-02 6.852156852333698978e-02 6.601739995135164074e-02 8.490536793950782812e-02 5.832319412710242762e-02 8.274559069253333010e-02 2.745556352265007827e-01 2.010575949092241466e-01
5.747931739890049796e-02 5.424491950215570846e-02 6.126871490661710967e-02 5.279176993567858550e-02 1.032257204587072180e-01 7.803988555225140067e-02 8.629964459347547190e-02 9.569828606212385513e-02 2.477727251370176464e-01 1.631790164530725618e-01
5.360913617697208450e-02 5.443073333888192450e-02 6.146082640635271849e-02 7.475362797100913725e-02 7.993136577210474547e-02 7.170503483406247269e-02 6.806909919291033451e-02 1.179452709216020079e-01 1.560857107700608926e-01 2.620091946160436058e-01
4.983091185316045058e-02 6.944692386602396850e-02 5.251859021999154969e-02 5.549870240391141518e-02 7.742093163761168406e-02 7.808202709346080683e-02 1.072269119524822123e-01 1.310708126330023815e-01 1.476199174475718578e-01 2.312842708927836666e-01
6.083036058146824160e-02 4.888201802012664965e-02 6.009146088368021860e-02 5.873339648731824153e-02 7.159631613911285331e-02 8.425366714151873160e-02 1.091211656319338724e-01 1.262794700283450811e-01 1.521895765023480451e-01 2.280225685841479333e-01
5.477636477113283914e-02 5.260568726089007857e-02 5.993275397162177442e-02 1.036277241934519949e-01 6.214343690398808906e-02 7.975190034044921106e-02 6.216782153273980871e-02 9.449449740324554481e-02 1.614633257389105070e-01 2.690364878835702633e-01
5.819735653723429741e-02 5.294851138018174391e-02 6.339029330060808043e-02 6.657128592139417711e-02 6.304793309240985799e-02 6.919203436123223805e-02 8.277537261954169556e-02 1.146004658324131231e-01 1.790067886006148634e-01 2.502699583543699369e-01
6.026014658601498014e-02 6.020795282831188644e-02 5.296589962674671387e-02 9.691541362077156496e-02 5.413701140474939250e-02 7.952319270931056117e-02 1.387232375986817146e-01 1.195399392137632411e-01 1.545514296102090956e-01 1.831757768014408427e-01
6.453764377678349040e-02 5.334285658337016567e-02 5.212885672851987062e-02 7.135243563295556868e-02 6.445877552949673406e-02 7.928141086565443363e-02 6.510345873758531521e-02 1.124631363755624475e-01 1.605298591932694807e-01 2.768015665768023825e-01
5.054328513641175719e-02 6.228114426792064756e-02 5.735656866806270598e-02 6.429708622066024337e-02 7.502062534352073320e-02 7.675692979670027671e-02 5.650527898908879604e-02 8.044096088052864191e-02 2.099002970842607785e-01 2.668978236128454751e-01
5.063453814658361307e-02 5.791402544784940432e-02 5.644044981738769590e-02 6.418038661658677368e-02 6.913795709954052848e-02 7.520130494706030178e-02 1.302454346195576484e-01 1.279982708555904014e-01 1.380016419227337587e-01 2.302459905271100060e-01
6.853085649461430895e-02 5.634599270184550979e-02 5.369787646782299417e-02 7.180308556064572689e-02 6.070318937454715486e-02 7.180117802017718653e-02 6.052695666390971174e-02 9.603635924774085730e-02 2.576764611915576819e-01 2.028780442771389581e-01
5.418616363304349509e-02 5.880316936344164025e-02 6.234603596898409539e-02 6.299128826242773871e-02 6.362388354340205165e-02 7.534571013810073548e-02 8.276345191538451995e-02 8.458276450246102196e-02 2.630906385136287939e-01 1.922668941591259562e-01
5.526867575105498531e-02 6.244633076661961629e-02 5.207434251980676276e-02 6.812225685265684005e-02 8.561136717899248127e-02 7.776807068356932084e-02 5.639650819716007096e-02 7.633651785698720993e-02 2.757298578725150828e-01 1.902460723206375881e-01
5.849679912748556587e-02 5.401050462070928343e-02 5.384594654816325654e-02 7.766157982412973115e-02 5.982489423239845117e-02 7.436633036110244788e-02 6.476829972036619865e-02 1.112993621495137891e-01 1.749051094126081174e-01 2.708211740035230686e-01
5.541318426035759387e-02 5.444456990532498680e-02 6.176920618377986644e-02 8.078732319509571158e-02 6.623820649763353940e-02 7.119046884315899382e-02 5.767088870439208981e-02 1.109100780016494675e-01 1.713014951311030432e-01 2.702745792775047562e-01
5.517698916386227365e-02 6.440573004564474624e-02 5.832825841479040430e-02 7.110650630024657748e-02 6.404006924804249434e-02 7.491022971624133886e-02 6.742699088766516968e-02 8.461385112592449687e-02 1.867024469683644383e-01 2.732889281292181227e-01
5.804129959338053674e-02 5.037512903122622065e-02 6.309305265424519638e-02 4.840688580989344070e-02 1.067151174817914244e-01 7.875361701088461064e-02 1.333627715231770483e-01 9.493606312172322981e-02 1.758327153500011397e-01 1.904833484236772012e-01
6.174623135067169172e-02 5.164518871649505932e-02 7.096877366511340768e-02 7.241461167392337916e-02 6.634921919848199567e-02 6.887214152154705338e-02 6.885879313872904361e-02 6.226334390174831368e-02 2.271846933485404674e-01 2.496970034847496023e-01
5.707069226987621091e-02 6.451036559193280839e-02 5.459289012359649917e-02 6.436337970373229300e-02 7.137959237936836177e-02 6.860822727696218315e-02 7.447151270522499311e-02 6.879938897054126146e-02 2.198513386896531474e-01 2.563526122891121029e-01
4.978290728875465337e-02 7.276181421801901361e-02 5.642678538211741424e-02 1.065782079542165056e-01 4.836653993896156134e-02 7.780493386992404226e-02 1.167578059527899365e-01 8.975726271866091288e-02 1.638921861443206340e-01 2.178715565322354442e-01
5.581410144181776778e-02 5.757826470816616166e-02 5.532348630589001282e-02 6.033865687418311918e-02 7.313571658164404188e-02 8.143275544524944398e-02 6.903194389324936175e-02 1.302496775726650347e-01 1.552373049471127420e-01 2.618580922300224323e-01
5.326841931179911865e-02 5.707368596738549016e-02 5.784367820371836416e-02 8.916254207190930925e-02 7.674788045420224969e-02 8.435173256858539970e-02 5.969375139205891634e-02 1.056188582490209943e-01 1.536992161749462238e-01 2.625402356063739062e-01
5.804243461168756557e-02 5.414831344067408403e-02 6.177817806723745475e-02 6.487544560787780745e-02 6.830106940758153000e-02 7.480347318662468326e-02 5.811619462096277028e-02 9.814615619751666797e-02 2.784918365595117073e-01 1.832968983003256946e-01
6.111117288012497123e-02 5.296183425225932384e-02 6.111420766794109505e-02 6.861716629122018019e-02 6.618177426022771315e-02 8.283631276098496476e-02 7.775230499812266216e-02 1.181258388587888425e-01 1.686194120277290376e-01 2.426799760026010777e-01
5.260210788876291954e-02 5.032912897235996413e-02 6.390292211009054868e-02 7.910843137219003562e-02 5.854839000651639730e-02 7.665038262287318660e-02 7.081838088727414326e-02 1.039964742990731744e-01 1.702500315368167261e-01 2.737937503040430154e-01
4.976979648391065270e-02 5.709726924983116181e-02 6.223437982056696793e-02 6.064432197133519387e-02 9.284656937470602001e-02 7.609236283592922534e-02 5.208501704974254770e-02 1.317547761041346077e-01 1.883036955387880629e-01 2.291718115710554560e-01
5.495791361944973863e-02 4.733428312492344442e-02 5.660697192545644657e-02 6.169495206229851786e-02 6.716994817512787763e-02 8.522579535953071772e-02 7.154602448771918421e-02 1.349126107300007427e-01 1.581097510133685491e-01 2.624417495021248437e-01
5.525650662879067615e-02 6.003894230595626519e-02 5.328684591740383975e-02 5.730306736580734889e-02 7.435518601341042921e-02 8.081642702268479472e-02 8.731607836489477248e-02 1.071771538546165414e-01 2.166472665199993541e-01 2.078025260064359503e-01
5.639680111013770786e-02 5.793592450812517364e-02 5.795248242368143676e-02 6.461951140430467755e-02 6.977244104722508944e-02 7.492698834483242643e-02 7.917678297121163999e-02 1.289096796709671977e-01 1.457550288568658647e-01 2.645543596626488969e-01
5.079035433005508332e-02 7.453034504524251591e-02 5.662724488021556035e-02 6.160256364546752572e-02 7.319226558023878004e-02 7.198929044557351997e-02 1.121899506112117306e-01 8.445890371768859095e-02 2.366452460035610161e-01 1.779738357407456839e-01
4.737026087588635387e-02 6.022652757847122423e-02 8.734331518111458637e-02 6.452528967662887749e-02 8.604773083325589766e-02 7.514236795689892279e-02 6.178799020795997660e-02 1.219869127589441188e-01 1.307594981282928503e-01 2.648101068025470739e-01
6.259820940628789410e-02 5.262447741702302312e-02 5.510210093209527704e-02 5.217554679466369916e-02 1.008689196070116784e-01 8.259391701388810181e-02 1.073424147058144734e-01 1.123962207866213842e-01 1.392684420160865966e-01 2.350297513205079070e-01
6.890215504102276123e-02 5.195562497068056951e-02 5.564326055717976061e-02 5.717100680497190501e-02 7.915045310145540913e-02 7.043415802743473175e-02 8.307273770469471297e-02 1.113436621502189583e-01 1.672496788538834489e-01 2.550772627884576593e-01
5.196726270370603112e-02 5.081841638134765304e-02 6.203458674569728437e-02 6.670422661264006903e-02 6.342569542771356317e-02 7.785183406843299014e-02 5.830764615531134482e-02 1.159579211104028729e-01 1.782360712611641140e-01 2.746963395335838554e-01
5.915629763663893953e-02 4.890244355014786160e-02 5.516955472433619084e-02 9.003935861655752715e-02 5.885268078145038800e-02 8.183506456296386899e-02 7.460375721680263805e-02 1.069195680179244601e-01 1.539920079306001111e-01 2.705292669625780078e-01
5.355685992528376460e-02 5.173759147414001142e-02 6.094039580022128644e-02 6.433180376304464820e-02 6.390598069845596085e-02 7.497685582283671046e-02 6.152375483304753367e-02 1.128792418191207625e-01 2.524073061793640771e-01 2.037402096844851962e-01
6.481693131921018036e-02 5.838543367918021254e-02 4.890120754817153109e-02 6.647963041531343431e-02 7.804349713685539147e-02 7.514715736098001586e-02 6.366171699539123485e-02 6.886986760511229488e-02 2.158756945011517658e-01 2.598188634386338625e-01
5.941055725077788729e-02 7.223679220552402247e-02 5.077146547763217860e-02 6.669065478451692563e-02 6.576330245858676149e-02 7.131895635899741792e-02 7.361666958588473919e-02 6.715972054609727071e-02 2.799345798430826759e-01 1.930973014889001971e-01
5.301576443641351638e-02 5.921328982660933882e-02 4.772544286060474011e-02 5.935672461392787341e-02 7.956724249702454288e-02 9.380604893738467287e-02 6.620669086055738783e-02 7.914531789963746844e-02 1.801351587828915468e-01 2.818283192849488916e-01
5.485419587532020663e-02 5.425891614197855817e-02 6.119884139780628479e-02 7.041474386718910017e-02 6.743831404342408298e-02 7.528502802034151009e-02 1.372037801278954694e-01 8.453807157927183125e-02 1.872764719075502293e-01 2.075316370392228105e-01
6.338080110808121115e-02 5.798586211162987114e-02 5.796003876716965264e-02 7.268723934721130209e-02 8.372747211919817634e-02 7.387958955353726709e-02 9.317789679002483338e-02 1.164445572815147462e-01 1.441660121068117639e-01 2.365905308148212316e-01
5.211326383541026869e-02 5.820167760589777667e-02 5.607797734902384562e-02 6.372239508156334054e-02 6.519683249945189274e-02 7.347773759054813947e-02 8.905384605239023699e-02 1.344038998086349579e-01 1.512597500467578182e-01 2.564926201303217579e-01
5.550840887105275984e-02 5.085090047980411754e-02 6.488986965596071910e-02 6.078948828607112082e-02 9.288493343474260588e-02 7.781382084156222845e-02 8.858223615551540087e-02 1.143685086167750692e-01 2.159731180828581842e-01 1.783387155756579190e-01
5.543231890465476208e-02 5.535957597310146167e-02 5.345806768924575569e-02 8.585554934482936273e-02 5.841696140175971219e-02 8.201492485746217365e-02 1.047297658062551623e-01 1.073348688196474748e-01 2.059485670060907658e-01 1.914494001969533898e-01
5.018997091940639865e-02 6.474303824962800158e-02 5.596895758161414547e-02 6.375948863273873946e-02 6.975415436475190800e-02 6.884756965825393482e-02 8.473579900345365457e-02 1.263413776407125710e-01 2.572931567741383319e-01 1.583664871753024672e-01
6.061351782979435693e-02 5.932381329813276455e-02 5.719934212870200069e-02 6.959911937548546312e-02 6.046383673526902619e-02 7.036444461135131501e-02 7.537911259658844343e-02 7.449620201346798809e-02 2.777300124838195106e-01 1.948305989273891592e-01
5.410122955259988320e-02 5.474296232199198781e-02 6.399562150110707504e-02 8.996650512301855585e-02 6.118973056941774680e-02 8.133198063710499193e-02 7.043519562915249999e-02 1.009976756775403384e-01 1.588528134548257975e-01 2.643862855332411166e-01
5.329129867856401137e-02 5.576263308028212018e-02 5.834374854778769104e-02 6.069756494777440309e-02 6.550002691419852530e-02 7.577424544317595823e-02 8.776534428450731562e-02 1.308461337256798529e-01 2.300940910664842354e-01 1.819249133115457551e-01
5.829526922799929678e-02 5.152950967106494778e-02 5.509823053867634463e-02 6.013034950421574515e-02 8.098213812948729107e-02 6.781698024786941836e-02 7.262355634062006571e-02 9.865329590512629532e-02 2.565588698842903859e-01 1.983118005506503412e-01
5.099337028276718781e-02 6.178829998130729029e-02 6.250219538433063327e-02 6.890847089713850182e-02 8.833418946384030690e-02 6.853834631785536702e-02 6.477037752643813318e-02 9.232029082030750178e-02 1.780555588599000427e-01 2.637889004661150283e-01
5.530463685362167064e-02 5.100600842890255782e-02 5.459994076783455941e-02 6.859734820664681321e-02 6.482651018908475171e-02 7.825175272462342457e-02 6.556958087958211778e-02 1.276447200148035643e-01 2.081735178517541696e-01 2.260259840831463085e-01
5.701524406964295077e-02 5.418612232034891729e-02 5.894482692709526045e-02 5.866344077757078973e-02 7.915545261817623357e-02 8.241438377793500192e-02 9.429955046464143231e-02 1.168155382994144342e-01 1.476070927919309606e-01 2.508983479532440053e-01
5.334644293392459824e-02 5.300643279280867204e-02 6.075746025662351335e-02 6.198353654444477973e-02 8.542227860955557694e-02 8.603087543830158224e-02 7.712135915590667690e-02 1.018712654051433519e-01 1.482484213235695236e-01 2.722119275397217320e-01
5.056315253575555807e-02 5.814340468253409444e-02 5.267610487279742598e-02 5.956714276803645042e-02 7.717876593970703081e-02 7.085767163083098175e-02 6.547308213406015376e-02 9.768249379686175238e-02 2.712766372992378994e-01 1.965815443401787432e-01
5.115354032988750355e-02 7.462382580616490346e-02 4.871679248153516079e-02 6.689876104549365154e-02 6.762669764041291665e-02 8.253033127996831086e-02 9.384485843865622567e-02 1.182678508863690414e-01 2.283400889508134246e-01 1.679972531406989933e-01
5.768016413343140386e-02 5.043574995195912458e-02 5.608711338922502121e-02 8.087037517744079251e-02 1.046737302524115426e-01 7.780823819186120927e-02 6.105065837978119331e-02 1.197487976325589260e-01 1.398440920806423571e-01 2.518010808106883602e-01
5.474578607851442180e-02 5.913835229310439312e-02 6.245512802378630490e-02 6.626223370678842317e-02 9.088110165961614528e-02 7.234271589816348991e-02 1.271278486643989680e-01 9.118755618019121212e-02 1.570177386717063750e-01 2.188415388237301695e-01
6.097557744232547094e-02 6.074503574877847256e-02 5.473822604779612216e-02 6.878985553637913253e-02 6.742163887699491320e-02 7.966203945260845465e-02 6.513993039140435204e-02 8.232208414714954625e-02 1.880777183433563760e-01 2.721278940132073054e-01
5.135018982016797268e-02 5.170417788430559797e-02 5.856012399057452383e-02 1.145389601145319070e-01 6.466854181092088205e-02 9.174629365602492148e-02 6.026871767510981470e-02 9.226275953706924993e-02 1.568197333260936688e-01 2.580805021852013992e-01
5.881509676241186008e-02 4.747440451173221693e-02 6.821014906450510729e-02 7.385109874448621270e-02 7.342364523973433921e-02 7.046254181594037436e-02 6.370033131999315590e-02 6.328270074548705826e-02 2.344279241917607004e-01 2.463521076039489055e-01
5.375517759743234786e-02 5.889574970455422470e-02 5.956887503831256175e-02 6.978451852397125899e-02 6.241719024376567865e-02 7.347943699346484725e-02 6.669526658970044430e-02 1.064735021878879528e-01 1.650276483675163497e-01 2.839026347533943340e-01
4.579198688442524118e-02 6.918181654691081539e-02 5.608474941172043177e-02 6.194134510394556231e-02 7.406342473087677847e-02 7.477656333264755262e-02 6.029900186062508299e-02 1.128558169338815947e-01 2.622334006939741613e-01 1.827718945009926821e-01
5.072995873443230525e-02 5.780163898224935370e-02 7.295784482331954535e-02 6.198063302125954299e-02 6.943325045812402674e-02 7.164473321597300548e-02 5.163646221145018478e-02 1.095639149649709487e-01 2.699294425754267812e-01 1.843221210127942988e-01
6.829041683646965011e-02 5.397638208375803853e-02 5.083138595125943210e-02 6.408071915502731863e-02 6.309079031858021158e-02 7.664373514300644452e-02 9.217931811065749326e-02 6.057483508949015882e-02 2.757509466738067849e-01 1.945814706379443149e-01
5.484313627443308803e-02 4.699928898673545047e-02 6.194402987619496842e-02 6.146596363405800595e-02 6.279204134600807619e-02 8.345867307094168019e-02 8.385990724949209107e-02 8.660098853199037217e-02 2.680035815507769703e-01 1.900323894793692903e-01
5.238215910929625713e-02 5.450299526375001341e-02 5.855435056181455128e-02 6.749482686890843908e-02 8.038151426810574707e-02 7.473939935347571895e-02 6.512419251484741212e-02 1.076772719998047440e-01 1.678294054115221368e-01 2.713138846484748901e-01
5.124918860474631660e-02 6.090945181185298402e-02 6.249520127607197106e-02 7.229783535214945323e-02 6.415615834163328202e-02 6.969785831618803551e-02 7.192314719809861367e-02 6.657959893388472328e-02 2.151268416880920131e-01 2.655647184772825797e-01
5.029821862956836837e-02 6.367386749240286359e-02 5.934442551491603962e-02 4.935693580972087130e-02 8.645381470333853013e-02 7.643580053068645130e-02 1.153137919716658438e-01 1.207426281883588332e-01 1.352682069638987405e-01 2.431123101954433818e-01
7.355569958294469468e-02 5.171466676242821719e-02 5.158224208161860114e-02 7.829107842167246090e-02 6.986758548524715784e-02 8.216938161756141834e-02 6.539074454535546976e-02 8.431939231524038236e-02 1.766622514310589864e-01 2.664469577568727154e-01
5.179550925992947724e-02 5.306430260009593891e-02 5.553118556598018313e-02 6.859826966119271507e-02 7.353220389759616837e-02 7.668639584209861748e-02 7.543879194429402302e-02 1.052509383750589167e-01 1.802591764885549952e-01 2.598432263651989094e-01
6.808160990260649081e-02 4.823837405324156447e-02 6.662898200125588755e-02 7.279581817881436434e-02 9.685409812608559987e-02 7.069658113310857417e-02 6.965039552765936448e-02 7.917608285178664995e-02 1.678420531855667197e-01 2.600360050398748402e-01
5.313660240722789529e-02 4.967092473615931925e-02 6.791336298515070202e-02 6.286741007136004145e-02 6.735257639208390434e-02 7.323377531115857209e-02 1.031263354224616485e-01 1.309137190851713539e-01 1.647403529009671130e-01 2.270449406882595611e-01
5.707096236279085577e-02 5.718038295834246276e-02 5.445578350300147447e-02 6.492371824362939969e-02 9.434792529542537776e-02 7.694887750706673468e-02 5.723189082490282714e-02 1.077302299117826045e-01 1.614248367441993015e-01 2.686853926488590449e-01
5.467199998172952990e-02 4.560195817008767805e-02 5.625303107550881643e-02 6.187436173736001604e-02 6.655731815280389874e-02 8.604698272647488821e-02 6.956803731810014269e-02 1.146625401195521393e-01 2.521614024410089860e-01 1.926023682773738421e-01
6.226135697296453914e-02 5.724200052350990331e-02 5.348811417517477379e-02 8.002813223654943464e-02 5.977274857608912140e-02 7.543163581305643850e-02 6.325805266924193482e-02 6.786356715867071510e-02 2.760172113724906340e-01 2.046371805022524359e-01
5.123191491139370696e-02 5.756225638505152453e-02 5.750526725524064686e-02 6.900909890034419292e-02 7.854781244392383677e-02 7.515097460066910706e-02 5.549429182623827339e-02 7.671032855723930455e-02 2.811891813523866857e-01 1.975988737675127838e-01
5.620764079902036692e-02 5.542577856638039591e-02 6.335860640650900488e-02 7.301957033884645676e-02 6.490017542784592974e-02 7.362775718422717719e-02 8.756171969160063406e-02 1.319331330349621800e-01 1.399627865867081045e-01 2.540028319638997223e-01
5.552239513870660392e-02 5.476454969057290706e-02 5.861042370929529788e-02 6.521978368617839528e-02 6.720156848980785025e-02 7.730886197139499871e-02 8.563733285263611106e-02 1.146022717223748322e-01 1.766300940179643120e-01 2.445027187210686570e-01
5.979626932125341188e-02 5.813537321036623545e-02 5.649872409877419038e-02 7.255011415475330627e-02 7.756376826586011686e-02 6.563675639720038812e-02 6.144806333400668757e-02 8.447164360272881034e-02 2.088583360561767910e-01 2.550409515588800691e-01
5.681508619277756550e-02 4.714480447629881138e-02 6.311080879433693391e-02 9.922667771614893106e-02 5.948741810940624819e-02 9.044626416003960501e-02 6.105861018861050843e-02 8.057073603417477803e-02 1.982008317821301879e-01 2.439387625460764375e-01
5.582727041391782191e-02 6.061901629140858949e-02 5.079593280866546989e-02 5.663863618230913916e-02 8.496186646976972012e-02 7.416042709028251856e-02 6.473319705233009091e-02 9.809736611760055958e-02 1.806097766565969154e-01 2.735565109171190779e-01
5.841532669145532014e-02 5.444168199806548314e-02 5.438070416652677347e-02 1.010432575840460173e-01 5.311351819868592034e-02 9.124367641724002997e-02 1.105360770734514358e-01 1.130673023846662656e-01 1.381247808748293227e-01 2.256336746110334524e-01
5.513962226774531128e-02 5.406161776544452652e-02 6.361576123363367474e-02 6.301079050294138006e-02 7.001494313009380688e-02 6.948181803928211997e-02 8.040280020951955098e-02 7.890014160602781823e-02 2.818649067597912006e-01 1.835075984855206177e-01
5.159649147121177226e-02 5.562025123674110144e-02 7.152634742494172471e-02 6.382881860816018438e-02 9.696979269439973126e-02 6.917304819903707935e-02 7.071401410316158209e-02 1.045348404571690565e-01 1.563012337268254726e-01 2.597351620783522330e-01
5.033213204231792859e-02 6.532783352535626031e-02 6.147336619016615517e-02 5.111908739294147158e-02 7.809417996269578388e-02 8.337429316305421112e-02 7.825480903621281903e-02 1.169122821650865202e-01 1.405579365784442869e-01 2.745540799437245494e-01
5.602530457140120213e-02 5.307905374199349546e-02 6.552240741062627383e-02 6.243817813805675743e-02 6.932574168966405825e-02 7.664121524533751284e-02 1.310920517787495798e-01 1.389117735415834054e-01 1.729793910271714419e-01 1.739848828554162730e-01
5.990199144326515540e-02 6.215419980858703092e-02 6.732200216476152965e-02 6.717877144754505481e-02 6.504260116213332610e-02 7.370639532502995528e-02 7.466264973744278499e-02 6.280229215575754143e-02 2.101445736436605427e-01 2.570845231118171759e-01
5.591418133130084123e-02 6.196844154164258406e-02 5.635144988299603530e-02 9.050279127800091306e-02 5.247742344541699716e-02 7.586438248070712098e-02 7.323967616982293705e-02 1.256602482226691075e-01 1.789811323411554245e-01 2.290402733062879281e-01
5.810596364979561668e-02 7.475221683024582675e-02 4.906614266354080572e-02 6.692594313823362062e-02 8.760322811284401712e-02 9.843240593009580652e-02 5.805535990722283934e-02 9.383498965884591592e-02 1.438508423742136944e-01 2.693729077349619194e-01
5.833635385283501840e-02 6.690381956612406755e-02 5.739940623873877878e-02 6.276477213058234694e-02 6.675761251407795471e-02 7.032495311250512582e-02 5.876208375149825913e-02 8.025206676387004745e-02 2.183144385293616652e-01 2.601844935404067360e-01
5.264426714877750574e-02 6.016799470173298664e-02 5.346292384957324062e-02 6.978634640433072078e-02 5.998735680201301018e-02 7.938473321639799574e-02 6.583630960489288142e-02 1.011213479537783760e-01 2.493465036412764735e-01 2.082622166772269134e-01
5.253025413143887906e-02 6.339132362227829776e-02 5.002122465164296483e-02 9.814860023581495341e-02 6.692158262647070199e-02 7.480606586336412123e-02 7.815285254454688857e-02 9.243590644536478496e-02 1.707881415486950105e-01 2.528040483303833352e-01
5.440433423582397010e-02 6.162765364443840294e-02 5.729512827872030450e-02 7.304304522755981910e-02 5.713406713271247661e-02 6.936534905804378481e-02 8.236580156402106834e-02 8.685112550738689763e-02 1.904501754860860874e-01 2.674633198652072164e-01
5.510846848912834273e-02 5.137695673669367968e-02 6.239248309521693014e-02 9.088209525802702637e-02 6.398474853737241841e-02 7.942623132515444495e-02 8.391386044467954997e-02 7.034093693800529123e-02 2.315838637074102146e-01 2.109903554683122129e-01
5.668687340358068844e-02 5.674677416275852870e-02 5.540657518559100742e-02 6.384038486262375023e-02 7.132941026300493315e-02 8.047316636865507744e-02 6.410401170713288244e-02 9.160823544826032783e-02 2.153061170686760006e-01 2.444984515297168315e-01
5.925923611185648920e-02 5.677457063866169634e-02 5.517944379087700441e-02 4.669350352341034710e-02 1.151980377345967615e-01 7.289949195999373410e-02 7.933308640207288598e-02 8.053897444648257242e-02 1.734538771805998747e-01 2.606697782114485440e-01
5.592289942794542029e-02 5.252076676892794560e-02 5.546541212839675022e-02 5.481758395011138152e-02 1.110368135098663001e-01 8.191630767813945502e-02 8.038580928647388879e-02 1.129412355876628221e-01 1.485191371342484690e-01 2.464740345282275813e-01
4.947272363330518230e-02 5.742587175928601240e-02 6.007817143060346921e-02 6.848438161376284306e-02 6.732550989781851958e-02 8.040119293102365727e-02 1.298691250502153616e-01 1.001396560711070305e-01 2.217437510492965835e-01 1.650596165635813406e-01
6.806189643273775902e-02 5.236560705488559064e-02 5.898119098417656941e-02 5.882452463845509738e-02 9.043490133911351314e-02 7.706408466008630997e-02 5.729569346525514167e-02 6.384539501826753949e-02 2.327736360526357351e-01 2.403530703543867997e-01
6.291189955262434241e-02 5.007689056886555773e-02 5.214176929866864985e-02 6.935648106240231703e-02 9.595243357731743361e-02 8.139200482345144982e-02 9.164915336289838899e-02 8.673415377367847678e-02 1.729024967702313953e-01 2.368827172098620926e-01
5.058372913887781985e-02 5.762186664684986609e-02 5.424158915431068206e-02 7.694833305463401329e-02 6.074279295565298414e-02 7.480184610495417552e-02 7.353230245637409901e-02 7.874188482818056389e-02 2.043847837537052237e-01 2.684008719064606141e-01
5.240940888472245263e-02 5.156414715814670174e-02 5.260570411929305079e-02 5.762267059787198886e-02 9.756325931755198411e-02 9.366313292786601630e-02 6.465134325311082397e-02 1.222905716568913198e-01 1.540429011653093039e-01 2.535868609192363232e-01
5.690790451325621058e-02 4.657625697095803263e-02 5.885152414982380842e-02 7.242331224316390925e-02 7.166225925950506226e-02 8.095734857038580645e-02 7.673688926208155348e-02 1.069781055454922664e-01 1.767947167794060026e-01 2.521116827059273202e-01
4.998074726456599309e-02 6.389867341617981589e-02 6.403398732176127095e-02 5.338446508968382187e-02 1.071771567689380339e-01 7.398763244501913028e-02 6.420984027261009142e-02 9.677557644806247805e-02 1.661660678236126232e-01 2.603858531495666928e-01
5.637823359941300516e-02 5.414196947082534211e-02 5.958537706110477589e-02 6.287043337413325550e-02 7.270714468802490227e-02 7.657426281212238728e-02 7.195560677047974085e-02 9.820888598946744819e-02 1.828109494665429435e-01 2.647671367678862131e-01
4.745749949498553194e-02 6.609628333423823998e-02 5.886280844124042178e-02 9.231170115953747646e-02 5.439248773349423388e-02 7.524051910440851532e-02 1.072157792870967880e-01 1.305118999442624328e-01 1.281804496315726294e-01 2.397305718691637166e-01
5.192134048273948366e-02 5.638971718197110378e-02 7.747031945478947967e-02 6.102239911340958528e-02 9.421443716608200736e-02 7.700467443576775040e-02 9.661089420976513853e-02 1.055661229378104804e-01 1.573304507993157908e-01 2.224696442183491940e-01
5.775053837692363523e-02 4.958880798162276782e-02 6.902513656650410834e-02 6.331677480563782656e-02 7.970664778107912352e-02 7.264915483048427214e-02 6.723284212867010334e-02 1.074288725396683186e-01 2.067850315119096338e-01 2.265161934775001829e-01
5.530314011904665511e-02 5.441469940900078156e-02 5.748202612610370243e-02 5.899116418073891560e-02 7.433548057361238914e-02 8.240369211513333403e-02 6.236435027785150464e-02 1.132833057210159422e-01 1.656063894927044533e-01 2.758157519847923012e-01
6.869595418395425812e-02 4.931023101124199642e-02 5.148157884550126628e-02 6.327558689182892493e-02 6.479471060545889671e-02 6.947102451133674306e-02 5.560231832216672859e-02 1.102391073883735723e-01 2.858698895889759117e-01 1.812595986511617296e-01
5.157331386694383180e-02 5.810752767310579936e-02 5.592922096264678344e-02 6.647880350743458344e-02 8.559356640579962594e-02 7.430588087113253193e-02 5.872059297012902079e-02 9.012978272815018455e-02 1.950531511178473787e-01 2.641081598968102462e-01
