r_sep13_median Teff r_sep02_median Fe/H L dnu13_median radius dnu02_median r_avg01_median r_avg10_median Dnu0_median log_g
5.929354364081917267e-02 3.796092669311670886e-01 1.547713759110963018e-02 9.620699846063565652e-02 3.298702306074191570e-02 5.171174954017443426e-02 9.033028612470470065e-02 1.330095134314067673e-01 1.985063383134261922e-02 8.199391019299754821e-03 8.453926623983580579e-02 2.878519012876217323e-02
1.560177935755169276e-01 4.082544326531525880e-02 1.974111545400687728e-02 9.824928362387064240e-02 6.951733402719882660e-02 5.241683877645179901e-02 1.518207588452785521e-02 2.680708676549323211e-01 2.212260097088982608e-02 1.165011153327133453e-02 2.281789027701202066e-01 1.802763246389827573e-02
3.148567956777964527e-01 6.870826395078979965e-02 3.323701204769754364e-02 1.192670263220411975e-01 2.477012766288629389e-02 2.498246105740900211e-02 4.206717160366324482e-02 7.877527972585260385e-02 2.569936531146726696e-02 7.363678379656933559e-02 1.683720051475910140e-01 2.562770769623641184e-02
1.381917059531660164e-01 5.129934688170601637e-02 1.885818833116860785e-02 1.166049458256735172e-01 1.410104592539053459e-01 4.472741454668516248e-02 1.473430865613266083e-01 4.030783504480372342e-02 2.042443297030287902e-02 5.027554117015146234e-02 2.051185204113280813e-01 2.583852304978252745e-02
1.362872469111141294e-01 1.630615142165372233e-01 2.138868264117544521e-02 1.196186628770758292e-01 2.395013390283868768e-02 2.801814451028391759e-02 2.205559498436234292e-02 4.023608534355583438e-02 2.619310499598438355e-02 1.733813015909691987e-02 1.986771753869965573e-01 2.031755240709786359e-01
2.186477080532089612e-01 4.291543002253554728e-02 4.709497276185183740e-02 1.500800197893180921e-01 3.575170358796869036e-02 2.496452082567979930e-02 3.820920448569747885e-02 1.552180321894888748e-01 2.514203228036348756e-02 4.922548128027248032e-02 1.920645839863250048e-01 2.068631073728957950e-02
4.567759773591390654e-02 1.328128581258399832e-01 1.751959223646833846e-02 1.004346484530654893e-01 2.602675415647017973e-02 5.865069795130043590e-02 3.533758011536650145e-02 4.166921074318872265e-01 2.293231761427468735e-02 4.982255962564604429e-02 7.537117078366097067e-02 1.872211577010636160e-02
8.719304940685324024e-02 5.386778889153951561e-02 1.530538247572321708e-02 9.770784480442863684e-02 4.198514209082451765e-02 7.343437431521442071e-02 1.883332007523196711e-02 3.814272021733219192e-02 3.187511932970100992e-02 1.145276025379996822e-02 5.125943411330520227e-01 1.760815700629923125e-02
5.387135222484795705e-02 1.191776681073484362e-01 1.727487281480209746e-02 1.097697731052430931e-01 3.683679175502440478e-02 2.610073895366484681e-02 1.669410169526708287e-02 3.081178931549947153e-01 2.320297365770855602e-02 7.308186164314421640e-02 1.935608182264277610e-01 2.231115466152680527e-02
3.078008249984549027e-01 9.625426481457187433e-02 1.839900491256303908e-02 1.124970180724920860e-01 2.419291346978444043e-02 1.087187567885762943e-02 1.706069024118728739e-01 6.678065156386261969e-02 3.028282584921323725e-02 2.238290367416799834e-02 1.196810504678844922e-01 2.024976408627478588e-02
9.536235533455900137e-02 6.668375435114087812e-02 2.868021998591361796e-02 9.675509774944829333e-02 3.158397879703478406e-02 1.502303240169910667e-02 1.744639027558158445e-02 3.644968065824493175e-01 1.817568460465210020e-02 1.266933095561457827e-02 2.241076079504548957e-01 2.901574101145189266e-02
2.290997636054673270e-01 2.687686365305636538e-01 1.353361842746664788e-02 1.075751151438061326e-01 2.939171537459706052e-02 1.436478126843123392e-02 1.359418474148901303e-02 6.660715312859807891e-02 2.507799850865325905e-02 1.069414829803151390e-01 1.090966016026782698e-01 1.594894868793405099e-02
2.920771557807824159e-01 8.540099406467810406e-02 1.620372871870328496e-02 1.070711093275139858e-01 5.220603970730359339e-02 1.766123371010016457e-02 2.071231216748569900e-02 6.391461121551345048e-02 3.654161720615065750e-02 1.625845712931389409e-01 1.255472972320665903e-01 2.007932957656317907e-02
6.151131171163710248e-02 6.397570631506782624e-02 2.494055833738707470e-02 9.689646569636431450e-02 3.654479683561141778e-02 2.746395416663307762e-02 1.361716879137591513e-02 5.449906841010417891e-01 2.561043255399283319e-02 9.273532021016482954e-03 6.614776288151777428e-02 2.902762658835448401e-02
5.404089731769764343e-02 2.242618775903649775e-01 3.031940938900810900e-02 9.593348182753626274e-02 2.540119153065861085e-02 1.532671747036974154e-02 1.698105159652665494e-02 4.722860303886027011e-02 1.494900841142271508e-02 1.438981703777273378e-02 3.455974490152307621e-01 1.155704957745515710e-01
5.314452285912955182e-02 1.313709849736566238e-01 2.640395466855596091e-02 9.442546588848627076e-02 9.290777556770414558e-02 5.713280559974096007e-02 2.532460715414181496e-01 1.266944512324006400e-01 1.668628527672446835e-02 9.029806936878662788e-03 1.141083549836005712e-01 2.484952047170395362e-02
9.192881113808597238e-02 4.540031354307151601e-02 2.065693763290885748e-02 9.465648366261504576e-02 5.567211939367573692e-02 7.374621050153619406e-02 1.547755534750100762e-02 2.169042158504650569e-02 2.790076821626151851e-02 1.528207479063148355e-02 5.099772931815482746e-01 2.761101100711795681e-02
1.888131545868676764e-01 5.551566432092935877e-02 2.311477206151846264e-02 1.153183123069270594e-01 2.678854348195719784e-02 7.601127975488809752e-02 5.391781068696506474e-02 1.219620597642779858e-01 2.191404985029737559e-02 1.977961720007831437e-02 6.477705012484806513e-02 2.320876858604452309e-01
6.747014089180587704e-02 2.680220579033890105e-01 2.984022546942654425e-02 1.030182069988319626e-01 4.972100685546960996e-02 1.026737728680993285e-02 1.496479806788243196e-02 4.348981222529019197e-02 1.636314585781111983e-02 1.291764445575286635e-01 7.561154880109244303e-02 1.920552350846621570e-01
2.231256379964507430e-01 9.187570551419275977e-02 2.048908604862833410e-02 1.077472811796356955e-01 2.933503669103749642e-02 1.525486800735804428e-02 2.070349472621858464e-02 2.891608860226361766e-01 1.972716168348453633e-02 8.947201456894680882e-02 5.289914477505874846e-02 4.020968278635207033e-02
7.477230389494099461e-02 9.454404276736781687e-02 2.045007689786200455e-02 1.053406290929093242e-01 2.427726925390673654e-02 2.002314876451541728e-02 2.829664465273939999e-02 2.212215561171461398e-01 2.315223191509790251e-02 1.393355582732167149e-02 3.556392282253406645e-01 1.834931259085193292e-02
3.062104189762257511e-01 7.527195771391752277e-02 1.927078583958683616e-02 1.092717662034823761e-01 3.974866538078869471e-02 4.239461335831905958e-02 1.732331154792216693e-02 5.480676168899996370e-02 2.846451859389977773e-02 1.104698554585997194e-01 1.679466099030068604e-01 2.882073533525142742e-02
3.341016261876896265e-01 5.853999098391494266e-02 1.655913871968639484e-02 1.311150238043049254e-01 4.700988752230710749e-02 2.350681142409557708e-02 2.063639365291367739e-02 9.524552685008427777e-02 2.252856019968397724e-02 7.488506563025863760e-02 1.446794871456689169e-01 3.119248787939189402e-02
5.707393687493611534e-02 4.986285404567774443e-02 1.954259796818325068e-02 1.039463272095459689e-01 1.176399240193531093e-01 1.048137157943477074e-02 1.851631648841263467e-02 4.482787317591641063e-02 2.430914025029722730e-02 2.117180412819778812e-02 5.118797743515323129e-01 2.074807990851269129e-02
8.694114982832046312e-02 5.050275472446372899e-02 5.022651836029291827e-02 9.549944324311029908e-02 7.380146319500553720e-02 1.238560668288830879e-02 2.242046685350480850e-02 9.859575719377605685e-02 1.982985539317661527e-01 3.348118654548736667e-02 2.594899481019694032e-01 1.835715133941488372e-02
1.231082987384039540e-01 7.222086696975618669e-02 2.881820014022178078e-02 1.091770069812480343e-01 1.335483500995213457e-01 1.529733641203326680e-02 4.212195375325399060e-02 1.141013511693588917e-01 2.858543562870927146e-02 2.291539966949923679e-01 7.801831490691392423e-02 2.584888850558707610e-02
2.571759808148019189e-01 6.423055536036456625e-02 1.906124257397808983e-02 1.023207090926495783e-01 5.309123162707370114e-02 1.655642008387980466e-02 3.422824114914921334e-02 2.613152485704191563e-01 3.172326404331931443e-02 1.624117539607939850e-02 1.178384409277393879e-01 2.621749036054598150e-02
2.917697646790308186e-01 3.897456825409468389e-02 3.544523114689366455e-02 1.063959454971395990e-01 4.846715066841763425e-02 1.676420275160376422e-02 1.704877512731311356e-02 2.057747066319947082e-01 2.627554133181122034e-02 6.814905746680459397e-02 9.902530588991960425e-02 4.590975055497657775e-02
1.032604861555121989e-01 9.492415698106394795e-02 2.009247679949332024e-02 1.389122268637597579e-01 5.373066393646245414e-02 7.552798553507773793e-02 1.536175182966834779e-02 3.073337620019629957e-01 2.098182638864325503e-02 7.176713707013396282e-02 7.145112526689048615e-02 2.665640117133155282e-02
1.812954012641206925e-01 1.921945337221856176e-01 2.308772061084042246e-02 1.025719601814262527e-01 1.219670452948217604e-01 3.421007424791615986e-02 1.981322895786569518e-02 5.026319479926819045e-02 6.193275702948539130e-02 9.272235484368503144e-02 9.523301984425201760e-02 2.470870920413268876e-02
5.054773697419544243e-02 2.635501007523912698e-01 4.035483147708199270e-02 1.037439490369379824e-01 1.495320960410101256e-02 1.621668671388032390e-02 1.469125582555467352e-02 2.928468191773186402e-01 2.088784068640793176e-02 2.216157645809615356e-02 1.442212107476797123e-01 1.582478254635495338e-02
4.941345760875653220e-02 2.907385375631204583e-01 4.651432763037972873e-02 1.031556881707056256e-01 4.135364059002022419e-02 1.393424526581844847e-02 6.934684471861246591e-02 6.734483897263830732e-02 2.288408233038503187e-02 1.582978254444500632e-01 1.096348546324700801e-01 2.738165707264313131e-02
2.974881092220040268e-01 5.514154746430822984e-02 4.456336720846125476e-02 1.124886494601529119e-01 3.711891684973851746e-02 1.605095133927241652e-02 2.861457521499908771e-02 1.735380549212643675e-01 6.405134009284690899e-02 9.128864969381302041e-02 6.220650505520605722e-02 1.744933347793309678e-02
6.973464984848047610e-02 8.322085883056438982e-02 2.068479762528735097e-02 9.797198916401544944e-02 4.106803738801998588e-02 1.520046478148558665e-02 1.561774967769682769e-02 5.554641248326463998e-01 2.786362279687869259e-02 1.032060604158438304e-02 3.668101167812943403e-02 2.617208733521102920e-02
6.002775441288309144e-02 4.703805894285628675e-02 2.243723623710725326e-02 9.631373892770804523e-02 4.723019839440839585e-02 1.645654125386564193e-01 1.722156148446277735e-01 5.081197342528120248e-02 1.585797568989572026e-02 2.986868531392233156e-02 2.705917008547641389e-01 2.304165041788939702e-02
7.273071979752893101e-02 1.658256108214808677e-01 3.773745179998901772e-02 1.029113538990130139e-01 2.844689377825433338e-02 8.974177858122212026e-03 1.861271506526436872e-02 2.868857394250342585e-01 7.075469164804162880e-02 6.895512794891922592e-02 1.160563127806316375e-01 2.210920517772051522e-02
1.512277585598803542e-01 6.840230134868874323e-02 1.855571235741146699e-02 1.039008715876100497e-01 4.327314520207324600e-02 8.685431925987762564e-03 2.623382917691348751e-02 3.756353596104705650e-01 2.381282921900091873e-02 4.250789914092421851e-02 1.160142703992814162e-01 2.175059147175753549e-02
5.542472086266277131e-02 5.910437164590041925e-02 1.851193227375978745e-02 1.070198658059627467e-01 8.495626816307924600e-02 1.328679551905444928e-02 1.879080090029596264e-02 8.002670895030711273e-02 3.126479720267894002e-02 1.469887380544893790e-02 4.956861534013107251e-01 2.122871146953903346e-02
8.403674551876241794e-02 4.505968968901957056e-02 3.336097146646694461e-02 9.028422745718771292e-02 9.223477830551204959e-02 2.343661562775354104e-02 3.194777295437001979e-02 3.290845515152693856e-01 6.768008603272979151e-02 8.774786461150582695e-02 1.000302006125880494e-01 1.509649620883471606e-02
6.453505957843155838e-02 7.852749183421924017e-02 3.206114345047507419e-02 9.726308251358489754e-02 3.540740509327758301e-02 6.808911412800799923e-02 3.641888348897365235e-02 3.535753576968758138e-01 2.745601579193416436e-02 2.708926955331655492e-02 1.582510057917516921e-01 2.132617107915172477e-02
2.822793373280046425e-01 7.594639150782277193e-02 5.502773433251677282e-02 1.021871762452418730e-01 4.412729692240104085e-02 3.320848064470182520e-02 1.243339831063611234e-01 9.904424058369259987e-02 3.698512235144751914e-02 3.810365570194403084e-02 5.606815041487085705e-02 5.268843086099499196e-02
1.252615966562133365e-01 2.447776937420482468e-01 2.641534473045410031e-02 1.088456982767693204e-01 3.121473830863839491e-02 2.501377068969575651e-02 1.835044689643237567e-02 7.233752663781502223e-02 2.009761798128651897e-02 8.984627528822508591e-02 2.013571387488737041e-01 3.648215204354837010e-02
2.988008280736154099e-01 5.589690944359686220e-02 1.995685866400822087e-02 1.154945400136561107e-01 7.738698637724922280e-02 1.620856871288205159e-02 1.885921907504185466e-02 3.544444588954646230e-02 1.726885457038749780e-02 7.460465678032215942e-02 1.461944446996495672e-01 1.238836877000445980e-01
1.062848733656518163e-01 2.197221080090024647e-01 1.522976139185055165e-02 1.107075361480157755e-01 4.069962647692048491e-02 1.241606554997027809e-02 7.341048022308190035e-02 6.987210134078231105e-02 2.964343490768219305e-02 6.253138195252087861e-02 2.346933607397151678e-01 2.478926989480627688e-02
5.347275704570438049e-02 1.007761058766531992e-01 2.205214699146568896e-02 1.009364725654023770e-01 1.205142170283740322e-01 4.312735003085276658e-02 1.921355038362366000e-02 4.339744356190331637e-02 3.150689176506826783e-02 8.323682114649617880e-02 2.823303501527522630e-01 9.943589345170383842e-02
1.087261907612947082e-01 5.215194279411360795e-02 2.395090986540478542e-02 9.796944042168533040e-02 8.547557768646950327e-02 3.119022325057408881e-02 3.230488603419518490e-01 1.077861934885340905e-01 2.431116330254469785e-02 3.207426194652072959e-02 8.972214770566448727e-02 2.359308843524212523e-02
9.321044980873556540e-02 4.979549808190515681e-02 1.881184722259980624e-02 1.502732976223267181e-01 6.041315465768060805e-02 2.703257221744369276e-02 4.261215226171791853e-02 5.108475393033985734e-02 2.680815868664817095e-02 2.397210893194010733e-02 4.347344621561542999e-01 2.125154442250798761e-02
6.670422185534857773e-02 5.232647135837033281e-02 4.141536230335052249e-02 9.567940326004427398e-02 3.158675758106384290e-02 2.014950247728051688e-02 1.627434013832843029e-02 5.498660409673676863e-01 2.665954824472386089e-02 1.282077391580157925e-02 5.853555362920306177e-02 2.798202426911733029e-02
3.276704831066560297e-01 4.738391619771496754e-02 2.584091149448580066e-02 1.294894865321861432e-01 3.969388393405066939e-02 2.111391914587414098e-02 8.833899278745439843e-02 1.077642961882863820e-01 1.935569051739238072e-02 5.001225319797874408e-02 1.140390183818452835e-01 2.929714851607496257e-02
7.771057682092701036e-02 6.081007355710335571e-02 1.637216367564101396e-02 9.489369791160484624e-02 2.834798868418488688e-02 1.343467213980980568e-01 1.420446703296939991e-02 4.182403088429823002e-01 1.716209291898042680e-02 4.450780287290521942e-02 6.043637807497146547e-02 3.296772820963180667e-02
3.134133668080998358e-01 1.270899506441074966e-01 4.083629277418806408e-02 1.051820450011211744e-01 5.354108792242557452e-02 1.846903976404987158e-02 7.495775006854106526e-02 8.144988981320414045e-02 2.282250366936868641e-02 6.456090900117389397e-02 8.168706173735472420e-02 1.599010279636536858e-02
1.511034569712553233e-01 1.751642689866942659e-01 2.307433793782380851e-02 9.033336715008019602e-02 2.557121401268536154e-02 1.018649279484146360e-02 1.652541853646203457e-02 4.322232839642712460e-02 2.209795222965101405e-02 5.279376033895517850e-02 3.573941772485461632e-01 3.253322539657800549e-02
6.309484973850498779e-02 2.518576368770202856e-01 1.408642136064216371e-02 9.835770760282359915e-02 1.190406949363046890e-01 6.617008136914552530e-02 3.127113529585117541e-02 3.990566324039981905e-02 6.194005405485937532e-02 4.272209214381794684e-02 1.004227997248709481e-01 1.111308636557593599e-01
1.255327634182756558e-01 4.720000074245664368e-02 3.772976499679102369e-02 1.038412558667391461e-01 3.260542941970577535e-02 5.281272334021115678e-02 3.980734969791881184e-02 3.063172219178638134e-01 2.032436077698916016e-02 1.118306225346861887e-01 1.059867547912593522e-01 1.601175249710323767e-02
2.123902351029207936e-01 4.028573279489964382e-02 1.634038515730898769e-02 1.318643042430636403e-01 3.311801756846734918e-02 1.235494756983288728e-01 2.150528682657100454e-02 5.011772777602645917e-02 2.016605468439200965e-01 4.197325224954297218e-02 1.065545824546096088e-01 2.064045328434073456e-02
2.871520246790236763e-01 6.461406581607015420e-02 1.579284279740860927e-02 1.070402660414382090e-01 7.017839937217362767e-02 4.097616790761701711e-02 5.988497847365205351e-02 4.516560397047424125e-02 1.465895045086647135e-02 9.240030411653404885e-02 1.641702331259850545e-01 3.796616324875697751e-02
1.174903394125167005e-01 3.614540800685484001e-02 2.006768573145698009e-02 1.073251650548332353e-01 8.312565429383385329e-02 1.183827328730930467e-02 1.414834796708768633e-02 1.321625241454278676e-01 2.437816864662461711e-02 4.355945483945595359e-02 3.896046063896403400e-01 2.015437222495873940e-02
3.310937140286218106e-01 4.533103903448059552e-02 4.204109057169837932e-02 1.149131452893758509e-01 8.717960731064500202e-02 1.502890994027811407e-02 2.041290503575951890e-02 6.000404068302862826e-02 9.827730380028872059e-02 7.895070093233222397e-02 9.149168981354342811e-02 1.527585355994791165e-02
3.022996412412051748e-01 4.954898631591597713e-02 1.889301703448169334e-02 1.224278818434666044e-01 4.096891312407533597e-02 4.042282215901971815e-02 8.266024728575104008e-02 9.121714354838439398e-02 2.001261372810767339e-02 1.087212550272746853e-01 1.005575612759508353e-01 2.226991741636676070e-02
3.434394654289887883e-01 3.209801061139446604e-02 1.848493719112511910e-02 1.171868260163209385e-01 6.593652322462366377e-02 1.081863000603503280e-02 5.281492591762696615e-02 5.893576887176895512e-02 2.952863304685158716e-02 1.249483291218450587e-01 8.315889632530039377e-02 6.264905423811886753e-02
7.053312255470943481e-02 7.558817407826608215e-02 2.103671917150420900e-02 9.041638495059618752e-02 5.197153753187083725e-02 2.380595345356666115e-02 1.443686035344609805e-02 1.865187463742710994e-01 1.867796197326767604e-01 1.632193242951682222e-02 2.454264057510880670e-01 1.716454361848769594e-02
2.250237689194991009e-01 6.809591404414838678e-02 1.550862053908749760e-02 1.087548626602805601e-01 4.606443393033419348e-02 2.006110902494536233e-02 1.748976312840324829e-02 1.376779154408026007e-01 3.783391806619804815e-02 1.316712695497413710e-01 9.131782023342754906e-02 1.005006044631321094e-01
1.196161923541483180e-01 4.211459274813448422e-02 1.691530294870280393e-02 1.031344313243415800e-01 7.176567514737837439e-02 1.856360751612571788e-02 1.217715231967797518e-02 5.010548574784452480e-01 2.075900771974924230e-02 2.837426624687025209e-02 3.849869459883643180e-02 2.702621959758946465e-02
1.155784244042479675e-01 9.656430015142362933e-02 2.379694333056842082e-02 9.528633975709412118e-02 2.828464511825946534e-02 1.346245552299507250e-02 2.011964475373759567e-02 4.777637958271789831e-01 1.739468973753666853e-02 2.585911106925848496e-02 6.735112670348952779e-02 1.853852362421012923e-02
5.730234103790471378e-02 1.549348054002296082e-01 1.912207838274048929e-02 9.092150549262496828e-02 8.408984766024515944e-02 1.893600851628200743e-02 1.962049838789773140e-02 3.450930593157468251e-02 1.869803939315886621e-02 2.696994692535036736e-02 4.425649882716325423e-01 3.233063460035884296e-02
2.245599519421869750e-01 6.161298673152271199e-02 1.810110734962084092e-02 1.035723715671784673e-01 2.761932527034559326e-02 6.737586653568515549e-02 2.269792963890089957e-02 2.792566521170987068e-02 1.660256655571393236e-02 5.405077604332971658e-02 3.155173208815129637e-01 6.036413227229268930e-02
5.204373050462739875e-02 2.686829212822204882e-01 1.566462565422753472e-02 9.578897000030700548e-02 2.463059139755929480e-02 1.749288189334295349e-02 4.158644704181394675e-02 9.878197572494304413e-02 1.861303680977447958e-02 1.523950935518013708e-02 2.785997814979813136e-01 7.287552883802231318e-02
3.331262924849233698e-01 6.433156012445313821e-02 2.765808356323120470e-02 1.224320223144463315e-01 3.375417437199441234e-02 1.382193813112398556e-02 2.954935569304086712e-02 1.574900372538191595e-01 3.973821900224872028e-02 8.478232404677479850e-02 6.053165701540735855e-02 3.278433599853681352e-02
2.624033494298473879e-01 1.943972551966021978e-01 1.611655554846037550e-02 1.025405537298622466e-01 2.142041351700639182e-02 1.147503141752636777e-02 6.557323258597771987e-02 8.861103470767923984e-02 3.256053383759693887e-02 5.824927356992862931e-02 9.968294649543345265e-02 4.696981996407894461e-02
8.821022272253180307e-02 9.385530152072908694e-02 1.584096126557841752e-02 9.279949339253454332e-02 4.590049051510308037e-02 1.961312626963020861e-02 3.365749571192186429e-02 4.827197936799666467e-01 3.661037004790990840e-02 2.036988862369424128e-02 4.641287096670589085e-02 2.400998528369441623e-02
4.877419420185672566e-02 2.969964678465265573e-01 2.363194444002649636e-02 9.537335363394845722e-02 1.888222131542465626e-02 2.816302599813683485e-02 3.299407917909375626e-02 1.170110152384607610e-01 2.224369390510625571e-02 2.371473043516710358e-02 2.676674745163249991e-01 2.454779928992738280e-02
3.035941314841120731e-01 3.926939468782052883e-02 2.026987321063352873e-02 1.118871178663381066e-01 4.178156105030874506e-02 3.981233287421085537e-02 1.680681974042734853e-02 8.438918814726797946e-02 2.452982041670333235e-02 2.949659883231519480e-02 1.837989891265715547e-01 1.043641725632907108e-01
1.280676345200586763e-01 4.395795488292723180e-02 1.286405370529007143e-02 1.518527840388995964e-01 5.803893193058901750e-02 7.287256784107906671e-02 1.793610713338898155e-01 4.858952308493653255e-02 2.013373375741575946e-02 7.830335454252629335e-02 1.247756816933942442e-01 8.118270866899351956e-02
1.791679657763000644e-01 1.054180398975194249e-01 1.582615609944630283e-02 9.514687187913675737e-02 4.205892239549242906e-02 9.465062004712347654e-02 1.799491218306825679e-01 1.346414607688058707e-01 2.306761659793467312e-02 3.617867589509732307e-02 7.655730355554651867e-02 1.733724525691443877e-02
2.856749742683513671e-01 1.069047334934957183e-01 1.449893150493413059e-02 1.013792796647045025e-01 2.699068541834113641e-02 1.662299778818395260e-02 3.916047949275049816e-02 6.000990238428443452e-02 1.877568010818584515e-02 8.180141878806895805e-02 1.110377776561284752e-01 1.371431394325709485e-01
5.638790480906784308e-02 7.182834984208831541e-02 2.237925151371056992e-02 1.019596442387444429e-01 1.379600709252488677e-01 1.309038572513555702e-02 2.010620290772651420e-01 2.643144759855298731e-01 2.172377633468195943e-02 1.037863402170843309e-02 7.353025009565068715e-02 2.538522743116822245e-02
2.655162650998055263e-01 4.245668583559710635e-02 2.351819877576800943e-02 9.935966955383213062e-02 5.767819853763894722e-02 2.007337148866375834e-02 1.241742222821427995e-02 3.459622468168743747e-01 1.890904017407678619e-02 3.019776731260529964e-02 6.284925386647632894e-02 2.106188031044739159e-02
3.072349053807353902e-01 3.222420169095758374e-02 1.541782594588604789e-02 1.079559782513945382e-01 1.614846792979236778e-01 1.232738951749665079e-02 6.118458679119599675e-02 1.687771979878462947e-01 1.894590243902115681e-02 1.681823375606799828e-02 7.662112976333089465e-02 2.100796917814372333e-02
5.597405463867072273e-02 8.313897381463856984e-02 3.476672498683629903e-02 9.550903034627283850e-02 2.419977209986965902e-02 2.199569850283646100e-02 1.809039560468973795e-02 5.149154869347534191e-01 1.744534683316012816e-02 8.490199523585446190e-03 1.058145058236144020e-01 1.965981089107223662e-02
5.900158822851839235e-02 2.719272921111011709e-01 1.664731389483658716e-02 1.395316560704626951e-01 1.384991215115027874e-01 1.746077578178184195e-02 2.912861731169736831e-02 3.935628270331542611e-02 3.743406316985135179e-02 1.259972360484885590e-01 7.850532780714662706e-02 4.651072536129704366e-02
5.575697944712977583e-02 6.877197485501751473e-02 1.712107013873765890e-02 9.703996715503289405e-02 1.254805415885048570e-01 1.373846108762378886e-02 2.495604378068588119e-02 6.391697630017778575e-02 2.564250862214088877e-02 3.890463065936605735e-02 4.493940731379600928e-01 1.927677322762274062e-02
5.863507303517789121e-02 1.900359061719094356e-01 1.788395837767649613e-02 9.255299340669659314e-02 1.730124395982989352e-02 9.669978243897431325e-02 3.096474801100813565e-02 9.060678555291429292e-02 2.227934242904361720e-02 4.651964170148233102e-02 3.027569677635066903e-01 3.376355715178033096e-02
7.065433068204633738e-02 2.644527336529370332e-01 1.663332083071998937e-02 1.067114559982444422e-01 1.798936065484766852e-02 1.451746689202797896e-02 1.532693989533139185e-02 4.973504065077907071e-02 3.724248986434650771e-02 1.623068475174231987e-02 3.669896221645330137e-01 2.351655396244432816e-02
6.668553753787719029e-02 6.382846779323378406e-02 1.909752649106640984e-02 1.049802532328267535e-01 2.982371160087786063e-02 9.484863466807400001e-02 1.028510819901370110e-01 3.016187804949498341e-01 4.683476927315100014e-02 2.543105613834089479e-02 1.243781721204562929e-01 1.962200865900879526e-02
1.335740836523459929e-01 5.927477032682350322e-02 2.281254649287329378e-02 9.893827531380772200e-02 3.570230253205486370e-02 9.324362919473817846e-02 4.286129425622235006e-02 3.779567336623205209e-01 1.905864687854449263e-02 1.529951434539723876e-02 7.759108230002287332e-02 2.368712104484913331e-02
5.595831618267595176e-02 5.001997931179096024e-02 2.506577658454865049e-02 9.591031429450945500e-02 3.495482360004383005e-02 6.843840066236489550e-02 1.839285783637268148e-02 2.321492487428409024e-01 3.730662330580406666e-02 1.297168041081580604e-02 3.351632245303527435e-01 3.366875453787988165e-02
3.446596804893686805e-01 3.600114930064501201e-02 1.851730626579497704e-02 1.269450454186658583e-01 3.023573634073770111e-02 3.277333642129641456e-02 3.232936197122227018e-02 8.990200754467102262e-02 2.489254354460943702e-02 2.660651034531315295e-02 1.776182141495696865e-01 5.951910820810565189e-02
6.354287543897838009e-02 7.410446591674248185e-02 1.751696776645649337e-02 9.868336191991863848e-02 2.603445070438975550e-02 8.790075946775888216e-02 4.936369474614548530e-02 3.972605684096062323e-02 2.772200259040046022e-02 2.310810356753469422e-02 4.737338371841413598e-01 1.856342385657287417e-02
1.993392701127605082e-01 8.600034296587497074e-02 1.733855481265213216e-02 1.581297010951686899e-01 2.521251638753835636e-02 4.813985091094209745e-02 1.859115981670024856e-02 2.720707576107214351e-02 2.866522852800982429e-02 7.677982902854024738e-02 2.893261163947569714e-01 2.527035418598375799e-02
1.082013829074618960e-01 1.029883148868492582e-01 1.981628222072492548e-02 1.060071121168604247e-01 1.533807157171898465e-02 1.600057534453568076e-02 3.154751519150079259e-02 4.796795851864901761e-01 3.071090611210657018e-02 1.239788545103956419e-02 6.194386095287211791e-02 1.536850805783947053e-02
1.948992228899230628e-01 6.537329575998714060e-02 3.149958966999448495e-02 1.064595163005934569e-01 4.532840979871885501e-02 2.015339583269148624e-02 1.398523613239612863e-02 9.190919776658423856e-02 2.242169835584501558e-01 1.340406161362675368e-02 1.557783052347399277e-01 3.699278544229433335e-02
3.085612131721720552e-01 5.475549180954941003e-02 1.279095390576672972e-02 1.029212953324542684e-01 7.854380229120311308e-02 3.937103903933240889e-02 4.448667471936382928e-02 1.084723800637742291e-01 1.729281680291609724e-02 5.889825883823730790e-02 1.448643373061918316e-01 2.904173671903862580e-02
1.609352608142773366e-01 2.287438762447781548e-01 1.647937445412383378e-02 1.145976145376780830e-01 2.308748915381404407e-02 1.248034959537405210e-02 2.022662033141315110e-02 2.030726449548582169e-01 3.617193050027600609e-02 6.812686462143072164e-02 9.260862939862175847e-02 2.346934539335467085e-02
5.918628244332312799e-02 1.497996714456832912e-01 2.141248084821001721e-02 9.772655577088550094e-02 2.791482551794655792e-02 6.395771622836340931e-02 2.117590679278566479e-02 2.614979964896276265e-01 1.273611904671666795e-01 3.494462047395048565e-02 1.100929141411631784e-01 2.492983938089442936e-02
1.096178727078813975e-01 7.210249466130402851e-02 6.240725512376030237e-02 1.070852140969953264e-01 5.391802371792386167e-02 1.046449771258658318e-02 1.454824588840635154e-02 7.158302489787332634e-02 8.053134181021387450e-02 6.523282862682515393e-02 3.305960825803498371e-01 2.191311817588006972e-02
6.490773569176173929e-02 1.452386925754580171e-01 2.033120020736962907e-02 9.625043556451098881e-02 3.757711190427276415e-02 9.374679235565727686e-02 1.516929848009138798e-02 2.375200837054437242e-01 1.725112214351015583e-02 9.273737085172248373e-02 8.386920645085488291e-02 9.540095006934705413e-02
