r_sep13_median Teff r_sep02_median Fe/H L dnu13_median radius dnu02_median r_avg01_median r_avg10_median Dnu0_median log_g
3.108533289664885402e-01 6.288914853160476603e-02 4.000748390837439994e-02 1.101642355184096062e-01 3.332348900673254288e-02 3.025943389260434338e-02 2.975790264256854625e-02 1.285464159311168475e-01 2.999958237170881684e-02 2.743612979299932947e-02 1.767905552289632809e-01 1.997229420842892844e-02
2.753338355597622633e-01 8.685475317548284335e-02 2.508128889105392528e-02 1.185659094378874595e-01 2.768509127758571331e-02 1.400192408036579107e-02 6.647299816364747593e-02 5.390257449893317426e-02 3.735381277019255569e-02 4.453600615692925035e-02 2.239504736826728182e-01 2.626133230548666903e-02
6.302897871265349117e-02 4.734300453627019595e-02 2.378475507576205406e-02 9.325772312489906402e-02 6.779939198157981795e-02 1.962738544218546252e-02 1.524771674768914467e-02 4.895788267248988301e-01 1.715052635837779546e-02 2.902538248127942838e-02 1.156409630704003932e-01 1.851534574400426694e-02
2.148909683153034933e-01 7.856925270141863760e-02 1.705570145284523997e-02 1.100001500822851003e-01 2.109296499778761519e-02 1.981445659737243736e-02 1.839998754245617679e-02 3.265465610473481523e-02 4.378213248718221262e-02 8.312877832698847835e-02 3.332169934726607607e-01 2.739395791896498053e-02
2.261798182385762190e-01 9.454222732262121398e-02 1.495191836054590891e-02 1.062157336649837830e-01 4.124424132978713603e-02 2.740203705202803874e-02 6.569705023911479036e-02 1.101996043305390749e-01 3.345435063583146462e-02 1.279972256930649033e-01 1.062167663783415567e-01 4.589902675456583592e-02
1.795943599583102179e-01 1.403168622234560459e-01 1.809523494096039811e-02 1.095751581895257759e-01 1.774722934552092762e-02 7.293837936636272945e-02 5.515358596831886756e-02 5.142024022545298861e-02 2.206156732551270080e-02 2.677864446349460456e-02 2.339488335746389147e-01 7.236990441844570743e-02
4.764412549718242268e-02 2.417826054027093496e-01 2.332464548804647278e-02 9.962479371918661619e-02 4.227714132208913733e-02 9.022355194025478975e-02 1.992936557990028848e-02 1.518568969795299484e-01 3.982485714778098707e-02 1.429467377786149407e-01 8.157639637770935925e-02 1.898888276699579880e-02
3.004227496596121316e-01 2.958676589865807255e-02 3.727402494632357094e-02 1.279351207721579620e-01 9.903062471165760550e-02 1.506904430408560931e-02 1.050536580068444359e-01 4.866571232316919265e-02 2.680384996681319312e-02 3.105486620311124352e-02 1.550206253542459611e-01 2.408295785332097150e-02
2.091770101630385792e-01 7.730216116887184130e-02 2.271378838277729115e-02 1.107944200325581136e-01 6.654192751664350647e-02 1.568406450734034438e-02 1.996626669271497553e-02 1.517073776038828370e-01 2.767701484500641532e-02 9.221856733830093023e-02 1.856437209162051238e-01 2.057368083265992756e-02
4.592937924905655250e-02 2.369544931596040127e-01 2.262951279382386174e-02 9.286966610859966054e-02 2.275016249225502232e-02 2.920479628123521382e-02 1.890327538906155097e-02 8.108503154332219465e-02 1.432854054585389336e-01 1.360745647318384877e-01 1.530499943223800063e-01 1.726371847028475986e-02
2.882767772026501030e-01 1.206503344196191568e-01 1.117029712945426384e-01 1.086010335836032764e-01 3.898176842832565270e-02 1.331361336167470773e-02 1.816918357308956386e-02 8.574085803471688527e-02 1.915091020826350382e-02 7.858245937645270962e-02 9.297802155895747156e-02 2.385206895810423541e-02
2.891880670521204677e-01 5.133907950570801293e-02 3.001734570440380001e-02 1.573037025659264343e-01 2.187731010200124823e-02 4.137408859354147622e-02 2.509517537182126209e-02 7.219149952027084649e-02 4.594036572440148708e-02 3.076131468613035880e-02 1.269573012116525512e-01 1.079547499620218537e-01
7.012462101124970759e-02 1.610646739463465482e-01 3.623379771359529211e-02 9.481933045052377829e-02 3.263219151868426010e-02 7.042542829884293476e-02 2.768816713803367788e-02 3.907061818427970401e-02 1.959731627202155324e-01 9.994699587216582248e-02 1.432525079281322111e-01 2.876850521793050675e-02
8.967951758664233219e-02 5.376628733130536797e-02 2.919882131059947650e-02 9.801169505769827262e-02 8.568224649545405636e-02 2.392977322716842090e-02 1.641529814853515817e-02 7.167118808660330465e-02 2.307893141831097311e-02 1.428547981389484932e-02 4.596312758819998678e-01 3.464948564178795681e-02
5.360421089344111906e-02 5.266841200597505157e-02 2.833704925443854966e-02 9.227690110014168112e-02 9.412235428762683043e-02 3.575737291934848877e-02 3.546289758968763223e-02 4.127496668087942550e-02 2.344640591806695235e-02 1.488646549320964997e-02 5.067217619329881240e-01 2.144120192419642773e-02
2.483075486882500016e-01 1.019090750827034292e-01 3.309429775608890845e-02 1.042135875500297404e-01 2.785067358071469795e-02 3.186672022820402628e-02 2.204354631477374593e-01 1.028755459779395337e-01 1.780325625540113768e-02 2.253172730662713480e-02 5.917396748773694898e-02 2.993813693856680822e-02
3.188538356242460736e-01 5.506255494341682349e-02 1.817554202801620680e-02 1.167530392355101421e-01 4.775737717324345794e-02 2.314587940814162581e-02 4.858890390637437412e-02 8.914059344687359776e-02 2.589117957094024675e-02 3.422769083059305079e-02 1.925316347880099144e-01 2.987176904463445179e-02
3.199373706518641725e-01 5.032545963911280729e-02 4.119224331806422418e-02 1.266863833178557552e-01 3.864216392324159449e-02 3.638856281450375540e-02 2.954216475460275798e-02 1.415545965343738000e-01 4.206036160949261360e-02 4.521775505804224299e-02 1.077241603346905385e-01 2.072877804415564074e-02
2.999758614367114551e-01 6.289766058353274403e-02 1.570272537655423989e-02 1.296437577725346735e-01 3.419154160394955594e-02 4.590217013604289825e-02 2.212089316745620080e-02 1.020728157137509029e-01 1.821738672938826367e-02 2.512026119699987611e-02 2.163229636963510671e-01 2.783196258672815393e-02
1.519587625449584090e-01 4.427879066917526918e-02 1.268697047778895304e-01 9.837535846308563536e-02 4.617599147544469013e-02 4.063178911088212442e-02 4.606868805706441222e-02 4.991080342633920364e-02 8.117468604778346752e-02 5.672243022367316062e-02 2.080436695609108044e-01 4.978932564279323070e-02
2.989585636828382964e-01 6.411543674773212409e-02 2.072014299547616026e-02 1.078840166762826541e-01 9.419458703230532137e-02 1.632873849426099561e-02 5.688578229003365960e-02 1.904217457273943426e-01 4.539493221851772370e-02 1.994167612495996098e-02 5.823234346768564607e-02 2.692203454251303890e-02
1.329832531336007651e-01 6.054462975940889252e-02 1.840641002904433443e-02 1.124812023053679277e-01 3.067402091743129042e-02 8.611047771690055752e-02 1.249494629228219411e-01 5.791443279606309225e-02 3.397078363677297902e-02 2.105533624474151821e-01 1.134226121290541622e-01 1.798935220611891372e-02
2.044825799521886034e-01 5.846257053527532249e-02 2.021984801567541790e-02 1.011416107105987255e-01 1.682858946842230308e-01 2.732739888114436508e-02 7.311425157641431027e-02 4.530379548794016137e-02 2.339750533428256243e-02 3.952624068498912513e-02 2.166137523654069752e-01 2.212455177186151492e-02
6.687746898891872016e-02 1.404555286878443332e-01 6.044454374911677197e-02 9.055058025834160362e-02 4.758699043710826193e-02 1.146929176316925300e-02 2.090205891849936451e-02 3.361831086984442551e-01 1.937690349816589483e-02 2.426391515583918579e-02 1.620238393084050821e-01 1.986577053614748192e-02
2.967203725090745148e-01 9.289690591246797802e-02 1.829429394121627472e-02 9.641353655093574948e-02 2.203568017402838738e-02 1.182976154233673048e-02 4.658492097874430277e-02 3.850616678228632045e-02 2.808278402184376590e-02 2.807855881066438977e-02 3.026098335783442006e-01 1.794718519805732840e-02
5.918831391019884619e-02 5.390988136686967330e-02 2.156761610701477330e-02 9.161838031941697824e-02 6.143062245852165537e-02 7.235841945442952894e-02 2.247882411036182526e-02 2.214520925940409099e-02 2.467197060655991481e-02 1.550396758447464447e-02 5.267051621446821041e-01 2.842163267806602570e-02
1.652812674677656690e-01 1.375049091116252453e-01 1.642241198323057122e-02 1.090797210369174042e-01 1.807158258631131123e-02 3.596439502403332017e-02 6.183879416309701060e-02 2.045652002990023532e-01 5.827817050639663016e-02 4.781187855387232510e-02 1.125501523977225637e-01 3.263151687002560641e-02
5.635288123984831532e-02 2.503227256111443810e-01 1.702090151960766393e-02 9.619294949048153021e-02 2.234468076240540488e-02 4.946475499432246431e-02 1.394660080389034662e-01 1.656816666671352967e-01 2.048345623225054576e-02 1.500757269229498030e-02 1.353300162736602030e-01 3.233238647794568765e-02
2.012539706924091343e-01 1.042066272197073179e-01 3.134897605951185440e-02 9.710651101848413735e-02 3.203901401820188899e-02 1.872214667012935332e-02 8.339914431396652783e-02 1.976636645626949351e-01 1.471539856688888481e-01 2.141939518264486531e-02 4.115062157653168878e-02 2.453594301682962553e-02
7.027953004144447957e-02 5.998128382967028716e-02 2.066808671767343328e-02 1.051668238611665473e-01 2.628904781974065324e-02 6.032230496905266470e-02 1.241491414862579828e-02 7.369163084212766723e-02 2.315389417446823417e-01 2.092446612350860533e-02 3.019041777023756534e-01 1.681879219993183405e-02
1.666001888161642575e-01 4.467930206770665685e-02 2.606026051588521478e-02 9.978338752608209572e-02 5.369789169331352224e-02 2.546703643013609880e-02 1.821564789750772587e-02 4.231189472182060318e-01 1.789193309804875884e-02 1.239094979559558080e-02 9.140882678069282841e-02 2.068562816066142618e-02
5.238189449046064955e-02 2.611428039635029785e-01 4.899890197713337170e-02 9.769025092235775198e-02 1.626932423940201031e-02 5.076357775332998590e-02 1.785721783478681421e-02 1.708060937435299798e-01 4.843890342271343213e-02 1.635093658029472194e-02 1.921597812223846402e-01 2.714031385010354236e-02
1.650392103667649435e-01 4.650752267047465055e-02 1.861638016309561522e-02 1.060163456200184234e-01 9.599168050442011269e-02 1.598532571584744891e-02 2.427515752985905453e-02 4.022748435506203618e-02 2.025252692717276898e-02 7.019161740940259298e-02 3.517287304048280494e-01 4.516801833305426894e-02
2.862165595519244321e-01 5.389062683175539076e-02 2.227827761406576956e-02 1.199486963172898268e-01 3.835230602035443609e-02 3.882664330666511787e-02 9.811524801049227584e-02 1.229663705225370884e-01 2.426145409594226629e-02 1.452699215057852954e-02 1.313522737079176328e-01 4.926455187047728418e-02
1.596311399936008457e-01 1.740355547126289648e-01 2.105006639302478902e-02 8.810529184069747222e-02 2.189301376278563610e-02 3.362110283371408381e-02 1.450976702426454157e-02 2.187973554423102429e-01 2.141256245020806831e-02 1.263976811432980518e-01 9.752600303452825525e-02 2.302046136893912479e-02
3.263946292605107158e-01 7.645221925586324907e-02 2.112731144054747282e-02 1.192041628251241242e-01 7.613983813569683012e-02 1.322547332469599206e-02 1.227709986232785599e-01 8.069731024257105478e-02 1.645912185775832287e-02 2.936672670539793376e-02 9.094821709170967938e-02 2.721399123684603225e-02
2.281427224789298602e-01 1.649068630276770975e-01 1.814855962469336809e-02 1.113523598953258253e-01 1.882530731467387669e-02 1.711831140641310867e-02 8.131998547444699299e-02 7.625646212061419627e-02 5.494045151804730770e-02 6.808827486573683363e-02 9.329944490916947109e-02 6.760125736427197163e-02
2.474001574529726410e-01 1.201501559508485611e-01 2.098314416452833064e-02 1.063068342359584084e-01 2.821825073400388226e-02 8.407167364377092500e-02 3.371429520720122669e-02 3.156076063906050611e-02 2.417871293916442829e-02 7.585285420305318271e-02 1.907938185201565051e-01 3.676934230928136094e-02
6.588060523158352499e-02 5.776197340147234266e-02 2.007072830376814554e-02 9.929735201922533505e-02 2.593624354495880843e-02 3.644256793969423425e-02 1.450777059113624728e-02 5.653622333347515516e-01 2.203939257605624230e-02 1.634222015391260940e-02 4.414064281748526775e-02 3.221827008595570807e-02
5.547257487156644074e-02 4.855442872310675173e-02 2.266314969592043288e-02 1.023369177050895557e-01 4.143750577791707745e-02 1.043260092429213470e-01 1.196867481971463643e-01 3.819182508669737020e-02 1.891762196141262217e-02 7.879922129979465700e-03 3.911349859264016127e-01 4.939831068184109136e-02
8.648354953048233151e-02 1.668928132942954501e-01 2.621338148887053174e-02 9.741838233074080755e-02 4.589051795172592596e-02 1.273969400666341914e-02 1.688241748862995967e-02 6.091103297126908289e-02 2.031327164525226214e-01 7.886891882273478274e-03 2.079450258474550284e-01 6.760357675507140673e-02
2.958871691935314741e-01 5.880379456939675148e-02 1.971004142132017425e-02 1.141677699194479645e-01 4.532406809371433698e-02 1.679384699276977033e-02 4.636715664595472686e-02 1.792135015491033434e-01 3.231972710396169984e-02 1.079592976558364781e-01 5.877968812040766655e-02 2.467393873455567613e-02
8.207579616708292336e-02 2.602107914927003218e-01 2.340804442801528926e-02 1.050118277249858650e-01 3.288738593500196289e-02 2.526458512229266123e-02 2.419046960963860265e-02 6.820200151582615777e-02 2.125863393350764519e-02 8.247464656151867746e-02 2.522463450367901650e-01 2.276947247263974919e-02
6.713986954636826099e-02 3.099437810243745872e-01 1.594176791871930801e-02 1.040079935972592906e-01 2.757352984757150544e-02 1.395126537306237181e-02 2.065892021371456833e-01 5.359300859265765660e-02 1.701215208765030976e-02 1.221465751397673855e-01 3.798287364906332425e-02 2.411798108636031487e-02
3.268804827913243116e-01 4.977866124367267414e-02 6.962209481502959485e-02 1.059252981934294957e-01 3.905036708404038132e-02 2.107863207382825593e-02 3.128725648889178756e-02 1.697476694276776055e-01 2.457472065754167864e-02 2.739672094806559766e-02 1.135130017978144973e-01 2.114509447868397757e-02
3.043025396158021700e-01 8.651005814573213548e-02 1.595775820615118884e-02 1.055594416226322690e-01 1.241693541130645950e-01 1.376707815909213040e-02 2.846731291531559224e-02 1.416906365324908101e-01 2.102096115354489328e-02 5.491017086535671110e-02 8.739467518717998484e-02 1.625001348363750570e-02
2.003484552766677529e-01 1.670959233897020002e-01 1.556229604944905053e-02 1.054541696708804627e-01 3.624572518613149164e-02 1.382435231856432231e-02 5.210057529080509842e-02 6.120066117735815242e-02 2.176600813600395798e-02 1.802623601157737621e-01 1.166260055232782172e-01 2.951346786538581665e-02
2.705322447325070878e-01 1.049587933004859225e-01 2.118175856271800606e-02 1.127984677170109362e-01 2.004613683220911671e-02 3.530791004756494988e-02 2.062974080299691954e-02 1.722307008869482792e-01 2.386717182741776230e-02 1.884257653808067701e-02 1.827628564356894303e-01 1.684164231637094028e-02
1.412328056830927658e-01 1.442484198014835628e-01 1.941780598501963162e-02 9.526568117217577847e-02 4.556582035907036365e-02 4.956106780284139784e-02 2.447698863978936545e-02 6.926591553536103063e-02 2.503109712262065883e-02 7.354728286651252001e-02 2.878052717081154843e-01 2.458184332391753768e-02
9.976998063343205103e-02 9.213994076302532699e-02 7.350936065047269929e-02 9.495356274731256430e-02 3.474577815154457350e-02 2.191542828016964858e-02 5.667442110026013613e-02 1.267058332341430837e-01 2.095017757531465394e-02 9.818039777896084980e-03 3.353356304002897414e-01 3.348184668613950893e-02
3.190558053367476554e-01 6.907132299231219519e-02 1.856177264960423220e-02 1.173890852859090644e-01 4.345086593081794180e-02 1.477498560138873658e-02 1.014579341782554239e-01 5.055281151868040723e-02 2.559531977654264101e-02 1.680946710272917394e-02 1.214767570766889376e-01 1.018038725503237485e-01
6.384766349034372290e-02 4.497727357055068126e-02 2.127645769912702572e-02 1.020944044393027189e-01 1.212629002251404686e-01 2.942582070268325023e-02 1.704137547638777395e-02 2.998248693572772364e-02 3.133062251117233604e-02 1.365523615873489444e-02 5.072111773580130212e-01 1.789458143281626515e-02
6.196314767877475482e-02 3.002989455490257531e-01 1.920306574676370129e-02 1.030558478374177522e-01 2.079955662015178092e-02 3.851810029171953698e-02 1.261798305510039020e-01 5.257960131342313825e-02 2.291125232742814016e-02 4.445169628923344163e-02 8.923139686159871353e-02 1.208075589334593747e-01
3.109199513862487274e-01 1.044742698355900501e-01 2.440635783043940132e-02 1.141534903864367817e-01 2.080196413241158088e-02 5.278358692374001543e-02 9.438788087074755084e-02 1.178365326780808631e-01 4.047087740624487340e-02 5.882654857672254406e-02 3.965228088398510542e-02 2.128625908935236760e-02
2.391163893363598136e-01 9.010090926624653163e-02 1.792321051808111465e-02 1.611736380580501282e-01 4.855429542603208887e-02 1.394386113265899674e-02 3.760484272884456747e-02 7.243598587161448332e-02 1.894859953136718636e-02 1.076169688742824593e-01 1.677950213104100197e-01 2.478627794605258589e-02
7.415930083434238429e-02 7.382108733098932674e-02 4.107845157415476040e-02 9.207890628295088697e-02 5.510253758682737146e-02 1.101153196426317427e-02 4.867243123392169662e-02 4.332315454627755358e-01 2.325166337090050009e-02 1.449429047099965936e-02 1.062605400926746185e-01 2.683771379520001263e-02
1.661146404325495873e-01 6.634242805101153717e-02 1.622755870698895306e-02 1.007096696952547860e-01 6.961378050391454908e-02 7.707119523294142516e-02 2.613147973837411445e-02 1.016249244681968616e-01 1.489989230285931332e-01 1.076099757647155791e-01 1.045160990584272226e-01 1.503932531903227378e-02
5.951380222996290048e-02 1.085787312518124159e-01 6.465610506398060398e-02 1.069550486620872293e-01 2.063655949623102726e-02 1.414727584779643631e-02 1.845982402552943935e-02 2.858776515269077778e-02 1.786860313018785035e-02 1.091547650901627739e-02 5.147199938431369359e-01 3.496081478756810079e-02
2.397207698995777181e-01 4.899028035399483755e-02 3.431556780505767845e-02 9.861404656944225411e-02 8.085823382957446626e-02 8.387911933597032646e-03 7.323653499526509847e-02 1.032731287685259292e-01 2.675577200548481457e-02 1.301415090572268229e-01 1.315874208478958751e-01 2.411882393435762356e-02
1.249955744888816833e-01 3.479281611321636408e-02 2.256891140618081867e-02 1.015943650191386688e-01 8.622827639160814128e-02 1.426963928361234604e-02 1.539841424035140460e-02 2.852497579140105335e-02 2.692203506842224744e-02 4.144335039715458385e-02 4.812354297046558815e-01 2.202621209537677927e-02
5.103920375608175797e-02 1.274832032181363595e-01 2.644544160389539558e-02 9.743440928311448979e-02 5.480382687751486626e-02 3.553264723098963768e-02 3.377346778352231099e-02 4.524680465157443487e-02 2.425192057192844877e-02 2.624982857372117756e-02 3.835694665723513586e-01 9.416977987716973475e-02
2.385654514504134127e-01 1.097047685576123394e-01 1.751284124315593410e-02 9.591045460651452526e-02 3.285532082690567623e-02 4.373200680745890218e-02 2.117124861480958881e-02 3.150780699433988752e-01 1.540822373327179438e-02 1.929727138773346118e-02 6.825575254753651899e-02 2.250859028118884844e-02
1.103551973149637933e-01 7.873712488971638945e-02 1.670348231519611787e-02 1.094211124940731583e-01 7.292584412978177222e-02 1.379813940823888113e-02 1.810834571813072988e-02 3.557538916313179173e-02 3.498608758228623911e-02 6.057251739263185691e-02 4.277050516035661998e-01 2.111170798828309117e-02
2.009792263653092104e-01 7.653391717927594817e-02 8.562110646250707668e-02 9.926994927053200968e-02 2.405930539919361524e-02 1.498869204567504151e-02 1.560196337708402367e-02 1.217123130082284482e-01 1.602379133898010344e-02 1.710262586822836398e-02 3.007274834719663170e-01 2.737962621301963037e-02
1.126988730332864203e-01 4.965865941735066874e-02 1.631281935678900036e-02 1.090854958725146623e-01 5.570910627355395855e-02 1.585415825138954821e-02 2.398260517106380954e-02 4.743610979967763930e-01 3.777747058375142963e-02 2.755216730737811148e-02 5.559728449238855036e-02 2.141026224375736434e-02
1.129118717723225501e-01 5.422595378870751631e-02 3.156575531093994136e-02 1.079293926283489413e-01 5.227305562866901151e-02 1.901040120713602330e-02 1.630803507435766783e-02 4.315136463031961078e-01 1.654748074078156439e-02 2.952687002175124337e-02 1.076190429520729464e-01 2.056849457171653489e-02
2.464695578532719311e-01 4.123892808645519131e-02 2.038307595319445789e-02 1.110236508777980580e-01 2.493006857462611373e-02 4.251200340348831180e-02 3.204336658805256866e-02 1.527341704329095440e-01 1.787830259385289611e-02 9.742537161577271426e-03 1.427895136299766610e-01 1.582548248447970263e-01
3.115774828698248955e-01 7.647461900466122342e-02 1.506691116638692041e-02 1.144788845439598940e-01 3.749304100228945114e-02 1.449303483649250733e-02 3.968569620361873940e-02 6.207342587335005352e-02 3.743298792842515710e-02 1.066810134393107595e-01 1.651815549228598801e-01 1.936134820882057586e-02
3.408520639668449759e-01 8.723872079267211421e-02 2.228877347335690012e-02 1.123152172465123749e-01 6.091327278305365411e-02 1.793513103955072727e-02 1.461445643466641013e-02 3.604817071556308539e-02 2.116417120464161514e-02 7.610903691178384778e-02 1.476742473499947361e-01 6.284673808135934903e-02
1.138144461086069148e-01 5.127245529638711774e-02 5.930178137089314044e-02 9.499440987910978684e-02 9.397900169894857214e-02 4.518525743519796745e-02 5.045192007559417408e-02 4.252768363763767545e-02 2.821147024580543394e-02 5.235243541242640825e-02 3.271333487324995515e-01 4.077579010689335454e-02
5.045999656750397439e-02 1.095937260535630869e-01 1.907226814543192678e-02 9.393094011696774548e-02 3.036356938806167305e-02 1.392828395357408565e-02 2.863985114264871318e-02 5.509051506200568493e-01 2.351932800465088638e-02 1.317764720902312239e-02 4.996628004071062418e-02 1.644295875780759503e-02
5.288831466690317729e-02 4.528655360364453042e-02 1.569175537232376030e-02 9.698329756880769148e-02 9.726930675987201236e-02 1.194251707124205780e-01 1.997538746581395061e-02 6.649795713459931423e-02 5.679943670720719734e-02 9.990700985509530507e-02 2.893610315353509765e-01 3.991477861796149940e-02
2.639279695092121014e-01 1.034580213219745276e-01 2.480429038052874360e-02 1.632992867781393187e-01 3.364124419049945025e-02 1.533800023360424453e-02 1.951420955772808705e-02 3.835636851841294631e-02 1.078979537641425179e-01 9.334896260502653642e-02 1.108389766194146780e-01 2.557471652131700773e-02
5.546643579742416286e-02 2.055828354859827733e-01 1.864089647620991233e-02 1.014515278998386200e-01 2.966659510083624260e-02 2.385966217630267061e-02 5.750526687269595649e-02 6.610731503725870983e-02 2.123131117660517764e-01 2.313352724255970244e-02 1.918647258061357552e-01 1.440810033870365027e-02
1.108833239175534419e-01 2.558397477874049808e-01 2.113525516590123929e-02 9.312379840914880580e-02 2.899147352375076869e-02 2.776921279398464337e-02 3.346426817296505735e-02 4.448250861397962108e-02 2.387332306566163770e-02 7.573529341393370196e-02 9.066519846209304678e-02 1.940365966736231351e-01
1.702528971789722678e-01 2.035470830343439896e-01 2.050508055222366802e-02 1.211331332405278238e-01 2.865799564856408646e-02 2.778354846574343853e-02 7.291677337333256348e-02 8.219243515732337080e-02 6.058028134438304263e-02 7.006986456936413477e-02 7.822994620050154058e-02 6.413096123472003529e-02
5.384777643722536006e-02 1.367800095776402769e-01 4.217837762663623202e-02 9.797567923564200199e-02 1.261039170691145295e-01 1.516173812741882301e-02 6.791033435395879558e-02 1.556410198810088130e-01 2.108803697248622100e-02 1.757026931513557821e-01 8.788986542498182508e-02 1.972055214253133279e-02
2.801419695143749222e-01 6.327018847960795556e-02 2.031541993841044086e-02 1.091880850493245902e-01 3.065394219601180401e-02 3.719668902980809849e-02 1.520431132921795485e-02 1.480139681733742829e-01 1.229005473490437234e-01 6.214008586510236937e-02 8.497451545174593279e-02 2.600027762397786463e-02
1.302632064736095052e-01 6.963739681264460857e-02 3.097587566639191728e-02 9.780857369939610635e-02 3.302053869051040091e-02 2.308067059793311379e-02 2.478175153043902720e-02 3.386260873620852152e-01 2.830440028562769203e-02 1.443604991235748931e-02 1.549003601094393334e-01 5.416508885956562713e-02
9.539133374069687366e-02 2.744124089905309316e-01 1.928329557229891203e-02 1.007122892287447280e-01 2.452981083503347204e-02 1.203889236122713570e-02 4.595556592115594696e-02 1.232561125939740238e-01 2.119736354821387045e-02 1.435028708726164559e-02 2.137763568332878839e-01 5.509628328757448096e-02
1.955266564258885120e-01 1.256493518405104037e-01 2.355882529518796981e-02 1.056807879221369345e-01 1.906470281787609258e-02 5.555816679948943210e-02 1.225105763899458772e-01 9.411377624234487649e-02 4.454247249990257035e-02 2.166725504849392400e-02 1.722503561391219296e-01 1.987707257910163380e-02
5.276766230842618033e-02 6.005903443184042872e-02 1.753612027754868422e-02 9.815478630026649998e-02 1.050806068282029021e-01 1.762453323486064261e-02 3.772430510293996175e-02 6.473946623371447384e-02 2.611985892571115284e-02 1.641523501131794682e-02 4.723772923880266150e-01 3.140109895714454646e-02
4.104053815157589907e-02 3.118373113035641242e-01 4.595402783191690488e-02 9.793253244483107745e-02 2.192821104562107243e-02 1.146651374912836634e-02 2.165785534102895524e-02 1.363135739331282070e-01 2.092998149677822647e-02 1.024753896671352638e-01 1.657324835197118151e-01 2.273158151558002729e-02
2.361941311629615070e-01 4.905559350563305082e-02 1.967207172043552652e-02 1.115142331235661477e-01 3.151036727527437020e-02 8.703959436329526678e-02 1.628493380168412677e-02 5.559004523042770929e-02 1.958587052104624610e-02 6.896020488015179584e-02 2.799127112842571541e-01 2.468024313126706074e-02
9.854843576307306674e-02 5.801850893700012668e-02 1.940127252941268102e-02 1.006060035855901175e-01 4.495807191951357168e-02 8.729503163098019380e-02 2.031411549055149868e-01 4.422768152705545269e-02 2.424010057411472505e-02 9.540324286016015065e-02 2.017713021447938015e-01 2.238919362279107733e-02
6.443817789638932314e-02 6.632219618392921900e-02 2.440210530214009799e-02 9.794040228871300768e-02 3.577592574165643774e-02 5.428627853554832128e-02 1.600512145417366111e-02 4.739660161165420993e-01 3.154734919750203093e-02 7.743317129634358364e-03 1.021131454814970529e-01 2.545996467227433849e-02
1.215853279692195449e-01 2.645795756355371897e-01 1.785619958714648042e-02 1.030014394019699714e-01 2.340443520181316461e-02 1.516856283302764688e-02 1.981566567037084531e-02 4.879501050300266707e-02 2.812013791159397730e-02 1.041746735835527848e-01 2.289914873740916124e-01 2.450748432867404236e-02
5.491851642516743653e-02 1.007637421421458818e-01 1.728900070679373346e-02 9.742842884556331129e-02 8.252789086278156105e-02 1.998568770463297894e-02 1.438762364456143243e-02 3.062197676147365155e-01 1.810814564792490727e-02 1.833219897800387327e-02 2.241410950263293123e-01 4.589790240135910304e-02
1.760085878001385606e-01 1.846243724257969898e-01 1.451096517263585767e-02 1.030350452380474208e-01 5.175852640508454838e-02 1.564763147886750333e-02 5.953415539372875626e-02 3.330842049264571419e-02 2.230225066082927587e-02 2.024249345538998157e-01 9.676174688091977727e-02 4.008336349740598131e-02
8.849956826848781599e-02 1.834622933132912526e-01 3.920103339761054489e-02 1.401682543797183600e-01 2.477129876147690993e-02 1.403661461839287271e-02 1.944318339327771525e-02 7.128396604585068852e-02 2.301871913611350240e-02 1.719144373197344783e-02 3.476462116460629082e-01 3.127741330774397310e-02
5.947753145921780976e-02 8.237445800547042729e-02 2.597373328292428007e-02 9.126646109240717231e-02 5.445075637838830973e-02 1.226459303414872276e-02 1.959938469440241846e-02 5.128967405963806847e-01 2.736055201507895177e-02 1.880104142671621889e-02 7.001162485316150819e-02 2.552312316170353770e-02
4.809790807380891903e-02 8.767327975190752909e-02 1.923204680300392988e-02 9.970485551688347547e-02 3.474159511950607182e-02 6.200109872976775766e-02 4.646495851342947320e-02 7.954989753468262592e-02 1.719151440558046307e-01 2.561344163167104948e-02 3.071387509568904717e-01 1.786702331264405919e-02
5.511133479635257210e-02 3.992353938128411633e-02 1.746603553426017211e-02 1.027922354307870129e-01 4.555236327497369508e-02 1.147794228718637261e-01 1.304448893407313820e-02 5.162655435365335471e-02 2.339813398856256665e-02 9.867769204379131867e-03 5.047866734380155318e-01 2.165144879179488682e-02
8.926958598537501621e-02 5.983449898256603533e-02 1.935002359337156114e-02 9.063249156490643665e-02 3.819549382579463109e-02 1.007535419899617535e-01 1.229263299376938574e-02 2.478170644895396485e-02 5.542924502362318179e-02 2.870310849526805028e-02 4.597248256619800855e-01 2.103284543443000379e-02
2.840846049425620468e-01 4.764777323642285789e-02 2.047143105916883823e-02 1.350904214190795927e-01 5.821546567305377340e-02 6.188915191187691067e-02 5.666305237262234118e-02 5.648447279729251758e-02 1.703108612978751144e-02 3.765438459858813647e-02 2.027134436090852476e-01 2.205471225046021916e-02
6.894014548962344724e-02 9.047409110233325946e-02 3.997620831784087087e-02 9.484024864240579722e-02 2.893487413455881133e-02 4.917433417776465032e-02 1.450430709522343084e-02 5.105129378524621009e-01 2.926711653276158065e-02 2.161599298205302278e-02 3.372090589255953563e-02 1.803883778041344421e-02
