Teff Dnu0_median r_sep02_median dnu02_median Fe/H r_avg10_median r_avg01_median
6.046584899656219925e-01 4.697777985575047471e-02 1.466975898640932585e-01 7.459113869610202452e-02 5.838518798405383653e-02 4.303781032163213338e-02 2.565200331274644988e-02
6.144448255652987800e-01 4.685492573238907166e-02 1.703336319994035453e-01 7.668979911543440109e-02 5.627730784161314587e-02 1.606800400421897965e-02 1.933150574164190991e-02
4.624799938261047738e-01 6.456308406104621644e-02 1.372872563483665542e-01 6.297161612492561955e-02 1.350222585173540546e-01 1.135611687411723220e-01 2.411462238103050451e-02
6.121094295519550199e-01 4.878479768966217933e-02 1.682121433550215206e-01 6.673041845670789340e-02 4.423850002198315839e-02 3.918789427883261067e-02 2.073681664583752401e-02
5.121006879358276365e-01 4.424639994583398628e-02 2.668361492765236598e-01 9.049448196597191518e-02 5.605474854300594723e-02 1.360648944681114476e-02 1.666104288602577796e-02
4.933261416798199184e-01 1.772102647965826672e-01 1.219143087566683936e-01 5.025140026232505913e-02 4.110033192796845591e-02 5.441302795577759865e-02 6.178452462085784469e-02
4.936164157810813968e-01 4.643222394400862291e-02 2.851139765141987858e-01 6.571302717099263002e-02 3.757742401036763547e-02 4.284724147065113037e-02 2.869969110869975693e-02
5.525249893707790960e-01 4.679810022488437721e-02 2.447811077037847505e-01 4.396489434571173444e-02 6.840258636386827018e-02 1.523430355307517706e-02 2.829401843789651136e-02
3.882593309217304833e-01 1.133355799149972365e-01 3.154021370919782852e-01 9.045293662719861016e-02 3.534523010897561851e-02 3.515940659748032632e-02 2.204537873763928735e-02
4.534211393489566144e-01 4.645414432183107845e-02 3.146284750201204239e-01 2.347054344463658446e-02 1.186050882429717929e-01 1.545921715334635724e-02 2.796139246813712786e-02
6.052600850320550840e-01 4.529321426715253451e-02 1.111230805552833600e-01 1.118978030161055515e-01 4.389453199559057578e-02 6.240667890642274257e-02 2.012460622738991567e-02
4.618074110033755786e-01 4.350546092954447192e-02 1.205286180014329828e-01 3.447503779650750583e-02 1.509666074456483265e-01 4.783324270737225603e-02 1.408836221161189062e-01
6.219254369359283885e-01 4.283182489391219872e-02 1.700006306820167346e-01 4.141245690039586924e-02 6.907352284246867646e-02 1.084434187601275579e-02 4.391178586926550165e-02
4.139827502836688211e-01 1.870896414802215579e-01 2.181126106290282585e-01 7.724239694902002018e-02 3.598732720990061723e-02 4.954296722991060470e-02 1.804230621825021405e-02
5.111373875792413202e-01 4.962290062001188662e-02 2.158517539133754382e-01 9.125085600959355336e-02 5.048329692421542336e-02 5.580752426787873033e-02 2.584628068568360984e-02
5.999702567801529218e-01 4.117235038869826447e-02 1.785987687977972360e-01 6.317617763084364124e-02 5.320301660792577797e-02 1.533561734980899878e-02 4.854381244477323776e-02
4.250462592334506295e-01 4.399862357960795944e-02 1.430212142108552575e-01 5.798288069790234062e-02 2.997194949377494089e-01 1.537445666072884826e-02 1.485707067970553664e-02
6.097036819576663325e-01 5.003155005963048907e-02 1.665588808715820768e-01 4.051229730277408625e-02 7.751582286308512926e-02 1.834473527857800532e-02 3.733303166668389128e-02
6.225872834785949328e-01 4.555635706350845415e-02 1.805258743750807471e-01 6.986222136034959951e-02 3.961045207831873083e-02 2.594860193788717587e-02 1.590920970626016895e-02
4.566050339426099280e-01 4.247094709428973075e-02 3.099034371926452369e-01 1.244065589849842161e-02 1.500003267585012789e-01 1.258456595375212136e-02 1.599503315970328757e-02
5.638747256972098665e-01 4.188017568157828552e-02 2.247390931781283185e-01 9.371412632802315901e-02 3.749464959479205384e-02 2.315906887658776905e-02 1.513816064368050072e-02
5.315274349869153481e-01 4.485623734721706779e-02 2.583676354871687342e-01 2.858587525408261623e-02 6.053860832972566414e-02 5.348111603061785763e-02 2.264309256427262176e-02
5.473066555895231833e-01 4.449222210958126561e-02 1.649290225472603566e-01 3.556127592931675185e-02 1.652587132171718931e-01 2.142952321125696918e-02 2.102258739588970179e-02
5.844439907546580271e-01 4.731321776648805127e-02 2.012380062157428928e-01 4.715947573625995509e-02 6.606095274684381513e-02 2.444761205791868772e-02 2.933674472208836620e-02
6.048807523919234042e-01 4.604931863530319774e-02 1.565518002690509947e-01 9.994762303156688732e-02 5.878405785787415433e-02 1.511535339024841322e-02 1.867109442403293643e-02
5.803284434266410274e-01 5.129070664461334028e-02 2.070347197941450335e-01 5.200186705895799150e-02 3.346969040540771767e-02 3.094280807560419524e-02 4.493176459463072564e-02
5.438350129774828234e-01 4.375793752894735489e-02 2.273406999229233560e-01 4.376711896103843702e-02 8.084878670597733796e-02 4.789703356325957645e-02 1.255341034037107430e-02
4.983950003875993739e-01 4.362171196776933740e-02 3.179856015793873780e-01 6.002646931501656041e-02 4.717628030480381512e-02 1.359957849459398661e-02 1.919535795082949817e-02
6.235467499197733243e-01 4.198267456038680401e-02 1.890346025453396861e-01 6.506234502477954706e-02 4.111784886125362248e-02 1.404104663083470365e-02 2.521473245763215104e-02
4.210234331864193824e-01 1.530533483029610786e-01 2.506106905718509248e-01 7.988116962033692259e-02 3.766697492082639320e-02 1.234296443821288579e-02 4.542141895939235535e-02
5.924577387272300655e-01 4.659628176739873118e-02 1.840010961122965916e-01 6.027766470422047523e-02 3.077514065822060940e-02 7.213009048274139634e-02 1.376198754789212039e-02
5.794326137983613068e-01 4.544105146727899641e-02 1.447303885395453127e-01 4.744489907165803932e-02 3.541460499063305706e-02 7.899576504053650028e-02 6.854067709198680136e-02
6.215211793815146324e-01 4.648426524911038887e-02 1.448652648267511056e-01 1.016546558584499327e-01 5.195698321315149470e-02 1.823423237702358549e-02 1.528341909399881342e-02
4.828492887147275425e-01 4.295780241363096608e-02 1.478651472184281390e-01 5.285136967371372591e-02 2.199463836535271999e-01 3.480725158222332249e-02 1.872275674374902429e-02
5.174226185050730953e-01 4.209915990999901075e-02 2.272782782561032222e-01 6.958308012989397606e-02 7.690069384625400351e-02 2.057168564509711389e-02 4.614448370757967544e-02
6.307364870025728987e-01 4.356491514100275381e-02 1.571108471388727446e-01 8.255481461540821464e-02 4.781497237498066877e-02 1.526550765055993859e-02 2.295245607660259535e-02
5.236942925661990378e-01 4.705243851132053651e-02 1.349619399842102996e-01 9.828158615301627044e-02 5.436874587972049394e-02 1.279673360328378029e-01 1.367366087269570110e-02
5.310163408955327347e-01 4.918939326011254054e-02 2.749511796464810254e-01 3.443575713329044552e-02 6.868952926104637813e-02 1.879422447681120337e-02 2.292357532672559262e-02
4.543229731743895772e-01 6.468510989400014233e-02 3.091431718963527642e-01 4.145571346622192038e-02 7.727964546742126239e-02 3.481647525828415746e-02 1.829691084333035303e-02
6.064273084144141679e-01 4.509162632223200073e-02 2.061889389575797815e-01 3.381012387672937408e-02 5.034483738567350347e-02 1.193335008127911941e-02 4.620381496209204769e-02
4.383115925416887770e-01 2.030754888425134741e-01 1.384636599966744819e-01 5.173520756164193962e-02 6.981726568115716181e-02 7.018986329972255744e-02 2.840692207660158036e-02
5.280557347100313104e-01 5.937141209099174727e-02 9.823831863120251195e-02 4.582335903115165171e-02 7.337674006975017371e-02 2.209785914895443307e-02 1.730365763179182448e-01
5.930429093352772574e-01 4.700615838997520418e-02 1.597422050482651679e-01 4.127702200766451140e-02 5.712546187401031789e-02 4.075002929237446503e-02 6.105621405243326361e-02
5.799869300902712466e-01 6.139965754036697670e-02 1.654995823243669562e-01 5.290309341757725575e-02 1.010404446299314196e-01 1.652336537402220723e-02 2.264692662346404206e-02
5.594888487070440730e-01 4.510236148776727155e-02 2.423707012023430529e-01 4.805706361809118643e-02 6.226842678035296452e-02 2.644543959127912403e-02 1.626715861312208813e-02
4.488938213699873447e-01 5.144857505270653691e-02 1.572110716694949117e-01 5.704793710443132465e-02 1.600835972650680450e-01 1.142332546900268475e-01 1.108174284828494956e-02
6.172833463464724169e-01 4.161468579070069784e-02 1.544620653471442673e-01 7.251051532988855852e-02 5.516107506319273962e-02 4.023168438418191911e-02 1.873662773841941812e-02
5.770534303875187732e-01 4.762138702541035551e-02 2.157789237638690905e-01 4.606669454516532092e-02 7.228692143059335662e-02 2.332856575632562268e-02 1.786407709111765760e-02
5.710844702743665957e-01 4.648723278360377548e-02 1.824955933970359712e-01 3.201849851800155078e-02 1.009535781972082241e-01 4.881792269822981395e-02 1.814270413155411391e-02
4.443007046986010011e-01 4.433974275633845163e-02 2.516726046576135967e-01 7.957119284728134123e-02 5.968918680782962782e-02 3.793646536137230962e-02 8.249010287096365801e-02
5.879703918302605636e-01 4.216374138210596950e-02 1.469594185282147580e-01 6.617271164023134922e-02 7.834366791803096253e-02 5.307899357087344366e-02 2.531107513028307485e-02
6.183377228607058740e-01 5.206033590507710279e-02 1.505893701880572089e-01 3.701795539272050711e-02 5.347242807299410622e-02 3.071969638347660236e-02 5.780249119696877907e-02
5.679970696728680046e-01 4.687429171557166291e-02 1.839906010325756680e-01 2.672256060039288408e-02 1.216829323996233142e-01 3.924309652245376590e-02 1.348944805651479222e-02
4.026494362431495833e-01 3.882683181799691241e-02 9.121395549739630404e-02 1.274157312984438573e-01 3.088776829596364126e-01 1.754685837481823052e-02 1.346950380855873458e-02
4.328562442105049479e-01 4.146411955296993440e-02 1.523721000070344944e-01 3.674678209952255553e-02 1.471211223719240402e-01 3.863759019019352703e-02 1.508020415678505421e-01
6.118912386813202264e-01 4.394288244927076204e-02 1.348703702350972922e-01 4.916219572506817792e-02 6.777340016299349124e-02 2.122552846045727692e-02 7.113438428579277328e-02
5.253569040435153159e-01 4.673184150098976669e-02 2.541303484713627325e-01 4.084192794999067649e-02 6.989616296115816474e-02 3.138692002282884169e-02 3.165589505015434235e-02
6.170488295291310932e-01 4.626612300590137589e-02 1.018984323515598894e-01 8.312533644216947570e-02 7.899214177858925046e-02 3.092977989165479266e-02 4.173935700099414697e-02
5.251110171609438826e-01 1.098498677115517103e-01 2.089198592853234449e-01 7.371258734052658912e-02 4.809015694151612397e-02 1.316534814679510071e-02 2.115116341334324218e-02
5.944034141717819963e-01 4.849858478039973525e-02 1.447013554722899054e-01 2.464780893097790609e-02 1.032060245198429677e-01 2.655595962935009338e-02 5.798685249535739245e-02
5.278077011270153607e-01 4.686399249478880730e-02 2.590226548654640526e-01 8.844251388184068419e-02 4.609539110108866466e-02 2.046518064724165212e-02 1.130256588256085132e-02
6.109378978887042289e-01 4.455908653919594259e-02 6.623221685566860195e-02 1.110294398239886488e-01 1.164130090700873921e-01 3.982510789346353774e-02 1.100324192889162722e-02
5.450848013380416024e-01 4.518611490243161499e-02 2.414630257039215855e-01 2.862483911044978041e-02 1.042264993413294510e-01 1.891321510095720498e-02 1.650150450286876763e-02
4.946958818131872992e-01 4.929554938461370300e-02 3.021216969993602564e-01 4.033129601976014056e-02 3.871016141088044760e-02 5.979552945959813043e-02 1.504988491260012343e-02
6.102650148197314994e-01 5.156385733154002227e-02 1.844395050027310690e-01 4.092662208024187842e-02 8.213033577194077395e-02 1.496378719238642893e-02 1.571087780142848070e-02
6.065659768211069114e-01 4.401287297840784235e-02 1.551116768628833242e-01 4.893041173320135384e-02 5.674414966951949607e-02 1.578905360290245793e-02 7.284585833197866622e-02
5.769622146583347488e-01 4.506192401446516144e-02 8.454183128073164410e-02 8.545645985406064016e-02 4.024025916568576416e-02 1.163243960449169938e-02 1.561048714222304235e-01
6.211499547373627861e-01 4.985420791085937164e-02 1.960113192408611260e-01 3.570582481681987275e-02 5.308331046841922862e-02 1.149636687422313577e-02 3.269901595145437850e-02
4.705082632902505835e-01 4.470299873276440544e-02 3.090548341819512879e-01 6.384002428701163190e-02 5.269346822342754755e-02 4.604063994136344679e-02 1.315977134323117505e-02
6.095441624846770212e-01 4.812889527468765943e-02 1.703105648322338350e-01 4.479684424438697826e-02 7.635370187494315564e-02 2.919174865607339353e-02 2.167408263299777996e-02
5.487051559401151524e-01 6.534779998083586894e-02 2.123962162037380530e-01 5.924448479884856372e-02 4.836426737518329660e-02 4.252874183707390510e-02 2.341333386420512558e-02
5.945489156722306712e-01 4.366124135732765699e-02 1.638870060756228708e-01 9.987585207409858945e-02 6.489789758252724472e-02 1.657002028782701350e-02 1.655906695036594642e-02
4.771264706970751446e-01 4.328997207572121697e-02 2.992078363852617162e-01 6.806576885214156436e-02 6.849477587243671395e-02 2.224872147093283695e-02 2.156645464643090065e-02
6.170376660135373781e-01 4.258315494308274884e-02 1.582933091892251565e-01 6.077549825020157198e-02 5.435284357119882920e-02 2.292320840317751268e-02 4.403431962957699008e-02
6.142568225063190779e-01 4.364091900970294008e-02 1.544309200886743172e-01 3.868560568391343768e-02 8.990989453658039532e-02 4.283997694460464634e-02 1.623586123020510225e-02
4.495502094292532780e-01 4.541466526032519879e-02 3.241059373401465327e-01 7.357274757215788441e-02 6.932511480691018468e-02 1.713608436025660167e-02 2.089524123095041694e-02
6.056450963026499545e-01 4.133205796563414747e-02 1.810108736448452771e-01 3.634133907883768666e-02 5.848854954909965542e-02 6.110550858561075022e-02 1.607657487332259452e-02
5.628905025429843390e-01 4.352328729409584568e-02 2.009402799739589962e-01 2.006218307944103094e-02 1.052492073163951852e-01 4.722618289448712176e-02 2.010835689863749165e-02
5.131588492246824673e-01 4.864964400838892727e-02 2.776251657349896318e-01 2.387549781215023495e-02 5.710413051822331443e-02 3.930659760194325780e-02 4.028011509962234338e-02
6.266563691088328225e-01 4.282289994403946920e-02 1.412342591221023291e-01 5.657553173731433988e-02 7.324557603110254389e-02 3.276026261950091417e-02 2.670510143710751530e-02
4.825918357711876938e-01 4.645094680332191583e-02 3.186156889165542849e-01 2.966206847858586515e-02 9.366982344874703881e-02 1.473883496583576480e-02 1.427080161576752340e-02
4.429111495379817187e-01 4.301333345111155171e-02 3.252541457712553874e-01 4.747182001280510211e-02 1.068475894436993617e-01 1.251673249333080246e-02 2.198522928981605160e-02
6.166573769468809418e-01 5.143737726021443274e-02 1.916026044593572286e-01 4.496986456635303220e-02 5.946061817860767706e-02 2.344163653795553956e-02 1.243052205063121911e-02
5.345655947928475982e-01 4.425854768448592158e-02 2.602077860448606672e-01 5.710009994499764402e-02 5.726388794218761208e-02 1.065239766586229507e-02 3.595168592475828095e-02
6.264718172789212058e-01 4.759803147168342741e-02 1.493431708039812122e-01 7.977588004932370525e-02 6.023604928810794013e-02 1.977103813324281034e-02 1.680401297473970573e-02
5.254445003242328438e-01 4.299825678618970914e-02 2.163929592608764552e-01 2.219183643610005835e-02 1.630711831346466634e-01 1.497544261204057994e-02 1.492582144591383594e-02
5.839825460423961889e-01 4.683779046543772723e-02 2.150193803330486819e-01 4.624285960382393257e-02 4.885608720931729210e-02 4.534397462083590569e-02 1.371736172514019872e-02
6.241596956100292637e-01 4.453666257083192803e-02 1.649321147419025302e-01 6.330519427275717315e-02 7.346407133706982229e-02 1.353842116073377365e-02 1.606384030667548299e-02
5.347637730799635891e-01 4.224862709303622149e-02 2.570629506814858245e-01 4.386595261454702410e-02 6.610196691708282446e-02 2.956366699257080219e-02 2.639306262131367598e-02
6.143266157630616897e-01 4.809394678954771740e-02 1.829622258663866630e-01 3.453648138116580807e-02 8.350186226811658063e-02 2.289057705126623307e-02 1.368829088045518672e-02
4.786885076347107693e-01 4.930497105151624565e-02 2.908805046053117849e-01 4.645056210199838276e-02 8.855995389541525264e-02 3.154507719286591544e-02 1.457042351818149672e-02
6.181203631443235036e-01 4.302880093442343346e-02 1.497608098372558705e-01 6.709607919230385631e-02 5.326056333934081621e-02 1.367130535109642789e-02 5.506207820125604002e-02
6.081558076895220433e-01 5.268778069379969481e-02 1.836464473443479295e-01 3.368614350297857024e-02 5.847750518828917499e-02 2.864809393789338743e-02 3.469822164316910262e-02
5.312277901426318838e-01 4.324974628946498534e-02 2.605936986113981946e-01 4.260979797339305847e-02 8.269576107381194918e-02 2.550288969555531207e-02 1.412031621374473106e-02
5.912672311670582603e-01 4.381233214666962333e-02 1.839938473931420904e-01 4.714213848589243055e-02 1.036656356492891562e-01 1.782637848878003764e-02 1.229243666916851781e-02
5.977315612277289691e-01 5.496651461519025395e-02 8.898037269692822548e-02 7.659156358002852660e-02 6.782288086615624600e-02 1.260988960942825525e-02 1.012972174045394663e-01
5.075106915752685133e-01 4.621656728093807148e-02 2.408609495218515806e-01 5.837951569262849610e-02 5.469925096303299844e-02 2.109409969442838789e-02 7.123892527185200774e-02
6.077074985384550709e-01 4.278606038527594385e-02 1.859127130818265528e-01 4.879295668097383826e-02 6.133852363205978542e-02 4.137373850208431875e-02 1.208850917932449351e-02
6.224573005651558022e-01 4.417518025583942048e-02 1.735562164186451317e-01 4.963243746653287630e-02 6.739491821749950262e-02 1.605208058659287479e-02 2.673186648973434679e-02
5.893989752818883376e-01 4.472479002097681094e-02 2.054052623894603857e-01 7.278677949943958281e-02 3.819240689351434404e-02 1.367333500210235822e-02 3.581845091261819797e-02
6.161218233095792085e-01 4.522648929812429774e-02 1.574944164097961119e-01 8.002034283820196048e-02 4.921959113410847436e-02 1.552881553311609431e-02 3.638852147707381801e-02
3.863724068341541917e-01 1.912005473156558888e-01 2.077844559215203391e-01 5.239586993192733855e-02 3.859119466122559045e-02 4.261356883627901576e-02 8.104195649923763567e-02
4.348203436727472448e-01 1.872631444088068420e-01 2.062871423807118854e-01 7.323028126982018826e-02 4.063835217934166216e-02 1.506320127490329286e-02 4.269753481366889147e-02
6.117587079105535341e-01 4.666226057321679749e-02 1.534161329206654434e-01 4.817195342279833453e-02 3.604221019945159921e-02 4.841051282886455615e-02 5.553822214444978367e-02
4.074013104681680209e-01 1.860917805532244229e-01 1.824317115163251735e-01 3.478019011549631639e-02 1.502290547921209807e-01 1.646464085851295431e-02 2.260131169615202731e-02
5.026601219518124219e-01 4.360269239611111458e-02 2.975158556998296899e-01 2.895703628746616742e-02 4.048093463053481500e-02 3.972972171367954858e-02 4.705363732056615927e-02
6.407674866669775815e-01 4.814719402335058268e-02 1.647871139988864031e-01 6.415438316643533312e-02 4.544854499727715713e-02 1.337081764998618826e-02 2.332445949708669350e-02
5.954088609837350221e-01 4.435898017208478317e-02 1.530112811407098594e-01 3.314720494107419035e-02 9.998858050296625943e-02 1.937391245467639730e-02 5.471117980475361658e-02
5.998677042240421198e-01 4.262968739156826337e-02 1.812429025812063166e-01 6.798877098495489935e-02 5.121608645349302880e-02 4.308423225605784862e-02 1.397061610867745066e-02
6.130110793278582548e-01 4.732264018994443433e-02 1.335712715950069795e-01 7.490363233422513145e-02 5.292454129469082585e-02 2.628624075172862617e-02 5.198059450654586577e-02
6.222152346402695100e-01 4.277394739478694585e-02 1.729423840662996092e-01 2.158437965326344410e-02 1.051767101935931897e-01 2.104474840606907621e-02 1.426259564571828037e-02
4.045451512403211991e-01 2.133677940114251104e-01 2.163225440587250858e-01 8.233430364832031167e-02 3.144483506100393538e-02 1.288723309123118027e-02 3.909813888897336470e-02
5.933967821271977083e-01 4.061547239563501749e-02 1.077976870014755173e-01 6.949759122075929718e-02 9.899025572066905143e-02 1.464442750536878307e-02 7.505778402889469458e-02
5.442188195623230973e-01 3.949680817153918694e-02 2.350370978174073366e-01 3.979122875887443345e-02 1.122206794896829646e-01 1.090326015179602509e-02 1.833210604837683805e-02
6.379341171854786552e-01 4.662540342781326674e-02 1.220159466792541114e-01 1.128690844209257332e-01 4.276419986501693582e-02 2.250079225880666917e-02 1.529045616270460761e-02
5.268656157404123519e-01 4.381490533227597184e-02 2.460086705049710498e-01 5.434512731482531861e-02 6.009901545416431595e-02 3.792751451624842840e-02 3.093915113710243164e-02
3.578295490699882064e-01 4.151877587311486595e-02 1.463618588877603766e-01 2.462409665195119599e-02 3.007741002609849446e-01 2.012957151153003249e-02 1.087620477446704093e-01
5.701544237037341478e-01 4.587177898736996551e-02 2.009978103131878913e-01 6.609430648813388598e-02 7.756565393529327168e-02 1.441546723508322671e-02 2.490055933719764053e-02
5.216414169621557129e-01 4.458749597011004567e-02 2.611055919241748180e-01 3.509431970286211455e-02 1.052153084607395095e-01 1.952070879266970885e-02 1.283515818728787547e-02
5.210734216618690962e-01 4.646365627051040476e-02 2.227285873577881659e-01 8.481140330051163689e-02 5.948786397565176270e-02 1.860004868623371665e-02 4.683501874743516841e-02
6.139488135518149647e-01 4.742388507450055052e-02 1.875597045138213681e-01 3.671108204062947800e-02 8.584783854644120749e-02 1.536689530213949939e-02 1.314178097065291616e-02
6.172497813474817629e-01 4.606334522214359378e-02 1.065304927064227303e-01 8.704667079568759180e-02 9.495893482731559976e-02 2.198344195457101885e-02 2.616733314637749788e-02
4.257862663833960060e-01 6.657285191886727627e-02 3.344690044026750742e-01 5.185229317143784378e-02 9.163572986173629253e-02 1.482309410978898019e-02 1.486076015209853753e-02
6.314793862853815831e-01 4.744564531053737516e-02 1.653940986954045289e-01 5.958496282487991264e-02 6.781609639316557581e-02 1.296648151239601296e-02 1.531332897823493508e-02
5.846622090791425697e-01 5.160330250375083638e-02 2.328167666651717038e-01 3.413438878665176618e-02 6.405663942809218525e-02 1.334222804575411862e-02 1.938446549143683917e-02
6.078666407550876727e-01 4.910988201632359579e-02 1.469105705595966094e-01 8.754299549802822822e-02 3.480867426511757151e-02 4.691198662899471322e-02 2.684925027685162308e-02
4.568972059806923336e-01 4.517791291409537641e-02 2.329408447499334844e-01 6.466297687011200723e-02 1.695201887672394270e-01 1.362645322066083353e-02 1.717441749726659334e-02
5.891850868374274297e-01 4.409438850316939329e-02 1.678960748141300197e-01 5.106319255757747755e-02 3.792707213880855410e-02 7.670902351764148641e-02 3.312516163124529234e-02
5.672467667962663995e-01 4.158405144068289677e-02 1.834844572445655242e-01 5.332907570958649729e-02 1.181239961505076985e-01 1.639935990161409812e-02 1.983229275677694803e-02
6.031049945510845722e-01 4.883261183726624044e-02 1.708785919980679024e-01 4.351104170393134407e-02 5.461335347223884168e-02 3.634297744232669464e-02 4.271642899508424490e-02
5.478706190225797190e-01 4.678971004933406286e-02 2.464019964991185641e-01 4.092574230694538684e-02 5.886042044052353789e-02 3.240615535898807437e-02 2.674535632251063763e-02
5.552505875710609384e-01 1.291684093342974071e-01 1.628595332557899178e-01 7.843887492019709085e-02 3.707398423624937156e-02 1.768537439518554424e-02 1.952323628721970572e-02
5.811214391235632881e-01 4.341982067476544971e-02 2.093241896701411031e-01 2.230881253207162018e-02 1.169449702666694180e-01 1.394413534714831863e-02 1.293663238564080574e-02
3.668899583384286345e-01 4.108121280180443424e-02 1.233002263354606720e-01 2.830743928722121924e-02 3.121250528061786378e-01 9.599486014408434298e-02 3.230125028682193783e-02
6.064250800387096518e-01 4.573037943666852234e-02 1.782945051547194792e-01 5.861242241595682884e-02 4.761953562883716046e-02 2.824144953046603401e-02 3.507662779464240654e-02
5.975137056570221095e-01 4.536634740190161746e-02 1.959145390507791851e-01 4.377952666174651092e-02 4.804184848159208376e-02 5.483745663984350427e-02 1.454657610711496130e-02
6.269754323676645091e-01 4.847824168990590155e-02 1.656028031709856629e-01 7.714284929836258409e-02 3.424710186951378937e-02 2.488935936428612883e-02 2.266421223928151429e-02
4.858942138700085844e-01 4.174777682773814225e-02 3.129885608731356461e-01 2.538966984401137481e-02 1.029036525262092133e-01 1.799968870000168142e-02 1.307643735889547562e-02
5.918544860747808611e-01 4.325778552861614390e-02 1.570886648480651626e-01 4.036909622707603174e-02 1.172900503297116398e-01 1.506886492223295619e-02 3.507105206951723064e-02
6.139094209618308762e-01 4.096357577762826940e-02 1.414348263894687485e-01 6.833444697202881168e-02 9.576453760342784616e-02 2.853899228028615453e-02 1.105420001532938200e-02
5.435955332897848269e-01 4.822040700362484333e-02 2.010348671685163180e-01 4.602613467346302473e-02 9.568790286955122792e-02 5.078421352777980069e-02 1.465094146728005038e-02
6.062918808592313580e-01 4.478334370182702334e-02 1.246482289734470450e-01 9.514663039130130673e-02 9.468026492841123687e-02 1.778024552725266869e-02 1.666940561852957303e-02
6.230676160906741812e-01 5.159450369802198733e-02 1.728090413687653482e-01 8.079566697805268261e-02 3.566691786760955302e-02 2.334949787284514022e-02 1.271675612403110577e-02
6.192654434498525706e-01 4.859176826509276764e-02 1.382642757317753546e-01 1.294890784215027568e-01 3.819706260805619952e-02 1.272102390705088897e-02 1.347134761666944625e-02
5.014022312352981459e-01 1.677665665761421121e-01 1.584093176785326684e-01 5.074639654256211940e-02 6.543126296336496117e-02 1.284705718487811656e-02 4.339716781922201005e-02
5.532573750097071752e-01 1.152511808353998135e-01 1.380812827509972085e-01 5.259516902650059750e-02 4.953975705329097257e-02 2.828008455965706075e-02 6.299515076444717199e-02
5.373071469083846585e-01 4.175323562937765381e-02 1.886773954111356510e-01 3.597982940330898133e-02 1.527750466409490693e-01 1.588018306694075760e-02 2.762716293990318331e-02
5.621011544626079992e-01 4.452764001736739252e-02 2.544087840343176032e-01 3.614529897507851725e-02 5.264969515416913909e-02 1.315034369793346980e-02 3.701708365852605931e-02
5.623540142278720122e-01 4.610403697655877930e-02 2.408340808670857980e-01 6.075499817732352148e-02 4.874625507942072916e-02 2.481826311371369831e-02 1.638835155802555177e-02
6.329499369161145639e-01 4.798094805244784017e-02 1.295169919950428239e-01 7.031521942624338606e-02 6.743808816181040555e-02 3.344162673289940296e-02 1.835718871544150810e-02
4.058796703086102187e-01 1.189335050760161466e-01 2.636196906285681041e-01 1.090144750264759599e-01 5.977304017189652430e-02 1.558543906158767027e-02 2.719417972684536056e-02
6.158076145258356560e-01 4.635397764937956855e-02 1.107339534818465032e-01 9.028184778933462384e-02 1.038737435278769966e-01 2.015834994903349317e-02 1.279051307669316559e-02
6.165813712923084999e-01 4.744317479694426520e-02 1.197323743919111033e-01 7.102600029513193858e-02 3.807430088143172464e-02 2.133283904711552256e-02 8.580993929515710883e-02
4.852832428612704474e-01 4.491329601457849652e-02 1.932731333512152649e-01 5.519826396843079130e-02 5.888359602162413636e-02 1.464287597119499629e-01 1.601970807093088672e-02
4.737670190998353181e-01 4.523007092193482431e-02 3.133836616871691350e-01 3.812581368050054625e-02 5.125954125164734754e-02 6.244708997806609069e-02 1.578680338084674506e-02
5.403456699935583751e-01 4.587807947326407593e-02 1.357264512980073945e-01 5.220495695078090220e-02 7.200251252707406957e-02 8.034166668773218278e-02 7.350066306958313866e-02
5.993040750304663433e-01 4.675940294282836945e-02 1.662741562968083897e-01 8.161452184996677295e-02 7.091269248904016886e-02 2.089253579547230982e-02 1.424261559541772047e-02
5.838057156124334401e-01 5.666695261145310303e-02 1.742204631332384124e-01 3.655897963206315715e-02 1.163442766036126841e-01 2.005420236687609561e-02 1.234941004032310934e-02
5.577383669211767314e-01 5.056095829537866904e-02 1.918096571205601675e-01 8.352676765832710293e-02 8.657150123790556540e-02 1.445984864206468178e-02 1.533290012458722942e-02
5.903316571336911789e-01 4.145455196615452365e-02 1.780505633959722223e-01 8.784614112029306976e-02 4.693675630421031975e-02 3.417889889054223640e-02 2.120143118913661237e-02
5.916281428226497496e-01 4.824552944509139657e-02 1.704010733960088786e-01 6.220108456431394650e-02 7.105010939168582285e-02 3.860674296706788355e-02 1.786731741318216965e-02
5.754398692248700042e-01 6.522701331405160452e-02 9.707990055854935629e-02 4.916347595216280508e-02 7.692490038697120946e-02 1.029265998551295164e-01 3.323824070826546934e-02
4.706832636224432820e-01 1.040469181618963457e-01 2.663256819504146722e-01 6.151277186115901296e-02 6.965315653895143289e-02 1.383685083725126087e-02 1.394135702788395353e-02
5.894734466137050433e-01 4.269072578230195814e-02 1.399471850344828072e-01 6.614731171945828492e-02 9.199306747960990516e-02 2.259322482356191514e-02 4.715503854687997515e-02
5.902517188964261363e-01 4.561342466378885685e-02 1.723608944927701170e-01 3.821108533785944755e-02 1.050784309626068974e-01 1.211726144659377828e-02 3.636718419995477874e-02
5.702973074076544968e-01 4.625581639105324355e-02 2.383620240861082373e-01 3.608855718067180418e-02 6.130639641834000758e-02 1.518722406083100607e-02 3.250267445534101712e-02
