Teff Fe/H Dnu0_median dnu02_median r_sep02_median r_avg01_median r_avg10_median
6.028272390549200832e-01 4.510407982386928361e-02 2.034244818615269235e-01 3.010964992144597036e-02 8.573295890765221527e-02 2.006629052386026471e-02 1.273529990672527847e-02
4.910665395176282977e-01 4.256183489619096150e-02 2.835215468935182170e-01 2.466507425599484202e-02 1.263719207209952622e-01 1.669597254864759253e-02 1.511711116702486521e-02
4.227759118924464543e-01 1.788409514949194645e-01 1.440027558899058535e-01 4.283384977830400481e-02 1.461782722205622331e-01 3.220124392020356358e-02 3.316701480365853022e-02
4.762854331218184245e-01 4.020794992631171461e-02 2.129865965125024851e-01 6.003893158113340900e-02 1.554049683109166857e-01 3.934004188770322957e-02 1.573607865961400634e-02
5.780125591106965999e-01 4.081279389601569912e-02 1.905374150605948502e-01 5.879839153766752008e-02 5.987095197420862908e-02 5.848022424132753166e-02 1.348766417948927231e-02
6.190174259384261246e-01 4.539117827079977574e-02 1.874122437106642280e-01 5.163414356108830122e-02 5.643310442397805882e-02 2.786599868397825544e-02 1.224590541106521449e-02
5.953470567477853193e-01 4.078052422976278374e-02 1.040498986844704404e-01 6.120937480255676105e-02 9.684895341484313358e-02 2.049668486545155530e-02 8.126750725513004481e-02
3.722753382853716264e-01 2.233652848266783619e-01 2.140918295591986431e-01 1.032897193821821630e-01 5.149778926560057146e-02 2.037481860795610500e-02 1.510522007301255860e-02
4.856165635613847731e-01 4.090247322045885425e-02 3.025027826656178642e-01 2.523159990608643544e-02 5.831916775320188095e-02 7.207227860204408476e-02 1.535513429120604657e-02
5.384747843635975251e-01 4.245742628983478067e-02 1.633102391252243546e-01 2.746755706677685149e-02 8.962509708304201850e-02 1.206844967300993617e-02 1.265964463985146393e-01
4.886412924005545944e-01 4.567441762626631152e-02 2.943269852830789901e-01 1.049592512170742231e-01 3.844803407356497948e-02 1.235357757310172680e-02 1.559644182635921278e-02
4.986508441568412997e-01 4.541490624849496560e-02 1.696690247712177302e-01 6.157927813738596490e-02 1.867833370021473871e-01 1.472640951241782972e-02 2.317620017149486442e-02
5.833766276480334412e-01 4.339035319620770936e-02 1.517001467856041175e-01 9.658797913983327432e-02 8.933225541157659155e-02 2.323616029280943518e-02 1.237647752593536848e-02
4.583029715936117743e-01 7.580964145180417446e-02 2.922328830584836057e-01 4.074012787479252412e-02 9.651823688075850116e-02 1.802789932615834687e-02 1.836823981439112546e-02
6.016467425409349756e-01 4.590485702602857543e-02 1.515950726678164107e-01 8.048663725966286042e-02 5.346540758133960791e-02 1.379236066652316656e-02 5.310892225769432012e-02
5.457093334007934171e-01 6.151463604376959660e-02 1.120660068985701863e-01 6.581765667775783812e-02 5.908633529294781556e-02 3.807953194407755898e-02 1.177264997420837261e-01
5.204785950914420090e-01 5.700126054338916504e-02 1.025727299612309157e-01 3.381962612497199649e-02 7.233332757646908362e-02 3.979698703093184631e-02 1.739974736715650672e-01
4.790554275353861580e-01 4.733847081184543865e-02 2.985732199777368923e-01 4.238422823375057741e-02 4.522393676490826797e-02 7.289797890715292439e-02 1.452673776921983677e-02
5.858248108462381643e-01 3.913084628744203236e-02 2.026854136631124903e-01 9.394832631658014965e-02 4.043615360518577201e-02 2.281065104725739714e-02 1.516379823418396305e-02
5.954017573271617181e-01 4.425177198178213700e-02 1.308162269363913888e-01 8.643119606556802503e-02 5.331342868805877266e-02 5.868723251817839492e-02 3.109838648285963292e-02
5.595034454902353405e-01 5.186871099442003780e-02 2.040746124715820120e-01 5.654388263587348945e-02 6.415760977427963085e-02 4.705831676567405475e-02 1.679342186793543121e-02
5.910852368294787773e-01 4.221863104761120616e-02 1.503192822677555662e-01 2.803196626833929367e-02 1.125183282399598445e-01 1.064605486407848266e-02 6.518050048277687636e-02
5.071502465226757073e-01 4.554782461930569071e-02 1.511853203026889136e-01 2.310900336205752581e-02 1.418389078034952844e-01 1.236973618123336609e-02 1.187989612085434687e-01
5.269621408278860608e-01 4.406314088888771408e-02 1.632892573468395225e-01 2.715130668283880638e-02 7.212005566111168164e-02 1.491547583931917276e-01 1.725934019924454943e-02
5.789518141792001638e-01 4.983414939415384964e-02 1.598794021836483781e-01 1.008383366362054778e-01 4.598154143732526705e-02 3.215925518563548385e-02 3.235550098383135204e-02
6.201037527638428859e-01 4.420305857993758053e-02 1.629527038874496181e-01 7.271727147898379706e-02 6.234626689822470730e-02 1.505327658023416192e-02 2.262366981132713992e-02
5.088713150807572250e-01 4.903747543790148294e-02 2.682328091957423832e-01 5.294090121948232669e-02 6.313706986008335575e-02 1.794449479744593401e-02 3.983593440858727852e-02
5.696774676799948312e-01 4.275627771208145161e-02 2.185561750842280881e-01 4.028345282735427968e-02 4.738103573261779472e-02 2.941362700127812466e-02 5.193196396244525309e-02
6.201167043407350699e-01 5.023872706648139369e-02 1.619797779663539605e-01 6.230922572147602062e-02 5.082031230092595719e-02 1.108010467903922970e-02 4.345514792498841872e-02
5.076045612197763734e-01 4.272011674408403292e-02 1.710768901771559936e-01 2.130915272576775626e-02 1.997235892197081197e-01 1.506680784182174576e-02 4.249888207168597137e-02
4.948595618928652851e-01 4.359757793262398345e-02 2.555537336795146719e-01 2.228005464057572493e-02 1.440460335079060128e-01 1.498560223244915258e-02 2.467743611406491774e-02
6.009010058947293897e-01 4.299268183933249027e-02 1.912315086884884274e-01 5.845706625330748807e-02 6.564677696293573506e-02 1.694077110227880725e-02 2.383018925892782872e-02
4.640875165328338658e-01 4.192849170599280417e-02 1.565845677257576007e-01 4.168021894846445086e-02 2.652941176214242969e-01 1.937426034251744575e-02 1.105082712300954270e-02
5.046183152690097984e-01 4.870931474287554935e-02 2.911356037418272868e-01 7.037391658287202312e-02 5.352115091253607793e-02 1.235780341803854876e-02 1.928389533284068785e-02
6.198938925253276722e-01 4.663871038149039472e-02 1.407090451099781148e-01 1.029998707186983720e-01 4.391317131570648957e-02 3.127913301512833671e-02 1.456617693367061143e-02
5.232691908840835238e-01 4.255460123774564701e-02 1.935909915434595452e-01 8.839383913915563329e-02 4.168647202470616986e-02 9.810733839700773451e-02 1.239756677384169607e-02
5.203164341186221620e-01 4.187056690879559229e-02 1.263928858471530248e-01 4.947001255683541182e-02 1.098353951464920292e-01 1.279803019683974641e-01 2.413440345370429507e-02
5.879644893397486527e-01 4.416847611609749785e-02 2.114001063725465257e-01 8.341008465265688232e-02 4.364125615315399276e-02 1.472945146906631982e-02 1.468613589673002304e-02
5.827151111108588299e-01 4.517962881429084948e-02 1.126555155615513865e-01 1.003233351945743701e-01 8.250853282500637820e-02 2.569896963105153601e-02 5.091890686266682675e-02
6.148609193430257802e-01 4.736546129480568440e-02 1.866208057494400385e-01 4.481573682915258872e-02 5.339283032985143312e-02 3.645030346975841606e-02 1.649394298396589242e-02
6.115877872308640439e-01 5.030114357937974512e-02 1.758199151583766662e-01 2.025009376256430363e-02 9.645140613161176657e-02 3.180916925348781926e-02 1.378048488371565877e-02
5.645541445944305403e-01 4.591405160029748272e-02 2.170216443909500359e-01 2.829204142081075818e-02 9.157741565584916199e-02 3.779496608067602070e-02 1.484573625698607131e-02
4.210428017998405492e-01 4.239560319472920891e-02 2.958505846469040579e-01 1.506104199360077875e-02 1.573228957307908904e-01 1.731766981878733389e-02 5.100940281534710463e-02
6.261261569916298786e-01 5.239327084475591673e-02 1.805856571299127855e-01 3.461091657666793414e-02 6.442764425116405402e-02 1.439947975977008514e-02 2.745687444609928862e-02
3.701554727406439760e-01 4.387727169667098720e-02 2.271676179947039464e-01 3.689417020782107676e-02 2.916910827757832614e-01 1.798715963119152869e-02 1.222722495318524782e-02
5.677902999920048099e-01 4.359441594101763628e-02 2.372723964107318617e-01 3.557456372532866173e-02 6.284955267854902550e-02 1.778551771462755574e-02 3.513325353774054277e-02
6.181778317836605918e-01 4.226354183181173230e-02 1.659401692857918609e-01 5.064810944817045579e-02 4.382972321418882045e-02 4.128007003357157118e-02 3.786055440280493983e-02
6.015341458951656284e-01 4.521388005620181200e-02 1.977959316044306526e-01 3.141535761101672819e-02 9.305296143571396839e-02 1.659358298357012720e-02 1.439414041390104163e-02
5.269753827491185927e-01 4.449353626341932821e-02 8.229353984563562985e-02 5.476917878249984439e-02 1.035028510848938627e-01 1.847226028693434857e-02 1.694932509874984838e-01
4.317070875428957732e-01 4.240299436161561186e-02 2.957273287869462419e-01 7.298236776541032478e-02 9.808665187429473076e-02 1.398162525814180580e-02 4.511194441069564520e-02
5.059587026950289612e-01 4.387653451975599694e-02 2.768135671159002720e-01 4.248448847076589235e-02 9.669243273484665058e-02 1.582222529721570917e-02 1.835204916648647266e-02
5.952122248381304104e-01 4.175766589889962771e-02 1.516487566717992785e-01 1.085525152643357916e-01 4.941449258336524930e-02 1.746901547283633005e-02 3.594532927063343042e-02
5.259394563612301843e-01 4.114949535241607670e-02 2.726124877533981361e-01 3.177531326151718932e-02 9.700621538380092834e-02 1.255087170055637497e-02 1.896616018708124907e-02
4.090173286837287536e-01 1.629801629157277831e-01 2.042212044041699370e-01 7.691072588710681779e-02 6.254110821274233567e-02 5.556829482821920574e-02 2.876117506830515660e-02
6.007182128266029819e-01 4.739729080723645988e-02 1.580877164742099383e-01 3.243552148731157492e-02 7.590641942918135987e-02 2.669553028270188824e-02 5.875930869275580032e-02
5.838058130156995595e-01 4.749162362450664449e-02 1.469725964769893201e-01 1.057203029037524500e-01 6.708444552540906991e-02 2.936509742220693928e-02 1.956012103143623185e-02
6.204023436108687672e-01 4.642526757375430024e-02 1.943550010300749142e-01 4.191119890547894550e-02 3.513437436824576321e-02 3.287714678927092932e-02 2.889466772230652944e-02
5.916415319583764321e-01 5.488836948049034131e-02 1.795830067561218768e-01 6.877205832103071292e-02 6.975352463941268677e-02 1.808755706331258151e-02 1.727395178125538944e-02
4.728686167685970387e-01 3.919031114405849975e-02 3.099679517248989935e-01 8.798768281305237304e-02 4.474315906714285140e-02 1.495192380803197531e-02 3.029035467421823877e-02
4.715742840290093052e-01 4.849490576404547060e-02 3.076613215022578895e-01 7.147166528804564656e-02 4.300907941427220549e-02 4.081286750642202504e-02 1.697587649594736389e-02
4.486017333112115590e-01 1.988829397855881032e-01 1.683816057200601402e-01 5.293318234805305389e-02 4.831322531138929066e-02 3.541242154460643582e-02 4.747489197909156300e-02
4.869915101166377158e-01 4.386200323169882342e-02 1.575322159725915938e-01 4.741638137582683543e-02 1.355931388468344934e-01 2.212205475588952669e-02 1.064826957005211155e-01
5.822798997680217470e-01 3.932883675498263093e-02 2.269277483165110521e-01 5.317859901660976912e-02 5.094976482586767441e-02 3.515793677010183721e-02 1.217721454790521469e-02
5.689802283266559568e-01 4.059332999155254584e-02 7.231159518091588578e-02 1.196107343802848139e-01 1.098634728535037297e-01 6.022170288803280203e-02 2.841893637905425901e-02
6.011046458924272917e-01 5.253814953883498978e-02 1.440679745372943632e-01 7.617104546533677578e-02 7.707191872950214240e-02 1.957323047460680226e-02 2.947303536199763832e-02
4.553502316731272148e-01 4.029331167607180797e-02 3.240841855431430552e-01 1.576453388311242071e-02 8.981497565792669058e-02 1.197786105220341978e-02 6.271490051441548641e-02
6.025683959374839027e-01 4.461077443430553485e-02 1.568946427062215820e-01 2.999172065129881645e-02 1.207907424191271839e-01 3.281586955840642278e-02 1.232785429315647226e-02
5.720137651192370720e-01 4.702852679393101226e-02 1.621082671100428918e-01 7.601231941858559160e-02 5.337170149552532272e-02 4.161079520849379765e-02 4.785462485418411072e-02
6.324910038333233508e-01 4.492213375267287839e-02 8.780292008395750025e-02 9.356656951032438219e-02 6.728987045659284849e-02 2.945452964051954031e-02 4.447297272260961054e-02
4.347373740102113415e-01 4.020313541412876002e-02 2.005229187238641575e-01 3.334112588621052781e-02 2.597448550323975813e-01 1.731366729215820521e-02 1.413692364102954978e-02
4.897962993092364048e-01 4.891765300522014220e-02 2.695179730725870693e-01 3.085022159985103055e-02 5.410055039801311971e-02 1.549009715144276413e-02 9.132720546364957170e-02
5.807527839690022065e-01 4.956796084800209334e-02 1.542516807074271745e-01 4.000395481030070283e-02 6.153762628748143254e-02 1.002681971568179266e-02 1.038591736621046202e-01
5.967489887443503394e-01 4.179195942023181121e-02 1.956486980518950258e-01 3.995517862418539179e-02 7.098067058053311729e-02 1.449996389360099815e-02 4.037454068520329037e-02
6.098598044180238986e-01 4.464261208191081659e-02 1.474499002357038679e-01 5.871889508796071522e-02 9.149573578714917388e-02 3.510804828655225696e-02 1.272500410269931589e-02
5.974727401851477326e-01 5.077512654814909931e-02 1.045463440039948733e-01 8.532778914713226581e-02 6.177188245090829699e-02 5.337082769153866230e-02 4.673528997312900723e-02
6.272711359031831746e-01 4.650521353879451952e-02 1.535240005097597282e-01 7.158532656713609277e-02 3.880894049619559860e-02 1.690879608262423409e-02 4.539658690230655852e-02
6.230605811237650560e-01 4.422946895135725781e-02 1.376598301913446454e-01 7.798327059571485975e-02 6.330409852193669140e-02 2.501847796733309981e-02 2.874427264854844191e-02
6.110174918008345335e-01 4.825857949517870643e-02 1.671286845215934347e-01 5.291136580821644009e-02 3.411109165476802763e-02 5.403587328607680623e-02 3.253691343333200980e-02
6.218813234739090090e-01 4.256633485062558120e-02 1.573430949550599367e-01 9.864188127344133972e-02 5.359574369052074599e-02 1.209655889721307671e-02 1.387506285923044771e-02
5.953477688018211644e-01 4.659326602046600513e-02 1.493437096496978145e-01 9.984219168697230917e-02 5.011666128719047264e-02 2.783792999367121213e-02 3.091847256018108794e-02
5.742710830544250911e-01 4.071188724427259042e-02 1.442435227014605414e-01 6.112998118751126336e-02 1.448334374485872600e-01 1.416395844988109845e-02 2.064612991386229057e-02
6.108265025824356487e-01 4.862175182748530722e-02 1.151403568730236388e-01 2.982620549300322305e-02 4.839341466725999991e-02 8.315755017505113700e-02 6.403421838174100378e-02
5.887003371281894770e-01 4.077941111080519293e-02 1.623594386085160379e-01 7.060120351213361456e-02 8.228072638878845824e-02 4.138979821476428816e-02 1.388908503680288085e-02
4.700136525225200868e-01 4.299595399439994081e-02 3.228286950023565027e-01 7.293906631320347389e-02 4.278009667251694154e-02 1.599405055784259080e-02 3.244848493716041837e-02
5.174614987852007575e-01 5.938592815954312626e-02 1.017780024950061118e-01 4.847959812136311275e-02 1.091790406642406813e-01 2.976821222120189583e-02 1.339477195534441167e-01
5.602932275338916579e-01 6.312869164164909563e-02 1.136015245933919976e-01 6.481710712755854586e-02 6.361884108688574402e-02 1.179107876373844815e-01 1.662982037923852602e-02
4.477332510476917382e-01 1.445139867538834944e-01 1.845947737082146156e-01 2.951745753903526823e-02 1.272373650763402864e-01 4.716543826246667737e-02 1.923772761236797885e-02
6.006983982969741342e-01 5.096703161921388447e-02 1.916644458781469051e-01 5.880711253889549933e-02 5.651114912192289202e-02 1.500408388598328119e-02 2.634777865886340359e-02
5.037893654988299108e-01 5.112858407768162278e-02 2.877025059046739996e-01 6.467169415491316742e-02 4.957679037700112729e-02 1.660258276622384940e-02 2.652847722067623940e-02
5.205165365295348900e-01 1.290103100310598938e-01 1.335508444363212588e-01 9.072956088290054510e-02 7.929066769751723365e-02 1.675875679090663845e-02 3.014332363175972057e-02
6.219600679831591705e-01 4.488229837556716173e-02 1.810684075770594426e-01 2.892693520167904930e-02 8.634530297640653773e-02 2.240400005156951979e-02 1.441298783455910275e-02
6.048865126792269953e-01 4.735950204328501917e-02 1.625415307751937044e-01 6.533003004093089483e-02 8.794154769707039632e-02 1.711076485114256321e-02 1.483011191315033138e-02
5.288603563698178744e-01 4.962337766380171822e-02 2.719817551175557346e-01 6.413434023066111322e-02 4.182266952462242171e-02 1.807059146716815529e-02 2.550690962637289921e-02
6.041430651418968623e-01 4.724880120741740269e-02 1.932288133030506116e-01 3.854725787575231932e-02 5.102827178691991816e-02 1.814017528032698529e-02 4.766361540463594226e-02
6.315810695684697107e-01 4.891415361935712303e-02 1.647715306983119909e-01 6.378945353524814732e-02 5.518950307479971590e-02 1.382240789203353394e-02 2.193188161177985623e-02
3.518759929344300597e-01 4.028188403957610325e-02 3.325538252452502341e-01 1.012348655349872006e-02 2.201031438614394486e-01 1.374762027075647659e-02 3.131404709504900102e-02
6.395435229304179403e-01 4.472568121410382125e-02 1.538707405807877848e-01 4.358227268545813299e-02 5.833393047265741232e-02 4.417980909978897613e-02 1.576404301678585584e-02
5.405284318217609130e-01 6.032563470903602038e-02 1.104232207950301414e-01 3.356141627385356846e-02 8.710045603492756749e-02 1.541113708729525966e-01 1.394946949243896367e-02
6.012146344248205931e-01 4.549224176544528625e-02 1.711486244383227662e-01 7.166801092080853086e-02 7.296303345528708240e-02 1.737293639552635327e-02 2.014051859978924913e-02
6.030555244450169772e-01 4.682325255248484530e-02 1.696994286572803268e-01 8.605692416617227725e-02 5.662637479508611515e-02 1.747325941577019398e-02 2.026523596818935111e-02
6.093795713230617528e-01 4.680708420495401090e-02 1.534187495591217698e-01 6.134289816469217643e-02 6.196519838974248046e-02 4.599142243856986501e-02 2.109507591985796196e-02
4.827268071738728961e-01 1.728024078361611038e-01 1.507140626711061249e-01 8.398178706510323055e-02 5.134306985837329418e-02 2.054151251093664851e-02 3.789035288444681654e-02
6.153132763979830555e-01 5.021826872626969362e-02 1.591451881091153764e-01 7.323416711347895125e-02 6.861307626659206294e-02 1.497177261836484322e-02 1.850425076819594075e-02
6.104055674644661700e-01 4.660424370946500416e-02 1.299145578275084645e-01 5.105361480957875536e-02 6.754011007551621870e-02 4.825145137007683105e-02 4.623045474338854932e-02
4.373840620343097396e-01 4.509240881410025298e-02 3.331385784846614406e-01 8.307106738131632417e-02 6.989672662473352116e-02 1.484606555162020815e-02 1.657109110925847340e-02
5.482615192353403888e-01 4.102552681671191304e-02 1.431960451462196138e-01 5.574472921265188202e-02 1.748094712244193660e-01 2.066788516312126692e-02 1.629482320153549657e-02
5.117223229482837921e-01 4.481846485397338042e-02 8.690906546442112024e-02 1.128796189601314059e-01 1.187288383562857957e-01 1.151595247192771163e-02 1.134257369449767350e-01
6.153585107363165330e-01 4.089207305151056071e-02 1.638327353599591807e-01 7.193356419388216572e-02 5.397473514801622713e-02 3.566830258426913897e-02 1.834007892604618689e-02
4.801332082447778982e-01 1.886520945819576134e-01 1.016930025933478615e-01 7.366141086559188644e-02 5.105893087557676624e-02 2.460855956108329995e-02 8.019279327766452858e-02
6.037668573078490697e-01 4.203007841608229905e-02 1.657491000524408953e-01 6.998713552377346103e-02 3.498572883420405372e-02 2.789242160687897820e-02 5.558867825877133323e-02
6.083651718010077980e-01 4.516058780514188575e-02 1.558370155423294823e-01 4.972303010967020487e-02 3.921425659821247550e-02 3.308802688436596195e-02 6.861191125927217083e-02
6.107629790076084531e-01 4.402521533337835219e-02 1.123131636826388280e-01 8.304874034590266352e-02 9.663984488567099740e-02 2.900382979659367130e-02 2.420622694820696863e-02
4.776994618829898398e-01 4.045182172070555665e-02 1.508871111115302199e-01 3.507951238979375302e-02 2.153249162093300861e-01 6.731389240846265276e-02 1.324328427718776853e-02
6.058546720241517747e-01 4.490508455076831079e-02 1.419004484014487755e-01 8.488501707629553250e-02 6.156633663804771117e-02 2.405314705012906451e-02 3.683529425915878230e-02
6.391803933486386313e-01 4.517979216287005412e-02 1.568136375007928851e-01 8.107443891102326938e-02 3.787403989187437814e-02 2.627697684269817910e-02 1.360072134210245538e-02
4.705426984445917338e-01 4.322513070698120324e-02 2.819375565137994255e-01 9.602234972344404762e-02 4.038420003342359232e-02 2.630448882520144971e-02 4.158357575255852007e-02
4.084751585407655483e-01 1.770776459911818090e-01 2.050877399647942079e-01 2.614985465723262612e-02 1.305985291067187914e-01 2.030031280875530669e-02 3.231075893055182502e-02
5.553622385454980437e-01 4.197871520161847170e-02 1.358930294851709852e-01 8.306382512191615164e-02 4.424399757419932716e-02 1.270907904309898362e-01 1.236740364060700224e-02
5.321561372336163220e-01 4.244794382522792953e-02 2.509365448989092084e-01 2.543535934690376379e-02 1.098798991927367602e-01 1.471644557982306444e-02 2.442766992278296023e-02
5.702542947655072636e-01 4.084424671444007032e-02 1.575435446528217764e-01 1.383519126184642734e-01 2.651877311889124650e-02 5.302144075281482738e-02 1.346578737706063608e-02
5.824892652698477891e-01 4.419312519499844077e-02 1.705388866441570894e-01 4.880600617941720926e-02 7.335616350391610530e-02 1.007116133878267761e-02 7.054539186888068858e-02
6.089935230400472799e-01 4.413355471358408610e-02 1.589741295907729501e-01 4.684593499389485410e-02 7.655442189617912840e-02 5.184175332073024528e-02 1.265668244479139365e-02
6.038878786443090396e-01 4.251239840501275236e-02 1.935467710338312219e-01 8.427876260669303621e-02 3.630893743983138605e-02 1.497382354895695523e-02 2.449142832136562420e-02
6.283074133263618632e-01 4.827840111880583179e-02 1.676007185928362342e-01 6.939985019508702890e-02 5.577356523227718771e-02 1.717182010340970871e-02 1.346823143122219575e-02
5.806679956426259448e-01 4.225199114597964073e-02 1.934784165075981721e-01 9.166733742383292860e-02 4.379904536932457265e-02 3.088319416727679581e-02 1.725201974336193142e-02
5.950658992183240903e-01 4.426305012798888161e-02 2.006219800273956189e-01 3.562827427021881405e-02 6.739330917068664384e-02 1.998815076728701831e-02 3.703933641809872140e-02
6.385094979581001917e-01 4.659778412117024371e-02 1.671261245641698090e-01 4.202881698588576548e-02 7.674377455068240317e-02 1.467180490193431552e-02 1.432219691805721937e-02
5.993439116011163303e-01 5.155624581084199826e-02 1.042204066548494956e-01 9.523775660972237656e-02 9.839182645334136612e-02 1.673389318729824604e-02 3.451595968283016624e-02
4.743691055198506756e-01 3.982932079101647593e-02 2.418353269786816528e-01 1.493897963179279254e-01 5.723199127992578683e-02 2.304844574385957884e-02 1.429601336873797222e-02
4.453545417664163675e-01 6.388426196590601958e-02 2.829822235810074971e-01 7.579592574608290390e-02 9.894832502832860699e-02 1.881176600760367870e-02 1.422295590465514660e-02
5.920182287455778569e-01 4.546563979081320872e-02 1.165176246236581392e-01 7.677467373050407551e-02 6.763472280247198598e-02 3.238528576134010184e-02 6.920382454563471508e-02
3.895806412880573610e-01 4.192411052475784189e-02 1.364655337751214115e-01 9.168435618264346443e-02 3.072936154534209319e-01 1.856180044770927920e-02 1.448994232828987837e-02
5.684886751137849803e-01 4.785260428620997930e-02 1.803790493318734589e-01 6.751490863107661999e-02 4.812147933969553731e-02 7.573487337491857652e-02 1.190840992244079737e-02
6.171446896174921370e-01 4.412996659506074337e-02 1.158475509399017195e-01 6.912829446808092804e-02 9.695424538764496614e-02 4.321602066244870088e-02 1.357923232937083627e-02
5.994210339649601593e-01 4.658151848584234089e-02 1.652304182434846669e-01 3.887822845716999015e-02 7.668985382934960515e-02 1.956576079357482192e-02 5.363318622561844690e-02
5.947486398614850733e-01 4.847376672852120316e-02 2.135819711741069327e-01 5.957128110239280627e-02 3.563563034413412545e-02 3.255123478076669963e-02 1.543747600859323929e-02
4.597119804429178891e-01 4.084817062413122896e-02 2.175660945202655405e-01 1.857022918493446070e-02 2.334724002421385280e-01 1.312077110071989926e-02 1.671035388489250373e-02
5.652674264112860225e-01 4.036292057685119533e-02 1.637312310834422302e-01 4.753675955901024569e-02 1.310411284515566877e-01 3.565067652927575437e-02 1.640985738857796139e-02
5.863648479761653931e-01 4.220503804243065649e-02 1.831072800477621942e-01 2.904038712191983618e-02 1.066317489990747103e-01 1.586992318292324011e-02 3.678077462972392103e-02
5.906413394691373275e-01 4.627557483902148411e-02 2.245086168151691763e-01 3.246491015326644081e-02 7.659646512193651890e-02 1.794575652775343491e-02 1.156733707371558444e-02
4.567311024081728288e-01 1.730535298659620358e-01 1.863916466759391599e-01 6.480243771494055560e-02 4.323986081004012327e-02 2.795265052847721587e-02 4.782877199646803218e-02
4.104297258703418771e-01 4.175427057000070247e-02 3.197074172523027835e-01 1.823695328668404822e-02 1.765952221737393246e-01 1.168825287020188418e-02 2.158815797672948220e-02
6.112524060571483675e-01 4.569685990236289908e-02 2.015282901744133992e-01 3.187015838800730944e-02 5.453810094204292885e-02 2.713057834943302313e-02 2.798360618659194790e-02
4.801754127520670434e-01 4.654864699671593109e-02 2.576382166677042007e-01 6.990359924859186613e-02 6.466249508822545511e-02 3.575413052486633297e-02 4.531749872182904565e-02
6.168479413621542617e-01 5.406841472958198724e-02 1.313407094772718608e-01 6.930762366900374005e-02 5.616534662776169473e-02 2.318861042364742803e-02 4.908135371057908286e-02
5.848540382317736208e-01 4.570912481981672520e-02 1.970271636475260935e-01 3.607870850753482767e-02 8.403278957022262963e-02 3.249559968447012642e-02 1.980257553865609477e-02
5.784513859290344451e-01 4.822723733991687856e-02 1.587060807507565119e-01 6.507765914154660380e-02 4.112841557070934934e-02 8.170576550567057450e-02 2.670345576236564031e-02
4.559695070488783419e-01 4.509549587571892032e-02 2.871023646946603836e-01 2.632474715240146895e-02 1.026650491892023009e-01 2.138205539584137060e-02 6.146078064329725532e-02
6.194664904280947626e-01 4.735671910298894921e-02 1.836320339272028701e-01 4.803381171082110601e-02 6.019076074277084770e-02 1.645353989641742259e-02 2.486664419170392035e-02
4.077806105231792655e-01 4.463426475704903446e-02 3.107213919057373874e-01 2.060449198297103351e-02 1.733998484311757293e-01 1.997655636952825470e-02 2.288283603035931590e-02
6.003555742820572139e-01 4.207460965660804464e-02 1.769075831179772462e-01 7.268197853932524544e-02 7.614421830665397961e-02 2.122316378840760284e-02 1.061287230897054769e-02
4.979551742880815035e-01 4.970446214892472458e-02 2.875869849254522603e-01 4.133515346510547445e-02 3.641904005457755056e-02 5.000049441822894403e-02 3.699869069962952867e-02
4.901278586088990141e-01 3.688034126370520055e-02 1.064605270603444648e-01 6.215704364224885342e-02 1.197380980936967459e-01 3.043863167981852857e-02 1.541974996512870955e-01
4.086019835939793676e-01 4.202516015221777895e-02 5.404586906334084978e-02 1.319415267095431776e-01 3.049243852904493512e-01 4.010903542902176377e-02 1.835203976144760343e-02
5.291577517567102040e-01 3.924182267693230447e-02 1.160833717068127657e-01 3.476020802795684594e-02 1.734508767421685804e-01 5.230586720662311340e-02 5.500010188279615131e-02
6.026203755665655581e-01 4.610595159017573386e-02 1.322904224463211931e-01 6.863127921295850142e-02 7.017252593599680732e-02 4.145480447009251834e-02 3.872464077788957681e-02
5.711266159824157640e-01 4.803859068776017427e-02 1.073692570200163870e-01 3.939407933556447750e-02 9.285666780245156737e-02 1.287454788759138935e-01 1.246931029587771030e-02
5.576878835269288848e-01 3.994378635838331804e-02 2.003480503599994744e-01 6.630077216115672079e-02 9.063581923964672549e-02 2.978326967681249604e-02 1.530041867707221566e-02
5.895867489290995689e-01 4.360863462105111360e-02 1.133931353719166008e-01 4.780850533956088749e-02 7.869013856658570172e-02 1.137413103152825622e-01 1.317152685650359659e-02
6.322355569906551453e-01 4.406785553132777644e-02 1.100411746206677865e-01 1.131489975910219270e-01 6.550504754868090307e-02 2.024053540993796599e-02 1.476083230770840193e-02
5.957524612449675017e-01 4.349508654552056153e-02 1.876873468340229667e-01 9.486010943591954847e-02 4.169768539375379168e-02 1.888052072525388606e-02 1.762678982056162594e-02
6.194616351318100733e-01 4.733225398734933198e-02 1.823736703650857827e-01 3.608221227478886767e-02 5.280378360625630207e-02 2.156390706821680742e-02 4.038253756649267529e-02
5.756607806788995862e-01 4.594827293269764662e-02 2.073246431350690699e-01 5.016466948225949823e-02 8.309358535987114436e-02 1.907385281841839780e-02 1.873419559278486496e-02
5.475817046539948052e-01 4.834030839577598687e-02 1.988057221793211593e-01 3.442188211545372384e-02 1.030607136579087535e-01 1.045347369910447528e-02 5.733619529844127122e-02
4.317958153407906452e-01 4.234294802537237612e-02 3.127598500239221480e-01 1.851995422974521063e-02 1.646997044070317162e-01 1.459800102708704896e-02 1.528372694605093819e-02
5.316600842607277499e-01 4.576818117503762134e-02 2.143506905798272244e-01 1.872738997272804448e-02 1.588481064809306453e-01 1.313317160785929839e-02 1.751237592288940742e-02
