r_sep02_median Teff L Fe/H dnu02_median r_avg10_median Dnu0_median r_avg01_median
1.062283493707595200e-01 2.801771732995736452e-01 1.118843312599576700e-01 4.100908620284345052e-02 1.418788770054102699e-01 1.950608456344839203e-01 5.511415876363557481e-02 6.864717846333591444e-02
1.122768702005057101e-01 9.447916720477446406e-02 1.188857322688887802e-01 9.782206228926135227e-02 7.560570543382759412e-02 4.019103745635456693e-01 6.647064015676754090e-02 3.254944788242880582e-02
3.424817537549659785e-01 9.629163930348480505e-02 1.206567877708833864e-01 4.086620827930176336e-02 1.080970482021639950e-01 1.940740136595982823e-01 3.884984682635522768e-02 5.868270220324640907e-02
1.647425197050333967e-01 9.380276401804683861e-02 1.088533114359875459e-01 1.823935199129698426e-01 1.080761355261691120e-01 2.643618818444599672e-01 3.942119452083941988e-02 3.834867303649390491e-02
1.065264004051893615e-01 1.084393749536525647e-01 1.055264224565431730e-01 1.504229945319220940e-01 3.561673644748933887e-01 9.804742630161362993e-02 4.471217264103840433e-02 3.015784423514727627e-02
2.831763146653731855e-01 1.456791462016372718e-01 1.191720631514164436e-01 3.307035189947920423e-02 1.696205327016380160e-01 1.699636231963280175e-01 2.990344326768558381e-02 4.941452491644228451e-02
5.105656744985562212e-02 3.282171363245804940e-01 1.131763157909232015e-01 4.911975823833621829e-02 2.646580878450700003e-01 1.138387665096798063e-01 3.693840629104048340e-02 4.299496155051429208e-02
2.591588192073217001e-01 8.687758298386515088e-02 1.277071111254422242e-01 3.660667612387123043e-02 1.188486100980482713e-01 2.728577876069072650e-01 6.850399445316351921e-02 2.943941840138065286e-02
3.375320336604760163e-01 9.058704091379364554e-02 1.227568756998502347e-01 3.445614799675335294e-02 2.231970723106641852e-01 1.086361570463954263e-01 4.098692020075745540e-02 4.184775217130953795e-02
3.305556600465393013e-01 8.457240127713852584e-02 1.245196591583399431e-01 4.216674288450206198e-02 1.111156891202990660e-01 1.244307531802013728e-01 4.543756963636649826e-02 1.372015246966132862e-01
1.387743715149436785e-01 6.426046689690323444e-02 1.062028887976969038e-01 1.136630137330222889e-01 1.399255316168619423e-01 2.654307293212458396e-01 4.989330352698240212e-02 1.218496945923435576e-01
3.243422450247438471e-01 8.359488616930442484e-02 1.271823192074973130e-01 4.979238886306632667e-02 5.796787141540912791e-02 1.377327015696429013e-01 1.770060432173590492e-01 4.238154453297682950e-02
9.617710992282879623e-02 2.548458946305575679e-01 1.167083739977712448e-01 3.565935827774559946e-02 1.321400462615142934e-01 2.774812298386270526e-01 5.078765987211764782e-02 3.620032719883772843e-02
3.482982771602264882e-01 5.557008819175893871e-02 1.503435956794247630e-01 5.045860969243506217e-02 1.298013959604258916e-01 1.494138427460997842e-01 7.889586260788915284e-02 3.721832796173989155e-02
2.956004717350714794e-01 9.016516932267300277e-02 1.122843820468995557e-01 4.412003422378926731e-02 7.672421375926097298e-02 2.782429483749075949e-01 3.925240569327956286e-02 6.361037484411870280e-02
3.358175144687364777e-01 4.964527557981195799e-02 1.553507849902609206e-01 6.039209306812722000e-02 9.654302165369085809e-02 1.904665556896985579e-01 4.190530926141969315e-02 6.987944528825425217e-02
2.881822658702403173e-01 1.187015754311441101e-01 1.120582783920791720e-01 7.330820951436421706e-02 1.936239987460069700e-01 1.315184079976064735e-01 4.655928067745575966e-02 3.604798337110298734e-02
1.126533235270175126e-01 2.633742072402359136e-01 1.176538512764925271e-01 9.134464018144432262e-02 1.496206153298556274e-01 1.421087692497085275e-01 5.007144060254938717e-02 7.317315259269610572e-02
2.242072973732767427e-01 1.321527033210546653e-01 1.074945561244669973e-01 1.009834733538043650e-01 1.745793416063622649e-01 1.774779365480839144e-01 5.199362377673780872e-02 3.111106789621318619e-02
1.896847871387635498e-01 1.506853909743779696e-01 1.599658722826736990e-01 5.075167533548692600e-02 3.151984541484195712e-02 1.799016322926822453e-01 1.985900509572440797e-01 3.890074560392945552e-02
1.359730695909293630e-01 9.344452746780791685e-02 1.045936026095356103e-01 6.477078506959342563e-02 4.510308630210430741e-02 4.664602916552953449e-01 5.473066728669225695e-02 3.492397001804185830e-02
2.397087128260969313e-01 6.903288739485728687e-02 1.324493089586689931e-01 6.731047612189165752e-02 5.063645152465483246e-02 2.208828705735025599e-01 3.125639535013190889e-02 1.887228972501956981e-01
3.517663604008159917e-01 6.692091250834947269e-02 1.593932181728453523e-01 6.439669600803109295e-02 1.393610901446019346e-01 1.201085151932701767e-01 6.125139319025398738e-02 3.680181438183201259e-02
2.761349488538460406e-01 1.461464544268584187e-01 1.420440527067289294e-01 4.708883477493262804e-02 6.484195780181306601e-02 2.401927164492919653e-01 4.516310197580526015e-02 3.838793301072370573e-02
9.225830698620086923e-02 1.362879501390567016e-01 9.926097922505239257e-02 4.062998747516798070e-02 3.200760668962466388e-02 5.194927685282103580e-01 3.260902750360528124e-02 4.745337345308162091e-02
2.182595525822224602e-01 1.042613526806206864e-01 1.126266127394147942e-01 1.301073083392809693e-01 6.666952685431808134e-02 1.196295826172103366e-01 1.113157837103437575e-01 1.371302804765888728e-01
3.237104805717947453e-01 8.603377510001833373e-02 1.192973436680951904e-01 5.005462095665236949e-02 3.815395917774348777e-02 2.826742478752536369e-01 5.123093154299272756e-02 4.884464110744955040e-02
3.540228012242851441e-01 6.303915459894117446e-02 1.317774963204011163e-01 4.479911930908733741e-02 1.314199558817030766e-01 1.473307973015504924e-01 7.558658620988500942e-02 5.202408915414663548e-02
2.197835108334296184e-01 5.933589532974835323e-02 1.217940857294743107e-01 6.332590029981235991e-02 4.216011428294806629e-02 4.102672379110010037e-01 5.388868290976154413e-02 2.944457270382470904e-02
3.179328200270270521e-01 8.800776037103502647e-02 1.155459712811418155e-01 6.098918373288737815e-02 2.056504952967842248e-01 1.084700419553641798e-01 3.586513502947495657e-02 6.753859230628535271e-02
7.080581715940999221e-02 8.434283946454888825e-02 1.128656723357613217e-01 1.354345563468118407e-01 1.153777984137685231e-01 4.040793826986639470e-01 2.963216650786886994e-02 4.746176707316648868e-02
3.277677895140616027e-01 1.109057870724369788e-01 1.135281308359667451e-01 4.556027570906998059e-02 1.598404147709410472e-01 1.529425667254195598e-01 4.092250724852582872e-02 4.853252812357843754e-02
2.067982685979654067e-01 1.046472016485141682e-01 1.368620710625488568e-01 1.273398092411297811e-01 2.010947902396246212e-01 1.448060225600014128e-01 5.010368835427907175e-02 2.834814829593670926e-02
3.259292370994048005e-01 9.833221244882094092e-02 1.278017735748558925e-01 5.491932165206051680e-02 8.693913989674970089e-02 1.708642467436718715e-01 1.041736029785441664e-01 3.104046560589202031e-02
2.057541137681375143e-01 1.508921722041807467e-01 1.289093812922910975e-01 1.049590508464921662e-01 1.459130098012955956e-01 1.333428156466239800e-01 9.584959262625918075e-02 3.437986381471976743e-02
2.225519032540280995e-01 2.812107315246361594e-01 1.058088058788372171e-01 2.807009559710656535e-02 1.733791279657316831e-01 1.102796306351082195e-01 3.951299879880282306e-02 3.918670634574925732e-02
1.176860100743452597e-01 2.747705624706996419e-01 1.168187622312086421e-01 5.236814488682545177e-02 6.065390937918629932e-02 1.783325737827272384e-01 3.458796650873038891e-02 1.647820706662769530e-01
2.855784713089348226e-01 1.256296494642075989e-01 1.378417967453209603e-01 4.837908105382332513e-02 1.376752259572474324e-01 1.785330241903556880e-01 3.935080991767390957e-02 4.701194136243630473e-02
3.073341371308790371e-01 7.555216740681201804e-02 1.187373453488000108e-01 4.949581993415877457e-02 1.208173120625577468e-01 2.609930378475622814e-01 3.383997846703906687e-02 3.323020180219109915e-02
1.414919891424653575e-01 1.670932684440748217e-01 1.150493007716757443e-01 4.787606695651781819e-02 4.268727779409639544e-02 1.936272020924231507e-01 3.533743808021110044e-02 2.568374567185356949e-01
2.048861803439994689e-01 7.483840606564672038e-02 1.241050962270850710e-01 5.634307969319404114e-02 5.618125431357810090e-02 3.795534288800662681e-01 5.522419826862708103e-02 4.886835620780325545e-02
1.028313555207864827e-01 2.948415681071793748e-01 1.128624308702586287e-01 5.175168759470259033e-02 1.371300077187107280e-01 1.950974778491835204e-01 5.938819845337307141e-02 4.609727388580558277e-02
2.840524945145739832e-01 7.891223694730035987e-02 1.607437552886250565e-01 8.798586517723647193e-02 1.010978810515672788e-01 1.346587583637838537e-01 1.124740693161100230e-01 4.007493934080303549e-02
3.435788921934908036e-01 6.920958661508710974e-02 1.338367765031139023e-01 5.673051083666073857e-02 4.614291643323732012e-02 2.154662463973286701e-01 9.334289886504368305e-02 4.169217215603789745e-02
6.568759427518428007e-02 2.851086829290570557e-01 1.106859769732409238e-01 2.550149547663437682e-02 4.385049062150711552e-02 3.761613863756387843e-01 5.477247789666808697e-02 3.823189545206931439e-02
1.269364650573710784e-01 1.803749878602835810e-01 1.196545562653596323e-01 5.947592416916854668e-02 7.598160571928422313e-02 1.584339945144862261e-01 3.577820276673987498e-02 2.433642636473067611e-01
3.100792222816639576e-01 1.218014879643476572e-01 1.163833907071304963e-01 3.355580813754181768e-02 2.062732699416007509e-01 1.126063944175486747e-01 4.986379438661835140e-02 4.943663216354844681e-02
9.707587028387486272e-02 9.519257784838489056e-02 1.129927758462069831e-01 7.550992830125442812e-02 4.139244129529616456e-02 5.062182342878505104e-01 3.656150297949755518e-02 3.505666915763461233e-02
2.434914775881512061e-01 1.617243733432298658e-01 1.085932774128153533e-01 2.450589546126728108e-02 9.166224679390846952e-02 2.949509271570910363e-01 4.143078656849976532e-02 3.364101567503691159e-02
3.343360593870059461e-01 7.665624099066573049e-02 1.298080133153281801e-01 3.612334963355819106e-02 1.103973006852011496e-01 2.478706156558210805e-01 3.103558364692473454e-02 3.377283668549490442e-02
3.018489465507867009e-01 1.068789126196790507e-01 1.220889529518672662e-01 4.675488546927398376e-02 9.702600702070487970e-02 2.361689605284133242e-01 5.537043592806743103e-02 3.386289893120730810e-02
1.935405084875154447e-01 5.032588510951591099e-02 1.578858350513946129e-01 5.860162809824694813e-02 7.827451539200594444e-02 3.759119699554965832e-01 5.607580833437166012e-02 2.938384957145283305e-02
1.692084794352628485e-01 2.333398509003541121e-01 1.113424742825376429e-01 5.950036818965190322e-02 8.534420982025148206e-02 2.098821675429844158e-01 6.143298562000893553e-02 6.994946420894852801e-02
7.738618329006582974e-02 2.038956241398432456e-01 1.042130858797857551e-01 2.606573388301647309e-02 2.789542441534571121e-02 4.853570565828034811e-01 4.415903992378220067e-02 3.102785188535732430e-02
3.088230552838973075e-01 7.753979610077584017e-02 1.229363676789046039e-01 4.239321868082263772e-02 4.788186735547639988e-02 3.333097743474781605e-01 3.686977424441037487e-02 3.024614630823453318e-02
1.787523890578592289e-01 2.506321806470123703e-01 1.152161971193533668e-01 4.948203390865770629e-02 1.639102011967043249e-01 1.265482746579396911e-01 4.511227980996636994e-02 7.034644360250692785e-02
2.170874734429818764e-01 1.085367606867654877e-01 1.175980809496882523e-01 8.976307471788826098e-02 4.348275963940467781e-02 2.807689371247681365e-01 4.145085485544793003e-02 1.013120585830553644e-01
2.959569920517861052e-01 1.131657185850324793e-01 1.162778696722348432e-01 7.018119870742406397e-02 4.770389671459042413e-02 1.731588667574686102e-01 3.166586781001680395e-02 1.518895897014466145e-01
1.262355921237911238e-01 2.976868089594789657e-01 1.201420809008124646e-01 3.087757908236768087e-02 1.621623001396269859e-01 1.732345857425216240e-01 5.079157349646144792e-02 3.886947955493961354e-02
1.245746347426195111e-01 2.838488954677027554e-01 1.199682450670649242e-01 3.563126829114453276e-02 6.254830502774626211e-02 1.635748697775026295e-01 1.082534030553341242e-01 1.016003785708852608e-01
3.368512757266280966e-01 7.976574148423640209e-02 1.256025191288413501e-01 3.865861931173254773e-02 1.463632454161849783e-01 1.056511337839377285e-01 9.122009492336169423e-02 7.588737022507716090e-02
3.400823631074115228e-01 6.115568126201848670e-02 1.413077497065403365e-01 7.429515714974721519e-02 1.120423773794694683e-01 1.492242972339159202e-01 9.297637843548803294e-02 2.891599572540911808e-02
3.369368946811281962e-01 9.979216934373183467e-02 1.187003684030772249e-01 3.765883109204801182e-02 1.085118728525706067e-01 1.814309155869041068e-01 4.173935483438891841e-02 7.522959320615096868e-02
1.247228483159166235e-01 9.330132301918585280e-02 1.176105132545604004e-01 1.347345087032405797e-01 9.413181240622622847e-02 2.969668059711969565e-01 2.687013213503434625e-02 1.116620561946389534e-01
2.946665461604709435e-01 1.185284908557874828e-01 1.159238172162064401e-01 4.645399700668956938e-02 1.499648637916474458e-01 1.688407473696545702e-01 6.004600985843685373e-02 4.557552774110661120e-02
3.485892096908395632e-01 7.269750642880000446e-02 1.385928169024816803e-01 3.914117047683004363e-02 1.048446168243208770e-01 1.919911250004495973e-01 4.105014744818060585e-02 6.309340722809768376e-02
2.977729526700392260e-01 8.963266259772621758e-02 1.766141903720415129e-01 3.487662105890779185e-02 1.425680768337731497e-01 1.304352691732013070e-01 5.676191461574624231e-02 7.133831267856476088e-02
9.547213895202165401e-02 9.803501120594063090e-02 1.074104173951919011e-01 4.068172909208263299e-02 5.463717927143052489e-02 5.247771594393614292e-01 3.422631020989445189e-02 4.476005443407672646e-02
1.193226217583762128e-01 1.402701483229335522e-01 1.044433036261364772e-01 1.172251441802135280e-01 1.430493290472791557e-01 1.789884473470414739e-01 1.515069842050947857e-01 4.519402151292463421e-02
1.232670855109543745e-01 2.426046091253944992e-01 1.111985830420659793e-01 3.765931535875301217e-02 5.893256507143678630e-02 1.569558224349563713e-01 3.942946640635180272e-02 2.299525530500871051e-01
3.295370466262552145e-01 1.220775901295671623e-01 1.196099765680527088e-01 6.242477234526958019e-02 8.955915500288978703e-02 1.745801816778720372e-01 3.625796479345051726e-02 6.595331285664303433e-02
1.107648723542134089e-01 1.412257672091276339e-01 1.151545361073807172e-01 7.122502390753493451e-02 8.911290314299430415e-02 2.057324321728949690e-01 4.557620857686352223e-02 2.212082565289906211e-01
1.712830325464575754e-01 2.022154927500309507e-01 1.854945770429575203e-01 5.638591534021206858e-02 1.239562649111826120e-01 1.796393307992353305e-01 4.714583407406993526e-02 3.387955253585384768e-02
3.200494260169142735e-01 8.994965743660555957e-02 1.091277042762286709e-01 6.204274081964825105e-02 1.240507185596571860e-01 1.686424427125060577e-01 7.905762977824518090e-02 4.707968040019467476e-02
7.399671231249285719e-02 3.167204442427786759e-01 1.094789510227791307e-01 5.616853763953333356e-02 6.063488790409077289e-02 3.054296168442237613e-01 3.542714576551727473e-02 4.214370426858422836e-02
2.917344516245021224e-01 6.899041549094672710e-02 1.297717311341508029e-01 8.809664298862218690e-02 1.943919790711049755e-01 1.566441324910402277e-01 3.726193775870361574e-02 3.310870944092935558e-02
1.432557690731927347e-01 1.385038421246738150e-01 1.443922659309679613e-01 6.024281998025132756e-02 5.670581752605736298e-02 1.789458132577454175e-01 5.090451591261675734e-02 2.270491561944947001e-01
3.152310348045810340e-01 8.957244978630567178e-02 1.145896102123778182e-01 4.275797730403817914e-02 8.086688368700012397e-02 1.618130514877000048e-01 2.562647546249695318e-02 1.695425172555001525e-01
3.367366319361204674e-01 1.149588128792781994e-01 1.351080920634302462e-01 4.039140980144347720e-02 2.036428150632104694e-01 9.225328520503629781e-02 3.997778597510236870e-02 3.693116707637847385e-02
8.215855474562540339e-02 1.059147379727631566e-01 1.057212690076492767e-01 7.562004575964943742e-02 4.076378908200203877e-02 4.071069687630518574e-01 1.420306870570730851e-01 4.068394761218571687e-02
3.144155330571571927e-01 1.622647471514974682e-01 1.197976669699675201e-01 6.133034547278990584e-02 1.785963370838999642e-01 8.929594473935834054e-02 3.636537293228980783e-02 3.793405259303987004e-02
3.409176456069764605e-01 7.145422373843275665e-02 1.314056644512215655e-01 5.781196815458176930e-02 8.176261752816195438e-02 1.695447037931220036e-01 6.887632875562080259e-02 7.822684797188264594e-02
3.309265003317793941e-01 6.497573452574181840e-02 1.258123950304513294e-01 7.733281147123206856e-02 1.214542055334895537e-01 9.613652540776249089e-02 1.081574971921801798e-01 7.520433050736310965e-02
2.221622727303770861e-01 8.424011934652544942e-02 1.151658799297376329e-01 2.084790882274053792e-01 1.108806645603375163e-01 1.643304526540597665e-01 4.054940835517495401e-02 5.419211419638225030e-02
3.324477963759811527e-01 9.053201208050602744e-02 1.056898476947703697e-01 4.214262815345570790e-02 9.281497701779789500e-02 2.171076435709909658e-01 6.439045759013296844e-02 5.487463751636502407e-02
1.599501336270310881e-01 2.274876329875506198e-01 1.081091829653342135e-01 2.466258762138926267e-02 3.923870895936141384e-02 3.557929401590609886e-01 5.100684495656429562e-02 3.375196872370812146e-02
7.831545745072190923e-02 7.883062197547838212e-02 1.009829956993382322e-01 6.870342692287678688e-02 2.791045420877614341e-02 5.680309895995435676e-01 3.435393769103791545e-02 4.287211645222705619e-02
2.179903492329189341e-01 9.540256266296107124e-02 1.247196742427712501e-01 7.311135118445928616e-02 1.410211408057942539e-01 1.493150291916391370e-01 4.762346713182080693e-02 1.508164255476352189e-01
6.413202840408227523e-02 3.284308092187579464e-01 1.050399015546153031e-01 4.335194363961479558e-02 1.431741245212498626e-01 8.974369924613224969e-02 1.777850342268831596e-01 4.834245918866433844e-02
6.912232465683480764e-02 1.309425384288669947e-01 9.324139002718039027e-02 3.764942306037261099e-02 2.867568818516628634e-02 5.670346701710725634e-01 3.024370795990181937e-02 4.309025751060432258e-02
2.871309002640400898e-01 8.394215722928516366e-02 1.313508532762410475e-01 6.428565913045332370e-02 6.797107616031893007e-02 2.950952558059843356e-01 4.781931084843691476e-02 2.240478728524021579e-02
1.654649011912413259e-01 2.623743191164767952e-01 1.200487502533490319e-01 6.051783452084198711e-02 1.526603764654933526e-01 1.500690732025199148e-01 3.339432286505882030e-02 5.547042238501875139e-02
1.751530611439886254e-01 6.519119731692019082e-02 1.427409040763442105e-01 1.359801438880318958e-01 1.160526716548499621e-01 3.015932509387216354e-01 3.256246210822762166e-02 3.072630887291579599e-02
1.942691128362080688e-01 8.912900734205912723e-02 1.119921388613904084e-01 6.869154423639715901e-02 4.338547772825261661e-02 2.003424874003665312e-01 1.601786624514621171e-01 1.320115691438639438e-01
2.879088820956726136e-01 7.248231877680402779e-02 1.118243701874720997e-01 6.285997111318919472e-02 2.906969164778165290e-02 3.602262750641768152e-01 4.208227570735560003e-02 3.354621540754796488e-02
2.943884826139904209e-01 1.201098016399134438e-01 1.219435029842832613e-01 4.878984979777296893e-02 1.262412832021684861e-01 2.080959652686869832e-01 4.143596593143988871e-02 3.899514856174435273e-02
1.442887952181447220e-01 2.721149087831286617e-01 1.273248975955383333e-01 3.046242204926685043e-02 1.770143124948991287e-01 1.799851394796715687e-01 4.067128015923553858e-02 2.813824422011526952e-02
2.402970862466257129e-01 1.865328430101709789e-01 1.288012426145230815e-01 5.659952274559040819e-02 1.066131011845122128e-01 1.272302955654543710e-01 1.002922553056097427e-01 5.363365332751348497e-02
2.006387743149309344e-01 1.566052576310221489e-01 1.233726984655220404e-01 4.984423203172412553e-02 1.770547214834910510e-01 1.582931170633710694e-01 8.006118822318702977e-02 5.413001078675169775e-02
1.448308483048416362e-01 6.843016995313673523e-02 1.304982987314799170e-01 7.491953693425386362e-02 4.154714784303712577e-02 4.781236560258243506e-01 3.529640685168209530e-02 2.635393535574433524e-02
6.386087881025644120e-02 1.373530899250349213e-01 1.015270440334681140e-01 3.698421396739982187e-02 3.506299384350154702e-02 5.442304574239474890e-01 4.079821011896362509e-02 4.018311187742809598e-02
8.428038347391349216e-02 2.806926464479388428e-01 1.040780260153052333e-01 4.004757761666490057e-02 3.917009337947778558e-02 3.744452344884546813e-01 4.869301331697147017e-02 2.859302526127367045e-02
1.699408752926115096e-01 2.188204429207893376e-01 1.082346631366160744e-01 4.059939112081151213e-02 7.948047191315357751e-02 1.823564650391393260e-01 1.008769117319746056e-01 9.969077884490398778e-02
2.379250513520925481e-01 1.743700661649886519e-01 1.449435844581297150e-01 4.313429175425848028e-02 1.122941380190893707e-01 2.025056214258721676e-01 3.776555048812157978e-02 4.706169633744731323e-02
3.419902152503027093e-01 8.805421046991636358e-02 1.232378208135203046e-01 3.782336941690978005e-02 8.901077285687121476e-02 2.135410490305910680e-01 6.569307895600010050e-02 4.064948320588852165e-02
3.394210133573672961e-01 1.074625918065991725e-01 1.170954779068857088e-01 4.057114310646658950e-02 1.356457720292203184e-01 1.726132581038548053e-01 5.373440058093979094e-02 3.345634310866627686e-02
8.523225824915724169e-02 7.085054391181964950e-02 1.095118582595135670e-01 8.355390421841177306e-02 6.881433701977160422e-02 5.032674148419999938e-01 3.886983605695414068e-02 3.989984744237191905e-02
1.199997470684269762e-01 3.006287861396066963e-01 1.112207573417615808e-01 4.076288510973209017e-02 6.786122998195764922e-02 2.552833431810993536e-01 6.228556853946426441e-02 4.195768263795154884e-02
1.538343816319943658e-01 2.624692437430620751e-01 1.105790866850592247e-01 5.750813962903546239e-02 1.773159213269521195e-01 8.773552001396499322e-02 1.143906630616498277e-01 3.616704390828193172e-02
3.149948589891646833e-01 8.100243043134190690e-02 1.224164336264949582e-01 4.146090737890411465e-02 1.061453098160744374e-01 2.693232643352362343e-01 3.736093189276208648e-02 2.729586353002162735e-02
3.467366799638497699e-01 7.777383005277563321e-02 1.462026171063001978e-01 4.454572977286000435e-02 3.715325078725190827e-02 1.697738731429756787e-01 1.471222053957006726e-01 3.069181377828626017e-02
2.613063506379956213e-01 6.342809620188261110e-02 1.182987234585137631e-01 1.186410289741505475e-01 1.730148200464030339e-01 1.896653485967476904e-01 3.472812580616201766e-02 4.091750627814443736e-02
1.660717830417524077e-01 1.932434071065256276e-01 1.129253845092943326e-01 3.883601598733188442e-02 1.230666975750137893e-01 2.398099215947181451e-01 8.730825609475778570e-02 3.873853409060596525e-02
3.600591678684132990e-01 7.997293335181178409e-02 1.217872501681063063e-01 4.786496995580382524e-02 8.404248968056728109e-02 1.467803665516288769e-01 4.979508745861561253e-02 1.096977349650531119e-01
2.577889935148056089e-01 5.955145651679399910e-02 1.195272276273808831e-01 9.521455481826804346e-02 3.933625200807130962e-02 3.604799181052389390e-01 3.452179073014346317e-02 3.357980667929768431e-02
3.531764323052031807e-01 8.865100879762292940e-02 1.304035766661486573e-01 4.982528252354324200e-02 1.010426743588621057e-01 1.610858755517223240e-01 4.379139165763676345e-02 7.202375813926076287e-02
2.411792595956343266e-01 6.071832206995789183e-02 1.143605092701019538e-01 4.311073238089724313e-02 7.445019532037293331e-02 2.467039242882651251e-01 1.832097764220129432e-01 3.626728065275763857e-02
2.600714267389814260e-01 6.520361893655030050e-02 1.306472307949750888e-01 6.363797287741790321e-02 2.326191305763658235e-01 1.648823505770971865e-01 4.025761132431617678e-02 4.268065817429615716e-02
6.829818390511907533e-02 1.301034892306243695e-01 1.018778548540960061e-01 6.785415828090611556e-02 3.247184417408146423e-02 5.210012695036961849e-01 3.147792995912151309e-02 4.691527009235521573e-02
2.458771424937629402e-01 9.088540365427179302e-02 1.712733034572372082e-01 7.443871027268901541e-02 9.517383338150406380e-02 2.081054404820963100e-01 3.127663807463554324e-02 8.296952818380315398e-02
1.003556059002649048e-01 3.089493109983308394e-01 1.191155900109791277e-01 2.558226090900298302e-02 1.855527488112586054e-01 1.376153799476405593e-01 3.022568710466468425e-02 9.260341631785820593e-02
3.346297747859192651e-01 9.521207650146909507e-02 1.217433956096067721e-01 6.568629185783526891e-02 1.718897961019987819e-01 1.055690663875230861e-01 4.098901737247025862e-02 6.428058138317745140e-02
2.576792736377513382e-01 1.238972017920698943e-01 1.230336529251163658e-01 7.406764157921419400e-02 8.595325191918491703e-02 1.743457308288084429e-01 3.856794748984351817e-02 1.224552998280113297e-01
7.576391515002628418e-02 1.385664955261180498e-01 1.021025331582966073e-01 1.465797756715608302e-01 9.336843730333838076e-02 3.754998248628248492e-01 4.092622775688507797e-02 2.719279057094972640e-02
8.075719605804310142e-02 2.561656333135195474e-01 1.501648196002104696e-01 6.072474399739532375e-02 1.528596310389953583e-01 1.290889720777337601e-01 5.637401062288115855e-02 1.138649932912211699e-01
6.627248105861016647e-02 3.146642710080262972e-01 1.114443703921141893e-01 3.836971143106553128e-02 2.279283882329846411e-01 1.679712853158885910e-01 4.025473696097821991e-02 3.309475560033244002e-02
6.654655751201317415e-02 3.409223798861350518e-01 1.029942012943098478e-01 3.008377581891570271e-02 2.706309058818198165e-01 1.128663569793414007e-01 3.316639378931430376e-02 4.278942883815071291e-02
2.480835928850953775e-01 1.455086881698399170e-01 1.160336889321307435e-01 2.787141232460932025e-02 8.599105340475354797e-02 3.051000795017629330e-01 4.190783531351432306e-02 2.950364946829390697e-02
2.222636570697237857e-01 8.786255885262730936e-02 1.476029044988492744e-01 1.714233604435431435e-01 1.007700771094870856e-01 1.382719908430606048e-01 7.777133355023434225e-02 5.403411763247439881e-02
3.081881130505703670e-01 8.620098122069518032e-02 1.125543909879385962e-01 7.890416258519653003e-02 7.840620774024271988e-02 2.266980071724588874e-01 4.570823197581013603e-02 6.333990526708753455e-02
2.773005742849110056e-01 1.099247269209052691e-01 1.219867406316888780e-01 5.537944317155901741e-02 1.418617818152327070e-01 2.209704778560694916e-01 4.091114164846450241e-02 3.166511367116909420e-02
2.497141956265592488e-01 1.394270300213967251e-01 1.214614334533987011e-01 8.269255635936496873e-02 1.010395635415466953e-01 2.049940903432190820e-01 6.360770215957760321e-02 3.706342849493706598e-02
2.957580252829083434e-01 1.230443071902066199e-01 1.348221150691679970e-01 5.310567921990234919e-02 8.375619979539723758e-02 1.401931436050990742e-01 8.710493455087323089e-02 8.221559528644498127e-02
3.471220505250759425e-01 9.876857411743823756e-02 1.211726533435723840e-01 4.084322690908909897e-02 6.821846725330237005e-02 1.574635161403329375e-01 5.403510622299822347e-02 1.123764054881907365e-01
2.102992469469822101e-01 1.470958669174819988e-01 1.208184480259159588e-01 1.046772668949587093e-01 1.463667454967773895e-01 1.480290559112307225e-01 4.145922622553832593e-02 8.125414358111447688e-02
1.868335945939067211e-01 6.875331086523776836e-02 1.074455321011743986e-01 5.635524071166799626e-02 3.340246360736613684e-02 4.538442949730860376e-01 3.360737558086782095e-02 5.975818756669320359e-02
7.157934171732249773e-02 1.274300291006472130e-01 9.597046214847246293e-02 4.995945226208951817e-02 4.746927727622031468e-02 4.707031505017335582e-01 3.450453931314932665e-02 1.023837476803649699e-01
2.525510579525416799e-01 8.074656709445353353e-02 1.145741428699778852e-01 5.562033453361127366e-02 9.948911734817890429e-02 3.102439306032016564e-01 4.919629755958214445e-02 3.757855203845300585e-02
3.618665064752095151e-01 5.580970831701793922e-02 1.367905650851478083e-01 4.310708625227901297e-02 8.226903611725608356e-02 2.440422238738256533e-01 4.736263893049748319e-02 2.875223494876653907e-02
2.674508226951873291e-01 9.684771848757481316e-02 1.071601014458302414e-01 6.806072221695014246e-02 1.007062953024434049e-01 2.603231650245413920e-01 5.929187909799913531e-02 4.015929572947346538e-02
3.393722312459205859e-01 1.063240243421785386e-01 1.127954703211572762e-01 4.504770304646402157e-02 1.257363942156556613e-01 1.409732042933140583e-01 4.256795924060863268e-02 8.718301329470133643e-02
1.385799552889492303e-01 2.194022443416200063e-01 1.273631072734769665e-01 1.138554134891387043e-01 2.110025995900357276e-01 1.189002074565174427e-01 2.967048645702032375e-02 4.122598610324159502e-02
2.717242334009033478e-01 1.465658560808055788e-01 1.289395389076509746e-01 4.369324624430606652e-02 7.430997985980651588e-02 2.042085951837654678e-01 8.741036095604487466e-02 4.314818936671716010e-02
3.137502641638749701e-01 8.857723003091820535e-02 1.283641294274326938e-01 4.824768535986558721e-02 1.201477608615326986e-01 2.177604050014323445e-01 4.453527279688169332e-02 3.861725235806187650e-02
3.047382142851682296e-01 1.154803093018558630e-01 1.389906889168187332e-01 3.481787282200492217e-02 1.540082876687941527e-01 1.786864345509670271e-01 3.648776407957296519e-02 3.679042837481805855e-02
