M Y Z alpha diffusion overshoot age radius L log_g
9.304586230468762098e-01 2.835141210937500156e-01 1.010641943359368196e-02 1.888980726562494272e+00 1.236536346679682596e+00 2.809560693359389738e-01 8.616510600500335570e+00 1.223330829210775628e+00 2.205021121354123537e+00 4.229917505086665308e+00
9.576170952148471693e-01 2.580492841796870884e-01 6.093130859375054179e-03 1.724714104492184097e+00 9.540562011718832780e-01 4.110137788085986288e-01 8.347594789522993608e+00 1.323435523803138114e+00 2.735409494010571763e+00 4.177374645102453599e+00
1.029898158203125691e+00 2.681538476562499995e-01 1.169767968749997784e-02 1.819400081054685758e+00 1.230882170410155796e+00 1.930955507812489036e-01 6.463489789376604122e+00 1.289641998291372493e+00 2.438847495612029181e+00 4.238702400621655819e+00
1.181166239746100244e+00 2.633536708984375307e-01 1.486558496093719553e-02 1.699466171874997711e+00 1.471177387207020404e+00 1.387460732421889609e-01 4.049171104258918241e+00 1.397006791040493079e+00 2.938596405951113155e+00 4.238445735505747436e+00
8.772081723632826344e-01 2.770965693359370707e-01 6.230148437500022778e-03 1.855692438476558070e+00 1.169804442382812670e+00 3.487200126953136081e-01 9.780353989460589759e+00 1.211979429594866486e+00 2.145934726104781642e+00 4.214831860841672828e+00
1.063384824218750468e+00 2.720917124023438105e-01 1.334388720703118952e-02 1.844167816406249383e+00 1.253400707519527257e+00 1.670805810546872605e-01 5.433775242831893060e+00 1.269592891822939551e+00 2.425509410874300276e+00 4.265718244558118322e+00
8.746403823242205888e-01 2.708988056640618258e-01 4.390080078125063907e-03 1.682337680175779671e+00 1.277206441406258719e+00 4.175994443359466457e-01 9.757862229238890350e+00 1.270149482993740753e+00 2.474176312770462349e+00 4.171746415346107462e+00
1.033541501953126662e+00 2.669514814453124996e-01 1.107085449218749712e-02 1.827972497070312174e+00 1.254781611328124047e+00 1.752087597656241946e-01 6.373732180369747979e+00 1.287632978002078987e+00 2.512131658695046621e+00 4.239689774905679442e+00
9.085984467773488005e-01 2.509856025390621581e-01 4.091162109375008800e-03 1.678454371582028370e+00 8.421555551757882174e-01 4.415424750976579271e-01 9.770157267759094211e+00 1.351983748807862762e+00 2.466818789494449327e+00 4.136965968750569544e+00
9.403376577148458981e-01 2.723177421874996007e-01 8.105167968750007224e-03 1.705068406738279307e+00 1.159364992675787187e+00 3.803957343750037912e-01 8.531998665544389127e+00 1.283026694367224385e+00 2.493483437085563192e+00 4.194503567960781609e+00
1.019109710937501134e+00 2.742452412109376292e-01 1.133514111328122985e-02 1.863454677246092706e+00 1.298410777343745659e+00 1.564052744140618789e-01 6.241529504906281112e+00 1.245655453420279057e+00 2.360123024242098744e+00 4.258842799870973472e+00
9.080660166015648294e-01 2.714305463867184298e-01 7.014148925781260244e-03 1.741938249511716386e+00 1.225466440917971411e+00 3.599311699218798455e-01 9.289917389449223961e+00 1.259582776500893564e+00 2.359574132043051442e+00 4.194872866638056585e+00
1.024273731445314084e+00 2.644777719726562060e-01 1.003001269531253806e-02 1.843183829589842393e+00 1.201863660644528986e+00 1.947799208984370978e-01 6.866980894281729420e+00 1.328881927040108213e+00 2.606093249867011519e+00 4.207564494357481699e+00
1.040564536132814411e+00 2.730060112304687481e-01 1.162649609374997658e-02 1.841585680664062696e+00 1.288226162109370243e+00 1.646306289062498263e-01 6.065389115122730601e+00 1.295682347182384841e+00 2.551266157190837269e+00 4.236323306380766596e+00
8.704365957031264811e-01 2.716285913085930148e-01 4.799846679687551874e-03 1.795693458007809218e+00 1.168073347167977172e+00 3.975456875000040746e-01 9.919860019181795607e+00 1.240902406872096186e+00 2.296940887946596899e+00 4.190575906331989842e+00
8.760716499023452064e-01 2.753625883789056483e-01 5.063615234375058033e-03 1.794004803222652988e+00 1.169224812500007982e+00 3.911590190429728442e-01 9.539552604341272612e+00 1.232002342835529118e+00 2.352569967056164835e+00 4.198548928265959823e+00
1.000537231933593452e+00 2.725858339843749700e-01 1.102727197265624716e-02 1.876708344726559341e+00 1.198245395019529314e+00 1.743498159179682760e-01 6.980361355958184966e+00 1.237637048205864954e+00 2.244074804543283452e+00 4.255273202926739273e+00
1.030900979492189062e+00 2.659250078124999472e-01 1.092001025390624928e-02 1.826240207031249119e+00 1.245323908203124219e+00 1.811854125976552765e-01 6.467417369442289399e+00 1.291921868039793253e+00 2.511821112988398941e+00 4.235196324694987524e+00
1.058618535644531011e+00 2.757507871093751728e-01 1.615044824218742764e-02 1.826313935546872935e+00 1.140995141113278377e+00 2.044465541992173396e-01 4.802860862721570534e+00 1.168391250655092417e+00 1.977029193421125264e+00 4.334310317550627900e+00
9.167278784179699880e-01 2.649486201171872279e-01 6.525216796875015976e-03 1.838918987792964810e+00 1.082368256347656210e+00 2.932715971679682454e-01 9.265679767216045803e+00 1.260496562582326563e+00 2.300025104970210510e+00 4.203856960689750011e+00
8.839739926757828048e-01 2.737092143554683554e-01 6.422318359375017369e-03 1.829423237792965118e+00 1.121402129394534208e+00 3.199797333984379377e-01 9.687230458931912480e+00 1.219775706896121026e+00 2.171580062113221743e+00 4.213648700717810947e+00
8.870636118164083594e-01 2.695507695312496232e-01 5.717107910156287928e-03 1.787941899902340870e+00 1.240041691894536724e+00 3.556542163085969488e-01 9.911573360429402513e+00 1.256818827421593010e+00 2.313440960823569981e+00 4.186886121965996743e+00
9.119090927734391228e-01 2.633714697265622240e-01 6.412931640625044519e-03 1.827571878417965978e+00 1.049144743164063032e+00 3.080339287109369328e-01 9.575113612888968007e+00 1.263401762322017952e+00 2.230930598129323261e+00 4.201171920246895120e+00
9.708742529296872092e-01 2.747075747070313878e-01 1.116888964843748729e-02 1.892360221679683985e+00 1.327952451171868553e+00 1.616081855468742001e-01 7.643746768329724439e+00 1.207187359247058556e+00 2.150533771132195682e+00 4.261637469524625743e+00
1.031345734863282182e+00 2.674708110351562973e-01 1.161396874999998281e-02 1.828611210937498122e+00 1.209551215332029805e+00 1.887386464843738010e-01 6.353818852057937505e+00 1.274237494988529562e+00 2.396197215884751319e+00 4.247532211645285827e+00
9.063259624023473071e-01 2.592533193359370380e-01 4.769127441406294070e-03 1.686904269531247502e+00 1.052901548828129474e+00 4.243489433593802262e-01 9.483169012119706309e+00 1.307093118352327554e+00 2.511770967988954606e+00 4.164250516578047012e+00
8.996444184570323577e-01 2.806685009765621519e-01 7.031952636718765554e-03 1.885843935546871020e+00 1.175579669921872350e+00 3.265484218750003831e-01 9.114781261696043302e+00 1.201367944647720565e+00 2.233783329134020335e+00 4.232493320796288039e+00
1.047706293945313227e+00 2.671914399414062613e-01 1.377135839843748009e-02 1.860961220703122310e+00 1.108235822753905531e+00 1.873639418945305113e-01 5.640680280924595280e+00 1.204592674590093893e+00 2.111528037150742332e+00 4.300237489594503693e+00
8.887463779296898014e-01 2.692636186523433284e-01 5.654292968750041122e-03 1.704263324707029570e+00 1.224793143554694375e+00 3.937661098632874168e-01 9.701514172993309870e+00 1.270296156576120383e+00 2.382467310814531558e+00 4.178653955701060241e+00
1.022583964843750026e+00 2.718039072265626133e-01 1.395592236328120975e-02 1.832013725585934560e+00 1.198292472656248719e+00 1.773487499999991390e-01 6.335275447691959272e+00 1.216922956567965119e+00 2.085016410025934075e+00 4.281452541290700076e+00
9.743807128906262216e-01 2.623102299804685456e-01 8.124277343750031105e-03 1.852455868164059938e+00 1.097090247558592191e+00 2.636257485351559127e-01 8.179495221113510794e+00 1.309296697586580072e+00 2.452032071938012869e+00 4.197577183940743417e+00
8.920450112304706414e-01 2.722677915039058427e-01 6.081059082031273905e-03 1.802338323242183682e+00 1.127802330078134130e+00 3.747840541992210617e-01 9.449202480469969245e+00 1.237644048011067310e+00 2.304654564776536851e+00 4.202435954878223079e+00
1.028084855468751613e+00 2.685874560546874790e-01 1.045056005859374207e-02 1.832060483886718938e+00 1.295508169433590151e+00 1.671602050781245685e-01 6.325610399131146089e+00 1.283661775489574053e+00 2.517964678209071216e+00 4.237717128581818926e+00
9.267869907226585768e-01 2.748655458984372579e-01 8.464904296874981721e-03 1.764639062011715831e+00 1.254413307617187945e+00 3.302549643554719694e-01 8.873216025062458101e+00 1.258162104180641672e+00 2.329342207242758089e+00 4.203918595621262355e+00
1.003028923339845502e+00 2.693591430664060704e-01 1.001091650390627773e-02 1.804964366210936033e+00 1.178185836914061424e+00 2.333369980468737170e-01 7.281895697450933014e+00 1.345907383622654718e+00 2.586699424070494580e+00 4.188347538471492548e+00
9.085139106445336843e-01 2.745315288085933281e-01 7.374278320312488075e-03 1.766552424316403691e+00 1.279130044921874765e+00 3.391332880859420085e-01 9.268228475956620471e+00 1.257653704924529103e+00 2.373308630826456600e+00 4.196021225737577076e+00
9.106636767578142333e-01 2.709928950195308883e-01 6.934008789062505625e-03 1.863976496582028242e+00 1.187013618164060480e+00 2.586006557617174795e-01 9.059461425562426840e+00 1.212639213008589900e+00 2.182984506909783295e+00 4.232441989373115554e+00
8.870244404296897534e-01 2.691516455078120651e-01 5.150443359375066373e-03 1.732577659667967618e+00 1.304219430175787009e+00 3.693111416015673609e-01 9.817972874880533496e+00 1.273916630763938906e+00 2.421150717543326891e+00 4.175135842606625403e+00
9.537269531249999988e-01 2.772327207031249352e-01 9.747513671874999397e-03 1.881276530273435110e+00 1.234399049804680626e+00 1.974341831054678142e-01 7.823321419844899260e+00 1.205663262364868871e+00 2.139650579034891642e+00 4.256319361284205627e+00
9.205815888671902147e-01 2.746896865234371710e-01 8.417341796874975787e-03 1.766781176757809657e+00 1.240910829101562696e+00 3.276229589843776546e-01 8.968568199258870166e+00 1.248166650079119977e+00 2.261035257681479393e+00 4.207456585168380947e+00
8.988512329101583376e-01 2.756404999999997329e-01 7.968374511718750997e-03 1.884718464843745167e+00 1.202982900878901473e+00 2.476231757812495660e-01 9.678380311420845317e+00 1.194571559532175087e+00 2.122055014455671795e+00 4.237894408095578491e+00
9.107417485351574360e-01 2.761563486328122985e-01 8.196506835937518096e-03 1.863960289062496223e+00 1.186817152343748294e+00 2.714805214843741266e-01 9.033388975327724779e+00 1.204862339472804855e+00 2.121430059430515769e+00 4.236565932808733059e+00
1.024598810546876626e+00 2.665144287109373900e-01 1.039742822265625997e-02 1.826306424316404886e+00 1.226314443847655200e+00 1.911785166015614046e-01 6.652937544332060860e+00 1.309275093985616589e+00 2.562751454490090008e+00 4.221488203078968660e+00
8.993588779296897151e-01 2.718842377929683307e-01 6.541087890625019163e-03 1.751215059082029013e+00 1.259271447265627231e+00 3.573557983398493176e-01 9.452411257718608795e+00 1.254086783245856651e+00 2.346179144048168741e+00 4.194187974360852778e+00
9.356984702148459787e-01 2.762609125976559499e-01 9.676764648437457400e-03 1.773434420898434283e+00 1.226702162109371663e+00 3.153329833984395703e-01 8.565866857305859838e+00 1.247973003057293973e+00 2.255536822073778591e+00 4.215260755681780047e+00
9.574008540039075088e-01 2.718329721679683120e-01 8.787579589843738312e-03 1.857362542480466061e+00 1.228722086425776849e+00 2.182055273437490950e-01 7.997202906852051818e+00 1.252259052961330665e+00 2.290603537250744726e+00 4.226546883441408831e+00
9.104858598632841193e-01 2.693559995117184580e-01 7.123404296875011400e-03 1.728406832031248230e+00 1.241960620605470966e+00 3.536207851562526150e-01 9.506295777078680231e+00 1.288314856731186175e+00 2.351582784120021863e+00 4.177744874458363178e+00
9.516079335937510653e-01 2.749805087890623279e-01 7.872743652343743015e-03 1.850510193847654028e+00 1.225487577148437923e+00 2.003149404296868941e-01 7.782643525526747652e+00 1.253509083415429659e+00 2.458195428338667554e+00 4.222637044944278273e+00
9.443938325195324612e-01 2.741119145507810995e-01 9.627244140624999572e-03 1.859958229003902508e+00 1.238194440429685850e+00 2.016193720703114978e-01 8.370296308776554284e+00 1.226584541699405007e+00 2.223728245958279004e+00 4.237418915544793663e+00
8.823432016601575612e-01 2.682847890624996401e-01 4.035094238281270070e-03 1.890423962890621423e+00 1.033738567871102854e+00 4.051554697265647986e-01 9.486743513257442473e+00 1.243137928537207504e+00 2.382180561247905448e+00 4.197691448294821548e+00
1.064821514648437439e+00 2.754485229492190101e-01 1.511304199218742664e-02 1.843681304687498024e+00 1.136999240722654125e+00 1.948234941406234710e-01 4.782451601475884218e+00 1.177231482905966686e+00 2.079231867379604193e+00 4.327687883934054902e+00
8.950617280273464038e-01 2.695988549804682055e-01 5.566754394531288862e-03 1.677558456542966647e+00 1.218992975585945882e+00 4.086017153320375961e-01 9.533612840710008030e+00 1.284812784438578381e+00 2.440232342218446870e+00 4.172299942320679911e+00
8.826971777343765035e-01 2.757956728515618128e-01 5.883166015625013005e-03 1.829953848144526551e+00 1.138431980468756599e+00 3.771591826171894479e-01 9.621110621479818548e+00 1.234278038514462050e+00 2.208628407797893267e+00 4.201803218723251909e+00
9.881362124023431726e-01 2.804600634765626599e-01 1.383726513671877136e-02 1.842185111328121572e+00 1.234763962890619737e+00 1.829387558593738305e-01 7.259604309893451735e+00 1.228859536599955060e+00 2.075733437557990779e+00 4.256925200805632414e+00
9.026996157226584439e-01 2.710474790039058557e-01 6.700820800781262174e-03 1.744001706542966712e+00 1.242043796386719690e+00 3.577562250976615843e-01 9.394357999691909100e+00 1.253133340727077050e+00 2.341113053644445774e+00 4.196204741095080237e+00
1.020071064453126564e+00 2.695455292968750860e-01 1.103469726562499205e-02 1.834195985839842225e+00 1.169922113281247844e+00 1.767010795898429909e-01 6.404433969430483486e+00 1.250350151624787909e+00 2.356688468021663319e+00 4.258637545492572229e+00
8.876969760742214888e-01 2.681171181640618073e-01 5.025960937500053606e-03 1.680117589843747927e+00 1.243978399414072955e+00 4.122157036132882979e-01 9.678558422017104590e+00 1.277191546076733797e+00 2.426108371428186583e+00 4.173540594767406020e+00
8.516315107421882358e-01 2.711349604492179766e-01 4.141169921875027804e-03 1.779338441406246973e+00 1.170807535644536879e+00 3.821646186523464661e-01 1.058006875809836345e+01 1.261895741342244026e+00 2.222669838227880668e+00 4.169431929222881195e+00
9.276572128906266368e-01 2.728393041992184243e-01 8.359260253906264371e-03 1.843620214355465414e+00 1.124364950683594211e+00 3.031990205078112788e-01 8.864124271183051462e+00 1.241536757567370142e+00 2.185948679246557891e+00 4.220190279460921623e+00
1.032886019042970283e+00 2.685636479492187756e-01 1.160312792968748799e-02 1.819191367187499075e+00 1.257788920410153999e+00 1.840680083007802115e-01 6.372292203847516490e+00 1.296772278965608427e+00 2.500998831673979073e+00 4.235606927757907592e+00
9.137417065429730423e-01 2.558607709960933341e-01 4.286819335937544148e-03 1.750224321777340553e+00 9.225993491211036401e-01 4.247986416015658850e-01 9.244123774020028605e+00 1.301910727951212543e+00 2.569635913351916212e+00 4.171416965420739587e+00
1.063546336914062529e+00 2.760838149414064358e-01 1.485950244140618604e-02 1.849836616210935869e+00 1.150733458496091322e+00 1.889646884765611434e-01 4.862832985749477643e+00 1.184497464733032412e+00 2.128252558365912872e+00 4.321913673239490272e+00
9.422697485351578806e-01 2.727238930664060979e-01 9.104477539062507882e-03 1.858029161132808582e+00 1.212011789550778040e+00 2.163339345703112482e-01 8.438277499698662254e+00 1.213363671468143945e+00 2.127994247356341351e+00 4.245649751359903412e+00
1.030635653808595231e+00 2.670997763671875136e-01 1.111033935546876412e-02 1.846354027343747761e+00 1.195853229980465171e+00 1.875569467773429422e-01 6.469717147548633918e+00 1.277137990729402928e+00 2.447996072380835386e+00 4.244619122429442726e+00
1.016415538574220401e+00 2.703551528320311537e-01 1.073082861328126560e-02 1.830218240234373850e+00 1.285196573242185503e+00 1.876688403320304066e-01 6.855220733622044094e+00 1.302042559206664452e+00 2.526947403239149903e+00 4.221162064549611515e+00
8.929080463867204998e-01 2.761026342773433284e-01 6.767088378906267569e-03 1.836912347167963810e+00 1.098189812988287439e+00 3.616579262695320263e-01 9.403651660862598405e+00 1.228611382627817328e+00 2.190056891548570750e+00 4.210266682951864681e+00
1.039624188476562683e+00 2.644701557617187282e-01 9.782633789062546853e-03 1.816004647460936372e+00 1.151788974609373684e+00 2.044268266601563799e-01 6.846651478259357937e+00 1.416347023844899633e+00 2.889027786728939340e+00 4.159903510372987334e+00
8.931043808593771560e-01 2.702238564453118275e-01 4.941183105468807332e-03 1.694853833007810451e+00 1.252612850585945736e+00 4.062501938476633656e-01 9.337394886168389974e+00 1.266379003660886404e+00 2.494077601607911809e+00 4.182736359589677377e+00
9.140193549804702666e-01 2.788221274414061090e-01 8.889130859375002011e-03 1.856417351074214794e+00 1.125908484863280545e+00 3.053835664062503064e-01 9.043689825256445047e+00 1.212682426459603668e+00 2.104229287662855885e+00 4.232650325647217215e+00
1.116697686035152959e+00 2.874657758789064821e-01 1.529325488281247335e-02 1.794662608886715027e+00 1.203725650390624846e+00 2.106701660156238276e-01 4.739235921404978846e+00 1.408718483739199279e+00 3.080121551950203429e+00 4.191313078617029397e+00
9.156638281250050193e-01 2.476931591796871779e-01 3.477180664062507962e-03 1.710821805664058948e+00 8.866221342773494829e-01 4.516575693359419774e-01 9.468851756752334481e+00 1.363395329847273185e+00 2.620031443269304372e+00 4.133529632864264336e+00
9.464048666992193048e-01 2.798960522460934852e-01 1.093074218749998279e-02 1.863802528808587766e+00 1.189873538574215406e+00 2.883419277343765574e-01 8.316268184738758507e+00 1.227966254375474797e+00 2.166908607643184936e+00 4.233870330948052541e+00
1.018899040527342592e+00 2.793536743164065084e-01 1.426825927734373320e-02 1.859253328613277523e+00 1.195128642578124234e+00 1.541664628906244394e-01 6.356064373965677916e+00 1.213223713127928427e+00 2.096207636887143622e+00 4.279968807529926700e+00
1.007460240722657385e+00 2.709339458007811730e-01 1.117790673828125171e-02 1.818692406249997839e+00 1.235252024414061012e+00 1.944023491210929433e-01 6.943884494172262833e+00 1.283747634315095754e+00 2.422134262331917309e+00 4.230820499320308237e+00
1.051276800781250964e+00 2.712642158203126264e-01 1.325090087890617822e-02 1.838156918945311302e+00 1.248134277832027239e+00 1.708589843749993009e-01 5.714967607168126129e+00 1.258629063705460238e+00 2.341579769170579528e+00 4.266455192746444247e+00
9.234513867187517100e-01 2.749392626953122698e-01 8.520247558593764883e-03 1.855834791503901959e+00 1.182810166992185996e+00 2.732666000976555210e-01 8.815341810400600053e+00 1.221263101426946829e+00 2.132411575566814044e+00 4.230807067104880304e+00
1.024447700683593476e+00 2.636103247070311628e-01 1.104777050781251789e-02 1.875641856445309896e+00 1.155317292480468661e+00 2.049021791992184649e-01 7.328704722905919233e+00 1.322639020377893493e+00 2.423351546958592451e+00 4.212497674195859076e+00
8.744122548828143771e-01 2.683713652343745482e-01 4.702415527343808965e-03 1.723805524414060875e+00 1.238687222167975222e+00 3.867844824218809041e-01 1.003196244242083779e+01 1.262968126690629855e+00 2.365360435910252246e+00 4.176577457111372738e+00
1.001740548828126132e+00 2.690290678710937078e-01 9.564925292968762260e-03 1.848813320800779758e+00 1.238328470703124351e+00 1.967280727539053031e-01 7.073318532415562743e+00 1.296805866826493903e+00 2.512914103624554585e+00 4.216691645080224760e+00
8.992852836914084769e-01 2.736104946289057982e-01 6.670231445312505177e-03 1.749504405273435426e+00 1.258027374511721863e+00 3.552404204101609619e-01 9.336096514072252717e+00 1.249229440029002269e+00 2.321945396987127985e+00 4.197194720701872939e+00
1.029305332519533156e+00 2.659135839843749793e-01 8.908664062500001868e-03 1.880936203124998984e+00 1.167618639648439149e+00 1.925672895507810622e-01 6.563991686554137672e+00 1.345098194852781148e+00 2.784856268467841289e+00 4.200409372462051927e+00
1.024607701660156023e+00 2.702521523437501072e-01 1.246083154296872240e-02 1.856425727050778240e+00 1.203005875976561390e+00 1.685366420898429529e-01 6.290204463684143654e+00 1.223325028191703856e+00 2.213637691810036223e+00 4.276532532305326484e+00
1.194893789062505540e+00 2.677323544921874632e-01 1.566888183593727335e-02 1.750809847656248142e+00 1.410116040527336301e+00 9.651463281250151349e-02 3.461184555588971534e+00 1.439348259836170651e+00 3.042618851182666617e+00 4.208231967429478360e+00
9.064084609375024915e-01 2.726166000976559256e-01 6.839713867187526518e-03 1.709155493652341651e+00 1.191187932128910942e+00 3.804230864257860389e-01 9.208076686896840002e+00 1.271342795871196030e+00 2.376215155616308472e+00 4.186760037233575815e+00
9.281128354492208521e-01 2.754841606445309066e-01 8.814834472656211603e-03 1.821383333496089607e+00 1.231697389160157252e+00 3.083251093750023486e-01 8.893143066839597211e+00 1.250168154718585889e+00 2.322220257282431533e+00 4.209716585267975653e+00
8.904088852539082666e-01 2.734491586914057915e-01 5.761804199218794817e-03 1.718946995117185628e+00 1.250950634277349760e+00 3.855042031250067724e-01 9.418417762802949511e+00 1.258097843665855864e+00 2.408053102652781607e+00 4.187437166742226324e+00
1.042840316406250967e+00 2.649160341796875096e-01 9.705942382812525124e-03 1.837945880371092855e+00 1.180688998535155410e+00 2.008126025390624125e-01 6.704187396073784555e+00 1.415417364832238789e+00 2.939733461951247850e+00 4.161594954182394446e+00
1.054316919921876705e+00 2.707787373046874890e-01 1.272118164062492965e-02 1.830449333984374372e+00 1.270034464355464632e+00 1.736427626953121750e-01 5.825213891749692507e+00 1.292574375736609937e+00 2.479133809002769251e+00 4.247388903902430179e+00
9.727701503906253100e-01 2.747131757812498187e-01 8.663400878906222027e-03 1.872761071289060109e+00 1.189141620117188713e+00 1.930385087890621465e-01 7.290719512615489784e+00 1.244955519925426524e+00 2.347479740622536948e+00 4.239196547432590556e+00
9.679792973632819209e-01 2.727102353515625799e-01 1.027142578124998380e-02 1.866507172851559426e+00 1.270924416015623448e+00 1.818241455078115909e-01 7.731827778039883192e+00 1.220841440395919575e+00 2.232851654968231347e+00 4.252222052729347723e+00
9.686713608398442865e-01 2.724093925781249648e-01 9.672356933593731845e-03 1.862275056640623205e+00 1.276914816406246711e+00 1.784391635742179627e-01 7.630008739424129161e+00 1.227810479670783161e+00 2.306708700723307359e+00 4.247545381131664577e+00
1.010933431640625324e+00 2.746669716796874550e-01 1.275858984374996993e-02 1.833732390136716628e+00 1.224472529785152863e+00 1.793814604492178499e-01 6.755378309081743637e+00 1.259733715461080150e+00 2.280267838426349947e+00 4.247760535097623524e+00
8.978515898437516851e-01 2.736018203124997439e-01 7.726281738281263155e-03 1.816526253417965364e+00 1.123237854492189491e+00 3.215232255859376553e-01 9.649487537232962708e+00 1.234165755874852222e+00 2.151461863900535398e+00 4.211700195522496415e+00
1.006447539550781700e+00 2.703301650390625421e-01 1.133547607421873070e-02 1.865231858886716942e+00 1.303374633789059711e+00 1.648808032226556364e-01 6.909580504361317210e+00 1.244564504708084884e+00 2.320240882008205219e+00 4.253419987854473838e+00
1.170300244140623835e+00 2.815001010742184118e-01 1.368954443359365371e-02 1.734740832031247404e+00 1.173788894042971043e+00 2.000484643554681918e-01 4.093824995075644679e+00 1.529717059476059182e+00 3.699458727984020978e+00 4.140142477991207492e+00
8.897605434570324823e-01 2.741558681640619000e-01 4.975717773437536399e-03 1.841406865722652109e+00 1.170156194824224727e+00 3.865059423828140495e-01 9.218656145677396552e+00 1.227325946655108080e+00 2.405055342048578737e+00 4.209801715422378798e+00
1.028971392578126531e+00 2.677091274414062916e-01 1.060072412109373981e-02 1.834044945800780813e+00 1.254834187011716118e+00 1.728966083984367075e-01 6.344505990582617549e+00 1.282542461976102999e+00 2.522354860273344990e+00 4.240355007785174379e+00
9.588195112304692680e-01 2.718172612304686764e-01 9.298265625000023960e-03 1.867129010742184292e+00 1.228083347167968187e+00 2.086507138671860329e-01 8.002304958019168524e+00 1.239667675531923141e+00 2.260528491679415275e+00 4.235075133980319428e+00
9.281288510742210507e-01 2.755660825195309083e-01 8.831311035156223094e-03 1.771939802734371794e+00 1.269654213378905938e+00 3.146278803710968464e-01 8.851082634840443220e+00 1.255127178884885009e+00 2.312145171439966340e+00 4.206568713942488991e+00
8.736411098632831385e-01 2.698344604492183274e-01 5.094515625000049959e-03 1.716902384277341875e+00 1.169884283203131092e+00 4.019812338867239099e-01 9.980133446463918645e+00 1.264020007961788705e+00 2.291315412663270656e+00 4.176255649229955402e+00
9.527580205078128861e-01 2.621447597656248463e-01 6.611322265625011775e-03 1.897030347167963482e+00 1.075541476074217462e+00 3.544834238281250882e-01 8.717286114293692378e+00 1.313086601318324442e+00 2.496973289252186312e+00 4.186175280166187562e+00
8.934174252929717452e-01 2.694553803710931783e-01 5.547625488281289138e-03 1.675407200195310420e+00 1.220789222656258666e+00 4.107397285156315081e-01 9.610010910338003143e+00 1.288182767492379144e+00 2.431137140926848961e+00 4.169463839265960203e+00
9.089037456054712694e-01 2.751741362304683247e-01 7.405981933593736022e-03 1.766714730468747385e+00 1.283465088867187465e+00 3.336726967773478436e-01 9.224615306578199281e+00 1.256163554283211248e+00 2.367217458319121004e+00 4.197047826585431629e+00
8.823118012695335688e-01 2.615433139648431493e-01 4.000077636718790859e-03 1.748089496582027946e+00 1.043390694824224862e+00 4.217706748046905485e-01 9.886178889229020328e+00 1.285186721613610139e+00 2.405580787704591383e+00 4.168183830257988554e+00
9.301090732421891660e-01 2.755374160156248142e-01 9.124847656250009362e-03 1.861923786621090482e+00 1.209034777343749090e+00 2.432331469726548567e-01 8.689977148724228329e+00 1.216864484041953354e+00 2.200588230374471710e+00 4.237023567395550749e+00
9.648668325195316475e-01 2.697625761718747128e-01 8.706382812500012072e-03 1.869098942382809048e+00 1.064940904296876045e+00 3.013151772460934685e-01 8.262882298236709389e+00 1.263431698313064233e+00 2.420040244435075483e+00 4.222432268282029888e+00
9.462145600585941674e-01 2.798182602539060482e-01 1.126862548828125657e-02 1.863671150878901006e+00 1.167183262207026617e+00 2.609932934570308727e-01 8.383003132116524370e+00 1.218167378435775605e+00 2.103890558224414065e+00 4.242376253089933158e+00
9.443492382812511687e-01 2.748977944335935786e-01 9.254179199218772953e-03 1.868922790039057480e+00 1.194746824707030974e+00 2.562550605468738585e-01 8.355746318702397701e+00 1.218254030282171829e+00 2.161584706436148640e+00 4.241701908427877754e+00
9.184193750000017031e-01 2.725629140624998281e-01 8.408376464843750689e-03 1.847298729980465959e+00 1.213184203124998195e+00 2.217418715820300423e-01 8.880916998920824312e+00 1.202919406010990677e+00 2.136567904731256462e+00 4.242190622041890791e+00
9.147121645507833021e-01 2.755985131835934077e-01 7.361998535156243778e-03 1.757078136230466603e+00 1.245401446777344878e+00 3.485043251953172661e-01 8.943314736012080601e+00 1.252837689616494554e+00 2.385040687178502150e+00 4.202280828555308823e+00
9.086546713867211800e-01 2.737913261718745717e-01 7.025501464843738990e-03 1.764336080078122704e+00 1.290886946289063975e+00 3.337497983398471368e-01 9.296078069660635990e+00 1.263404489767621541e+00 2.414971047922533476e+00 4.191919179722948918e+00
9.179393300781298892e-01 2.489499770507808407e-01 3.985853027343780157e-03 1.706857585937496813e+00 8.701155751953183470e-01 4.416770283203169667e-01 9.489483485037414567e+00 1.340116647741597555e+00 2.642920990304356899e+00 4.148522280075860991e+00
9.196599741210963463e-01 2.740639785156245289e-01 7.489964843749985675e-03 1.743280912597653831e+00 1.163647468750007574e+00 3.732055776367207978e-01 8.872742683565810751e+00 1.258574208174116027e+00 2.362635889583085902e+00 4.201065753848964412e+00
9.160846220703148246e-01 2.773804799804683863e-01 7.943539062499971673e-03 1.773873311523434859e+00 1.290317592773433608e+00 3.232991835937537584e-01 8.936171410982032270e+00 1.249220540791953882e+00 2.356487510152283971e+00 4.204444379306788271e+00
9.458354711914074286e-01 2.705168457031247309e-01 9.219882324218773781e-03 1.860217255859371699e+00 1.122071968749995374e+00 2.366541743164049527e-01 8.542108710508424352e+00 1.220471951401514987e+00 2.157589432522973638e+00 4.243472071849442528e+00
8.629535351562513945e-01 2.694040439453118108e-01 4.181572265625059862e-03 1.736483291015623376e+00 1.208536562011728543e+00 4.085813378906305027e-01 1.016850797676611862e+01 1.259386614840162233e+00 2.352401786375761805e+00 4.174024953402432736e+00
