M Y Z alpha diffusion overshoot age radius L log_g
9.220118061523459030e-01 2.796429018554684731e-01 9.009142089843678869e-03 1.871038989746088177e+00 1.213761172851562709e+00 2.965606826171895971e-01 8.910852828329122843e+00 1.235713555584624590e+00 2.268068054911275055e+00 4.217279707471209171e+00
9.903646870117196466e-01 2.722047534179687367e-01 1.163594042968753121e-02 1.858699312499996426e+00 1.185813039062496577e+00 1.972994389648425884e-01 7.223425526877546687e+00 1.200249193247184154e+00 2.115718713987135402e+00 4.275552679748187757e+00
9.258053081054700151e-01 2.771921865234373561e-01 8.949798828124981911e-03 1.870329259765622698e+00 1.248013817871088227e+00 2.081494692382801492e-01 8.434467443999549729e+00 1.182381962883699789e+00 2.088027502699383753e+00 4.259965918310459010e+00
1.155583132324226492e+00 2.650381630859374726e-01 1.347571044921852187e-02 1.692994058105466992e+00 1.567766500488269488e+00 1.247139628906273889e-01 4.699686000942199904e+00 1.467564647162282965e+00 3.047326134168266698e+00 4.184631356791530976e+00
1.046330053710939234e+00 2.708378715820312088e-01 1.247134521484368971e-02 1.829082349121093243e+00 1.258810429687497345e+00 1.764953823242182696e-01 6.002194217582217384e+00 1.290934937375107561e+00 2.483038640514647621e+00 4.245128124515434642e+00
8.655291640625012439e-01 2.727241801757807060e-01 4.353777343750064519e-03 1.735312956054686051e+00 1.253863145507819521e+00 3.988198476562574424e-01 9.841893274366121602e+00 1.243499824915071272e+00 2.359120046378227364e+00 4.185290558780977221e+00
1.019386334472654809e+00 2.670155639648437162e-01 1.107254199218751615e-02 1.841903787109373081e+00 1.037543994140626147e+00 2.703242319335938393e-01 7.836524528708770809e+00 1.379799672142244971e+00 2.460982208691561368e+00 4.172673985114227158e+00
1.004964746093751637e+00 2.704383637695310649e-01 1.063191943359375995e-02 1.826535962402341839e+00 1.219051857421874052e+00 2.023564487304679027e-01 7.137475529375707062e+00 1.300816317722606197e+00 2.503003301499472588e+00 4.216605346433091484e+00
1.006316057617189008e+00 2.688444687499998986e-01 8.604076171874999041e-03 1.866035578124998651e+00 1.216396110351562587e+00 1.938699638671871894e-01 6.773753673826268695e+00 1.302273636552698566e+00 2.585700941022361476e+00 4.216580934171592077e+00
9.169496430664108022e-01 2.541570551757807994e-01 4.536958496093790837e-03 1.708855450195309711e+00 9.446930043945387379e-01 4.260126787109419499e-01 9.311440306022314317e+00 1.307565244944589367e+00 2.538749560747436185e+00 4.168451026524659930e+00
1.027411950683594810e+00 2.671682265624999997e-01 1.188115722656248908e-02 1.866289756835935343e+00 1.185999630859372767e+00 1.845809365234366561e-01 6.394228535235916944e+00 1.246875820499401266e+00 2.279073624991244884e+00 4.262223142463383851e+00
1.018773585937500892e+00 2.677645068359374991e-01 1.111231250000000587e-02 1.843103609863279146e+00 1.220174431152343475e+00 1.849137475585928558e-01 6.646476646371241692e+00 1.266776755951724898e+00 2.364584737296359318e+00 4.245969159721346919e+00
1.023898258789064375e+00 2.677609995117187225e-01 9.486904296874997672e-03 1.825310604492187183e+00 1.272463100097655619e+00 1.740561132812493417e-01 6.419998933709573308e+00 1.303537172949933209e+00 2.638076529825536642e+00 4.224601361352326556e+00
1.034676544433594358e+00 2.682462441406250342e-01 1.261143115234372551e-02 1.835028181152341675e+00 1.182452189453123692e+00 1.908385449218739094e-01 6.090504801777257171e+00 1.237244497503685370e+00 2.270650568981340989e+00 4.274538120271543562e+00
9.425445649414072591e-01 2.791675268554686951e-01 1.149709326171876982e-02 1.856823924804684056e+00 1.266010367187492491e+00 2.011468471679672687e-01 8.407408998051192128e+00 1.202969143457411683e+00 1.990816389719702872e+00 4.253391427476719500e+00
9.736626420898448764e-01 2.651720927734374511e-01 7.487794921875020639e-03 1.892322672851559862e+00 1.172073117675781928e+00 2.485832412109369172e-01 7.870203860110271066e+00 1.311359334386370090e+00 2.578522828485784846e+00 4.196537448088235145e+00
1.033832834960938474e+00 2.674251157226563147e-01 1.195198242187496540e-02 1.826396477539061092e+00 1.215302464843750041e+00 1.856939580078114382e-01 6.258263921092241056e+00 1.265843017734266995e+00 2.388402892612728312e+00 4.255143145831689289e+00
1.012606199707031251e+00 2.710858955078125909e-01 1.225319091796874676e-02 1.851338111816402954e+00 1.215889545410157702e+00 1.714523867187493500e-01 6.713790228355357215e+00 1.233465708736168231e+00 2.208674436462151114e+00 4.263603586288849279e+00
9.245107734375015429e-01 2.753467128906248451e-01 9.226218749999992239e-03 1.833112779296872219e+00 1.182962281249999137e+00 2.710539814453113983e-01 8.803451744973818549e+00 1.225655813532679606e+00 2.139158809704662545e+00 4.229730577158842486e+00
1.025813246582032212e+00 2.694416142578126561e-01 1.144974804687498571e-02 1.859191905273435808e+00 1.214881883789059813e+00 1.720800014648429521e-01 6.123208595895112794e+00 1.231921078587409735e+00 2.308519875854538661e+00 4.271470260958843745e+00
8.999440400390646966e-01 2.725003618164058561e-01 6.818342773437508289e-03 1.753181299804685178e+00 1.267343819824220619e+00 3.481806176757858418e-01 9.437765498060304736e+00 1.250561738664253575e+00 2.305991450234388118e+00 4.196543535025218929e+00
1.009840031738279409e+00 2.461657407226560956e-01 7.788541503906343255e-03 1.719022815917964575e+00 9.080981562499887971e-01 4.426183354492151389e-01 8.862684693018660909e+00 1.464925943720554624e+00 2.767197410541128555e+00 4.114862331043017463e+00
9.015234487304701894e-01 2.781466440429682385e-01 6.258714355468760621e-03 1.815074819824215480e+00 1.167104812988289053e+00 3.687850991210954166e-01 8.938783230370287214e+00 1.231710576878216612e+00 2.377553108313638308e+00 4.210680410733035117e+00
9.031390073242211436e-01 2.722684653320308623e-01 6.744000976562518346e-03 1.725233312988279089e+00 1.203673782226567734e+00 3.714083295898477077e-01 9.264813258254147144e+00 1.257326122581672312e+00 2.334535330224517313e+00 4.193791837392974564e+00
9.126718691406270345e-01 2.772647080078123327e-01 8.708170898437500931e-03 1.861241107910152293e+00 1.147638784179686233e+00 2.801280878906246552e-01 9.088654570586879089e+00 1.208073063451283957e+00 2.113950870944173221e+00 4.234850320805897184e+00
9.024214028320324266e-01 2.782133627929681552e-01 7.087734375000006790e-03 1.856451139648433113e+00 1.162940717285157799e+00 3.432840288085942104e-01 9.157496101783792142e+00 1.217042961617050167e+00 2.224774068669112648e+00 4.223020533623700778e+00
8.988924648437522924e-01 2.701952651367184877e-01 6.936540527343765597e-03 1.788443147460934357e+00 1.163092372070316571e+00 3.560325200195328943e-01 9.724118957469384483e+00 1.264245894281162741e+00 2.253555400644161377e+00 4.188978515789761659e+00
1.031496905273439069e+00 2.696449223632811365e-01 1.089694921874999507e-02 1.828584651367187286e+00 1.279913093261716206e+00 1.728098544921868873e-01 6.396101829458629595e+00 1.304021108816320940e+00 2.590756684682156585e+00 4.228378711915522281e+00
1.177110609863288859e+00 2.656838505859373534e-01 1.447745068359347284e-02 1.696825270507811068e+00 1.530362813964832869e+00 9.878460791015791775e-02 4.254754801283678667e+00 1.482225439051836346e+00 3.089156596468098037e+00 4.178168801669499999e+00
1.030949031250001147e+00 2.672990102539061774e-01 1.156404101562497934e-02 1.830554620605467031e+00 1.217327832519531139e+00 1.873032158203114250e-01 6.326904126166863485e+00 1.269053208112473019e+00 2.403164530595656156e+00 4.250861469983281182e+00
1.026709757812501511e+00 2.666675917968749920e-01 1.044202783203124207e-02 1.833710216308593210e+00 1.254538551269529734e+00 1.750533442382806726e-01 6.451056957796263980e+00 1.292759003451485755e+00 2.525716491327073321e+00 4.231392194127294282e+00
9.041222861328147564e-01 2.731627309570309192e-01 7.173344726562481954e-03 1.802596852539058991e+00 1.165560085937504597e+00 3.475559287109403206e-01 9.309625823398722133e+00 1.239901773147703778e+00 2.255054149017388543e+00 4.206500319806172783e+00
9.064840991210963983e-01 2.703019360351558986e-01 6.844653808593762281e-03 1.731570770996091913e+00 1.230269284179689837e+00 3.578595712890662028e-01 9.484143228222482236e+00 1.274889893161468502e+00 2.367761382308024576e+00 4.184394839913301745e+00
1.011619385253908154e+00 2.686441440429686023e-01 8.493867187500005536e-03 1.838625856445311957e+00 1.273719932128905441e+00 1.880147617187490627e-01 6.635516678569699067e+00 1.314619369541192517e+00 2.651306528207534541e+00 4.210893130336224033e+00
8.987984409179708978e-01 2.725175830078118144e-01 5.606315917968792729e-03 1.705502625976560660e+00 1.246457737792976639e+00 3.961514653320374890e-01 9.221365689205500260e+00 1.267156641726369770e+00 2.466175029449576783e+00 4.185005567032686891e+00
9.902483544921895087e-01 2.682033334960935989e-01 8.539288574218767067e-03 1.815120600097655190e+00 1.192566173339842939e+00 2.317176337890611559e-01 7.492635602391880312e+00 1.339100366733877889e+00 2.640345894779135172e+00 4.185043736332068498e+00
9.010226401367211757e-01 2.715360600585934314e-01 6.969128906250011447e-03 1.702900381835935617e+00 1.186919179687503156e+00 3.828370620117238499e-01 9.443666714805230455e+00 1.276641373464497908e+00 2.346521415706087854e+00 4.181946522821592183e+00
1.019861918457033001e+00 2.691744165039062220e-01 1.156073583984373182e-02 1.815828521484373459e+00 1.246694214843749871e+00 1.820794458007802263e-01 6.614383543199398474e+00 1.276451744436574831e+00 2.380252668068407740e+00 4.240817073405603210e+00
1.029809896484376486e+00 2.658602729492187677e-01 1.160456201171878449e-02 1.846043059082028703e+00 1.121083379882811704e+00 1.962261186523432399e-01 6.551919828623499420e+00 1.280062323030296101e+00 2.367023325841593362e+00 4.243741132048783449e+00
8.917974809570347050e-01 2.570993203124996018e-01 3.811032714843791587e-03 1.702980409179684962e+00 1.027293346679695407e+00 4.290154628906300838e-01 9.709287898656095095e+00 1.296069159140903926e+00 2.475401854561500858e+00 4.164196611611533427e+00
9.160256054687527794e-01 2.762234003906246516e-01 8.244450683593715010e-03 1.785114502929684210e+00 1.280595361328122905e+00 3.162823999023471333e-01 9.058595388741601084e+00 1.246441745369773368e+00 2.303572693239994251e+00 4.206274125596830338e+00
1.054847264160157394e+00 2.631760117187499359e-01 1.140708740234374491e-02 1.869555546386717060e+00 1.144946932617186164e+00 1.837894653320309990e-01 6.577034652249288627e+00 1.353548985264098725e+00 2.651150958901990151e+00 4.207519789255117715e+00
9.492950605468770675e-01 2.654911777343745838e-01 7.084675781250033763e-03 1.789804346679684688e+00 9.746171953125094545e-01 3.838000927734395162e-01 8.460814786616069227e+00 1.290644747816599214e+00 2.530619974695761609e+00 4.194925397131888722e+00
9.335215756835957279e-01 2.756032768554684820e-01 8.839740722656246052e-03 1.738125329101560146e+00 1.170737227050784091e+00 3.563983286132844097e-01 8.614105105793488093e+00 1.269233780753786123e+00 2.364245991121147750e+00 4.201393377690665787e+00
9.732807304687498551e-01 2.811267973632813888e-01 1.267778710937502405e-02 1.861876743652340016e+00 1.240375129882806515e+00 1.798006210937491134e-01 7.585242069568672640e+00 1.223493894977869312e+00 2.095084244099879811e+00 4.252285706571788282e+00
9.929439438476554969e-01 2.802005585937499266e-01 1.314225781249997796e-02 1.839687851562496368e+00 1.127867664062498942e+00 2.329537470703111901e-01 6.997711155450032194e+00 1.202269031039716163e+00 2.071540765063091705e+00 4.275178485747320067e+00
8.907623193359397451e-01 2.707423037109369934e-01 5.727891601562530403e-03 1.693720208984373032e+00 1.221816237792975102e+00 3.943551000976615595e-01 9.512547669070842815e+00 1.265438977171026380e+00 2.339326824053761911e+00 4.182526916054764676e+00
1.056341701660154397e+00 2.680693198242185549e-01 1.209453955078129347e-02 1.840141541503904854e+00 1.028022276855471207e+00 2.440518725585932025e-01 7.106475411203833303e+00 1.476311174358440059e+00 2.780295483648413057e+00 4.130020689433286485e+00
8.992163808593769403e-01 2.723024863281247598e-01 7.209269531250003978e-03 1.830413806640620589e+00 1.157009113769533304e+00 3.234157377929701704e-01 9.628153631967389714e+00 1.233679524940541006e+00 2.210845024469501041e+00 4.210036536701210252e+00
1.029542537109376044e+00 2.674274565429687334e-01 1.164998486328122813e-02 1.824536272460935971e+00 1.203895684570311930e+00 1.891582075195299695e-01 6.347235687887753386e+00 1.268483096891544371e+00 2.379251775913381106e+00 4.250966651576026933e+00
1.020006395019533274e+00 2.662350351562499107e-01 9.810255371093774129e-03 1.844366565429686133e+00 1.186690340332027471e+00 1.918484741210932376e-01 6.847354344894239553e+00 1.319547466422954285e+00 2.611799403003542519e+00 4.212543421327976212e+00
9.847279648437499144e-01 2.731911020507813426e-01 1.187483642578127455e-02 1.868427509765621330e+00 1.260972563476560060e+00 1.708041142578113347e-01 7.428475508682845785e+00 1.216591979335899021e+00 2.137197130681699697e+00 4.261736303113889512e+00
1.020300937988282808e+00 2.692331899414062146e-01 1.030398730468749455e-02 1.854108512695311406e+00 1.200152048339840904e+00 1.854356489257802387e-01 6.482010671390543877e+00 1.275735269486373724e+00 2.480378414451381186e+00 4.240190029176678088e+00
1.023906742675782855e+00 2.675689580078124408e-01 9.707604980468749478e-03 1.827368508789062318e+00 1.260984912109374134e+00 1.754680839843743567e-01 6.441505702704165337e+00 1.297574355209609287e+00 2.610385182784494607e+00 4.228067417847731768e+00
8.911465698242213573e-01 2.703915073242181832e-01 5.678000488281287686e-03 1.681833307128904664e+00 1.213533211425787739e+00 4.060265493164128547e-01 9.607164378307494701e+00 1.281773890620072409e+00 2.413328719396164335e+00 4.172494451244594060e+00
8.960926459960968371e-01 2.579333876953119886e-01 4.207470214843792543e-03 1.682369848144528612e+00 1.053553257324223447e+00 4.312231259765682001e-01 9.657086022908677236e+00 1.304218973991891239e+00 2.470166209785557232e+00 4.161215484250089247e+00
9.587119462890629773e-01 2.783593950195313305e-01 1.214986474609377858e-02 1.872048735839839662e+00 1.244094212890618500e+00 1.872063046874990755e-01 8.128631940831686720e+00 1.196071628217503457e+00 1.979229044081048494e+00 4.264278027957764117e+00
1.025884059570313367e+00 2.698388232421874977e-01 1.253162841796873553e-02 1.832403662109372444e+00 1.180659281738278166e+00 1.977946440429676489e-01 6.429805980253733289e+00 1.253862891994071305e+00 2.268839621688211849e+00 4.260260322363773611e+00
8.814603139648459207e-01 2.702740458984371208e-01 5.398003906250043935e-03 1.698528989257810595e+00 1.211294603515629120e+00 3.949161728515687697e-01 9.819793668216433957e+00 1.268269786083855211e+00 2.369250465548272899e+00 4.176927238038022239e+00
8.889634731445327231e-01 2.773688413085932392e-01 6.497967773437507075e-03 1.845659693359370079e+00 1.127913453613284878e+00 3.627564448242198702e-01 9.462664673146470307e+00 1.227053779817777190e+00 2.207276914761760356e+00 4.209881006378298984e+00
1.036812334472658303e+00 2.702633671875001031e-01 1.113009814453124087e-02 1.840720081542968511e+00 1.294508243164059103e+00 1.662426479492183362e-01 6.111998127398016400e+00 1.279357069972999250e+00 2.515602526886913548e+00 4.245368457308407173e+00
9.402292690429714384e-01 2.642318437499995842e-01 6.441628417968787643e-03 1.711333777832028780e+00 1.088929109863286504e+00 3.976051967773483464e-01 8.621462378219245437e+00 1.294250953332733323e+00 2.619065357966063434e+00 4.187442411205170245e+00
9.868911977539076563e-01 2.690949101562498114e-01 9.393486328125009305e-03 1.848812610351560748e+00 1.227068901367186271e+00 2.091414584960926693e-01 7.418708704705666790e+00 1.281701954886660610e+00 2.428833854159132777e+00 4.220484246772356229e+00
8.839996689453148981e-01 2.696367788085931028e-01 5.282771972656309135e-03 1.693736368164060702e+00 1.240378672851570219e+00 4.040852407226634413e-01 9.720207990388216146e+00 1.268186159802926927e+00 2.397923637451318424e+00 4.177725838522790447e+00
1.006680996582031584e+00 2.682478481445312313e-01 1.102952832031251287e-02 1.857247659179684929e+00 1.125251172851561066e+00 2.012844536132808171e-01 7.150707400113463841e+00 1.272318072018787216e+00 2.315329059204569440e+00 4.236042061275230530e+00
9.604061069335935175e-01 2.599735874023437754e-01 6.828898437500015295e-03 1.780272689453120005e+00 8.286165537109381196e-01 4.133798793945276384e-01 9.088243708729770276e+00 1.413124555911635216e+00 2.451707522207563272e+00 4.125257810318339047e+00
9.206172495117214138e-01 2.710491860351555982e-01 6.159395507812509725e-03 1.703744769042966567e+00 1.204021605468757583e+00 3.843894389648485621e-01 8.752607719044815937e+00 1.264010899841806257e+00 2.526533937835947707e+00 4.196726906919399092e+00
9.107898701171898148e-01 2.701453066406245829e-01 7.255354492187488132e-03 1.798961765624996101e+00 1.222640714355471614e+00 3.330215717773455930e-01 9.467273985800485292e+00 1.261237393615442182e+00 2.311923031370163528e+00 4.194836287286835663e+00
9.926576562499997980e-01 2.770952197265625361e-01 1.217966113281251928e-02 1.876063361816404207e+00 1.223445968749993229e+00 1.715447475585929471e-01 7.112548338008750193e+00 1.201056320211677964e+00 2.139192233204014748e+00 4.275970169083123551e+00
1.048178953125000978e+00 2.707957939453125573e-01 1.313921533203119343e-02 1.830240225097655049e+00 1.246481079589840224e+00 1.793978281249992146e-01 5.785655816029552589e+00 1.266012842742865629e+00 2.370035507880936976e+00 4.263692395251711176e+00
1.042687077636718529e+00 2.725057353515626946e-01 1.388886328124994823e-02 1.843440502929684754e+00 1.214717033203121632e+00 1.721625258789054314e-01 5.852492504438763454e+00 1.240461547339536397e+00 2.217907922408181243e+00 4.274868992239132304e+00
1.077929064941405946e+00 2.756862617187503250e-01 1.571541259765614137e-02 1.823943465820310639e+00 1.242671364257808664e+00 1.467199887695313787e-01 4.912972143131158376e+00 1.255999432447187480e+00 2.274060293539271971e+00 4.283539246076029094e+00
8.804905039062521643e-01 2.714686923828118492e-01 5.078054687500060602e-03 1.710375594238279451e+00 1.254753397949225580e+00 3.995183110351627764e-01 9.659714716224241826e+00 1.259602605522377461e+00 2.384039560556866277e+00 4.181399656221692851e+00
8.841632592773458477e-01 2.706161108398433823e-01 5.811861816406284353e-03 1.735849220214841671e+00 1.167431080566410539e+00 3.846421557617232256e-01 9.762786305466569559e+00 1.259030024121049030e+00 2.294358163454696786e+00 4.184774804791202563e+00
8.974256611328139677e-01 2.763165234374996837e-01 7.367167480468761985e-03 1.866197249023433979e+00 1.181278932617185529e+00 2.927414326171869918e-01 9.310868941757783901e+00 1.198652068965025519e+00 2.124934142867630715e+00 4.234464651819823011e+00
1.007754854492187935e+00 2.778547934570313460e-01 1.226794140624997385e-02 1.870083340820310580e+00 1.281998750976556467e+00 1.592407163085930999e-01 6.662536035041705773e+00 1.241213954641476436e+00 2.297866087635656029e+00 4.256043829604097439e+00
9.793760024414054355e-01 2.424356337890624380e-01 5.501556640624939709e-03 1.718819469238276554e+00 9.782012202148286928e-01 4.543202651367150846e-01 9.104796298796445697e+00 1.433852112274265567e+00 2.862844041835503006e+00 4.119038786480007985e+00
9.025030507812519254e-01 2.816875288085936568e-01 8.463881347656247028e-03 1.900834290527339654e+00 1.219585053222650206e+00 2.520576640624996312e-01 9.159473817811386809e+00 1.184203519199582777e+00 2.081487112843807274e+00 4.246672969358964878e+00
8.934430102539083762e-01 2.594209204101558530e-01 4.240337402343784430e-03 1.824830504882809956e+00 9.081391889648517957e-01 4.160969067382825348e-01 9.702729018925488447e+00 1.282948280996105028e+00 2.371108419243600274e+00 4.175962761920589905e+00
9.099863686523461670e-01 2.725327778320308925e-01 7.236286132812502075e-03 1.749740622558591419e+00 1.247775972167970648e+00 3.515176694335979124e-01 9.192165005913691900e+00 1.252424165367687525e+00 2.335717681851508853e+00 4.199913301243310748e+00
9.494455654296881653e-01 2.770121508789061271e-01 9.925010253906242988e-03 1.873280776855465346e+00 1.292167277343744036e+00 1.791225673828115150e-01 8.075394342198885411e+00 1.224808890452640187e+00 2.228243070371816792e+00 4.240071652887595022e+00
8.978926889648455312e-01 2.763872167968743354e-01 6.394141113281260995e-03 1.807588374999996361e+00 1.197237338867193746e+00 3.650491552734385636e-01 9.190899060794160746e+00 1.232774663990668929e+00 2.300633994011792360e+00 4.208465852147933894e+00
9.061930834960955083e-01 2.736709628906247027e-01 7.955860839843740054e-03 1.865261490722652793e+00 1.222701283203120104e+00 2.250597822265616166e-01 9.154911356429183300e+00 1.188875633748454952e+00 2.121900437075127765e+00 4.246082472779089123e+00
1.032980801269531179e+00 2.665861064453123874e-01 1.096651025390627497e-02 1.838579971191404594e+00 1.119316456054689546e+00 2.160934174804684804e-01 7.202878420326686459e+00 1.396496160289095956e+00 2.606568853182035461e+00 4.168818880776706592e+00
8.774086577148456634e-01 2.731143208007806855e-01 5.747159667968768787e-03 1.823917505371090542e+00 1.180846907714844018e+00 3.321994760742201236e-01 9.792342602419598308e+00 1.215924226228628502e+00 2.205338281110462262e+00 4.212216697932332110e+00
1.055499606933595125e+00 2.707662675781249972e-01 1.340891748046867289e-02 1.830977607421873987e+00 1.239099297851559811e+00 1.820067583007809464e-01 5.823059547266653979e+00 1.291661837881976638e+00 2.429795484050301546e+00 4.247785672052534878e+00
9.389151918945327635e-01 2.768959985351560071e-01 9.517648925781222596e-03 1.776962814941402957e+00 1.262076317382809787e+00 3.120658266601593067e-01 8.579103416770108126e+00 1.256837802074568078e+00 2.339070175401920082e+00 4.210394228259411342e+00
8.756112910156271800e-01 2.648456162109368295e-01 4.193394042968793915e-03 1.716188474609372738e+00 1.140697155761728254e+00 4.185594550781284728e-01 9.980329022880104262e+00 1.276861398108469325e+00 2.368043682078313505e+00 4.169587366963766861e+00
9.110796513671892694e-01 2.766297109374996066e-01 6.771041015625009311e-03 1.760103001953122970e+00 1.236698571289065907e+00 3.548279687500041635e-01 8.815068135128935722e+00 1.242233848737115842e+00 2.430114963292174135e+00 4.207343109581116458e+00
9.367767114257825600e-01 2.710005991210933662e-01 7.382543945312501112e-03 1.820706277343746349e+00 1.055385673339849006e+00 3.545319921874998115e-01 8.583238038441079354e+00 1.255958787497435614e+00 2.395740996618897167e+00 4.212822682169220734e+00
8.964654936523458462e-01 2.742602446289058582e-01 6.279122070312512585e-03 1.756659515624998003e+00 1.295721002929688614e+00 3.484663808593794765e-01 9.406191643660301693e+00 1.253570555279193810e+00 2.411932260271287376e+00 4.193187588232022200e+00
9.241473969726591298e-01 2.709981284179682759e-01 6.999305664062505442e-03 1.705500423339841420e+00 1.191795632324225362e+00 3.879521635742231855e-01 8.902425471762839493e+00 1.281622739868168104e+00 2.497922833843823298e+00 4.187616000051006537e+00
9.666571914062533910e-01 2.600644399414059893e-01 7.446473144531315196e-03 1.722559260253903712e+00 9.522242041015689384e-01 4.001807407226595781e-01 8.307920831757984459e+00 1.327340952659517237e+00 2.624111126971294006e+00 4.178840871546778857e+00
1.082673662109374435e+00 2.752296308593752960e-01 1.705783203124992820e-02 1.867896291015623156e+00 1.111671085449217333e+00 1.887041323242169555e-01 4.265201438658857036e+00 1.163278665562710756e+00 1.969286731427864590e+00 4.343726035591590318e+00
8.978967871093767039e-01 2.721338159179682581e-01 6.816238769531257798e-03 1.840357329101559580e+00 1.183577515136717828e+00 2.746541186523427935e-01 9.441728614277232978e+00 1.221999196068128457e+00 2.179934912714748929e+00 4.219992783734980435e+00
1.049310315917969527e+00 2.651422304687499065e-01 1.233227441406252109e-02 1.854618140136716109e+00 1.084497326171876219e+00 1.884915493164061318e-01 6.384710158009021974e+00 1.295357130538372203e+00 2.417223866055073334e+00 4.243536060595453741e+00
1.028313451660157973e+00 2.661004135742187637e-01 1.079867871093753186e-02 1.843037562011717201e+00 1.133773921874997814e+00 1.984927622070308817e-01 6.812428182261803578e+00 1.326660229720839856e+00 2.547232479744370170e+00 4.212158402219583486e+00
8.981903818359386893e-01 2.763098212890620076e-01 6.249941894531263475e-03 1.854542317871088919e+00 1.096964580078132467e+00 3.689528540039073712e-01 9.174421049676750428e+00 1.229200223180401785e+00 2.336192253202575841e+00 4.211426083985577939e+00
1.000694195800780451e+00 2.772873955078127284e-01 1.181674511718751493e-02 1.876733993164059866e+00 1.267377460449214066e+00 1.564990078124993134e-01 6.628205875728959029e+00 1.208562298814211289e+00 2.195559374657015894e+00 4.274962799290903170e+00
9.100913100585946713e-01 2.795162583007809731e-01 7.371483886718742558e-03 1.880258730468746586e+00 1.179555516113280689e+00 2.765522832031248046e-01 8.638429350474865487e+00 1.197206039574294278e+00 2.172752391404125127e+00 4.241186648522258018e+00
1.020890743652341781e+00 2.809440102539064732e-01 1.521186181640625176e-02 1.863266880859371089e+00 1.227583138671870078e+00 1.602945385742179096e-01 6.348785960739885326e+00 1.219479947851661139e+00 2.062719433679253811e+00 4.276931760119154546e+00
8.875177495117214654e-01 2.682217392578118420e-01 5.058007812500052262e-03 1.680891201171873073e+00 1.237885974121104127e+00 4.124642832031321094e-01 9.695935341330097046e+00 1.278518824887975081e+00 2.437776653936746474e+00 4.172659449291850287e+00
9.089257114257833781e-01 2.769860151367183887e-01 7.673420898437469627e-03 1.815715972656245958e+00 1.222108436523438924e+00 3.299542539062532698e-01 9.125337461896199542e+00 1.238557439891030620e+00 2.305192199831665345e+00 4.209218210506059599e+00
1.013362777343751020e+00 2.666570952148437645e-01 1.051601562500000496e-02 1.888200901855465963e+00 1.156127681152341768e+00 1.931633090820311649e-01 7.125467454365758790e+00 1.283386164146594677e+00 2.405934151225438633e+00 4.232073384965017837e+00
9.557763217773432851e-01 2.843604301757816644e-01 1.216921826171880709e-02 1.890236996093744404e+00 1.254001463378898062e+00 1.941358242187487537e-01 7.989135821755199984e+00 1.198633052974350743e+00 2.030052365336168840e+00 4.259975519584908277e+00
1.023502464355471542e+00 2.667810278320311146e-01 1.024578759765627789e-02 1.810046937011718482e+00 1.262474570800780294e+00 1.959487143554678179e-01 6.791310476731621470e+00 1.327720038990520157e+00 2.621782492668632170e+00 4.209325368483517238e+00
1.049197596679689370e+00 2.719412807617187511e-01 1.200065771484370471e-02 1.832726291503905980e+00 1.292574443359370218e+00 1.686206845703123736e-01 5.941410113947394933e+00 1.301797490427084147e+00 2.556165085112999336e+00 4.237541476028566123e+00
9.873284287109375112e-01 2.780275830078126620e-01 1.275873828125002017e-02 1.860754002441403099e+00 1.260107113769528553e+00 1.551897255859365776e-01 7.228371317321959033e+00 1.205503175659449200e+00 2.073793173746675933e+00 4.270752317732749326e+00
9.475453544921876858e-01 2.787748022460938557e-01 1.072403466796876224e-02 1.892096874023432518e+00 1.257403694335932576e+00 2.267513579101547438e-01 8.270559109422897848e+00 1.195077420402217427e+00 2.084007574446337330e+00 4.258800202607681662e+00
9.774749653320314868e-01 2.715588833007812064e-01 1.013344238281250684e-02 1.845849844238278470e+00 1.206770276367187922e+00 1.963432490234367223e-01 7.603918379630814073e+00 1.253485702001175817e+00 2.326142453961678402e+00 4.234554510884371403e+00
1.019099038085939490e+00 2.711521796874998835e-01 1.040534912109377513e-02 1.797265430175780221e+00 1.196259759277341850e+00 1.816623715820303020e-01 6.567734091323489842e+00 1.316210863739787351e+00 2.587816785777206974e+00 4.215115352245444313e+00
9.010204565429708046e-01 2.774852499999996835e-01 7.507381835937475094e-03 1.879461186523431637e+00 1.237941964355467439e+00 3.054700146484389811e-01 9.488923553702710123e+00 1.229111248782541743e+00 2.256037490260951905e+00 4.213154232091089746e+00
8.959087890625023753e-01 2.707318720703120740e-01 6.063478027343778033e-03 1.699491917968748211e+00 1.218571730957037191e+00 3.928108452148501017e-01 9.467664900472472667e+00 1.270787775887190385e+00 2.401680080663695094e+00 4.181733790407298201e+00
9.391823237304698369e-01 2.729345634765622530e-01 8.599070312499994956e-03 1.880313563476558869e+00 1.257054060058589551e+00 2.171284008789047537e-01 8.327493561668211086e+00 1.224972809085719927e+00 2.207832746585690842e+00 4.236348337411340204e+00
9.435174179687531026e-01 2.679630732421873218e-01 6.649945800781278081e-03 1.742868825195308169e+00 9.394923242187607215e-01 3.823738256835955140e-01 8.398401249637158728e+00 1.317762836205815802e+00 2.502744647014929047e+00 4.174178502309272787e+00
9.820133037109384233e-01 2.732382290039062078e-01 1.041234960937502049e-02 1.876737048339841341e+00 1.257333055664057619e+00 1.973598315429679895e-01 7.678805104189763142e+00 1.261627243405799348e+00 2.337781665384953911e+00 4.230193516699035428e+00
