r_sep02_median L Teff r_avg10_median dnu02_median r_avg01_median Fe/H Dnu0_median
2.281426232993622738e-01 1.281768314950342824e-01 4.666895238898562115e-02 3.237739238245652268e-02 1.054035367331681849e-01 2.257159704030808900e-01 3.181947323505841113e-02 2.016952200628537306e-01
3.730133317838607576e-02 8.189585506389521208e-02 1.319061038352875859e-01 1.098162714630578352e-01 8.853057295439654972e-02 4.924462625059852217e-01 2.972488184625914423e-02 2.837871915273236512e-02
4.164656501330687988e-02 4.794619235346547076e-02 3.795846138026791328e-02 1.057249913785459627e-01 1.423003441880259408e-02 6.792920159908955036e-01 3.319653953652906136e-02 4.000519992818659526e-02
4.240663536996811672e-02 1.307340390649649464e-01 6.360821374780380177e-02 1.949563306683359948e-02 1.578085174010933692e-02 5.972016187314702629e-01 4.946813046267746483e-02 8.130487781617243281e-02
3.585250431039647967e-02 8.422035205651616507e-02 4.367561523355914521e-02 2.520976181556231627e-02 2.360397922943890253e-02 7.141332214468329997e-01 2.715222302756012049e-02 4.615234288013387448e-02
1.681578936872131502e-01 9.923549868605781310e-02 1.002361096565336507e-01 7.135932172247005933e-02 7.247638653376012319e-02 1.224315608063739347e-01 4.080476355649727965e-02 3.252984653510939128e-01
3.903822489869998580e-02 1.202105470645094681e-01 3.074474671258977526e-02 1.578667877611646814e-02 1.458526290076291726e-02 7.110724388711930910e-01 3.625349122200469815e-02 3.230860955412364482e-02
6.620453234698404910e-02 3.066037485621867509e-01 4.997859526349058418e-02 2.093775059970501284e-02 7.174185890890380501e-02 1.682686957468745859e-01 2.681673294373549399e-01 4.809748913450026531e-02
3.856123748807430834e-02 8.462254962349194387e-02 4.358018013551308995e-02 3.281685749188949924e-02 2.068093060480329440e-02 7.156387552808443075e-01 3.163649401654197030e-02 3.246299535884164533e-02
6.723632801141760096e-02 1.100457179288135273e-01 4.416975585115934938e-02 2.306000558474694331e-02 3.169516637401739723e-02 6.585982525909305219e-01 3.013373713304952003e-02 3.506103652586520930e-02
3.073055191278565301e-01 7.618762961255858002e-02 5.169448698749826154e-02 2.920445907717102510e-02 2.238457004697553404e-02 4.328413347024516744e-01 3.303026586283296789e-02 4.735173458265556912e-02
2.830702863538954450e-02 7.156810115020605101e-02 4.146684450925200438e-02 5.233957335992685256e-02 2.702031099198972178e-02 7.195014978046809784e-01 3.105006183360140004e-02 2.874658171495353062e-02
4.459183336226925365e-02 6.826458665308715590e-02 3.521676789159177562e-02 5.734119857821395189e-02 1.988952355746436557e-02 6.967425955497946743e-01 5.658566885336761831e-02 2.136782555421121860e-02
6.997037562702709823e-02 1.194143015138985908e-01 4.597551336595950139e-02 3.815415413678419770e-02 7.558944399023014016e-02 4.693663224783418131e-01 1.756297416436914186e-02 1.639669147233896174e-01
5.801651026262682337e-02 3.938068628395279269e-01 3.116364750368737571e-02 1.501012622229422853e-02 2.052044596799466325e-01 2.169347187045873870e-01 4.874791287475509910e-02 3.111576191257457019e-02
3.354162397212860913e-01 6.726085933920977755e-02 5.058972294758041360e-02 3.583680427671709356e-02 6.724744631524677552e-02 3.809271413114068694e-01 2.910994198149084375e-02 3.361184410706215958e-02
4.138395085660078604e-02 2.629504517874111102e-01 4.608294235630474439e-02 2.883919894520431057e-02 1.587401042264194595e-01 3.705828428607190195e-01 4.982683936610437375e-02 4.159366960123613011e-02
1.489880379858744552e-01 9.895737010585929638e-02 4.294539569388231698e-02 3.507592014975365047e-02 8.434066178746651987e-02 2.443297954803296812e-01 3.263383858471160526e-01 1.902443294971800300e-02
6.671572302730102710e-02 6.070524285392613767e-02 5.975874317110328043e-02 5.484605835283842823e-02 2.250704227438564756e-02 6.753987516669494040e-01 2.257348046553624490e-02 3.749495818795976071e-02
1.156938941987299962e-01 8.727225544216385411e-02 3.498834991908248565e-02 4.299317024560403433e-02 1.684513673136757775e-02 6.348319115790912459e-01 3.424379454321425237e-02 3.313148734074653629e-02
1.126588644509897846e-01 1.219116728983296039e-01 1.073875965157631424e-01 3.266743208737903081e-02 8.094180285230995198e-02 2.203527677967569431e-01 3.680279250094434934e-02 2.872770708975271314e-01
2.981271040012893961e-02 1.645640577481486955e-01 3.192204720250328004e-02 1.923772963385854406e-02 1.480779595958851488e-02 6.677391104330431260e-01 3.416931553686662626e-02 3.774723308586228759e-02
3.453663910686837618e-02 1.186153891203695215e-01 3.606179452338571095e-02 3.044656383884374387e-02 1.662462676537313291e-02 6.424963518865142165e-01 9.030506354953059256e-02 3.091357120911452858e-02
3.682020133235377329e-02 6.847569694616426061e-02 3.296969263282879120e-02 6.055931166883183475e-02 5.169674775194763733e-02 6.637064778424932587e-01 4.823123513645324878e-02 3.754063668892723693e-02
7.067651104583178023e-02 9.709194731354953145e-02 3.208059908020132606e-02 3.063393750321255840e-02 5.815135091457618310e-02 6.331427665528961413e-01 4.695402404871230895e-02 3.126886354102018789e-02
6.311918900886824557e-02 5.351582208489826659e-02 1.104820431617762888e-01 4.953024064984641595e-02 4.066110783237925075e-02 6.208414734675818947e-01 4.298095208813606377e-02 1.886917170651362941e-02
4.030178843919897114e-01 5.706428411502115217e-02 5.634049907772016585e-02 7.645936521909103833e-02 1.385566289726359313e-01 2.130794652936148781e-01 3.200356856684717644e-02 2.347830436308002977e-02
3.313040644649037914e-01 6.767527661018027385e-02 3.750093193933268232e-02 4.904585970716739129e-02 3.416471147945998599e-02 4.235359334308197443e-01 3.130025530493146108e-02 2.547296706320462123e-02
2.311577050265847255e-01 5.109562363828970555e-02 4.675765893265672324e-02 1.869794570550052312e-02 5.213845733743335820e-02 5.256743881593224366e-01 4.402047499870086200e-02 3.045774620151178030e-02
7.071887194972324708e-02 5.989897854721362019e-02 3.491019709351227129e-02 6.579744994491325272e-02 1.206224622249987138e-02 6.934013068931151880e-01 3.356722767057888218e-02 2.964372167844374004e-02
3.699937733684049296e-02 1.342955244377331547e-01 3.838711048478296584e-02 2.581790976859817122e-02 2.003935868968443126e-02 6.740897400601052469e-01 4.010656781609837906e-02 3.026441140615728637e-02
3.751081602876148863e-02 7.171275250393389922e-02 1.958730446406201642e-01 2.796931154910604553e-02 3.373346577146777575e-02 5.713403224011252002e-01 3.640235699735469566e-02 2.545793010763072739e-02
4.763295124336975467e-02 6.705161034505385809e-02 2.149488527469419485e-01 3.489855496058038437e-02 2.137688752819831561e-02 5.322291466752723244e-01 3.793160100952732566e-02 4.393039549105615810e-02
3.329179718793139758e-02 1.144085364779559161e-01 9.002489413176133215e-02 1.993446034812764930e-02 3.193173245221904433e-02 4.178456744293791436e-01 2.448124072168529619e-02 2.680816642509402659e-01
2.233602203847704915e-01 4.795006473270896352e-02 1.776513253880791510e-01 3.226690753214192520e-02 1.251285679644419113e-01 3.225448288584835121e-01 4.846261854198512936e-02 2.263546659738886052e-02
6.918175401983392425e-02 8.716325014645887048e-02 3.767865453833733197e-02 4.374422777046955979e-02 3.098196954711273515e-02 6.711174957275501951e-01 3.438655678051220216e-02 2.574609146972516374e-02
6.733523277286104780e-02 5.338229412443622895e-02 3.453026849557813693e-02 5.108906965987969340e-02 1.533306322204079121e-02 7.109478542483897989e-01 2.466632339918829048e-02 4.271589407762596546e-02
7.839917741265692297e-02 6.205192116713291461e-02 3.976474839161780322e-02 4.818200778213421048e-02 3.197134511024160575e-02 6.719571429193378354e-01 4.281148857919385431e-02 2.486216863768484289e-02
3.609834344060171979e-02 9.020900690050961956e-02 4.032364506614111166e-02 2.774848619782053355e-02 3.930762310545805882e-02 6.967486695872583402e-01 3.515361793109399169e-02 3.441060777111661084e-02
2.848342071617641566e-02 8.540447826588765112e-02 2.349214408014746180e-01 2.257923715400318374e-02 3.892512537628703417e-02 5.186197339650674420e-01 2.702712480811065091e-02 4.403943891299318819e-02
4.659526910902794111e-02 1.141156952015672105e-01 3.408752235223679039e-02 2.819688534813273237e-02 3.226060767231508919e-02 6.867718934233801864e-01 1.650549044824854705e-02 4.146663644509159669e-02
2.744844304219377640e-01 7.449041726327375323e-02 4.725468033847350646e-02 2.120866710541520136e-02 8.269301000787669664e-02 2.453632668125700356e-01 3.148373348455315440e-02 2.230217945658998224e-01
2.657973567083064814e-02 3.441490274397063232e-01 3.243291285776019051e-02 1.238843704865721582e-02 1.806276075104417955e-01 3.298411641549779949e-01 3.290970293189374174e-02 4.107141238573207287e-02
3.987241350006468510e-01 8.811275603664818490e-02 5.464681901161031613e-02 2.405613055091120056e-02 1.258289006407615762e-01 2.500679024613047252e-01 2.204755614498330601e-02 3.651580015313384692e-02
1.769062505177204370e-01 1.176035569195580943e-01 4.550786942551726666e-02 2.218699117257439887e-02 1.134601025644651207e-01 2.586662676791640081e-01 3.944001057687148565e-02 2.262289511441292200e-01
2.427682317593655159e-01 1.769176324519437793e-01 3.152846559472297083e-02 1.558445527755630833e-02 4.578997421595367573e-02 2.823197207694495003e-01 4.014728601312690659e-02 1.649442339178812666e-01
3.671551111832278141e-02 8.849554547629283341e-02 2.379226477514544413e-01 5.071193191108824133e-02 1.287806056427276136e-01 2.743356785966118983e-01 3.459616864401872383e-02 1.484419108594834391e-01
6.641175078061790915e-02 6.350860663619833923e-02 3.326102074329383151e-02 4.974782673375276187e-02 2.841869966649918783e-02 6.996736058711937600e-01 2.900908857235139082e-02 2.996940099609286118e-02
1.753919841347454101e-01 9.533005302866462416e-02 3.737745558018665953e-02 3.059789846628107463e-02 1.583316319882293460e-02 5.759660873616935239e-01 4.204693736551721323e-02 2.745642086408853211e-02
1.620845493922423164e-01 7.560080195239761436e-02 1.030619270344733801e-01 2.577340160384814644e-02 1.818254990797518386e-02 5.462490301519288272e-01 4.273454833238165412e-02 2.631319162475282206e-02
4.573438290189932309e-02 1.109112876521962110e-01 4.060482929790700662e-02 5.272672173629460585e-02 8.697203035383169190e-02 4.901825655509701729e-01 2.585353014450416514e-02 1.470146523623968582e-01
3.798092564193484427e-02 7.380313639749754018e-02 2.326801315406120951e-01 1.398385546450437167e-01 1.589137681858701912e-01 2.568055822890886186e-01 7.566211492914076686e-02 2.431578637081209526e-02
3.783209915487863867e-02 6.087434112560639876e-02 7.784492674876726526e-02 8.302839980701595679e-02 1.208016871868423520e-01 3.639913892036459875e-01 2.224192099203850873e-02 2.333852357812048750e-01
4.409776572803018185e-02 8.832848643547359935e-02 3.607917884649781970e-02 4.118036687562490888e-02 1.945278743462485957e-02 7.102935610960252610e-01 2.623115382328399664e-02 3.433669976043948746e-02
3.166238202067917645e-02 7.238219441053449221e-02 3.338402778668282667e-02 1.160513448518787905e-01 2.963966276877647368e-02 6.431799860323000884e-01 4.429388460723145127e-02 2.940651752191674254e-02
3.987584938072396001e-01 4.387145450777126671e-02 4.554156978220125912e-02 6.168645250944385788e-02 2.847947769749662253e-02 3.569868405873919404e-01 3.501828927837133398e-02 2.965742183008416438e-02
3.628164094742546836e-02 1.033337639544422010e-01 3.369348289227219045e-02 4.007405068602001158e-02 1.977293971923026195e-02 6.939175388297987856e-01 2.730025554598351084e-02 4.562632742482765347e-02
1.528257397883309165e-01 8.413662203607774615e-02 4.689213263627651368e-02 7.022951487755367539e-02 5.493117093613144458e-02 5.092426515539970611e-01 3.101235645870983534e-02 5.072981171292290092e-02
7.765302101939058899e-02 5.964752165467960415e-02 5.480791259601822119e-02 2.554664319967827821e-02 2.748863862732659966e-02 6.696648798579328821e-01 4.610826364981147202e-02 3.908311939516237454e-02
4.936660757784607639e-02 9.985466378343758886e-02 2.795941939974759191e-02 2.797856041365737526e-02 4.000342695215260147e-02 6.918595234391516913e-01 3.133397044794528075e-02 3.164382798606180103e-02
4.949276055580197758e-02 1.987059984476251817e-01 4.429188314044166241e-02 1.498515672818550963e-02 1.677793008831304430e-02 6.098114725685075399e-01 3.917042223452712330e-02 2.676437623659795942e-02
3.736259478327455530e-02 5.404512157168316067e-02 3.848508636998473204e-02 5.793246616612694744e-02 1.661900436874170356e-02 7.238478681113269531e-01 2.840368387287588517e-02 4.330417475598607319e-02
7.769937341749290349e-02 8.120466155786969231e-02 2.359827935021005241e-01 2.139923641181909475e-02 3.202952260473088120e-02 4.310463522798101965e-01 9.829325873954002091e-02 2.234480148663677349e-02
2.013709192097918599e-01 7.977626855370717474e-02 4.202867349481685666e-02 4.774324148223398762e-02 1.149964830122366805e-01 3.810242813960799668e-01 2.614193640172181657e-02 1.069181964494116677e-01
3.562002611335666341e-02 1.270299047512267465e-01 2.991243206851888423e-02 2.237323486325862656e-02 1.757914116128729901e-02 6.940331354796304142e-01 2.639256068679199027e-02 4.705956487592938275e-02
1.336068333783217710e-01 9.759745851913682879e-02 2.954791356194766405e-02 5.210613757588761219e-02 8.788518987845174435e-02 2.450965834490093920e-01 3.278090608475394130e-01 2.635082278970548100e-02
4.541559887941176710e-02 5.229709213204083995e-02 6.516442496103384829e-02 6.823932936275295402e-02 3.754469941362530844e-02 6.353385901495310906e-01 5.492322200132822990e-02 4.107704310027588540e-02
1.617923485753300639e-01 2.305471738830439099e-01 3.408052167611568678e-02 2.548166185591070262e-02 2.549632778872981120e-01 2.350443893503773307e-01 3.388643530567594236e-02 2.420419146624816845e-02
2.660000012676571046e-01 1.557127393228971424e-01 4.690468067233080629e-02 3.141025606980853840e-02 1.503644917683573945e-01 2.276000542910823210e-01 8.410932566991353998e-02 3.789845093795314590e-02
5.240735418742719504e-02 6.217192678965388630e-02 2.863588694569931328e-02 9.125475424920972967e-02 1.056073392310766766e-02 6.897990991620116530e-01 4.256858178585742197e-02 2.260166295703316952e-02
3.715693365256754199e-01 9.888405334844596606e-02 6.499406303741678270e-02 1.498542847594553848e-02 1.713112076686551799e-01 2.120244577220353477e-01 2.525782859288458818e-02 4.097362462894107299e-02
2.725258686983524428e-02 9.441439544739897716e-02 3.825788010595370520e-02 4.323994833108352198e-02 4.228695041298767554e-02 6.715100013533024104e-01 3.903597893600781188e-02 4.400225854343057380e-02
3.444429120554617918e-02 8.732853351686037380e-02 3.645574427398752537e-02 4.722992591620611691e-02 1.150085611015743380e-02 7.104112531697103217e-01 2.757336296275657642e-02 4.505603284477537052e-02
2.367401150850359237e-01 1.889768792890753057e-01 2.960549628915827222e-02 2.034154285891310102e-02 7.961599634659874414e-02 1.151974052198751347e-01 7.325235785279567147e-02 2.562702070585478609e-01
1.483879590996040609e-01 1.055690737367570159e-01 3.261574106961688535e-02 2.673386144099220915e-02 1.018847602665642199e-01 5.237028498862122960e-01 2.918056333466984356e-02 3.192519116558364262e-02
3.936722978936357809e-01 7.706007597537889442e-02 5.429603332560952594e-02 1.446168176093414783e-02 4.276644394395374971e-02 3.533010250817367193e-01 4.130274180745480833e-02 2.313970021129633028e-02
3.846933770055556423e-02 5.516073429282115914e-02 8.394890669200859301e-02 3.640385500990708095e-02 3.697256737300860796e-02 6.872164443298920400e-01 2.065342860030416547e-02 4.117472600150286904e-02
3.887966586274370362e-02 1.038265862878594153e-01 1.840154619818366033e-01 4.115763859705651173e-02 1.815580997432432453e-02 5.458328132149189438e-01 2.582548319069920273e-02 4.230654089056131578e-02
2.576737839579665845e-01 9.944623339261449146e-02 4.399331143111479686e-02 2.244515800339393075e-02 6.743519254878978242e-02 4.377596873885480910e-01 2.795653328050248104e-02 4.329009999706973782e-02
6.840092891932200714e-02 5.891584800789648885e-02 3.660493224231763099e-02 3.694677859061373804e-02 3.576760037572312978e-02 6.979998789327065412e-01 4.242481391736734053e-02 2.293921901405316516e-02
3.644055719525539083e-01 8.047714287197593741e-02 3.945894734825826367e-02 7.683524411084022288e-02 1.991026123926108171e-01 1.838962786457051524e-01 2.853598919084936875e-02 2.728821348720631909e-02
5.138108165805041483e-02 5.958666771566711179e-02 3.182867152529278432e-02 9.481619205151700647e-02 2.851061529884669349e-02 6.651976666140450023e-01 3.170427965089607503e-02 3.697482548568486321e-02
5.346261294438833106e-02 3.591207513713617350e-01 3.425698123767504516e-02 1.533269171694471612e-02 3.805265995020651326e-01 9.625753955665376782e-02 2.729997810866456945e-02 3.374284556224674964e-02
2.799847881724940729e-02 1.255075895740764835e-01 1.177176542395142744e-01 7.898539447844173111e-02 9.942662230735167805e-02 2.437607727009986347e-01 2.771445374030047648e-01 2.945895047936310934e-02
3.288154146836256425e-02 2.632283391390611293e-01 8.758445632550536375e-02 2.331271941374817719e-02 4.738938637039648294e-02 3.315165800607724478e-01 2.877779528717164595e-02 1.853091819349823310e-01
6.531314620923510395e-02 8.421150056482541724e-02 3.331384780628343645e-02 3.748844343107955029e-02 1.608446133571453732e-02 6.292040286982774067e-01 3.999348928217739269e-02 9.439108267240735317e-02
3.549274471513264029e-01 7.783076077712476615e-02 9.653090944501248327e-02 2.877511297648282368e-02 4.169009460895143487e-02 1.782650242474639324e-01 9.447231437396004516e-02 1.275083364196781810e-01
1.294355372905834078e-01 1.095719609190234228e-01 6.155225101630677764e-02 3.101507798801885624e-02 1.261242751216478664e-01 1.730694856414755622e-01 3.794000302274940645e-02 3.312914090001947143e-01
3.901303185980508487e-02 7.820546088926881578e-02 4.691778574232546850e-02 3.862960688696745470e-02 3.482475600568190471e-02 6.963557296369530247e-01 2.802640212340574630e-02 3.802722685559254551e-02
3.576900250302149642e-01 6.501656145853179636e-02 6.022388945772344515e-02 3.874796309116359389e-02 1.041218835057378389e-01 3.104882512359053992e-01 3.949656271783455463e-02 2.421486350288839032e-02
2.127268662958863021e-01 9.489914369601361310e-02 3.720413233081039384e-02 5.044964056223037036e-02 6.674157144585131374e-02 3.709389329387928202e-01 1.005700912107191647e-01 6.646962151969607047e-02
1.903157011831359269e-01 4.711212778027879661e-02 1.742245568938018963e-01 2.724879422282566743e-02 1.320580174471043255e-01 3.274199152716837924e-01 4.098276733064598609e-02 6.063811987052362268e-02
2.959846557611128248e-01 1.523134360839072110e-01 5.083906298390501732e-02 6.416746154484859188e-02 1.587850331799943171e-01 9.817765293290929562e-02 2.418229364870314035e-02 1.555504038646197684e-01
3.838825943753100545e-02 7.284529857784438622e-02 4.218478764557524741e-02 4.393266337688137707e-02 2.379245774531965965e-02 7.200984674038490851e-01 3.533207451102657326e-02 2.342599130197264498e-02
4.159506908107926670e-02 1.682256770087557085e-01 3.312798942899197047e-02 3.465864714833299248e-02 1.409278049041898587e-02 6.524025386157403794e-01 3.483241395831621068e-02 2.106488426836458649e-02
9.139100496944264906e-02 8.835564284421099090e-02 3.893167018616567471e-02 1.639257238431858152e-02 2.382110287093680556e-02 6.785057795001699921e-01 4.253713430412265489e-02 2.006509294063257148e-02
3.543666135093793135e-01 8.425570242421503986e-02 3.265347982771515251e-02 4.320365845831709850e-02 2.769534149871702086e-02 3.388237663739860350e-01 2.694409057089009601e-02 9.205734733678029580e-02
4.802608674236334696e-02 3.280188891963699560e-01 3.460658442386960187e-02 3.360555049257810123e-02 2.177660325340006198e-01 2.600673117502207421e-01 3.807276173945985803e-02 3.983678312113778097e-02
2.916157955296554138e-02 1.095336608299593700e-01 4.247251529299167494e-02 1.182428217295140686e-02 2.767169918146862584e-02 7.135400867353776100e-01 4.026964433680892824e-02 2.552653189747697976e-02
3.709333303562928341e-01 7.700099456743414450e-02 4.260084126200483490e-02 1.810689157888560955e-02 2.380118777112710110e-02 4.016105271898144924e-01 2.721026570650246154e-02 3.873596156793837619e-02
2.265509586845753376e-01 1.846235932042731565e-01 4.062338285335399118e-02 1.587787009744430836e-02 4.488197084817392019e-02 4.159553816031278384e-01 3.938797712676232743e-02 3.209886558228917941e-02
5.862344244992154924e-02 8.519085640362832057e-02 3.117409114307186091e-02 1.735804051412576793e-02 4.557741096170484646e-02 6.908490269175668885e-01 3.528244967687343275e-02 3.594468193310728504e-02
3.853590240648233772e-02 9.148641291643873352e-02 3.592789594674180437e-02 2.459665623653811695e-02 2.688478600558069642e-02 7.164873856702431709e-01 2.968605710110327686e-02 3.639490371687194303e-02
5.305267851579049954e-02 6.203222076000446811e-02 3.821456370506873257e-02 3.217470901985817339e-02 2.651438442808893431e-02 7.090319441771297804e-01 2.760869662589210405e-02 5.137080276816734237e-02
9.920378431542725695e-02 1.080161551863635799e-01 1.747691069010855469e-01 2.577698237907669054e-02 2.282772210324707229e-02 3.535970888481959062e-01 1.845449704978775474e-01 3.126418976872642752e-02
4.034029634701152139e-02 1.163221043876668387e-01 2.193400440693976938e-01 2.033573446909371293e-02 5.415503186308482514e-02 4.811756565668879326e-01 3.661174445569306130e-02 3.171938784116442450e-02
3.937174024126502414e-02 8.304923961463786530e-02 3.952697518949770117e-02 4.061639568161220376e-02 3.066740773374721646e-02 5.060170267929796628e-01 3.806172345566543463e-02 2.226894912905948432e-01
5.300539091129688463e-02 1.665065556846065942e-01 4.496378730884779268e-02 3.065889502751947132e-02 1.739754764581479818e-01 4.757042048061328465e-01 2.064723379340005494e-02 3.453845601004840171e-02
5.375499783262296244e-02 1.132359170811148147e-01 2.932699115994048464e-02 3.243928679942874316e-02 2.196887159716594956e-02 6.826173172932292754e-01 4.340883907676691689e-02 2.324777915973092607e-02
5.273869168471348456e-02 7.544871542943545895e-02 3.426643077132610765e-02 2.866334890764754909e-02 2.529813511248781011e-02 7.243471750378376317e-01 2.853668167437204903e-02 3.070082138217988116e-02
3.702872937521829722e-02 6.412665343304606302e-02 3.663794184693458522e-02 6.455815532165991300e-02 2.508623294392820988e-02 7.162630587823974881e-01 2.950859451429025879e-02 2.679063378252514310e-02
1.887104302786768995e-01 2.988814555681156837e-01 4.437950923154600907e-02 9.104361370786573371e-03 2.558034366437999529e-01 1.344367737466709567e-01 4.209141501739743774e-02 2.659261814300651477e-02
3.791315013022392155e-01 1.076397310745568908e-01 4.513103456077580816e-02 1.405898807436386719e-02 2.296385874014110762e-01 1.601296075172310707e-01 2.066346284899077748e-02 4.360708722043133562e-02
3.388547517518258195e-02 8.553496361553805660e-02 4.578298670718984609e-02 1.456744375548926947e-02 4.185463263640483433e-02 7.218114080950226441e-01 1.807571910465410187e-02 3.848737091051871589e-02
3.524693652737841965e-01 4.235033813791487523e-02 8.366460193865726813e-02 4.631216592979793545e-02 1.665091526326530902e-01 2.574683054065947108e-01 2.046839171537560148e-02 3.075767896522230149e-02
5.199288616524140594e-02 1.642669500940185379e-01 3.762731791698815248e-02 1.857784349555023640e-02 7.201743686338120398e-02 5.875669592656291851e-01 4.249561703650042710e-02 2.545498916269075748e-02
3.278484112362438085e-01 6.800078922521736458e-02 3.531754807042147143e-02 3.898442857050152255e-02 2.722127600566218511e-02 4.396593879890160483e-01 3.113548773599985470e-02 3.183267116693772741e-02
3.907377278131930060e-02 8.546279500207090707e-02 4.580352483004609260e-02 2.041156418247682541e-02 2.621078450803690160e-02 7.204886125230950400e-01 3.178514388710398930e-02 3.076380228585081159e-02
2.965444069148773232e-02 7.501618390739371589e-02 2.806508449038126740e-02 6.833331929543406957e-02 1.484301730247957786e-02 7.124500921088778860e-01 3.776452258240631937e-02 3.387333962153953049e-02
1.015750239939244848e-01 6.362692275126280439e-02 3.339776566639324207e-02 8.658555379153588805e-02 1.936236741078683002e-02 6.398817194166118716e-01 3.006964029732690086e-02 2.550100667215800254e-02
5.023446462283604613e-02 1.107186443305040180e-01 3.322782852573701040e-02 2.829027719022487314e-02 1.264257113042017711e-01 5.196204293253474660e-01 9.602088248722248642e-02 3.546176221392630806e-02
4.520686480667636398e-02 1.022972588305738478e-01 3.902926126006196067e-02 3.656338877935971093e-02 1.433474617096758275e-02 7.019839566530639008e-01 3.159304016652957070e-02 2.899148333276699296e-02
3.895834665362509636e-02 7.891731653051353712e-02 3.615195127785199303e-02 3.465204540050324106e-02 2.488825412043309260e-02 7.190021606814133159e-01 2.592471357899123197e-02 4.150521175666857521e-02
3.787669096868367946e-01 7.493195286614191819e-02 4.195221432189564365e-02 5.205947572259172346e-02 1.235381941139471335e-01 2.453965893670473075e-01 3.144646715069960435e-02 5.190819677083995110e-02
3.783301551701560850e-02 2.417128121698671195e-01 3.902199817858285902e-02 2.706520235635848787e-02 4.020102565467773004e-02 5.421314841867094225e-01 2.753340454807004858e-02 4.450105738871875521e-02
1.782252109060796508e-01 5.856830702608972067e-02 3.746155148367737858e-02 7.739825355553940633e-02 3.232659827487158188e-02 3.069097713302388897e-01 2.313942575544532254e-02 2.859708816680580634e-01
3.640554507606224427e-02 1.053161859101454240e-01 4.349419051940873332e-02 3.741634340413128174e-02 4.624821904099383346e-02 6.655580319081109142e-01 3.108323088178572419e-02 3.447825325936171997e-02
4.002874299773790528e-02 7.839326118243390706e-02 4.239316589916034689e-02 3.825761376597933139e-02 1.109847448607386919e-02 7.229124166621651026e-01 3.387227425226220501e-02 3.304405075418724580e-02
3.854330705151779585e-02 6.375952058232157993e-02 3.566890223253206538e-02 7.564226236974071205e-02 5.062016948479274719e-02 6.533793208112811390e-01 4.483157755110242504e-02 3.755493991671152165e-02
3.516048403010729739e-02 7.283974497159602379e-02 6.630494592526255115e-02 3.701517135858709701e-02 2.377202444533480299e-02 6.990371841594931190e-01 3.747969349755194551e-02 2.839075161206714229e-02
2.613421450566601467e-01 1.627076351089529194e-01 2.655432114227416693e-02 2.285428370854874006e-02 2.685140136391200305e-01 1.656219504199049619e-01 5.685013035469404369e-02 3.555552056984494225e-02
2.310624908859484072e-01 1.962006176654020606e-01 3.088544446378961236e-02 1.658438721972746790e-02 8.815907287127697223e-02 1.949022684338031219e-01 2.134967274907403345e-01 2.870899096931193648e-02
4.312950704118236056e-02 1.023514550462495953e-01 3.573654719633303362e-02 2.808755275485036104e-02 4.169151357429547872e-02 6.918278193694117340e-01 2.411328788065376580e-02 3.306231713702371955e-02
1.095143925599404572e-01 6.798004742602996309e-02 3.990671164015436451e-02 4.523185659085843940e-02 1.219135776819373074e-02 6.634194234115016187e-01 4.525025675744789866e-02 1.650595384587378103e-02
3.229192338504364296e-02 1.007786151817950671e-01 3.746662199486452960e-02 2.750510166524907513e-02 3.762574346127326580e-02 4.030143240472945920e-01 2.408834565301783831e-02 3.372293246114619336e-01
1.491993730895501691e-01 6.638334810574546274e-02 6.264679953934662593e-02 2.647035206444464661e-02 4.077695801433763034e-02 2.746968481330547274e-01 3.222260123291555978e-01 5.760030872436511934e-02
3.420301037455378279e-02 7.617132527036657441e-02 3.866019133846273353e-02 6.405544616138490743e-02 6.348775592176260363e-02 5.964269565342722457e-01 9.198155217175806031e-02 3.501376222743916161e-02
4.281992334684400769e-02 1.222059788560951737e-01 3.730183104106306324e-02 3.563282306643381081e-02 1.134342763856744513e-01 5.770065248597459062e-01 2.578448549061678266e-02 4.581415695352689804e-02
3.199439924475858121e-02 6.990373428150988000e-02 4.020648619034669635e-02 8.522553008228239690e-02 9.590178931241441496e-02 6.055242555910704816e-01 4.142947378228736127e-02 2.981433151533025711e-02
1.833866921605983857e-01 8.986791377592072416e-02 3.434725111581782286e-02 6.079378950069241200e-02 6.061380552650461051e-02 5.097539605261616202e-01 2.519303953274339841e-02 3.604354786156103996e-02
4.643105988988557864e-02 2.080565526661183606e-01 3.880036534068860565e-02 4.530605274515731029e-02 2.435105570864515984e-02 5.634567116103053053e-01 2.814279296226356031e-02 4.545540907693607080e-02
4.115795968573797425e-02 7.986520164450966464e-02 4.938501588931504260e-02 3.982888419648025757e-02 1.651379642991361238e-02 4.731153296240302453e-01 2.751718695241707202e-01 2.496194300584261838e-02
4.609734183570969590e-02 6.384087193621053313e-02 5.412542611381628010e-02 9.477373991140296272e-02 5.633061470255169845e-02 3.403401940402517867e-01 3.706892517450659230e-02 3.074228862855504785e-01
3.788610199367097309e-01 7.972409569387102490e-02 4.839123135428179123e-02 2.598377394120800904e-02 4.160648321604609040e-02 3.521035627773180798e-01 3.306709764013770342e-02 4.026273544042766050e-02
2.053311622158993099e-01 9.131367246691153572e-02 3.237395635089217183e-02 2.819856855247619351e-02 1.938117733167610962e-02 5.543713280665735210e-01 3.341927640367793606e-02 3.561085861189335761e-02
