Teff L log_g Fe/H radius Dnu0_median dnu02_median r_sep02_median r_avg01_median dnu13_median r_sep13_median r_avg10_median
2.676558286561604993e-01 4.222879878715500579e-02 2.184710395429556237e-02 1.067346425433666479e-01 1.060662459679847791e-01 1.646282836371893918e-02 1.665752025154994612e-02 3.860942619429531819e-02 2.566099151745305715e-02 1.140366473332294628e-01 2.091030913000790914e-01 3.493687513071168371e-02
3.089408199627417528e-01 1.831547174209877116e-01 2.144239257713872679e-02 9.773918136999838746e-02 3.665894310019218727e-02 1.569154892552766453e-02 1.765170983114996636e-02 3.947488865744664538e-02 5.060564640915436035e-02 5.546192097721046321e-02 1.454937355289102896e-01 2.768449523954208749e-02
2.194364134823512391e-01 7.219826222315282871e-02 3.655063348134991730e-02 1.018802527931334384e-01 4.439374925406810307e-02 2.046333971523650944e-02 2.692296174549439411e-02 3.384077559159048287e-01 3.756307166007873816e-02 2.070585551627893151e-02 5.073680790899715021e-02 3.074089630395379288e-02
6.166989730183213003e-02 4.538303222917774299e-02 2.124657871641831564e-02 9.690910736129208780e-02 3.527858351251324243e-02 2.234692112663251920e-02 1.304745166197118084e-02 4.541570874975539018e-01 2.235893351553444944e-02 4.469685629771958518e-02 1.593998985714150662e-01 2.350565220793977492e-02
1.610202850078487624e-01 4.897923392078919191e-02 1.812527123181240096e-02 1.038529876934236873e-01 7.119477836486803879e-02 1.065013811967955269e-02 2.606071259611222532e-02 4.056104458151524317e-01 2.350425866967714023e-02 4.234290933799924467e-02 7.220608046186546836e-02 1.645289878077194762e-02
6.726222846463374150e-02 1.720638839721707891e-01 2.438972032543797880e-02 9.918443268556434433e-02 2.578576089549612649e-02 1.594593695917129184e-02 1.334894345694150226e-02 4.829893080870368283e-01 3.411588432079123989e-02 9.789983537985966905e-03 3.770266349876746914e-02 1.742125379600258095e-02
2.397009578696885912e-01 1.335640978487317443e-01 1.592709617285923210e-02 1.126057551504722476e-01 2.256684547437915953e-02 1.736036229342252657e-02 3.124381287729923948e-02 5.702772592545219538e-02 2.033550066198304418e-01 2.796545097732766605e-02 1.235466521337469786e-01 1.513623665678998434e-02
1.129024639270293368e-01 2.487917966108318391e-01 1.705862999032357538e-02 1.181741486209905712e-01 3.919953041998662513e-02 1.541868289429406021e-02 1.603005266009594962e-02 8.505367384839457312e-02 2.655940531749216571e-02 1.872406694516794701e-01 1.130550140908794243e-01 2.051593216800246672e-02
2.438309452924901088e-01 6.985163613420568296e-02 2.099729478111378098e-02 1.033835739205510584e-01 6.139635199427617013e-02 2.728695869051114831e-02 1.895304352601497738e-02 1.780204348515469215e-01 2.848575371194666389e-02 1.583587999851868433e-01 6.290969476429640606e-02 2.652551234786013415e-02
8.209240226365491222e-02 6.423833277172336098e-02 4.214698191253916232e-02 1.006143526759522705e-01 3.225669148436931949e-02 1.863138131982620613e-02 1.175922129461363583e-02 5.245120725421825725e-01 2.066300589225235351e-02 1.184321528347181789e-02 6.577337736717865646e-02 2.546896519223570965e-02
1.059823719453415608e-01 4.465835842767577196e-02 3.016266412582670198e-02 1.030807729869159389e-01 3.863170519268416953e-02 1.201539703962088840e-01 3.730992045608167579e-02 1.031091878879511342e-01 2.651378515440114617e-02 1.491897524786699736e-01 2.231630511048629528e-01 1.804445984338002781e-02
9.539347086957478128e-02 5.280064878263913269e-02 1.765454109758505391e-02 9.657440142564245600e-02 6.005349766571901893e-02 2.548028659518848313e-02 1.438744566894252334e-02 4.297895671564935793e-01 1.876702535098936225e-02 3.224213137347557712e-02 1.285691436859283110e-01 2.828784032782172275e-02
1.835755027505804604e-01 4.450441963872288353e-02 5.023582414563554366e-02 1.119183871798960367e-01 8.983686102557841835e-02 1.513598999554374019e-02 1.873957096771587671e-02 2.553610005026238361e-02 2.020918831546770697e-02 2.693323174454278351e-02 3.798865342742690498e-01 3.348838991178510610e-02
9.209120134645530642e-02 5.582388627069229114e-02 2.167340127483205481e-02 1.018994682167528310e-01 2.708776225313178770e-02 4.743546353664824383e-02 2.694204848443084929e-02 4.221787044215159768e-02 2.485633085042362328e-02 1.589820525036164667e-02 5.176091324464443533e-01 2.646522962767553291e-02
6.291061644888701343e-02 9.060888971232292088e-02 2.131073403850930470e-02 9.801519163106069132e-02 2.306654070473266802e-02 2.480377023737758563e-02 2.824605693868671025e-02 4.793848837687218478e-01 2.166915205656828533e-02 1.286775403437093353e-02 1.123530174032640327e-01 2.476339302549804278e-02
6.198532202126443014e-02 5.225201424412010548e-02 2.725283304889200217e-02 1.033695536380876412e-01 4.152066966933810888e-02 9.890353415100211487e-02 2.471589510447771629e-02 5.630123311179401763e-02 2.239044785771877183e-02 3.088423962421411872e-02 4.539389985583384690e-01 2.648525897075263910e-02
1.021891817520387963e-01 1.740897590946159923e-01 2.383299041642381391e-02 1.086165918497450089e-01 4.215975155729327628e-02 7.469995453569026889e-02 1.027833248967727348e-01 5.719285320623680724e-02 2.089296902537400927e-02 6.350640760857664824e-02 1.625881837261947682e-01 6.744803233103789653e-02
1.381025193618095059e-01 5.658799338276895158e-02 2.514629632522823524e-02 9.738868304675160625e-02 7.930327059119497701e-02 1.282485946765894030e-02 4.811257026998913555e-02 1.265515798286531990e-01 2.356558720919510810e-02 4.034098554580334978e-02 3.226285063446066581e-01 2.944714862634036437e-02
6.559652604278237709e-02 3.913686091559040459e-02 1.292329723279997400e-02 1.129506998259809242e-01 1.609798133171543022e-01 1.318961914295934887e-02 2.276264201376458976e-02 1.799632445257275115e-01 2.334706186884571294e-02 1.648565646095252746e-01 1.855818036007158833e-01 1.871186690415371431e-02
1.398376458972647451e-01 8.347457116382675513e-02 2.435328677568444899e-02 1.046341680252974721e-01 4.735023631096674929e-02 6.763859880509898170e-02 1.477039127920388301e-02 4.884687489768892860e-02 4.742224995268280036e-02 2.695056719134683587e-01 1.330087369780678652e-01 1.915756800074902913e-02
1.507388106908791603e-01 1.231564004670143708e-01 1.988781207210553112e-02 9.763307351245910370e-02 7.595082740604559846e-02 8.781833110684908461e-03 8.439135234640589289e-02 5.464076185209053999e-02 2.864665278726116066e-02 2.166140065842325421e-02 3.130956231896567243e-01 2.141545190697384873e-02
1.946892159340740114e-01 2.242287432765973365e-01 1.398326486376644945e-02 1.028470402932237238e-01 3.432832965272516329e-02 1.244481267493160147e-02 9.294969778008611849e-02 9.613362827591374893e-02 2.133432073442961471e-02 8.708195902853307913e-02 9.611383059448426469e-02 2.386515689123480666e-02
3.020729022938899444e-01 4.706530593622527264e-02 4.768489115696630115e-02 1.116217559840293888e-01 3.601472125659700013e-02 3.349919766738506527e-02 1.764300169825614925e-02 9.568402611369287991e-02 3.401715346716244898e-02 6.405236643746788083e-02 1.643155332958654014e-01 4.632914469246221523e-02
2.068475358371504036e-01 1.380875495139452236e-01 1.553929368990723987e-02 1.088978605124707039e-01 2.157868959965213163e-02 1.470115200399996214e-02 1.526436988204182277e-01 3.419623557896583205e-02 2.234970946901809752e-02 8.657157073560434180e-03 2.550062427828982403e-01 2.149487511801365103e-02
6.093327814994095593e-02 9.159320481566718408e-02 2.069777390244697396e-02 9.388423769779576100e-02 8.712834401793478900e-02 1.325188761198448084e-02 2.904540582089291945e-02 4.610987419405217919e-02 2.417953793148892166e-02 9.991675038934551972e-03 4.955158873342098702e-01 2.766889348465147169e-02
5.646364972383275532e-02 8.983269248880251800e-02 2.089034062019348714e-02 9.815656849916171156e-02 4.475361252603165391e-02 1.917353080576787716e-02 1.445922207786612575e-02 5.608381245227608281e-01 2.490511396294423779e-02 1.565026861112994369e-02 2.481553608682925821e-02 3.006134007467971964e-02
3.245938225737282079e-01 5.293908380967701083e-02 1.810574394649276664e-02 1.175542419013681922e-01 4.399171330338477737e-02 1.269826954318032525e-02 6.477181925096389681e-02 1.704743432938582992e-01 4.052454284092932985e-02 6.866789199046073600e-02 6.623186558401845947e-02 1.944666196193821361e-02
2.371496515498247581e-01 1.827798046683671573e-01 2.684546521360411594e-02 1.133760196274877230e-01 2.892333687886592883e-02 2.169611002361902796e-02 9.015393926578114947e-02 4.708260754294935069e-02 1.958534640939181559e-02 9.750678817931660025e-02 9.881993925835820536e-02 3.608099138243442416e-02
6.642911829310023386e-02 1.261459772101860832e-01 1.738948122175907815e-02 1.012038486863638675e-01 7.055720220268328624e-02 3.643468998916772617e-02 1.613510673625070946e-02 9.747389442394761849e-02 2.795611465546512381e-02 6.142719804031497588e-02 3.625069212479136160e-01 1.634044729284755276e-02
4.979566416509869503e-02 1.693242152538878553e-01 2.867492227795972667e-02 9.063156539511538212e-02 2.626620372848024326e-02 8.397601432807355604e-02 1.700787323818378147e-02 3.485125427718571700e-01 1.906925673821916606e-02 4.202438293400558023e-02 7.980256412038175262e-02 4.491479504873706341e-02
6.521165594755300166e-02 6.322727647738896062e-02 3.508584793412924951e-02 1.060727216507975496e-01 4.440301777924901550e-02 1.270091737422148273e-02 5.932093885699404184e-02 1.527792604301749235e-01 1.726155498329445814e-02 1.700216256726031286e-02 2.211507432827139463e-01 2.057839027162229883e-01
6.873824016437819762e-02 6.882280282478620004e-02 7.331268839748818211e-02 9.896121314871937635e-02 3.418207016948034138e-02 1.536345185344716036e-02 8.530749475414678429e-02 1.629408264980808929e-01 2.340997297613557626e-02 8.376707029717817346e-03 3.391641678721523667e-01 2.142036431146705083e-02
6.108896336486751427e-02 2.845790197733809590e-01 3.391940030063052974e-02 9.621754203696444852e-02 2.517612554799322777e-02 2.677102293061372693e-02 2.190836698850586947e-02 5.410398525916697288e-02 2.599977240676839760e-02 1.888026017353589686e-02 3.197454589777688483e-01 3.161008223980350806e-02
1.041581537245572786e-01 9.850307879591797822e-02 2.343221868797849480e-02 1.033448517892241320e-01 3.227693348524657280e-02 1.292411679956344782e-02 2.936123491643683261e-02 4.633367237649817505e-01 3.275611824850907516e-02 1.561154358473521020e-02 6.444793903331785812e-02 1.984708716953131197e-02
2.192456073706610664e-01 1.176421009262923756e-01 2.304819469951106814e-02 1.104413811859589895e-01 2.419529698370245438e-02 1.653960475453735909e-02 1.559485852142080547e-02 2.519261540865787644e-02 2.440403651827676573e-02 4.420440663114304919e-02 3.538630448048999400e-01 2.562885219493806974e-02
5.038893603755115191e-02 1.743705653614998630e-01 1.705124631963736079e-02 9.486105975593539519e-02 5.011843767066299915e-02 1.290241351818276483e-01 1.029069751688482387e-01 9.263092768391797960e-02 1.725735491352524062e-02 9.732257111651736181e-02 1.514766783907313952e-01 2.259111239934538315e-02
5.040286384592938124e-02 2.738863934545084367e-01 2.167420740368380602e-02 8.901454045039315643e-02 4.267394383181943168e-02 1.946598282375434225e-02 1.273012983287844305e-02 1.781364684724006664e-01 1.319337782833852613e-01 1.053095238678575102e-01 4.885453209669557428e-02 2.591763563669396975e-02
5.193406742691680789e-02 4.529910785559881220e-02 2.086372147886248266e-02 9.402382598360972676e-02 2.774526635245077449e-02 2.078355604290534342e-01 1.423087375971458964e-02 5.805635222309620674e-02 4.161731479750312851e-02 2.294990580269769265e-01 1.627438438559370704e-01 4.615100781028026039e-02
6.468535889238595515e-02 4.920115913376835876e-02 2.108953356833071294e-02 9.766045308695033011e-02 5.873353437605664112e-02 7.675437271644658388e-02 1.404378413229891848e-02 5.111581158111568046e-02 2.033710565987753918e-02 1.385433204332738207e-02 5.061126970532265901e-01 2.641185775621523318e-02
1.502729271569972214e-01 4.910328316318842562e-02 1.225965157256813515e-02 1.056957572001264584e-01 8.061338077546657821e-02 3.210137965269645177e-02 2.516844482894532720e-02 3.204298836375885778e-02 2.481795008798379221e-02 1.042794906854690139e-02 4.443058211988965001e-01 3.319046693082546712e-02
3.324254237561377057e-01 4.979121692228264534e-02 2.794878583273860059e-02 1.147098269358573785e-01 3.792835763175921027e-02 3.048854502628275259e-02 3.660783337015480893e-02 1.238336715012067213e-01 1.990803130033102358e-02 1.978187526302264965e-02 1.808240029826923834e-01 2.575242947753420691e-02
6.661450985849642903e-02 5.559684402601519637e-02 2.101860700866209353e-02 9.242343994357264669e-02 4.584451464820354927e-02 3.430994971580134806e-02 3.174287862621519990e-02 4.235702566221005716e-01 1.701585166643544353e-02 3.585176639073708871e-02 1.420067727779565914e-01 3.400460871580365807e-02
2.687019612237799282e-01 8.195509845818539640e-02 1.323829877628036715e-02 1.048038264563418559e-01 5.353012546980453340e-02 5.240307730310645590e-02 1.551809832147904855e-01 1.147549215408651124e-01 2.280709668459858161e-02 3.222079013296150901e-02 7.670278183258209814e-02 2.370103890670359134e-02
7.494882093025673209e-02 2.639888867448028642e-01 2.273289259337506543e-02 1.028387655173116089e-01 2.448343029324918235e-02 1.637996300530096191e-02 2.770404856800718491e-02 9.464056205118236142e-02 2.145671193377014438e-02 3.970296479727819516e-02 2.922326789927069401e-01 1.889027457275886668e-02
2.968073547311574911e-01 4.200206533001219628e-02 1.788001755611821550e-02 1.179823925354454850e-01 7.711511323361043557e-02 1.832151070003524077e-02 2.659497702550763995e-02 4.521555607042790359e-02 2.536596012342499581e-02 1.448249502199173457e-02 2.943638130601309300e-01 2.386874461213771975e-02
1.830111737073889244e-01 1.417736582390165534e-01 2.139224994414470546e-02 9.199491163863549037e-02 6.821957277325269020e-02 1.707093561421672845e-02 1.162866504065892571e-02 5.392153951620885094e-02 2.789158770981586474e-02 1.884862047670994578e-02 3.385572384002271673e-01 2.568984693972414801e-02
2.783173912911725556e-01 9.435648240431858402e-02 3.612597045893101155e-02 9.463735126586934887e-02 2.624518496269683671e-02 9.894207813446666278e-02 2.644307768296739677e-02 4.611190521057369207e-02 2.167720365295326343e-02 1.337025407843085434e-01 1.150229010038003596e-01 2.841791314794162374e-02
1.442775282257874048e-01 5.514447239064247663e-02 1.792689939393659476e-02 9.579864571547926089e-02 5.399052159113604948e-02 1.864070200024214169e-02 8.232728460298402440e-02 9.850154767560534430e-02 1.246504809275706116e-01 6.756476072406402029e-03 2.845414090735129409e-01 1.744403233069663148e-02
3.236122543549526109e-01 4.699571075374500001e-02 2.342685325870735163e-02 1.170336394017376935e-01 5.981850382815855072e-02 1.179956432429382467e-02 4.556310969118463478e-02 9.179181198283360710e-02 2.586938764334574883e-02 4.302373147856944358e-02 1.864445396741421790e-01 2.462089360832910023e-02
1.162131559635135175e-01 3.755634420194411266e-02 2.238094917322117419e-02 9.637006174409623593e-02 6.878631259920650609e-02 1.373909233525416780e-02 4.119755425205062077e-02 7.842448629012611916e-02 1.943854592561588407e-02 9.096616180155380274e-03 4.764271268880269639e-01 2.036975444678937319e-02
7.450106311526054348e-02 4.571301915803416965e-02 1.984057642232661331e-02 1.001066051191639161e-01 4.644432401413351591e-02 7.981161327652247506e-02 5.917053396821513045e-02 2.664524317512498297e-01 9.978842332900333956e-02 7.238879687158733707e-03 1.843152772694387487e-01 1.661725288949298870e-02
5.711403518540836277e-02 3.211869568902946948e-01 3.361578262105718862e-02 9.934225715949905611e-02 2.418673181770458411e-02 1.516689580373433398e-02 5.338602879729785478e-02 7.012971599736943229e-02 2.317573406365019267e-02 1.417496620455667156e-01 7.249706021639075459e-02 8.844913940202693559e-02
2.812301534293218941e-01 6.137807480380866321e-02 1.208593173752875102e-02 9.378717145540438338e-02 3.381004461313227849e-02 9.909576027759045558e-02 4.320838158907883836e-02 5.233293184339075227e-02 2.468363381284808394e-02 9.746343644522695304e-02 1.824886351355422265e-01 1.843584485712671667e-02
1.364884790749062715e-01 4.940948414354185553e-02 1.701105081173935954e-02 1.019577784375659685e-01 1.218365723748714574e-01 1.541455575448085792e-02 1.446311770008873454e-02 3.823050817500048271e-02 5.095643162293815587e-02 4.848490064414952977e-02 3.655749904105079495e-01 4.017213085020939628e-02
2.036021404240013766e-01 6.296354547875671059e-02 1.885484205387864820e-02 1.087120931334426138e-01 2.279026317564331744e-02 7.352007790416888178e-02 5.233373703748814276e-02 3.223764132484165795e-02 8.812018383388477150e-02 4.869106290255785507e-02 2.603491973472698007e-01 2.782521538406623404e-02
6.458026652051221395e-02 5.887759254466221059e-02 2.020623774063558947e-02 1.024158643816371200e-01 2.719495148908066678e-02 4.020614651974780546e-02 1.894919756704575506e-02 5.490181200161012853e-01 2.712060786029043755e-02 1.047915531355184462e-02 6.339201514705115892e-02 1.755984489968400244e-02
8.159307991020053885e-02 1.224233085268055243e-01 2.889487035183323921e-02 9.867697542950730483e-02 3.295546639348932716e-02 3.033228821834204822e-02 3.110968482692621703e-02 3.623975758035373473e-02 5.394628324790522178e-02 2.163135199811601350e-02 4.140063803248645313e-01 4.819055319165618106e-02
3.342946206533490838e-01 7.946156690817590684e-02 1.574599831528973592e-02 1.121325049752867203e-01 3.066255488414901947e-02 3.198630626200747035e-02 3.845004566691211795e-02 1.344300693254103229e-01 1.731044621662987046e-02 2.997288939277560973e-02 1.554304670139526334e-01 2.012253038606141159e-02
3.422660879678027790e-01 5.446868180546178551e-02 2.922157362910721493e-02 1.191728813767457817e-01 4.367876992696782118e-02 2.016675725445938455e-02 3.893332363190232098e-02 1.150952170668194524e-01 1.994401007830010064e-02 3.397371819507180590e-02 1.301121364434145444e-01 5.296684262394708853e-02
9.117621865520694757e-02 5.639135248498952646e-02 1.981912756059063530e-02 1.019448572408792331e-01 1.157178769871502755e-01 1.441065333556507295e-02 4.637390189526522516e-02 1.350128162404038712e-01 2.238943491450351431e-02 8.954370850926086228e-03 3.706557013610209950e-01 1.715368847349855660e-02
2.428417744232645725e-01 4.518395664259890199e-02 1.506245403601517811e-02 1.082619703165709907e-01 5.142625897468760393e-02 3.019266831933645548e-02 1.940131244671074520e-02 1.128598351242608294e-01 2.503416280249818118e-02 1.895794837931609120e-02 1.459911870616144858e-01 1.847864714731259073e-01
1.411424006725510161e-01 7.484523359335322479e-02 3.882035065468084079e-02 9.723884008712845028e-02 3.360730503883876258e-02 2.057126229491219177e-02 1.564478850823828107e-02 7.329234490243610733e-02 2.337142851977734234e-02 4.668816077305674300e-02 3.467791690385042536e-01 8.799871591652280722e-02
8.248550242531144105e-02 2.603551824371844181e-01 1.583693667461506110e-02 9.858700727891106519e-02 3.901977689663911619e-02 1.836457713263792840e-02 4.127425753619382021e-02 6.965080894045944104e-02 1.826028085575531063e-02 7.948266652769435392e-02 9.209191022310386776e-02 1.845910930714940723e-01
9.773546419805544117e-02 6.357445002876245532e-02 2.250186897961676050e-02 9.325726595317669620e-02 2.270523397045278585e-02 8.878477437722757937e-02 3.058251477709765173e-02 2.913732878892775352e-02 3.103997521783305458e-02 1.942213170101871056e-02 4.779000683697670615e-01 2.335892363806409827e-02
6.720944047634634655e-02 1.174902662219325378e-01 2.494035855638860807e-02 1.008525341280421123e-01 8.256204356098850727e-02 1.254343341549180209e-02 2.433116431817224437e-02 2.618604812390197545e-02 2.548767739508020144e-02 2.525234496995802311e-02 4.734265757230495808e-01 1.971811311064811806e-02
1.894541757659933545e-01 1.881481705313760300e-01 3.094179185168263735e-02 1.327196515986843184e-01 3.291606765782824351e-02 1.463837840638624460e-02 4.537652444331636420e-02 5.052050235662629979e-02 3.457216247355939659e-02 3.282386816390970435e-02 2.286747694299698375e-01 1.921393732066752416e-02
1.209126100459881475e-01 7.389395613753395320e-02 1.843639349089180868e-02 1.147296310592890306e-01 8.617520325689981275e-02 1.416814019268580055e-02 2.363743733815217019e-02 2.566217056701160237e-02 4.653151533873203100e-02 1.941852819173473313e-02 4.371316194825180523e-01 1.930279489856279868e-02
1.865429055646660172e-01 1.084555796268821953e-01 1.395694502253937500e-02 1.529015262139395426e-01 3.751125121846826671e-02 1.654945579151659643e-02 1.748686294021765605e-02 4.398549571645494344e-02 2.700020338581590393e-02 1.375184197191773317e-01 2.112714619026432872e-01 4.681989289767892609e-02
7.325402403480357760e-02 5.304078890805281887e-02 1.874988368684805604e-02 9.634196063646983943e-02 1.865011458213526596e-02 1.036054711878442725e-01 2.777531000890699417e-02 3.444998910944866988e-01 2.180887722253589331e-02 9.749013279472021343e-02 1.255414760658880302e-01 1.924206977730838833e-02
6.924165056558688469e-02 2.184894309554568093e-01 2.291313953853299848e-02 9.975374192106864490e-02 2.392035944274810769e-02 1.305497236513317692e-02 3.297989127147057248e-02 2.682093246397451725e-01 1.285689606123066320e-01 2.216491887511516309e-02 7.851103937625562856e-02 2.219257043658035694e-02
1.929215384611004669e-01 1.787342290862985739e-01 2.242649307062256903e-02 1.018326222489811111e-01 3.708426736601127399e-02 1.263097899533094023e-02 9.847326358529193135e-02 9.384009268209771160e-02 2.152843378188851881e-02 1.207708616852407879e-01 9.915584465240728784e-02 2.060137438472890367e-02
7.663816139247286996e-02 2.251237686259918158e-01 1.557265991180811944e-02 1.000184051069532148e-01 5.963581204841018196e-02 1.103878796193107081e-02 2.857437812052619763e-02 8.368955709216570338e-02 2.393157141118542469e-02 1.937041380610854055e-02 2.542328531377370804e-01 1.021736313847098065e-01
3.055596902556064753e-01 1.275172898646740605e-01 2.413051085853074387e-02 1.038452528509384576e-01 5.332672821962719523e-02 1.855470525401666307e-02 2.897935848268386530e-02 2.661231457662222022e-02 2.273432967827356682e-02 1.442425852752655391e-01 1.202956064026126509e-01 2.420162828114841291e-02
8.189110627426345046e-02 2.852239668519804816e-01 2.483687686766399352e-02 1.075799293904398241e-01 1.749699368925168932e-02 1.223195099646075430e-02 8.148805775938090801e-02 7.322937442132039509e-02 2.357464193822555315e-02 4.542507635036472508e-02 2.174174164634970763e-01 2.960460899715120636e-02
1.865737951650660864e-01 4.322134905503020874e-02 1.669400871491355173e-02 9.928128044087887460e-02 6.031010426093046800e-02 6.530778429743448743e-02 4.946477638312839209e-02 1.986264202035495918e-01 2.630606164841794992e-02 1.623799042215770191e-02 2.158752205894570175e-01 2.210120881903573919e-02
1.866057168464843041e-01 3.537259029966725865e-02 2.389358698881248813e-02 1.018497112692236251e-01 5.320040428608706351e-02 5.001673939928662910e-02 2.511909606261710989e-02 2.417906311212759951e-01 1.421371488906191839e-02 1.008296247548912290e-02 2.397255602799525376e-01 1.812928608204220429e-02
3.213042094225654344e-01 7.249743225125106216e-02 4.035235006476451530e-02 1.140016683225653499e-01 3.318647843936443215e-02 2.828851248892192555e-02 2.411647568680764728e-02 4.452819473442636011e-02 2.541168578299244155e-02 7.002664518547857542e-02 1.730294287704312040e-01 5.325691885043101065e-02
2.915681453108723287e-01 6.006624246569374631e-02 4.976929211880690151e-02 1.071548393677696637e-01 2.840855168565478359e-02 3.477635826308558137e-02 1.085655947619683023e-02 5.604666904027393731e-02 9.135579157363959979e-02 6.012881168186750419e-02 1.832015868734137298e-01 2.666715214272531373e-02
1.065091412805014986e-01 5.073820301282355727e-02 1.489465620322055067e-02 1.094740023028626386e-01 5.345121124152029529e-02 1.374707624795969661e-02 2.597710592960254805e-02 4.826647200601418830e-01 2.305679385045196136e-02 1.929628760560258421e-02 7.728460177362575512e-02 2.290620049168710579e-02
1.350014490491902863e-01 4.095330587339313794e-02 1.497289981288867089e-02 1.042763952117028575e-01 9.021513712549017461e-02 8.411566894438048114e-02 2.981983243200412789e-02 1.861182535213685152e-01 1.916239576316716015e-02 3.813278187608208636e-02 2.336887950377804224e-01 2.354308535255204490e-02
1.090241187210712198e-01 6.075083529368884711e-02 1.812763338680914438e-02 1.022859820845979789e-01 1.275373833953737102e-01 5.857896514041773667e-02 7.712704444415377503e-02 2.783386446775539258e-01 2.344212838825975379e-02 1.496552254949086447e-02 1.045647715640483366e-01 2.525697035453470726e-02
6.221988219894301897e-02 3.721378175189813536e-02 3.781496625919561483e-02 1.028169880706251704e-01 1.248997454758579428e-01 1.952755709980356913e-02 1.804136473614934358e-02 4.298735733275482751e-02 2.397157965473819402e-02 7.349572214201432162e-03 4.981308367784497149e-01 2.502636842738314993e-02
5.206209195573784088e-02 1.317872540715301355e-01 3.521347076456871061e-02 9.664276978393816775e-02 2.810919058662685738e-02 9.764332430974999311e-02 1.344216997380113035e-02 2.791551393769998307e-02 2.510845184339392452e-02 9.239130062015696310e-03 4.499941961242009958e-01 3.284243658673666189e-02
2.729669752558178120e-01 1.464797970477487721e-01 1.735114906888520631e-02 9.983515774779246066e-02 3.346307290731602435e-02 4.581669689944031093e-02 9.298757805061753923e-02 1.004448806970811570e-01 2.478815475763010770e-02 1.518639444969372733e-02 5.499764673994129299e-02 9.568249637803562246e-02
3.300697713327124250e-01 4.178845377996350668e-02 3.969153043024941513e-02 1.242523646142801308e-01 4.082952995723936052e-02 2.014329780513691298e-02 1.078092410981102145e-01 8.948828786329822427e-02 2.341837651047600638e-02 9.538591015356468611e-03 1.538805370132334815e-01 1.909001857994388138e-02
5.139165609369005655e-02 1.884770661388943669e-01 3.673077279559425201e-02 9.343772883919643224e-02 2.800228227447473447e-02 1.637262259466749220e-02 1.663921940279498163e-02 1.892738096165050010e-01 1.875757665856334772e-02 1.493951700373019782e-02 2.669891715651647179e-01 7.898857701672457043e-02
2.526956090769668650e-01 6.007359700561980265e-02 2.072265692475517423e-02 1.118718769387642836e-01 4.093693263410285582e-02 2.792912578953440569e-02 1.883983341349617160e-02 2.790527899616842417e-02 2.926805976275835205e-02 4.840473245376687716e-02 3.394380469587546245e-01 2.191425004531204201e-02
6.442456501281175474e-02 4.787566386894327036e-02 2.512149585542702152e-02 1.071687535692866650e-01 7.571803015492432898e-02 1.483284489438018230e-02 1.143094271785157108e-02 1.046519175083119452e-01 2.561692136039624146e-02 1.000206656275424433e-01 3.348839859802481000e-01 8.825421344987649519e-02
1.006886400116568103e-01 6.269135839708041280e-02 2.260170218087500030e-02 1.036001216962035981e-01 6.490653651554569026e-02 6.535607551273385496e-02 2.627970174231912190e-02 3.005814100355609919e-01 1.724101807177424658e-02 9.027462837930172457e-02 1.276257531175252480e-01 1.815305433942303315e-02
1.498823798378939309e-01 8.453681510617185035e-02 2.213864869075019698e-02 9.749710852717063947e-02 5.169231001851265495e-02 1.370617615646807681e-02 3.481639106197739059e-02 4.114356255705633320e-02 7.515798123653905094e-02 5.563046376091411449e-02 3.568944754681271925e-01 1.690368757841849423e-02
1.552349707560719549e-01 1.538306871880605609e-01 3.447251063641488394e-02 1.046792848565847034e-01 1.968086696907874605e-02 1.735452013177022149e-02 5.139073399727957236e-02 1.046348189226552761e-01 2.680251525040402635e-02 7.445850548932583801e-02 1.934682796355148005e-01 6.399230616683934669e-02
5.337512039229007355e-02 3.427431945067517249e-01 1.783718893940798231e-02 1.013850699864390359e-01 4.482321522307838868e-02 9.047856080278656940e-03 2.984109706942888671e-02 1.401697302774116971e-01 3.159048029955827119e-02 1.436897028531662623e-01 6.715127736096725142e-02 1.834606701122174291e-02
2.966488986081359247e-01 8.057543258416688392e-02 4.275024312893174055e-02 1.048284077520410806e-01 2.214718429637543493e-02 1.684545497845626322e-02 3.041378206731443906e-02 6.900251526989768791e-02 1.953746081353182826e-02 2.648796745511476300e-02 2.610492886119670786e-01 2.971336443406678504e-02
3.153166871120105519e-01 6.950737324766981251e-02 2.893830725382274399e-02 1.034244677240410831e-01 2.577907173939171168e-02 2.620412087045010177e-02 3.039581139132566806e-02 2.049204279279497332e-01 2.698491421225364395e-02 5.754235863644369814e-02 7.419772424314449721e-02 3.678873564149674064e-02
6.723960156990184400e-02 7.739602282511057196e-02 4.573721466645440381e-02 9.916715825640196047e-02 3.243519738389169516e-02 2.520298254058050275e-02 1.218077729148803363e-02 4.417796290707721729e-01 3.247631766128600272e-02 2.151811566970581943e-02 1.298087534395171994e-01 1.505822962488977644e-02
1.435404878321744904e-01 4.222392176846370693e-02 6.697363490255736629e-02 9.589992507216915651e-02 4.320769542598171253e-02 1.560081944027085291e-02 3.764482229473501557e-02 1.006584032741723173e-01 1.596710083359174220e-02 2.586644215331946467e-02 3.922578394191992279e-01 2.015890758336506480e-02
