#
# Stellar properties determined for the LEGACY dwarfs sample
#
# Columns description:
#
# 1: Kepler Input Catalogue Identifier
# 2: Mass in solar units
# 3: Positive mass uncertainty in solar units
# 4: Negative mass uncertainty in solar units
# 5: Radius in solar units
# 6: Positive radius uncertainty in solar units
# 7: Negative radius uncertainty in solar units
# 8: Surface gravity in dex
# 9: Positive surface gravity uncertainty in dex
# 10: Negative surface gravity uncertainty in dex
# 11: Age in units of Gyr
# 12: Positive age uncertainty in units of Gyr
# 13: Negative age uncertainty in units of Gyr
# 14: Luminosity in solar units
# 15: Positive luminosity uncertainty in solar units
# 16: Negative luminosity uncertainty in solar units
# 17: Density in g/cm$^3$
# 18: Positive density uncertainty in g/cm^3
# 19: Negative density uncertainty in g/cm^3
# 20: Distance in pc
# 21: Positive distance uncertainty in pc
# 22: Negative distance uncertainty in pc
# 23: Fractional initial hydrogen abundance
# 24: Positive fractional initial hydrogen abundance uncertainty
# 25: Negative fractional initial hydrogen abundance uncertainty
# 26: Fractional initial helium abundance
# 27: Positive fractional initial helium abundance uncertainty
# 28: Negative fractional initial helium abundance uncertainty
# 29: Fractional surface hydrogen abundance
# 30: Positive fractional surface hydrogen abundance uncertainty
# 31: Negative fractional surface hydrogen abundance uncertainty
# 32: Fractional surface helium abundance
# 33: Positive fractional surface helium abundance uncertainty
# 34: Negative fractional surface helium abundance uncertainty
# 35: Fractional central hydrogen abundance
# 36: Positive fractional central hydrogen abundance uncertainty
# 37: Negative fractional central hydrogen abundance uncertainty
# 38: Fractional central helium abundance
# 39: Positive fractional central helium abundance uncertainty
# 40: Negative fractional central helium abundance uncertainty
# 41: Mass coordinate of the convective core edge
# 42: Positive fractional uncertainty in mass coordinate of convective core edge
# 43: Negative fractional uncertainty in mass coordinate of convective core edge
# 44: Radius coordinate of the base of the convective envelope
# 45: Positive fractional uncertainty in radius coordinate of the base of the convective envelope
# 46: Negative fractional uncertainty in radius coordinate of the base of the convective envelope
# 47: Convective efficiency
# 48: Positive fractional uncertainty in convective efficiency
# 49: Negative fractional uncertainty in convective efficiency
# 50: Terminal age main sequence
#
# KIC      Mass    sMassP  sMassM  Rad     sRadP   sRadM   Grav    sGravP  sGravM  Age      sAgeP    sAgeM    Lum     sLumP   sLumM   Rho       sRhoP     sRhoM     Dist    sDistP  sDistM  Xini    sXiniP  sXiniM  Yini    sYiniP  sYiniM  Xsup    sXsupP  sXsupM  Ysup    sYsupP  sYsupM  Xcen    sXcenP  sXcenM  Ycen    sYcenP  sYcenM  MCcore   sMCcoreP sMCcoreM Rbe     sRbeP   sRbeM   alp_conv   salp_convP salp_convM TAMS    
#
7206837    1.3410  0.0616  -0.0616 1.5739  0.0251  -0.0251 4.1708  0.0069  -0.0069 2.4476   0.2566   -0.2566  0.5477  0.0226  -0.0226 0.484120  0.004369  -0.004369 187.87  6.38    -6.38   0.7017  0.0272  -0.0272 0.2751  0.0265  -0.0265 0.7017  0.0272  -0.0272 0.2751  0.0265  -0.0265 0.3051  0.0505  -0.0505 0.6717  0.0521  -0.0521 0.0928   0.0079   -0.0079  0.8483  0.0146  -0.0146 1.7751     0.1242     -0.1242    3.1936  
7296438    1.1392  0.0415  -0.0415 1.3868  0.0177  -0.0177 4.2101  0.0049  -0.0049 6.7815   0.5429   -0.5429  0.2817  0.0253  -0.0253 0.601350  0.002238  -0.002238 165.71  5.40    -5.40   0.7134  0.0190  -0.0190 0.2608  0.0179  -0.0179 0.7134  0.0190  -0.0190 0.2608  0.0179  -0.0179 0.0009  0.0012  -0.0012 0.9733  0.0034  -0.0034 0.0000   0.0008   -0.0008  0.7380  0.0125  -0.0125 1.7691     0.1148     -0.1148    7.9589  
7510397    1.3598  0.0214  -0.0214 1.8574  0.0106  -0.0106 4.0333  0.0023  -0.0023 3.0989   0.1446   -0.1446  0.6575  0.0152  -0.0152 0.298860  0.001254  -0.001254 85.69   2.62    -2.62   0.7394  0.0139  -0.0139 0.2453  0.0129  -0.0129 0.7395  0.0139  -0.0139 0.2453  0.0129  -0.0129 0.0339  0.0198  -0.0198 0.9508  0.0191  -0.0191 0.0705   0.0060   -0.0060  0.8290  0.0061  -0.0061 1.6728     0.0653     -0.0653    3.1772  
7680114    1.0838  0.0371  -0.0371 1.3993  0.0173  -0.0173 4.1806  0.0043  -0.0043 7.5561   0.4765   -0.4765  0.2932  0.0226  -0.0226 0.556910  0.002602  -0.002602 169.14  5.49    -5.49   0.7257  0.0156  -0.0156 0.2558  0.0152  -0.0152 0.7257  0.0156  -0.0156 0.2558  0.0152  -0.0152 0.0004  0.0004  -0.0004 0.9811  0.0025  -0.0025 0.0000   0.0000   -0.0000  0.7469  0.0126  -0.0126 1.7387     0.1218     -0.1218    8.1868  
7771282    1.2701  0.0599  -0.0599 1.6417  0.0274  -0.0274 4.1106  0.0068  -0.0068 3.1491   0.3903   -0.3903  0.5692  0.0242  -0.0242 0.404000  0.003965  -0.003965 303.75  10.42   -10.42  0.7071  0.0250  -0.0250 0.2762  0.0245  -0.0245 0.7071  0.0250  -0.0250 0.2762  0.0245  -0.0245 0.1100  0.0643  -0.0643 0.8733  0.0653  -0.0653 0.0726   0.0178   -0.0178  0.8252  0.0181  -0.0181 1.9578     0.1250     -0.1250    3.3690  
7871531    0.8560  0.0333  -0.0333 0.8790  0.0119  -0.0119 4.4820  0.0051  -0.0051 9.8371   0.8373   -0.8373  -0.1826 0.0255  -0.0255 1.774400  0.003776  -0.003776 58.38   1.92    -1.92   0.7333  0.0171  -0.0171 0.2555  0.0169  -0.0169 0.7333  0.0171  -0.0171 0.2555  0.0169  -0.0169 0.2617  0.0297  -0.0297 0.7270  0.0303  -0.0303 0.0000   0.0000   -0.0000  0.7011  0.0059  -0.0059 1.5866     0.1021     -0.1021    16.1524 
7940546    1.4200  0.0251  -0.0251 1.9559  0.0128  -0.0128 4.0073  0.0028  -0.0028 2.5489   0.1138   -0.1138  0.7216  0.0173  -0.0173 0.267290  0.001609  -0.001609 76.55   2.35    -2.35   0.7366  0.0136  -0.0136 0.2481  0.0129  -0.0129 0.7366  0.0136  -0.0136 0.2481  0.0129  -0.0129 0.0739  0.0176  -0.0176 0.9109  0.0178  -0.0178 0.0870   0.0039   -0.0039  0.8431  0.0083  -0.0083 1.7087     0.0921     -0.0921    2.7381  
7970740    0.7487  0.0223  -0.0223 0.7671  0.0081  -0.0081 4.5422  0.0039  -0.0039 10.9630  0.8071   -0.8071  -0.3551 0.0260  -0.0260 2.335700  0.005067  -0.005067 26.35   0.84    -0.84   0.7432  0.0148  -0.0148 0.2511  0.0148  -0.0148 0.7432  0.0148  -0.0148 0.2511  0.0148  -0.0148 0.3323  0.0237  -0.0237 0.6620  0.0237  -0.0237 0.0000   0.0000   -0.0000  0.7151  0.0070  -0.0070 1.6169     0.1082     -0.1082    22.1291 
8006161    0.9861  0.0253  -0.0253 0.9293  0.0083  -0.0083 4.4953  0.0034  -0.0034 5.1012   0.3253   -0.3253  -0.1549 0.0207  -0.0207 1.730500  0.002257  -0.002257 26.68   0.83    -0.83   0.6809  0.0205  -0.0205 0.2879  0.0183  -0.0183 0.6809  0.0205  -0.0205 0.2879  0.0183  -0.0183 0.3979  0.0260  -0.0260 0.5709  0.0250  -0.0250 0.0000   0.0000   -0.0000  0.6927  0.0037  -0.0037 1.8199     0.1103     -0.1103    12.3897 
8150065    1.1985  0.0498  -0.0498 1.4009  0.0208  -0.0208 4.2233  0.0055  -0.0055 3.6902   0.3505   -0.3505  0.4116  0.0257  -0.0257 0.613670  0.003860  -0.003860 240.53  8.05    -8.05   0.7224  0.0194  -0.0194 0.2610  0.0191  -0.0191 0.7224  0.0194  -0.0194 0.2610  0.0191  -0.0191 0.2249  0.0644  -0.0644 0.7585  0.0661  -0.0661 0.0466   0.0141   -0.0141  0.8191  0.0149  -0.0149 1.7367     0.1427     -0.1427    4.8902  
