M Y Z alpha diffusion overshoot age Y_surf X_c mass_cc
1.081713597656256631e+00 2.697258481445336531e-01 2.371352880859384574e-02 1.877462987792982707e+00 9.782534365234273332e-01 1.747061601562510946e-01 6.641540307981124158e+00 2.331955896038061526e-01 8.161743189967124446e-02 1.656213030212001086e-02
1.080352505859379031e+00 2.707771640625029619e-01 2.441279833984384348e-02 1.888222506347657204e+00 9.442449184570218534e-01 1.884008159179703379e-01 6.433851128792873020e+00 2.350639110551409339e-01 1.223740682659150703e-01 2.103461394499132886e-02
1.108480470703126608e+00 2.637772539062521182e-01 2.373169189453132669e-02 1.889202413574233352e+00 1.059642470214829491e+00 1.559257382812513637e-01 6.289289904315953805e+00 2.283016771202533712e-01 1.067419713237147127e-01 2.331309662567466329e-02
1.095032978027352666e+00 2.596225971679734235e-01 2.324818750000001710e-02 1.819735453125014502e+00 9.984364667968563811e-01 1.669466274414074247e-01 6.701991455998218328e+00 2.234876758754224535e-01 5.869754993053134806e-02 1.000792993404926376e-02
1.079534301269535979e+00 2.686920849609401585e-01 2.319888916015624622e-02 1.920829389648446295e+00 9.899664374999864735e-01 1.824027441406262107e-01 6.747131039912630079e+00 2.324776873419841794e-01 1.006203412592350382e-01 2.285804022629136373e-02
1.072690439453134692e+00 2.677754257812518524e-01 2.283437792968756597e-02 1.915830522460953533e+00 9.984918696288954676e-01 1.685790981445326464e-01 6.300629169571617005e+00 2.320266311323880837e-01 1.013269053292017580e-01 1.129064864454095221e-02
1.078873360351561894e+00 2.631496938476578507e-01 2.327421923828135522e-02 1.959272030273447873e+00 9.877119711913889821e-01 1.962996528320330447e-01 7.220738722381226715e+00 2.279829939871668154e-01 7.060763122288522819e-02 1.776775411683071196e-02
1.070074811035163886e+00 2.710422539062509184e-01 2.286826806640644694e-02 1.914701925292988216e+00 1.037429219238265254e+00 1.817307705078135549e-01 6.727617229342253147e+00 2.342263342262372039e-01 7.353587337649102051e-02 1.497570899985453501e-02
1.080831759765632283e+00 2.676749438476588860e-01 2.278410009765633598e-02 1.842929071777348105e+00 9.794233320312409896e-01 1.554993320312508531e-01 6.542616423944975779e+00 2.290423913487414087e-01 1.045900431749747228e-01 2.219160666389463979e-02
1.095726278320309666e+00 2.652825468750021898e-01 2.371106201171878369e-02 1.956404401855483810e+00 1.025303770019514005e+00 1.816800317382829821e-01 6.554162511162012983e+00 2.308300598738576292e-01 1.039036792685327781e-01 2.369747609335826066e-02
1.083095611816416115e+00 2.626347714843790260e-01 2.161317431640637915e-02 1.878088812500010585e+00 1.067022896484360661e+00 1.621441752929694280e-01 6.798506412952622036e+00 2.252076747543313440e-01 6.492147418205307385e-02 1.640746627998072860e-02
1.060244271484382050e+00 2.684669101562510152e-01 2.076311035156253385e-02 1.971356454589866525e+00 1.007427641113277872e+00 1.799811152343774034e-01 6.369116630152436898e+00 2.313958938594493364e-01 6.448124646200166510e-02 4.738356093558862905e-03
1.091591930175786818e+00 2.625543105468781113e-01 2.292411425781255493e-02 1.907598283691435137e+00 9.799910742187403212e-01 1.780650527343775602e-01 6.396243495721472883e+00 2.272913005054610358e-01 5.120394905290584497e-02 5.114712209391321547e-03
1.076988859375007879e+00 2.766403227539072085e-01 2.411636718750008457e-02 1.902917742187507644e+00 9.527573745117083881e-01 1.629010107421885456e-01 6.397363529135446925e+00 2.391593582463258649e-01 1.034429459881067576e-01 2.315998236212788580e-02
1.073745345214846436e+00 2.746522373046895726e-01 2.329964599609386094e-02 1.879853240722667573e+00 9.589255375976482032e-01 1.826543720703137086e-01 6.641079193458638841e+00 2.374969871759383955e-01 1.062310934894270392e-01 2.526078586893762759e-02
1.088626915039073051e+00 2.649918144531281383e-01 2.339847119140628373e-02 1.808696010253915576e+00 9.332407822265506026e-01 1.737325610351580507e-01 6.404085571687684109e+00 2.286288525271162886e-01 9.389280302381294852e-02 1.498947871390298239e-02
1.049187962890628656e+00 2.845116235351580758e-01 2.304055566406253835e-02 1.906167581054686977e+00 8.702173769531165171e-01 2.389614121093770471e-01 6.482507262601026277e+00 2.476118531288635238e-01 1.658175163239051786e-01 3.618288988480934665e-02
1.078132663085942022e+00 2.641352124023459425e-01 2.179356054687510771e-02 1.941095924804706163e+00 1.060588129394520296e+00 1.826017812500020931e-01 6.636989864644452730e+00 2.277727206824876338e-01 6.397455520694773912e-02 1.107358489777984616e-02
1.041015702636725493e+00 2.859332758789074336e-01 2.052515234375009226e-02 1.899768933105474567e+00 9.367866435546827741e-01 1.673173544921884859e-01 6.283213351279457903e+00 2.434074327938799409e-01 1.276855792649689014e-01 3.080276297071832953e-02
1.086285740234380848e+00 2.722228442382806368e-01 2.312466162109376097e-02 1.906894261230488663e+00 9.668134067382747610e-01 1.423393681640633124e-01 5.699459813808159581e+00 2.368011265327134574e-01 1.287186112580306907e-01 1.542284284658290011e-02
1.081064982421876985e+00 2.688438491210968784e-01 2.222222900390623951e-02 1.918213845214854940e+00 9.545729999999931215e-01 1.783417944335953520e-01 6.278716542945197432e+00 2.323417942616131937e-01 1.139759488222078371e-01 2.187898307703312409e-02
1.092131656738282164e+00 2.714856933593765564e-01 2.398999023437506720e-02 1.912222463378919990e+00 9.736682656249876500e-01 1.689519008789077958e-01 6.281064267499058218e+00 2.358364887925288589e-01 1.104091514820228215e-01 2.359238223825161143e-02
1.097403669921875879e+00 2.678998481445332702e-01 2.435564306640634891e-02 1.923111847167978672e+00 1.056335828613267802e+00 1.656095551757829354e-01 6.540742496633878744e+00 2.325745802876700574e-01 1.052854751880236278e-01 2.521500470589412360e-02
1.076517896484378012e+00 2.685435668945326815e-01 2.263070312500007134e-02 1.974236706054705692e+00 1.038644750488268986e+00 1.823368896484392765e-01 6.344516765591031948e+00 2.331120942530433282e-01 9.221283395236798408e-02 1.285806680086381583e-02
1.090063611328125903e+00 2.641636914062522878e-01 2.359824267578146048e-02 1.970906420410175608e+00 1.040105898925766548e+00 1.892016757812518268e-01 6.603642773440880021e+00 2.296955158087299609e-01 7.607469584341183810e-02 1.354641925049839164e-02
1.057143161132818809e+00 2.729344882812494988e-01 2.090735253906254518e-02 1.961303709960959374e+00 1.026253240234373143e+00 1.562516132812513669e-01 6.193250330139967730e+00 2.338509298673951686e-01 9.329778533848961941e-02 1.222234916926629236e-02
1.089904710937503074e+00 2.679773266601579440e-01 2.419727490234378081e-02 1.889757150878918157e+00 9.671500317382685230e-01 1.852144599609400200e-01 6.453895282783393306e+00 2.326835897532891773e-01 1.144953658438512822e-01 2.131110193027828392e-02
1.096503744628910315e+00 2.625883022460960281e-01 2.290255126953129328e-02 1.895124854003931603e+00 1.026647232910143481e+00 1.625591982421894788e-01 6.190302544820268871e+00 2.271902532828159460e-01 8.363594082292923060e-02 1.134693758462744506e-02
1.099109728027348076e+00 2.573139936523469173e-01 2.215300781250013201e-02 1.922705334960965073e+00 1.108342284179666848e+00 1.705813686523454664e-01 6.343857378670541003e+00 2.225816462349886060e-01 7.114803148377635278e-02 9.136618801158444270e-03
1.086926350097664029e+00 2.641199599609392323e-01 2.191026367187513813e-02 1.879098852050799184e+00 1.068842370605454395e+00 1.566273471679698603e-01 6.358852223722172070e+00 2.270462390307420308e-01 8.581354593113170448e-02 1.561626813746755729e-02
1.094213633789062445e+00 2.690050385742206451e-01 2.407798730468760362e-02 1.907648334472670459e+00 1.004342828124987985e+00 1.745570405273455250e-01 6.388107733167018409e+00 2.335085217203621277e-01 1.097080985818497667e-01 2.289848385567263417e-02
1.063419693847666547e+00 2.732315498046866686e-01 2.087259277343755937e-02 1.930386226562516017e+00 9.833155698242161957e-01 1.495472075195320438e-01 6.618039377723182071e+00 2.332232392836418033e-01 5.380332945306091214e-02 1.353531317468517452e-02
1.075084207519539259e+00 2.670923081054699666e-01 2.185707519531262036e-02 1.915558655761733675e+00 1.012818095703117427e+00 1.645286186523451377e-01 6.549641824163159320e+00 2.292688445254360829e-01 7.211563674003611257e-02 1.327696508841228785e-02
1.063523380371099947e+00 2.752154897460957761e-01 2.423521923828135874e-02 1.921384310546877972e+00 8.983185922851441019e-01 2.184246103515642967e-01 6.543852194731146099e+00 2.401131929361890183e-01 1.141659139917153010e-01 1.739905172964476693e-02
1.087173979492193299e+00 2.652991352539093572e-01 2.345138330078125680e-02 1.897390819335947443e+00 1.012828169921858423e+00 1.832000698242200187e-01 6.599991882516833108e+00 2.297559935070825066e-01 9.615902289706347583e-02 1.818324673035413147e-02
1.055265354492188168e+00 2.785915327148457132e-01 2.171303320312505114e-02 1.953823333007821406e+00 9.583451914062441901e-01 1.903089013671892260e-01 6.626455538114087496e+00 2.403614032233871156e-01 1.173740744370138783e-01 2.910667325543833325e-02
1.080107831054689660e+00 2.722563979492213515e-01 2.373660791015636332e-02 1.864257611328134612e+00 9.653288583984291904e-01 1.765006450195325260e-01 6.528466898313964428e+00 2.353508390009684814e-01 1.125015660881093643e-01 2.409952596604028954e-02
1.031245729003904321e+00 2.791448588867206371e-01 1.930927099609378028e-02 1.929993999999998433e+00 9.214547939453064940e-01 2.199669218750024413e-01 7.225646456768139103e+00 2.378303036651611135e-01 1.214625523519551192e-01 4.119427484928797623e-02
1.059098905273448077e+00 2.821761162109382992e-01 2.076745898437516724e-02 1.813631594238279687e+00 8.488130527343688003e-01 1.574923271484390541e-01 5.991076144723513686e+00 2.401609403553921218e-01 1.335483000903192052e-01 2.871879389244513456e-02
1.054264164062503228e+00 2.803372851562522250e-01 2.192427587890625335e-02 1.963174625000005946e+00 9.576078623046784255e-01 1.995480903320326349e-01 6.548978547356594682e+00 2.423088163787203153e-01 1.416343683400029252e-01 3.389591670012717661e-02
1.067428970703130364e+00 2.685951928710954006e-01 2.369913525390651005e-02 1.962625389648442242e+00 9.181676425781124529e-01 2.221556162109393773e-01 6.843003678098678044e+00 2.338339416768046852e-01 8.372326719575956533e-02 1.214166159981483299e-02
1.097186806640624290e+00 2.731768007812505061e-01 2.597871240234372534e-02 1.881939043945300982e+00 9.500768164062382004e-01 1.969551059570339158e-01 6.549893826773948824e+00 2.381565248253831313e-01 1.467327624025680510e-01 3.557828016313090147e-02
1.070212090332034904e+00 2.776227993164081531e-01 2.384546289062502641e-02 1.994451945800790771e+00 9.749025014648352583e-01 1.915488320312514481e-01 6.391668365850009970e+00 2.418318117380992283e-01 1.384866559363181482e-01 2.864769235059542660e-02
1.059475125000004514e+00 2.774694282226580766e-01 2.306425830078136230e-02 1.915753344238287692e+00 9.227641113281145335e-01 2.113285029296889106e-01 6.792061561157783700e+00 2.406895983307618392e-01 1.114381022471048199e-01 2.553254140293138852e-02
1.064619164062508228e+00 2.700867377929709323e-01 2.229882031250003324e-02 1.920211959960947956e+00 1.013677524414052122e+00 1.702915595703135276e-01 6.676782222036236725e+00 2.322989167398755161e-01 9.317392448010955452e-02 1.678481697474083073e-02
1.064547099609377989e+00 2.792843388671897298e-01 2.187128564453124160e-02 1.913625954589852185e+00 9.077279931640573896e-01 1.925118828125023107e-01 6.078285044598501052e+00 2.413159503067954514e-01 1.491764012387092886e-01 3.184560268406929490e-02
1.094641154296876362e+00 2.679074335937534079e-01 2.277410498046872345e-02 1.881838202636734181e+00 9.894442988281165752e-01 1.592175649414075966e-01 6.168723416528524517e+00 2.310234568482464612e-01 1.240586950517025139e-01 2.676538193899149695e-02
1.084399544433595652e+00 2.692263090820319893e-01 2.245476806640645320e-02 2.005920449218768109e+00 1.116873080566398890e+00 1.569637377929697097e-01 6.518525837789378663e+00 2.332424525918948000e-01 6.863989635291153912e-02 1.651916973816581341e-02
1.079368508789070313e+00 2.669326474609385880e-01 2.253681445312501197e-02 1.904682554199246924e+00 9.299219921874983807e-01 1.659440541992208418e-01 6.373010878123237077e+00 2.302256829111452019e-01 5.202823195154837599e-02 5.113386655337808472e-03
1.075808527343759202e+00 2.627937402343780149e-01 2.215752246093755790e-02 1.869772653320323164e+00 1.018929344726549502e+00 1.731558906250016960e-01 6.839505401769416792e+00 2.249374724983229101e-01 5.876736459520984918e-02 1.008173946966082514e-02
1.056441720703129583e+00 2.694762377929715291e-01 2.296693554687502872e-02 2.001438946777345684e+00 9.309869702148346748e-01 2.393603520507845139e-01 7.070620096476080363e+00 2.347026460782998813e-01 1.127707148419762606e-01 2.064062889720668162e-02
1.054438105468754161e+00 2.749042602539086833e-01 2.157980859375004806e-02 1.908399993652353244e+00 9.691900507812396537e-01 1.965947021484391044e-01 6.668427240158691482e+00 2.370436819374545090e-01 1.165597603267711085e-01 2.526257468715418369e-02
1.057038733398438124e+00 2.788943789062531264e-01 2.108144775390623574e-02 1.882210163085940913e+00 8.717969555664009107e-01 1.974406650390649054e-01 6.427490734380199910e+00 2.381413080480124234e-01 1.456177318105512930e-01 3.826955648987377667e-02
1.080007110839845907e+00 2.665802934570333238e-01 2.106399658203139333e-02 1.907545562011730977e+00 1.083756727539050280e+00 1.643630527343762915e-01 6.829163384934227921e+00 2.277961382138388724e-01 7.339575801939338118e-02 2.546179880990443595e-02
1.063788816406255666e+00 2.780287709960951870e-01 2.296603955078127882e-02 1.931881706054695780e+00 9.389425844726456694e-01 2.128189345703145052e-01 6.271842412262677691e+00 2.419169859141339640e-01 1.498449246048876859e-01 2.824239140209797855e-02
1.103404849121100595e+00 2.600055756835968346e-01 2.365422412109375455e-02 1.836203373046886744e+00 1.030798661621078693e+00 1.635491806640641810e-01 6.467108424795576127e+00 2.241053770260756917e-01 9.272890722718332701e-02 1.707172749348747492e-02
1.042565212890627979e+00 2.798405605468763380e-01 2.128455419921882266e-02 1.955327513183602095e+00 9.508373867187415174e-01 2.032620698242203205e-01 6.544955646164832608e+00 2.418147030930839492e-01 1.339458273010181444e-01 2.742947701017989237e-02
1.090852252929681576e+00 2.695021474609390344e-01 2.317460107421886323e-02 1.946165115234391063e+00 1.045259703613265367e+00 1.574787387695326113e-01 6.524926599292141027e+00 2.331734676747597990e-01 1.113256946371978251e-01 3.023921108211112888e-02
1.047856442382821607e+00 2.857279599609381937e-01 1.924852148437508625e-02 1.868816548339847117e+00 9.169119467773376719e-01 1.593014316406258790e-01 5.725428770354192842e+00 2.391432688980961174e-01 1.595832193170071411e-01 3.628958052663174699e-02
1.073387430175786195e+00 2.689331816406251296e-01 2.117546972656265958e-02 1.982503865234390261e+00 1.054954965820309010e+00 1.520840317382825546e-01 6.614795528941181502e+00 2.314981531398720982e-01 5.583976398361035348e-02 1.270351777307193730e-02
1.076988137207038676e+00 2.629357880859410912e-01 2.349196826171886035e-02 1.876956093750012267e+00 9.722081420898271986e-01 2.024482797851584193e-01 6.830234268127231445e+00 2.275778129169154229e-01 6.784568514894073754e-02 7.588166652903071373e-03
1.042134981445320907e+00 2.734482084960948578e-01 2.201456542968760477e-02 1.970659461914085586e+00 9.623548398437504758e-01 2.050465195312531630e-01 6.760915201938133556e+00 2.371391375601697715e-01 6.808574955179128030e-02 4.207781254425871711e-03
1.072628386230473740e+00 2.656218930664077660e-01 2.164750195312509576e-02 1.955377209472676903e+00 1.020901957031245200e+00 1.655295820312515653e-01 6.438223304284444559e+00 2.291372131944258150e-01 7.362187254969286554e-02 9.160808317511526938e-03
1.067491401367191894e+00 2.651147744140651685e-01 2.215772021484390189e-02 1.955582287109391526e+00 1.008633687499983944e+00 1.966472817382822758e-01 7.067642603539952439e+00 2.291981049281770211e-01 6.438455596442303752e-02 1.277254144870139559e-02
1.072622715332035126e+00 2.674575546875017640e-01 2.370504492187512288e-02 1.899165208496104373e+00 9.797346064452995273e-01 1.947371323242202967e-01 7.128309576375833068e+00 2.313638894363359566e-01 7.564922571353260849e-02 1.672861691055155947e-02
1.054110612792976687e+00 2.685597099609403626e-01 2.271705664062518767e-02 1.972250828125006850e+00 9.910207163085787974e-01 2.180486181640638177e-01 7.160215272403855913e+00 2.325649023333390131e-01 6.775096574704553287e-02 9.973605977671665818e-03
1.085672725097655666e+00 2.674155468750012421e-01 2.265427734375007052e-02 2.005671897949237614e+00 1.054446714355454784e+00 1.609890175781261146e-01 6.257004117935894172e+00 2.325522452346289737e-01 1.122408561352664647e-01 1.927342807582886619e-02
1.112359404296882515e+00 2.598100595703153881e-01 2.387938525390631908e-02 1.855371096191429148e+00 9.856980463867068831e-01 1.506283896484381102e-01 6.142754734696782570e+00 2.246369355820312108e-01 7.781863786993929721e-02 1.205131404455942433e-02
1.060876133789067532e+00 2.729478979492186430e-01 2.084669677734378793e-02 2.015977125976580631e+00 1.055837616699217385e+00 1.635247021484390884e-01 6.239883178444531886e+00 2.349703611835711192e-01 7.781257982792555428e-02 1.204931363737226854e-02
1.087160506347661260e+00 2.713171796875018527e-01 2.454316699218754561e-02 1.907015531738286196e+00 9.814594052734231244e-01 1.879845854492203094e-01 6.429633600186753561e+00 2.361395699616805621e-01 1.127766022198768842e-01 2.204780320196293719e-02
1.068572144531253043e+00 2.674633662109381360e-01 2.078928564453127320e-02 1.983850234375022836e+00 1.048052813964841290e+00 1.580560625000017316e-01 6.198667649430163351e+00 2.292032714212945965e-01 8.001598763454839669e-02 9.572543090048188721e-03
1.067669568847661399e+00 2.662990659179710340e-01 2.200918212890646403e-02 1.947365003417982132e+00 1.040080961425770001e+00 1.890369370117201409e-01 6.887619077802195733e+00 2.297000620395112935e-01 7.228924704499287146e-02 1.351619388800656858e-02
1.091039068847667659e+00 2.688550327148446772e-01 2.382924072265631479e-02 1.853084081542979877e+00 9.031060952148379783e-01 1.563212392578140764e-01 6.130388143222757158e+00 2.322916853502269008e-01 8.471456836404192559e-02 1.231681718375957774e-02
1.078558634277345663e+00 2.683412070312517494e-01 2.402085644531262026e-02 1.974980265625013498e+00 9.359498940429571423e-01 2.055640268554711214e-01 6.632545535421016325e+00 2.340723075159484579e-01 9.593910932397872737e-02 1.571169881522231290e-02
1.080724184570322599e+00 2.661338842773466884e-01 2.302481054687503456e-02 1.851535665527363816e+00 9.388111210937403195e-01 1.838667768554714255e-01 6.448832460160947910e+00 2.298131356553821669e-01 5.839810573674076438e-02 6.299351088267660451e-03
1.079494151855475925e+00 2.654680942382838249e-01 2.334862548828132989e-02 1.890721142578138503e+00 1.004774765624984134e+00 1.835802246093762302e-01 6.681186879233410814e+00 2.296314442742840023e-01 7.749359081308930530e-02 1.155703858374384704e-02
1.066497142578134438e+00 2.691686738281245383e-01 2.104771874999999612e-02 1.915432120605484068e+00 9.297868022460880066e-01 1.493204130859391576e-01 6.102084650202071359e+00 2.309361612589140578e-01 8.693592398568789070e-02 7.119306694533128650e-03
1.080033906738285809e+00 2.680157773437520374e-01 2.297317626953138819e-02 1.885848708984387612e+00 1.039404767089828985e+00 1.643799536132820593e-01 6.820407865662982516e+00 2.307963048416547536e-01 7.818845749161203174e-02 1.986199819460019930e-02
1.056883131347659432e+00 2.692839252929700722e-01 2.244020507812510140e-02 1.979678226074240932e+00 9.998726249999964066e-01 2.004889570312532732e-01 6.774541140912517356e+00 2.334997343783699331e-01 6.591607120281547938e-02 5.606447045551897837e-03
1.075014166992188214e+00 2.638692338867214549e-01 2.279910986328140265e-02 1.993975964843764270e+00 1.019233431640609755e+00 2.021603544921897755e-01 6.915650480178460846e+00 2.287638103417214963e-01 7.416884500207608644e-02 1.316247614138853217e-02
1.067987314941413191e+00 2.708916352539078587e-01 2.357839501953148953e-02 1.915428531738292861e+00 1.004954868164052106e+00 1.914947568359386953e-01 7.083128163806129862e+00 2.341702376356165072e-01 6.284084205093942721e-02 1.451029367409142901e-02
1.066608094726567035e+00 2.752442373046906643e-01 2.368420312500009450e-02 1.841596068847656475e+00 9.247143593749924673e-01 1.855409648437515158e-01 6.645912546710293967e+00 2.375172103410239377e-01 1.177887678876356065e-01 2.469581173736661722e-02
1.056705213867188853e+00 2.808813510742202424e-01 2.261904785156258757e-02 1.942582893066412630e+00 9.428182958984259177e-01 2.092040258789072127e-01 6.678596748052906484e+00 2.433518701567281006e-01 1.245695616044536075e-01 3.081827573034640749e-02
1.081948958007819428e+00 2.675529697265647266e-01 2.228407031250011910e-02 1.917014010742203123e+00 1.059019612304678892e+00 1.487488842773442843e-01 6.587200616871233372e+00 2.304623145686026664e-01 8.147302497247123354e-02 1.820447652307842154e-02
1.079127260253914367e+00 2.681039345703138399e-01 2.227544677734390188e-02 1.892464957031265271e+00 1.021360123535147935e+00 1.547417910156257403e-01 6.728154398460285179e+00 2.298227327317313440e-01 6.509286089803424658e-02 1.682661470701710127e-02
1.089139983398444311e+00 2.618981279296901943e-01 2.341958740234375766e-02 1.871581062011730134e+00 9.766658603515491199e-01 1.794471308593774683e-01 6.638645035844016995e+00 2.257898294303392062e-01 6.810975046541736799e-02 1.041981607471233716e-02
1.073026716308592698e+00 2.677371674804700508e-01 2.281850634765630881e-02 2.008397833496105456e+00 1.004553589355453358e+00 1.936297832031267929e-01 6.787889746310508343e+00 2.325395204228614676e-01 9.708207972844622169e-02 1.955126482149468353e-02
1.104408047363291789e+00 2.606865981445338765e-01 2.590585107421891978e-02 1.825471353027341204e+00 8.891136044921710280e-01 2.004304208984404312e-01 6.589008383008459369e+00 2.262785237848739528e-01 8.243383363543177467e-02 1.147956870642794641e-02
1.091018667968747247e+00 2.638273325195336083e-01 2.239790087890636619e-02 1.960824894042990651e+00 1.088795221679668801e+00 1.706018022460950023e-01 6.474184327704888275e+00 2.279146366390775169e-01 9.130608643215208653e-02 1.901336749809752480e-02
